Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 2.1986459, -0.1704372, -0.3949115, 1.709704, Tracked, -0.1634593, -0.08138192, 1.771771, Tracked, -0.1555413, 0.2199293, 1.818015, Tracked, -0.1186954, 0.3633359, 1.845029, Tracked, -0.3293928, 0.1074682, 1.76482, Tracked, -0.434595, -0.1402964, 1.746354, Tracked, -0.434502, -0.3577524, 1.652841, Tracked, -0.4340234, -0.4250152, 1.627906, Tracked, 0.03535819, 0.0939949, 1.835103, Tracked, 0.09940339, -0.1217006, 1.820652, Tracked, 0.06703128, -0.2784682, 1.676955, Tracked, 0.01578246, -0.3225, 1.636805, Tracked, -0.2508526, -0.3835181, 1.65519, Tracked, -0.2563515, -0.7140684, 1.593849, Tracked, -0.2379271, -1.113147, 1.557183, Inferred, -0.2089288, -1.132063, 1.418874, Inferred, -0.08279984, -0.3894445, 1.69122, Tracked, -0.02115369, -0.688485, 1.528849, Tracked, 0.05197505, -1.05978, 1.367059, Inferred, 0.07922128, -1.050856, 1.223925, Inferred, -0.1576855, 0.1461637, 1.80897, Tracked, -0.4203774, -0.5019785, 1.604836, Tracked, -0.3738722, -0.4015688, 1.606667, Tracked, 0.004840519, -0.3862278, 1.576548, Tracked, -0.01975195, -0.2895298, 1.609825, Tracked,
Kinect 2: 3.2307192, 0.2407169, -0.4447922, 1.860692, Tracked, 0.2814572, -0.1353792, 1.913039, Tracked, 0.3193039, 0.1634136, 1.949736, Tracked, 0.3915652, 0.2669816, 2.001743, Tracked, 0.1637216, 0.06898635, 1.824321, Tracked, -0.01983443, -0.09767412, 1.729469, Tracked, -0.08312073, -0.2660791, 1.571663, Tracked, -0.1049365, -0.3198376, 1.509991, Tracked, 0.4436845, -0.0485421, 2.055712, Tracked, 0.4378932, -0.2605082, 2.070848, Tracked, 0.4197907, -0.4166858, 1.944834, Tracked, 0.3902434, -0.4301481, 1.904452, Inferred, 0.1767812, -0.4049923, 1.76058, Tracked, 0.2430791, -0.6330225, 1.581522, Tracked, 0.1652965, -1.041421, 1.53816, Inferred, 0.2178987, -1.079214, 1.42697, Inferred, 0.2970395, -0.4665312, 1.885266, Tracked, 0.1485775, -0.8091413, 1.802521, Tracked, 0.005850124, -1.094615, 1.766136, Inferred, 0.04433487, -1.14442, 1.645257, Inferred, 0.3103506, 0.09007908, 1.943107, Tracked, -0.1181687, -0.3593152, 1.481657, Tracked, -0.1540794, -0.317483, 1.519, Tracked, 0.3681482, -0.4968608, 1.834544, Tracked, 0.3728782, -0.4142595, 1.857714, Tracked,
Kinect 2: 3.2665806, 0.26416, -0.4465864, 1.849704, Tracked, 0.304026, -0.1365795, 1.901575, Tracked, 0.340077, 0.1627534, 1.938134, Tracked, 0.4092258, 0.2678433, 1.989536, Tracked, 0.1870676, 0.06576359, 1.809687, Tracked, 0.001308472, -0.1037019, 1.713813, Tracked, -0.08188185, -0.2741826, 1.563416, Tracked, -0.1048118, -0.3273109, 1.511704, Tracked, 0.4606605, -0.04592399, 2.049029, Tracked, 0.4505377, -0.2593228, 2.068047, Tracked, 0.4391535, -0.4224758, 1.95102, Tracked, 0.413092, -0.4258489, 1.910911, Inferred, 0.1968187, -0.4073475, 1.750671, Tracked, 0.2578234, -0.6437668, 1.584357, Tracked, 0.165598, -1.050104, 1.540751, Inferred, 0.2174836, -1.08964, 1.430489, Inferred, 0.3198534, -0.4677479, 1.875504, Tracked, 0.1412694, -0.7976329, 1.797883, Tracked, 0.01588528, -1.091466, 1.771027, Inferred, 0.05568303, -1.142936, 1.654786, Inferred, 0.3316284, 0.08929241, 1.931516, Tracked, -0.1213118, -0.368248, 1.482921, Tracked, -0.1530288, -0.322992, 1.523371, Tracked, 0.3909395, -0.5002497, 1.844182, Tracked, 0.4012264, -0.4249133, 1.862, Tracked,
Kinect 2: 3.2979274, 0.2818511, -0.4425467, 1.830216, Tracked, 0.3258736, -0.1343165, 1.883729, Tracked, 0.366967, 0.1630273, 1.921473, Tracked, 0.4325915, 0.2705895, 1.970189, Tracked, 0.2133243, 0.0631495, 1.789667, Tracked, 0.02950063, -0.1145415, 1.695993, Tracked, -0.07589501, -0.2834301, 1.554544, Tracked, -0.09901163, -0.3337858, 1.50911, Tracked, 0.4823897, -0.04175065, 2.036891, Tracked, 0.4878793, -0.2324907, 2.072845, Tracked, 0.460147, -0.4007206, 1.966761, Inferred, 0.4404863, -0.4047303, 1.929236, Inferred, 0.2201061, -0.4004482, 1.721797, Tracked, 0.2715221, -0.6525973, 1.586331, Tracked, 0.1735689, -1.060315, 1.541926, Inferred, 0.2261889, -1.099417, 1.432221, Inferred, 0.3329316, -0.4659962, 1.863205, Tracked, 0.1745289, -0.8030862, 1.766116, Tracked, 0.01449449, -1.078604, 1.782849, Inferred, 0.04236132, -1.148205, 1.673381, Inferred, 0.3571962, 0.09009057, 1.914569, Tracked, -0.1226724, -0.3753613, 1.480776, Tracked, -0.1228244, -0.318663, 1.476615, Tracked, 0.4152241, -0.4867113, 1.840668, Tracked, 0.4274453, -0.4024845, 1.8863, Tracked,
Kinect 2: 3.3308224, 0.3144325, -0.4405263, 1.818114, Tracked, 0.3503734, -0.1322964, 1.871128, Tracked, 0.3835777, 0.1650181, 1.909151, Tracked, 0.4543307, 0.2707219, 1.954351, Tracked, 0.2340511, 0.0615839, 1.775196, Tracked, 0.05469104, -0.1237263, 1.680558, Tracked, -0.06138268, -0.2919533, 1.547451, Tracked, -0.08695053, -0.3415542, 1.502268, Tracked, 0.5038552, -0.01403501, 2.009089, Tracked, 0.4977191, -0.2293637, 2.067291, Tracked, 0.4748067, -0.3975748, 1.959997, Inferred, 0.4645919, -0.3879086, 1.932378, Inferred, 0.2435029, -0.4029838, 1.714631, Tracked, 0.3114933, -0.7239707, 1.575553, Tracked, 0.1851839, -1.063349, 1.543334, Inferred, 0.2320779, -1.101137, 1.429184, Inferred, 0.373193, -0.4588479, 1.847571, Tracked, 0.1868756, -0.7857894, 1.771035, Tracked, 0.02849241, -1.063502, 1.778989, Inferred, 0.05272664, -1.129094, 1.663271, Inferred, 0.3757361, 0.09208816, 1.902127, Tracked, -0.116932, -0.3816351, 1.476814, Tracked, -0.1147784, -0.3214193, 1.474061, Tracked, 0.4467148, -0.4148427, 1.877259, Tracked, 0.4546766, -0.3781103, 1.906333, Tracked,
Kinect 2: 3.3648842, 0.3433877, -0.445196, 1.794562, Tracked, 0.3792618, -0.1314748, 1.848369, Tracked, 0.4113523, 0.1710938, 1.886616, Tracked, 0.4773014, 0.2796007, 1.93698, Tracked, 0.2611657, 0.06105955, 1.755046, Tracked, 0.08950087, -0.1317262, 1.660689, Tracked, -0.02888426, -0.2989993, 1.535334, Tracked, -0.06422136, -0.3490335, 1.490312, Tracked, 0.5168912, -0.008501193, 1.995748, Tracked, 0.5219683, -0.2210034, 2.046619, Inferred, 0.4988716, -0.3899189, 1.940522, Inferred, 0.4709195, -0.4348224, 1.83324, Inferred, 0.2693531, -0.4095103, 1.703878, Tracked, 0.3303732, -0.6912503, 1.571557, Tracked, 0.2030631, -1.065167, 1.548507, Inferred, 0.2495073, -1.110158, 1.439998, Inferred, 0.4044091, -0.4621352, 1.808016, Tracked, 0.1964539, -0.7412127, 1.768085, Tracked, 0.06979539, -1.078067, 1.750862, Inferred, 0.1172152, -1.125472, 1.640859, Inferred, 0.4039524, 0.09687957, 1.879556, Tracked, -0.09986733, -0.3865975, 1.462193, Tracked, -0.08283777, -0.3202014, 1.46465, Tracked, 0.4529037, -0.4614306, 1.778222, Inferred, 0.4573158, -0.4296119, 1.81211, Inferred,
Kinect 2: 3.3999398, 0.3640108, -0.4500104, 1.769908, Tracked, 0.3995941, -0.1317493, 1.828723, Tracked, 0.431311, 0.1745993, 1.871078, Tracked, 0.4972315, 0.283572, 1.91954, Tracked, 0.2903048, 0.06240684, 1.737633, Tracked, 0.1181843, -0.1300295, 1.642717, Tracked, 0.01056234, -0.3028336, 1.51874, Tracked, -0.0270873, -0.3523098, 1.478505, Tracked, 0.5418186, -0.002716965, 1.974831, Inferred, 0.5426793, -0.2168493, 2.030156, Inferred, 0.5198856, -0.3857669, 1.923951, Inferred, 0.4916937, -0.4311593, 1.818169, Inferred, 0.2875903, -0.4155858, 1.694444, Tracked, 0.3623706, -0.6839408, 1.556033, Tracked, 0.2238481, -1.05845, 1.541292, Inferred, 0.2650383, -1.10859, 1.434541, Inferred, 0.4246328, -0.4648567, 1.767535, Tracked, 0.2175359, -0.7663141, 1.760662, Tracked, 0.08696119, -1.080818, 1.744619, Inferred, 0.1295605, -1.131482, 1.635144, Inferred, 0.4239903, 0.09949818, 1.863072, Tracked, -0.05983139, -0.3954291, 1.451894, Tracked, -0.04111104, -0.3450308, 1.431823, Tracked, 0.4735529, -0.4577767, 1.763181, Inferred, 0.4779482, -0.4253805, 1.796724, Inferred,
Kinect 2: 3.4307302, 0.4005842, -0.4436145, 1.764409, Tracked, 0.430211, -0.1255956, 1.816826, Tracked, 0.4569363, 0.1811202, 1.853517, Tracked, 0.5194094, 0.2924407, 1.90567, Tracked, 0.3198471, 0.06463732, 1.719775, Tracked, 0.1573559, -0.1317649, 1.614719, Tracked, 0.04945093, -0.3079694, 1.493951, Tracked, 0.02122212, -0.3574536, 1.465098, Tracked, 0.5640498, 0.003302472, 1.959436, Inferred, 0.5672855, -0.2104393, 2.01312, Inferred, 0.544167, -0.3794759, 1.90713, Inferred, 0.5249079, -0.4146413, 1.862173, Inferred, 0.3296021, -0.4157615, 1.689758, Tracked, 0.3823211, -0.6734523, 1.547997, Tracked, 0.2431252, -1.05938, 1.532528, Inferred, 0.2846109, -1.111331, 1.428185, Inferred, 0.4562709, -0.4536192, 1.765749, Tracked, 0.2685784, -0.7328283, 1.774822, Inferred, 0.1366861, -1.07364, 1.71964, Inferred, 0.1858143, -1.112721, 1.605571, Inferred, 0.4508437, 0.1059019, 1.84689, Tracked, -0.009133051, -0.4003739, 1.432892, Tracked, -0.005427794, -0.3410617, 1.427967, Tracked, 0.506657, -0.4413944, 1.80719, Inferred, 0.5108967, -0.4091974, 1.840727, Inferred,
Kinect 2: 3.4656964, 0.4214425, -0.4454779, 1.755921, Tracked, 0.452203, -0.1229514, 1.807004, Tracked, 0.4787313, 0.1883235, 1.842445, Tracked, 0.5425725, 0.299534, 1.89355, Tracked, 0.3492434, 0.06818507, 1.706443, Tracked, 0.1903755, -0.1263539, 1.591239, Tracked, 0.1103101, -0.3047487, 1.483044, Tracked, 0.07690823, -0.3630439, 1.446764, Tracked, 0.5872889, 0.01101073, 1.947434, Inferred, 0.5890384, -0.2032447, 2.001971, Inferred, 0.5658988, -0.3723058, 1.895957, Inferred, 0.5466234, -0.4074398, 1.851082, Inferred, 0.3455208, -0.4199428, 1.689459, Tracked, 0.3918897, -0.6703899, 1.546766, Tracked, 0.271426, -1.069182, 1.532806, Inferred, 0.3185989, -1.11907, 1.4311, Inferred, 0.4824672, -0.4518638, 1.746667, Tracked, 0.2801041, -0.7316115, 1.768868, Inferred, 0.1670941, -1.070152, 1.725181, Inferred, 0.2192272, -1.111054, 1.614899, Inferred, 0.4727901, 0.1119755, 1.836097, Tracked, 0.05059007, -0.4072748, 1.408643, Tracked, 0.05102341, -0.3494329, 1.410222, Tracked, 0.5282491, -0.4342247, 1.796125, Inferred, 0.5323194, -0.4020686, 1.829696, Inferred,
Kinect 2: 3.4987235, 0.4719113, -0.4236659, 1.745853, Tracked, 0.4887635, -0.1088445, 1.796431, Tracked, 0.5020659, 0.195543, 1.832633, Tracked, 0.569917, 0.3052427, 1.885645, Tracked, 0.3770885, 0.07423865, 1.695315, Tracked, 0.2363572, -0.1245531, 1.567882, Tracked, 0.1676687, -0.3172178, 1.456521, Tracked, 0.1382141, -0.3723996, 1.419387, Tracked, 0.6097741, 0.0179661, 1.93795, Inferred, 0.6118858, -0.196179, 1.99234, Inferred, 0.5885754, -0.3652908, 1.886397, Inferred, 0.5693361, -0.4003991, 1.841536, Inferred, 0.4025106, -0.3993371, 1.66595, Tracked, 0.4036605, -0.6680222, 1.545487, Tracked, 0.2964771, -1.072198, 1.526282, Inferred, 0.349473, -1.116702, 1.424631, Inferred, 0.5165039, -0.4334555, 1.753137, Tracked, 0.3640637, -0.7762502, 1.75668, Tracked, 0.2043426, -1.053684, 1.712825, Inferred, 0.2398188, -1.116182, 1.609642, Inferred, 0.4991582, 0.1207441, 1.82602, Tracked, 0.1171348, -0.4115796, 1.376716, Tracked, 0.1120068, -0.355278, 1.389821, Tracked, 0.5508375, -0.4272183, 1.786615, Inferred, 0.5547368, -0.3951075, 1.820232, Inferred,
Kinect 2: 3.5325269, 0.4965889, -0.4190641, 1.730886, Tracked, 0.5112103, -0.09964918, 1.786105, Tracked, 0.5224305, 0.2082588, 1.825664, Tracked, 0.582562, 0.3220277, 1.882006, Tracked, 0.4108374, 0.08436701, 1.684019, Tracked, 0.2873118, -0.1237683, 1.548933, Tracked, 0.2402746, -0.3055558, 1.447605, Tracked, 0.2134517, -0.3725459, 1.397726, Tracked, 0.630319, 0.03074735, 1.930917, Inferred, 0.6320106, -0.1836283, 1.985486, Inferred, 0.6086061, -0.3528104, 1.879575, Inferred, 0.5893708, -0.3879105, 1.834732, Inferred, 0.4301952, -0.3948122, 1.652379, Tracked, 0.4177684, -0.6664223, 1.541572, Tracked, 0.3077841, -1.070678, 1.525986, Inferred, 0.3627805, -1.116676, 1.427635, Inferred, 0.5440437, -0.426066, 1.736049, Tracked, 0.3806279, -0.7647765, 1.74054, Inferred, 0.1758579, -1.013618, 1.741747, Inferred, 0.1930965, -1.104175, 1.651597, Inferred, 0.5203382, 0.1328127, 1.818206, Tracked, 0.1971795, -0.4169148, 1.35316, Tracked, 0.1800856, -0.3565042, 1.367036, Tracked, 0.5707621, -0.4147933, 1.779833, Inferred, 0.5745097, -0.3827677, 1.813478, Inferred,
Kinect 2: 3.5656116, 0.5345211, -0.3865843, 1.707932, Tracked, 0.5431905, -0.07781529, 1.773932, Tracked, 0.5477002, 0.2207854, 1.822481, Tracked, 0.6154531, 0.3316729, 1.877504, Tracked, 0.4349471, 0.09154765, 1.678258, Tracked, 0.3404441, -0.1234726, 1.530486, Tracked, 0.322293, -0.3022343, 1.440699, Tracked, 0.298703, -0.3692937, 1.382295, Tracked, 0.655356, 0.0431532, 1.927804, Inferred, 0.6569141, -0.1712753, 1.982461, Inferred, 0.6333759, -0.3405269, 1.876601, Inferred, 0.61407, -0.3757696, 1.831572, Inferred, 0.457458, -0.3754338, 1.628807, Tracked, 0.4466469, -0.6754593, 1.534107, Tracked, 0.3022421, -1.040582, 1.563455, Inferred, 0.3415353, -1.107079, 1.475106, Inferred, 0.5856542, -0.3841578, 1.719015, Tracked, 0.611207, -0.7129079, 1.71138, Tracked, 0.2788279, -0.9964179, 1.727191, Inferred, 0.3183778, -0.9105537, 1.592647, Tracked, 0.5470559, 0.1473611, 1.813057, Tracked, 0.2844161, -0.4124529, 1.335098, Tracked, 0.2612897, -0.3636623, 1.351742, Tracked, 0.5953351, -0.402719, 1.776702, Inferred, 0.5989084, -0.3707843, 1.810383, Inferred,
Kinect 2: 3.5995322, 0.4852285, -0.3898659, 1.73201, Tracked, 0.5413924, -0.07610679, 1.776236, Tracked, 0.5715066, 0.2312302, 1.820115, Tracked, 0.6376358, 0.3430538, 1.879577, Tracked, 0.4597645, 0.1002487, 1.671402, Tracked, 0.3992155, -0.122513, 1.517475, Tracked, 0.3999457, -0.2989646, 1.421334, Tracked, 0.3896392, -0.3664446, 1.367601, Tracked, 0.679105, 0.05358666, 1.925476, Inferred, 0.6804106, -0.1609512, 1.980234, Inferred, 0.6567566, -0.3302587, 1.874419, Inferred, 0.6185386, -0.338171, 1.802846, Tracked, 0.4190055, -0.3824276, 1.658768, Tracked, 0.4569982, -0.6750042, 1.534892, Tracked, 0.3010026, -1.031321, 1.561283, Inferred, 0.3424583, -1.094571, 1.469738, Inferred, 0.5323899, -0.3809739, 1.732619, Tracked, 0.6318213, -0.7035508, 1.711963, Tracked, 0.3675505, -0.9516, 1.67824, Tracked, 0.3786293, -0.866181, 1.535936, Tracked, 0.5594571, 0.1541593, 1.812764, Tracked, 0.3877489, -0.4122106, 1.324231, Tracked, 0.3514207, -0.364441, 1.3344, Tracked, 0.5997269, -0.3652944, 1.747973, Inferred, 0.603192, -0.3335855, 1.781641, Inferred,
Kinect 2: 3.6310265, 0.4723639, -0.3976732, 1.705789, Tracked, 0.5410272, -0.07533818, 1.773964, Tracked, 0.5934299, 0.2382591, 1.819312, Tracked, 0.6598849, 0.3501332, 1.881562, Tracked, 0.4833758, 0.1027511, 1.667476, Tracked, 0.4505485, -0.1054488, 1.509162, Tracked, 0.4836762, -0.2820177, 1.420672, Tracked, 0.4824854, -0.3509321, 1.363983, Tracked, 0.7008993, 0.06059281, 1.924709, Inferred, 0.7020392, -0.1539924, 1.97955, Inferred, 0.6782585, -0.3234977, 1.873689, Inferred, 0.6509242, -0.3321513, 1.797151, Tracked, 0.4048997, -0.3907564, 1.64059, Tracked, 0.4611457, -0.6772697, 1.535157, Tracked, 0.3300947, -1.050326, 1.529376, Inferred, 0.3808324, -1.101537, 1.432168, Inferred, 0.5203772, -0.3876551, 1.697216, Tracked, 0.6444532, -0.7139099, 1.69957, Tracked, 0.3748247, -0.9622691, 1.666544, Inferred, 0.3807828, -1.026159, 1.557303, Inferred, 0.5776574, 0.16067, 1.809857, Tracked, 0.483426, -0.3962073, 1.314541, Tracked, 0.4484509, -0.3585159, 1.3207, Tracked, 0.6319469, -0.3593105, 1.74233, Inferred, 0.635184, -0.3276517, 1.776068, Inferred,
Kinect 2: 3.6668974, 0.4875368, -0.3983811, 1.700441, Tracked, 0.5559534, -0.07189033, 1.769992, Tracked, 0.6202658, 0.24524, 1.821708, Tracked, 0.6908182, 0.3559947, 1.88126, Tracked, 0.4998805, 0.103442, 1.665794, Tracked, 0.4936972, -0.153126, 1.620365, Tracked, 0.5614641, -0.2831648, 1.467797, Inferred, 0.5672815, -0.272155, 1.433308, Tracked, 0.7276161, 0.06757808, 1.927143, Inferred, 0.7285369, -0.1470523, 1.982083, Inferred, 0.7046114, -0.3167788, 1.876166, Inferred, 0.6852073, -0.3247391, 1.796921, Tracked, 0.4189554, -0.3904252, 1.627671, Tracked, 0.4701262, -0.6796924, 1.534122, Tracked, 0.3287838, -1.04834, 1.528622, Inferred, 0.3759465, -1.100907, 1.429697, Inferred, 0.5385232, -0.3896333, 1.699743, Tracked, 0.6410165, -0.7440686, 1.673807, Tracked, 0.7336036, -1.044437, 1.675076, Inferred, 0.8104129, -1.070993, 1.583863, Inferred, 0.6061707, 0.1678386, 1.810682, Tracked, 0.5631566, -0.2852104, 1.405212, Tracked, 0.5554466, -0.2517815, 1.4128, Tracked, 0.6660665, -0.3519458, 1.742154, Inferred, 0.669078, -0.3203553, 1.775962, Inferred,
Kinect 2: 3.6997607, 0.4752119, -0.4046095, 1.720231, Tracked, 0.5592449, -0.07302037, 1.774642, Tracked, 0.6424353, 0.2445415, 1.82277, Tracked, 0.7158294, 0.3535822, 1.885016, Tracked, 0.5210308, 0.08515632, 1.668385, Tracked, 0.4918267, -0.1697072, 1.633687, Tracked, 0.560043, -0.411225, 1.538801, Tracked, 0.557561, -0.4997277, 1.530152, Tracked, 0.7496708, 0.06690779, 1.928218, Inferred, 0.7504147, -0.1476969, 1.98323, Inferred, 0.7263659, -0.3175798, 1.87726, Inferred, 0.7074171, -0.3421456, 1.800886, Tracked, 0.4062897, -0.3922161, 1.640623, Tracked, 0.4868417, -0.6815405, 1.532127, Tracked, 0.6848319, -0.8747181, 1.665288, Tracked, 0.5797386, -0.8354937, 1.544409, Tracked, 0.5240148, -0.4026488, 1.732499, Tracked, 0.5877625, -0.7639465, 1.738349, Inferred, 0.3467376, -1.012499, 1.709512, Inferred, 0.3689325, -1.073552, 1.601843, Inferred, 0.6204715, 0.166834, 1.813366, Tracked, 0.5791458, -0.56292, 1.522867, Tracked, 0.5138358, -0.5145056, 1.498533, Tracked, 0.6881852, -0.3692708, 1.746167, Inferred, 0.6910734, -0.337574, 1.780045, Inferred,
Kinect 2: 3.73094, 0.484226, -0.4029289, 1.725754, Tracked, 0.5849239, -0.07326889, 1.782707, Tracked, 0.6805819, 0.2418992, 1.824665, Tracked, 0.7367825, 0.3589306, 1.886108, Tracked, 0.532959, 0.08180103, 1.67556, Tracked, 0.4948865, -0.1738532, 1.645091, Tracked, 0.5297238, -0.3552965, 1.556962, Tracked, 0.527465, -0.4184248, 1.545007, Inferred, 0.787629, 0.06432232, 1.930135, Inferred, 0.5785931, -0.09914619, 1.852713, Tracked, 0.4611142, -0.3141426, 1.735759, Inferred, 0.4054281, -0.3865407, 1.676398, Tracked, 0.4118263, -0.3903973, 1.645784, Tracked, 0.5009435, -0.6833079, 1.530242, Tracked, 0.6896207, -0.8780417, 1.671228, Tracked, 0.6291043, -0.8934401, 1.562286, Tracked, 0.5367396, -0.4001452, 1.736018, Tracked, 0.6067588, -0.7604843, 1.739106, Inferred, 0.3690002, -1.010999, 1.710802, Inferred, 0.3902938, -1.068172, 1.59907, Inferred, 0.6588755, 0.164693, 1.816918, Tracked, 0.5498033, -0.475401, 1.517242, Tracked, 0.4765033, -0.4339752, 1.533074, Tracked, 0.4093806, -0.4377317, 1.664764, Tracked, 0.4047759, -0.4407773, 1.667333, Tracked,
Kinect 2: 3.7666149, 0.4993734, -0.3973772, 1.726547, Tracked, 0.6132089, -0.07053108, 1.783912, Tracked, 0.7213159, 0.2411303, 1.82719, Tracked, 0.7766636, 0.3580869, 1.891977, Tracked, 0.583009, 0.07844944, 1.684434, Inferred, 0.5071666, -0.1472379, 1.700529, Tracked, 0.5479139, -0.3151326, 1.575021, Tracked, 0.5420603, -0.373865, 1.558423, Inferred, 0.8281658, 0.06360824, 1.932694, Inferred, 0.6162741, -0.09673713, 1.8561, Inferred, 0.4947397, -0.3100366, 1.740057, Inferred, 0.439971, -0.3624491, 1.660589, Inferred, 0.4327913, -0.3766383, 1.648912, Tracked, 0.5180907, -0.6827418, 1.52921, Tracked, 0.7049729, -0.8750329, 1.67317, Tracked, 0.5809737, -0.8445876, 1.574275, Tracked, 0.5473605, -0.3995588, 1.734526, Tracked, 0.6297395, -0.7601487, 1.697007, Inferred, 0.7047764, -1.062925, 1.688347, Inferred, 0.7734974, -1.096862, 1.591496, Inferred, 0.6945569, 0.1649139, 1.818616, Tracked, 0.5514638, -0.4312659, 1.520909, Tracked, 0.4946681, -0.3981924, 1.541481, Tracked, 0.4358573, -0.4290051, 1.651241, Tracked, 0.4295792, -0.3480104, 1.6823, Tracked,
Kinect 2: 3.7995672, 0.5179595, -0.3934645, 1.749953, Tracked, 0.6253803, -0.06874786, 1.793382, Tracked, 0.727263, 0.2425897, 1.828625, Tracked, 0.8140289, 0.3434995, 1.893179, Tracked, 0.5862134, 0.07957225, 1.685441, Inferred, 0.52499, -0.08252377, 1.767653, Tracked, 0.5121967, -0.3067938, 1.614609, Tracked, 0.5125977, -0.3816754, 1.58571, Inferred, 0.8340877, 0.06507191, 1.934138, Inferred, 0.7733979, 0.09556261, 1.661548, Tracked, 0.6995305, -0.003953204, 1.497122, Tracked, 0.7074891, -0.003526236, 1.49726, Inferred, 0.4483898, -0.3714849, 1.649586, Tracked, 0.5232386, -0.6816295, 1.529918, Tracked, 0.7280262, -0.8517399, 1.675375, Inferred, 0.6049099, -0.8288116, 1.573272, Tracked, 0.564898, -0.4012392, 1.7924, Tracked, 0.635968, -0.7626365, 1.707125, Inferred, 0.7012485, -1.064992, 1.658386, Inferred, 0.7668064, -1.096852, 1.556627, Inferred, 0.7024322, 0.1664649, 1.821626, Tracked, 0.5328981, -0.4363515, 1.539165, Tracked, 0.4625359, -0.3998672, 1.61898, Tracked, 0.7084174, -0.01655501, 1.472307, Tracked, 0.6648174, 0.001484349, 1.49075, Tracked,
Kinect 2: 3.8330697, 0.5449497, -0.3824222, 1.76593, Tracked, 0.6494451, -0.07569891, 1.804641, Tracked, 0.7513485, 0.2171461, 1.833194, Tracked, 0.8399465, 0.3160455, 1.899221, Tracked, 0.6077306, 0.05548132, 1.689914, Inferred, 0.5512328, -0.1198197, 1.828479, Tracked, 0.5178199, -0.3262984, 1.694053, Inferred, 0.5152945, -0.378442, 1.626749, Tracked, 0.8580363, 0.03978016, 1.93866, Inferred, 0.7935673, 0.0880943, 1.669596, Tracked, 0.6655834, -0.00122469, 1.53558, Tracked, 0.6246709, -0.03085283, 1.494676, Inferred, 0.4939765, -0.3575383, 1.673535, Tracked, 0.5304573, -0.6894708, 1.529598, Tracked, 0.710391, -0.8955964, 1.659652, Inferred, 0.593353, -0.8510818, 1.554422, Tracked, 0.5764181, -0.3936131, 1.793833, Tracked, 0.6495594, -0.7551952, 1.713883, Inferred, 0.7165133, -1.056842, 1.669662, Inferred, 0.7814631, -1.089969, 1.568253, Inferred, 0.72673, 0.1460962, 1.82829, Tracked, 0.5189803, -0.4402788, 1.589432, Tracked, 0.4974164, -0.4344868, 1.704889, Tracked, 0.6260434, -0.04370518, 1.46953, Inferred, 0.5830255, -0.02542586, 1.487714, Inferred,
