Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0220077, 0.01452649, -0.3898243, 1.756569, Tracked, 0.01147113, -0.08529988, 1.836222, Tracked, 0.009579133, 0.2096628, 1.902208, Tracked, 0.04055112, 0.3455602, 1.931257, Tracked, -0.1605067, 0.0833151, 1.839704, Tracked, -0.2510912, -0.1691963, 1.787767, Tracked, -0.2554711, -0.3733541, 1.647594, Tracked, -0.2607357, -0.4357934, 1.621037, Tracked, 0.2016282, 0.08772007, 1.915228, Tracked, 0.2664064, -0.1303383, 1.907677, Tracked, 0.2527565, -0.2800629, 1.757025, Tracked, 0.2084553, -0.3130891, 1.718772, Inferred, -0.06358472, -0.3800969, 1.712254, Tracked, -0.1342543, -0.7397768, 1.663562, Tracked, -0.1673981, -1.05389, 1.659393, Inferred, -0.1549729, -1.095963, 1.52864, Inferred, 0.09381227, -0.3858185, 1.734787, Tracked, 0.1126486, -0.7516216, 1.679717, Tracked, 0.1510364, -1.064024, 1.637338, Inferred, 0.1769514, -1.08838, 1.503529, Inferred, 0.009999741, 0.1371812, 1.887947, Tracked, -0.2604975, -0.5050711, 1.593031, Tracked, -0.2985926, -0.4294739, 1.602241, Tracked, 0.1973771, -0.3807438, 1.667665, Tracked, 0.1751342, -0.2876617, 1.6865, Tracked,
Kinect 2: 4.2900317, 0.07029802, -0.4253532, 1.772628, Tracked, 0.1219826, -0.11486, 1.843534, Tracked, 0.1736043, 0.1837189, 1.897909, Tracked, 0.246758, 0.3034137, 1.929739, Tracked, -0.02421019, 0.09924389, 1.865211, Tracked, -0.1782297, -0.08556441, 1.870492, Tracked, -0.2719309, -0.145748, 1.649163, Tracked, -0.3138078, -0.1720104, 1.576071, Tracked, 0.3270231, 0.01962333, 1.883796, Tracked, 0.3417198, -0.1796081, 1.820827, Tracked, 0.2323119, -0.3088411, 1.61281, Tracked, 0.1967259, -0.3542558, 1.579882, Tracked, -0.01135209, -0.4013991, 1.72702, Tracked, -0.09426638, -0.745795, 1.631799, Tracked, -0.1306775, -1.101196, 1.562915, Inferred, -0.122483, -1.111863, 1.422493, Inferred, 0.1503609, -0.4333729, 1.750001, Tracked, 0.1540852, -0.7500963, 1.665731, Tracked, 0.1330363, -1.145761, 1.610563, Inferred, 0.1401682, -1.1607, 1.47182, Inferred, 0.1609069, 0.1105339, 1.886887, Tracked, -0.3539345, -0.20568, 1.52554, Tracked, -0.3620384, -0.1486141, 1.56972, Tracked, 0.1745663, -0.3793341, 1.520424, Tracked, 0.2114687, -0.4187479, 1.586045, Tracked,
Kinect 2: 4.3222874, 0.07059208, -0.4251665, 1.772745, Tracked, 0.1234335, -0.1150045, 1.843263, Tracked, 0.1760195, 0.1829985, 1.897187, Tracked, 0.2526097, 0.3016913, 1.927799, Tracked, -0.01928343, 0.1014058, 1.860768, Tracked, -0.1777286, -0.08424551, 1.869772, Tracked, -0.2758816, -0.1474935, 1.643726, Tracked, -0.3159676, -0.1694712, 1.575711, Tracked, 0.33063, 0.01872947, 1.888481, Tracked, 0.3132383, -0.221706, 1.825419, Tracked, 0.2816537, -0.3301621, 1.646316, Tracked, 0.234026, -0.380421, 1.594509, Tracked, -0.01012977, -0.3994973, 1.72466, Tracked, -0.09242683, -0.7456032, 1.63223, Tracked, -0.2109764, -1.081095, 1.558857, Inferred, -0.2115488, -1.089941, 1.417726, Inferred, 0.1505066, -0.4336854, 1.751545, Tracked, 0.1540956, -0.7500345, 1.665872, Tracked, 0.1340001, -1.146107, 1.610298, Inferred, 0.1441798, -1.161204, 1.471882, Inferred, 0.1631457, 0.1099593, 1.886258, Tracked, -0.3552445, -0.2007834, 1.526401, Tracked, -0.3900148, -0.2023629, 1.591, Tracked, 0.2162607, -0.4186424, 1.53318, Tracked, 0.1993741, -0.428217, 1.620577, Tracked,
Kinect 2: 4.3571019, 0.07236069, -0.4249037, 1.772874, Tracked, 0.1261038, -0.1152318, 1.842564, Tracked, 0.178616, 0.1824374, 1.895889, Tracked, 0.2561932, 0.3012426, 1.926419, Tracked, -0.01942663, 0.1015385, 1.860603, Tracked, -0.1773506, -0.08332291, 1.868758, Tracked, -0.2766433, -0.1468918, 1.643241, Tracked, -0.3196847, -0.1641385, 1.571284, Tracked, 0.3308466, 0.01849379, 1.888901, Tracked, 0.332373, -0.225872, 1.816802, Tracked, 0.3000257, -0.3494602, 1.648478, Tracked, 0.2696371, -0.4108398, 1.610184, Tracked, -0.007819359, -0.3986843, 1.722105, Tracked, -0.09108565, -0.7453931, 1.632368, Tracked, -0.2087917, -1.080515, 1.556404, Inferred, -0.2089488, -1.088956, 1.415121, Inferred, 0.152413, -0.4337553, 1.753696, Tracked, 0.1540733, -0.7498546, 1.666041, Tracked, 0.1328273, -1.145995, 1.609293, Inferred, 0.1429874, -1.160892, 1.470773, Inferred, 0.1658254, 0.1094646, 1.885078, Tracked, -0.361586, -0.1940168, 1.524382, Tracked, -0.3269031, -0.1889233, 1.604, Tracked, 0.2597903, -0.4626543, 1.561855, Tracked, 0.2332645, -0.452611, 1.637167, Tracked,
Kinect 2: 4.388986, 0.07424606, -0.425695, 1.773111, Tracked, 0.1287873, -0.116259, 1.842093, Tracked, 0.1814159, 0.1815037, 1.894878, Tracked, 0.2595911, 0.3005877, 1.925318, Tracked, -0.01482294, 0.1025326, 1.856249, Tracked, -0.1781977, -0.08139805, 1.866353, Tracked, -0.2783955, -0.1453624, 1.641647, Tracked, -0.3243113, -0.1573239, 1.570299, Tracked, 0.3371911, -0.0001160424, 1.892367, Tracked, 0.3488767, -0.2031442, 1.850994, Tracked, 0.3289441, -0.3619964, 1.688839, Tracked, 0.3084078, -0.4135551, 1.647124, Tracked, -0.005708413, -0.3991113, 1.720256, Tracked, -0.09023259, -0.7451055, 1.63274, Tracked, -0.1999416, -1.084399, 1.561702, Inferred, -0.1957164, -1.095448, 1.42106, Inferred, 0.15419, -0.4353858, 1.755998, Tracked, 0.1539727, -0.7497308, 1.66619, Tracked, 0.1319115, -1.147457, 1.611093, Inferred, 0.1455767, -1.163186, 1.473331, Inferred, 0.1686365, 0.1084903, 1.884185, Tracked, -0.3657375, -0.1926782, 1.519094, Tracked, -0.3708231, -0.1300114, 1.572889, Tracked, 0.3129434, -0.4557056, 1.583563, Tracked, 0.2532609, -0.4519257, 1.674357, Tracked,
Kinect 2: 4.4228387, 0.07463549, -0.4258346, 1.773188, Tracked, 0.1300896, -0.1166803, 1.841747, Tracked, 0.1836779, 0.1808436, 1.893979, Tracked, 0.2634074, 0.2992297, 1.92417, Tracked, -0.01211568, 0.1033596, 1.853857, Tracked, -0.1781235, -0.08090834, 1.864848, Tracked, -0.2804604, -0.1416761, 1.641289, Tracked, -0.3291278, -0.1462159, 1.569382, Tracked, 0.3383307, -0.001962248, 1.893238, Tracked, 0.3523815, -0.2079081, 1.852923, Tracked, 0.3526158, -0.386827, 1.704696, Tracked, 0.3486879, -0.4490645, 1.654487, Tracked, -0.005147589, -0.3990137, 1.719519, Tracked, -0.08982866, -0.745654, 1.632891, Tracked, -0.1981923, -1.085057, 1.562279, Inferred, -0.1926634, -1.096645, 1.421764, Inferred, 0.1543812, -0.4358601, 1.756758, Tracked, 0.1538204, -0.7494747, 1.666281, Tracked, 0.1470793, -1.149553, 1.624918, Inferred, 0.1642753, -1.16833, 1.488726, Inferred, 0.170659, 0.1078854, 1.883429, Tracked, -0.3721801, -0.1716153, 1.521263, Tracked, -0.386554, -0.1218572, 1.577818, Tracked, 0.3518506, -0.509116, 1.608486, Tracked, 0.3352115, -0.48424, 1.671, Tracked,
Kinect 2: 4.4556907, 0.07491729, -0.4258167, 1.773283, Tracked, 0.1310271, -0.116837, 1.841398, Tracked, 0.1853011, 0.1804668, 1.892985, Tracked, 0.2651863, 0.2989361, 1.923214, Tracked, -0.01027916, 0.1040612, 1.851887, Tracked, -0.1778261, -0.07934651, 1.862419, Tracked, -0.2841175, -0.1295529, 1.640364, Tracked, -0.3376324, -0.1330488, 1.56735, Tracked, 0.3396142, -0.0007826476, 1.894266, Tracked, 0.3577094, -0.2190103, 1.856462, Tracked, 0.3856064, -0.414872, 1.727185, Tracked, 0.3816481, -0.4762872, 1.678404, Tracked, -0.004752792, -0.3987992, 1.719094, Tracked, -0.08964684, -0.7456056, 1.632908, Tracked, -0.1687985, -1.092566, 1.560371, Inferred, -0.1581237, -1.104389, 1.420201, Inferred, 0.1544635, -0.4359673, 1.757259, Tracked, 0.1539429, -0.7495265, 1.666338, Tracked, 0.1379765, -1.14813, 1.607399, Inferred, 0.1544312, -1.163036, 1.469799, Inferred, 0.1721154, 0.1075657, 1.882608, Tracked, -0.3827589, -0.1562143, 1.519375, Tracked, -0.400716, -0.1076675, 1.575077, Tracked, 0.3907688, -0.5422862, 1.639254, Tracked, 0.4264982, -0.4922048, 1.67925, Tracked,
Kinect 2: 4.4906569, 0.0750993, -0.4257663, 1.773269, Tracked, 0.131969, -0.1168372, 1.84099, Tracked, 0.187029, 0.1804095, 1.892194, Tracked, 0.2683305, 0.2981945, 1.921822, Tracked, -0.008795651, 0.1049531, 1.850557, Tracked, -0.1791575, -0.07618248, 1.858656, Tracked, -0.291168, -0.1187673, 1.635819, Tracked, -0.3448724, -0.1168915, 1.566656, Tracked, 0.3407387, -0.001096948, 1.89494, Tracked, 0.3637287, -0.2248216, 1.860004, Tracked, 0.40418, -0.4175268, 1.747808, Tracked, 0.4116381, -0.4936709, 1.71288, Tracked, -0.004206724, -0.3983355, 1.718012, Tracked, -0.08956382, -0.7458323, 1.632991, Tracked, -0.1113472, -1.102279, 1.569456, Inferred, -0.09211828, -1.115711, 1.4308, Inferred, 0.1544173, -0.4360481, 1.757707, Tracked, 0.154278, -0.7493449, 1.666425, Tracked, 0.1382164, -1.148191, 1.606129, Inferred, 0.1552586, -1.162894, 1.468543, Inferred, 0.1736509, 0.1075212, 1.881906, Tracked, -0.3918338, -0.1340553, 1.521277, Tracked, -0.3864211, -0.08279119, 1.60625, Tracked, 0.4313544, -0.5570927, 1.685133, Tracked, 0.4140011, -0.539188, 1.752, Tracked,
Kinect 2: 4.5232612, 0.07542387, -0.425624, 1.773159, Tracked, 0.133141, -0.1167278, 1.84044, Tracked, 0.1889664, 0.1804637, 1.89132, Tracked, 0.2710241, 0.297635, 1.920888, Tracked, -0.01048971, 0.1048446, 1.851413, Tracked, -0.1800954, -0.07345319, 1.855725, Tracked, -0.2940087, -0.1069212, 1.637607, Tracked, -0.3557041, -0.1016873, 1.564025, Tracked, 0.3403261, 0.001099328, 1.894441, Tracked, 0.3692865, -0.2277809, 1.86506, Tracked, 0.4216937, -0.4296756, 1.769127, Tracked, 0.4342055, -0.5084776, 1.744194, Tracked, -0.003868872, -0.3981064, 1.717416, Tracked, -0.08928456, -0.7460515, 1.633175, Tracked, -0.1117145, -1.102414, 1.570654, Inferred, -0.09323752, -1.116068, 1.431905, Inferred, 0.1544968, -0.4359763, 1.757801, Tracked, 0.1546995, -0.7492137, 1.666509, Tracked, 0.1368983, -1.14797, 1.603807, Inferred, 0.1530259, -1.162154, 1.465869, Inferred, 0.1754061, 0.1075894, 1.881101, Tracked, -0.4065045, -0.1130793, 1.518165, Tracked, -0.4008836, -0.0698949, 1.567789, Tracked, 0.4591657, -0.571245, 1.726271, Tracked, 0.4655586, -0.4824606, 1.743786, Tracked,
Kinect 2: 4.5560497, 0.07584253, -0.4254599, 1.772675, Tracked, 0.1344724, -0.116791, 1.83958, Tracked, 0.1911565, 0.1801281, 1.890367, Tracked, 0.2728836, 0.2973546, 1.920099, Tracked, -0.01129673, 0.1048383, 1.851984, Tracked, -0.1802591, -0.07344273, 1.855506, Tracked, -0.3006158, -0.09766007, 1.631631, Tracked, -0.3569078, -0.08711683, 1.562192, Tracked, 0.3418999, -0.0003210919, 1.894652, Tracked, 0.3753926, -0.230991, 1.869249, Tracked, 0.4378762, -0.4435786, 1.787641, Tracked, 0.4527945, -0.5230217, 1.772496, Tracked, -0.003242063, -0.3973642, 1.715281, Tracked, -0.08889238, -0.7461696, 1.633081, Tracked, -0.1123295, -1.102196, 1.572165, Inferred, -0.09417434, -1.116293, 1.433453, Inferred, 0.1545405, -0.4359979, 1.757848, Tracked, 0.1547124, -0.7491819, 1.66651, Tracked, 0.04753426, -1.13669, 1.642459, Inferred, 0.04794261, -1.162006, 1.506501, Inferred, 0.1773833, 0.1073255, 1.880154, Tracked, -0.38899, -0.1172733, 1.475907, Tracked, -0.398335, -0.05269724, 1.56015, Tracked, 0.4747659, -0.5954038, 1.769917, Tracked, 0.4811693, -0.4875856, 1.769842, Tracked,
Kinect 2: 4.5879158, 0.07640044, -0.4252864, 1.772021, Tracked, 0.1357132, -0.1168261, 1.838698, Tracked, 0.192857, 0.1799189, 1.889516, Tracked, 0.27451, 0.2970777, 1.91961, Tracked, -0.0120098, 0.1046368, 1.852307, Tracked, -0.185607, -0.06934876, 1.847507, Tracked, -0.3048333, -0.08798172, 1.626443, Tracked, -0.3579579, -0.07486882, 1.559726, Tracked, 0.3427703, -0.0008628699, 1.894634, Tracked, 0.3806208, -0.231343, 1.873748, Tracked, 0.4439355, -0.4470266, 1.799623, Tracked, 0.4610502, -0.5279002, 1.791637, Tracked, -0.002644323, -0.3969101, 1.713886, Tracked, -0.08872861, -0.7461818, 1.63303, Tracked, -0.1805911, -1.088326, 1.558063, Inferred, -0.1719923, -1.099632, 1.417449, Inferred, 0.154645, -0.4360157, 1.757796, Tracked, 0.1550588, -0.749032, 1.666412, Tracked, 0.04629342, -1.136454, 1.643786, Inferred, 0.04614655, -1.162135, 1.507928, Inferred, 0.1789821, 0.1071578, 1.879282, Tracked, -0.4159874, -0.07505593, 1.511531, Tracked, -0.3825573, -0.03890267, 1.567172, Tracked, 0.4828472, -0.6035492, 1.795562, Tracked, 0.4909965, -0.4898255, 1.793, Tracked,
Kinect 2: 4.6240451, 0.0769641, -0.4252969, 1.771253, Tracked, 0.1373711, -0.1169496, 1.83765, Tracked, 0.1956892, 0.179768, 1.888408, Tracked, 0.2772054, 0.2970844, 1.919094, Tracked, -0.0121345, 0.1047279, 1.852385, Tracked, -0.1858044, -0.06794076, 1.846812, Tracked, -0.304279, -0.08503956, 1.627766, Tracked, -0.3561771, -0.06549144, 1.557483, Tracked, 0.3444839, -0.007226941, 1.894936, Tracked, 0.3851976, -0.2320698, 1.877783, Tracked, 0.4479887, -0.4505856, 1.807871, Tracked, 0.4634053, -0.5291193, 1.801916, Tracked, -0.00191338, -0.3966238, 1.712154, Tracked, -0.08760368, -0.7462086, 1.632748, Tracked, -0.2505462, -1.062966, 1.561926, Inferred, -0.2522838, -1.073026, 1.420753, Inferred, 0.1547559, -0.4361391, 1.757726, Tracked, 0.1557741, -0.7487116, 1.666283, Tracked, 0.0373834, -1.133277, 1.669691, Inferred, 0.03360993, -1.167078, 1.53742, Inferred, 0.1815111, 0.1070089, 1.878176, Tracked, -0.4199942, -0.06156948, 1.510309, Tracked, -0.3909984, -0.02954239, 1.567636, Tracked, 0.4846983, -0.6050884, 1.800944, Tracked, 0.495571, -0.5036576, 1.798263, Tracked,
Kinect 2: 4.6560021, 0.07830839, -0.4249025, 1.770332, Tracked, 0.1393758, -0.1166211, 1.836608, Tracked, 0.1979623, 0.1800814, 1.887436, Tracked, 0.2789244, 0.2972943, 1.918195, Tracked, -0.01216809, 0.1047756, 1.852383, Tracked, -0.1855125, -0.06753479, 1.846545, Tracked, -0.3018595, -0.0823959, 1.629106, Tracked, -0.3526832, -0.05974345, 1.554465, Tracked, 0.3431132, -0.00233131, 1.89388, Tracked, 0.3887673, -0.2355663, 1.882318, Tracked, 0.4487129, -0.4522366, 1.811291, Tracked, 0.4603653, -0.5296561, 1.805095, Tracked, -0.0007355608, -0.3962885, 1.710901, Tracked, -0.08706328, -0.7462876, 1.632337, Tracked, -0.1068845, -1.102876, 1.577049, Inferred, -0.08862539, -1.118282, 1.438645, Inferred, 0.1555642, -0.4358944, 1.757438, Tracked, 0.1558652, -0.7486094, 1.666175, Tracked, 0.04027997, -1.134273, 1.666761, Inferred, 0.03679426, -1.167023, 1.533943, Inferred, 0.183743, 0.107325, 1.877178, Tracked, -0.4064907, -0.05696212, 1.508563, Tracked, -0.3761902, -0.07570145, 1.595, Tracked, 0.4761853, -0.6054195, 1.810378, Tracked, 0.4908103, -0.5114791, 1.80125, Tracked,
Kinect 2: 4.6892472, 0.07935399, -0.4246948, 1.769415, Tracked, 0.1407606, -0.1165148, 1.835699, Tracked, 0.1994468, 0.1801466, 1.886637, Tracked, 0.280227, 0.2973586, 1.917387, Tracked, -0.01212044, 0.1047946, 1.852344, Tracked, -0.1844538, -0.06687575, 1.847324, Tracked, -0.3008523, -0.07988352, 1.627828, Tracked, -0.3517514, -0.05731034, 1.548836, Tracked, 0.3452579, -0.00329792, 1.894225, Tracked, 0.3906791, -0.236785, 1.88658, Tracked, 0.4480834, -0.4527425, 1.814193, Tracked, 0.4521517, -0.5311301, 1.801567, Tracked, 0.0005409877, -0.395774, 1.709094, Tracked, -0.08658826, -0.7462431, 1.631864, Tracked, -0.2486661, -1.062984, 1.562428, Inferred, -0.2509227, -1.073242, 1.421261, Inferred, 0.1560425, -0.4359323, 1.757285, Tracked, 0.1568672, -0.7473921, 1.665493, Tracked, 0.121271, -1.148993, 1.617801, Inferred, 0.1343284, -1.167435, 1.480487, Inferred, 0.1852165, 0.1073986, 1.876349, Tracked, -0.4157614, -0.05051946, 1.502254, Tracked, -0.3810861, -0.03459885, 1.5621, Tracked, 0.4650622, -0.6082195, 1.80254, Tracked, 0.4821122, -0.5096858, 1.800461, Tracked,
Kinect 2: 4.722424, 0.08074655, -0.424093, 1.768118, Tracked, 0.1421979, -0.1159709, 1.834738, Tracked, 0.2007651, 0.1806798, 1.886011, Tracked, 0.2827982, 0.2972802, 1.916607, Tracked, -0.008220796, 0.1057642, 1.849591, Tracked, -0.1840422, -0.06688417, 1.846331, Tracked, -0.2982612, -0.07889601, 1.628047, Tracked, -0.3470337, -0.06012626, 1.548315, Tracked, 0.3451129, -0.001107423, 1.894294, Tracked, 0.3904648, -0.2390635, 1.890206, Tracked, 0.4423864, -0.4596469, 1.814659, Tracked, 0.438852, -0.5346931, 1.794165, Tracked, 0.001851692, -0.3952039, 1.707446, Tracked, -0.08632945, -0.746456, 1.631507, Tracked, -0.1123741, -1.100125, 1.56445, Inferred, -0.09400006, -1.113131, 1.425299, Inferred, 0.157028, -0.4354992, 1.756641, Tracked, 0.157367, -0.7470996, 1.665001, Tracked, 0.03333893, -1.128058, 1.700508, Inferred, 0.02507592, -1.173531, 1.574975, Inferred, 0.186571, 0.107934, 1.875643, Tracked, -0.4092978, -0.05478107, 1.500918, Tracked, -0.3865426, -0.080254, 1.556706, Tracked, 0.4492933, -0.6069019, 1.78826, Tracked, 0.4725215, -0.516503, 1.782211, Tracked,
Kinect 2: 4.7574006, 0.08276591, -0.4238491, 1.766475, Tracked, 0.1445633, -0.1158918, 1.833442, Tracked, 0.2033411, 0.1806541, 1.885097, Tracked, 0.2851947, 0.2971662, 1.916029, Tracked, 0.007082526, 0.1101475, 1.840064, Tracked, -0.1817313, -0.06522846, 1.845461, Tracked, -0.294997, -0.07846203, 1.624468, Tracked, -0.33789, -0.06571274, 1.542899, Tracked, 0.3485924, -0.003032892, 1.894622, Tracked, 0.3897065, -0.240743, 1.8912, Tracked, 0.4259327, -0.4714504, 1.808109, Tracked, 0.4193345, -0.5382842, 1.779095, Tracked, 0.004752809, -0.3943514, 1.704697, Tracked, -0.08531599, -0.7466123, 1.630658, Tracked, -0.2500218, -1.05716, 1.544723, Inferred, -0.2469656, -1.065507, 1.402902, Inferred, 0.1580204, -0.4356744, 1.756024, Tracked, 0.1578675, -0.7470338, 1.664605, Tracked, 0.1239808, -1.148732, 1.609378, Inferred, 0.1421613, -1.165863, 1.47249, Inferred, 0.1891014, 0.107933, 1.874634, Tracked, -0.4003493, -0.06127964, 1.496495, Tracked, -0.3599879, -0.07485626, 1.560364, Tracked, 0.4263784, -0.6073181, 1.767043, Tracked, 0.4544759, -0.5062645, 1.7704, Tracked,
Kinect 2: 4.7890507, 0.08528485, -0.4238681, 1.765007, Tracked, 0.1473285, -0.1157034, 1.832199, Tracked, 0.2062078, 0.1810947, 1.884112, Tracked, 0.2869897, 0.297066, 1.915452, Tracked, 0.01128858, 0.1104225, 1.837512, Tracked, -0.1786217, -0.06354739, 1.842767, Tracked, -0.2891057, -0.08251473, 1.617735, Tracked, -0.3273374, -0.07251959, 1.539657, Tracked, 0.3568333, -0.01101, 1.89687, Tracked, 0.3879969, -0.2404901, 1.891573, Tracked, 0.4042068, -0.4957419, 1.790859, Tracked, 0.3980672, -0.5422993, 1.766192, Tracked, 0.007942721, -0.393966, 1.702014, Tracked, -0.08427437, -0.7462078, 1.629288, Tracked, -0.1098579, -1.098882, 1.562879, Inferred, -0.08610518, -1.112893, 1.424941, Inferred, 0.1596609, -0.4360329, 1.755631, Tracked, 0.1594968, -0.745426, 1.663218, Tracked, 0.04461804, -1.133975, 1.678949, Inferred, 0.04642967, -1.174185, 1.55005, Inferred, 0.1919522, 0.1083105, 1.873583, Tracked, -0.3864702, -0.07287356, 1.491741, Tracked, -0.364279, -0.09438235, 1.561, Tracked, 0.3944837, -0.6101667, 1.757204, Tracked, 0.4339272, -0.541368, 1.742429, Tracked,
Kinect 2: 4.8230116, 0.08841352, -0.423463, 1.762902, Tracked, 0.1495099, -0.1154249, 1.830886, Tracked, 0.2075399, 0.1812869, 1.883426, Tracked, 0.2899136, 0.2965567, 1.914611, Tracked, 0.01198997, 0.1107026, 1.83667, Tracked, -0.176649, -0.06495776, 1.839245, Tracked, -0.2818211, -0.08704566, 1.613156, Tracked, -0.3196286, -0.08508721, 1.531306, Tracked, 0.3579178, -0.01038474, 1.897274, Tracked, 0.3840164, -0.2418379, 1.890623, Tracked, 0.3927008, -0.4894378, 1.784012, Tracked, 0.3791798, -0.5524613, 1.752502, Tracked, 0.01073295, -0.3933206, 1.699825, Tracked, -0.08238957, -0.7457128, 1.627762, Tracked, -0.114085, -1.097578, 1.560412, Inferred, -0.09085049, -1.111576, 1.422323, Inferred, 0.162607, -0.4360294, 1.754022, Tracked, 0.1599108, -0.7453693, 1.661996, Tracked, 0.04546647, -1.134774, 1.673271, Inferred, 0.0481017, -1.17362, 1.543615, Inferred, 0.193482, 0.1085233, 1.872757, Tracked, -0.3725206, -0.08794694, 1.481665, Tracked, -0.3470224, -0.07675714, 1.525046, Tracked, 0.372989, -0.6256231, 1.754289, Tracked, 0.4071819, -0.5665857, 1.745824, Tracked,
Kinect 2: 4.85586, 0.09042115, -0.4234688, 1.761007, Tracked, 0.1516053, -0.1153848, 1.829358, Tracked, 0.2095867, 0.1813784, 1.882299, Tracked, 0.2913866, 0.2968783, 1.914333, Tracked, 0.01351924, 0.1110978, 1.835766, Tracked, -0.1723044, -0.06674392, 1.837335, Tracked, -0.279877, -0.08986676, 1.608273, Tracked, -0.3094008, -0.09659318, 1.52794, Tracked, 0.3609763, -0.01324937, 1.897307, Tracked, 0.3778098, -0.2441978, 1.886669, Tracked, 0.3765564, -0.4875479, 1.767474, Tracked, 0.3761311, -0.5459037, 1.740009, Tracked, 0.01281197, -0.3928514, 1.697726, Tracked, -0.08023534, -0.7454396, 1.626578, Tracked, -0.1170532, -1.096994, 1.560474, Inferred, -0.09417875, -1.11149, 1.422423, Inferred, 0.1643663, -0.4365265, 1.752493, Tracked, 0.160638, -0.7447799, 1.660677, Tracked, 0.04479333, -1.134797, 1.674426, Inferred, 0.04723046, -1.174734, 1.545364, Inferred, 0.1955534, 0.1086035, 1.871528, Tracked, -0.3614685, -0.09995024, 1.478181, Tracked, -0.3068535, -0.05955071, 1.5423, Tracked, 0.3735071, -0.6159618, 1.733881, Tracked, 0.4129339, -0.5440215, 1.7356, Tracked,
Kinect 2: 4.8900918, 0.09587312, -0.4238168, 1.760044, Tracked, 0.1552192, -0.1153727, 1.828786, Tracked, 0.2116708, 0.1816233, 1.882052, Tracked, 0.2935578, 0.2969599, 1.914053, Tracked, 0.01681484, 0.1106945, 1.834202, Tracked, -0.1654519, -0.06761368, 1.837764, Tracked, -0.2730321, -0.09698293, 1.603426, Tracked, -0.3004082, -0.1100193, 1.524739, Tracked, 0.3624895, -0.01131124, 1.897117, Tracked, 0.3721084, -0.2430865, 1.882071, Tracked, 0.36549, -0.4737729, 1.755429, Tracked, 0.3655486, -0.5364814, 1.728896, Tracked, 0.01774617, -0.3936127, 1.696668, Tracked, -0.07888916, -0.7459273, 1.6254, Tracked, -0.1184471, -1.096999, 1.56139, Inferred, -0.09568477, -1.112072, 1.423459, Inferred, 0.1700487, -0.4365372, 1.751802, Tracked, 0.1612895, -0.7446614, 1.65927, Tracked, 0.03957173, -1.130232, 1.696629, Inferred, 0.03829069, -1.179288, 1.573247, Inferred, 0.1979861, 0.1088046, 1.871207, Tracked, -0.3461157, -0.1178946, 1.471736, Tracked, -0.3563852, -0.08828755, 1.507, Tracked, 0.3644315, -0.6138744, 1.718784, Tracked, 0.4019206, -0.5337273, 1.730062, Tracked,
