Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0220077, 0.01452649, -0.3898243, 1.756569, Tracked, 0.01147113, -0.08529988, 1.836222, Tracked, 0.009579133, 0.2096628, 1.902208, Tracked, 0.04055112, 0.3455602, 1.931257, Tracked, -0.1605067, 0.0833151, 1.839704, Tracked, -0.2510912, -0.1691963, 1.787767, Tracked, -0.2554711, -0.3733541, 1.647594, Tracked, -0.2607357, -0.4357934, 1.621037, Tracked, 0.2016282, 0.08772007, 1.915228, Tracked, 0.2664064, -0.1303383, 1.907677, Tracked, 0.2527565, -0.2800629, 1.757025, Tracked, 0.2084553, -0.3130891, 1.718772, Inferred, -0.06358472, -0.3800969, 1.712254, Tracked, -0.1342543, -0.7397768, 1.663562, Tracked, -0.1673981, -1.05389, 1.659393, Inferred, -0.1549729, -1.095963, 1.52864, Inferred, 0.09381227, -0.3858185, 1.734787, Tracked, 0.1126486, -0.7516216, 1.679717, Tracked, 0.1510364, -1.064024, 1.637338, Inferred, 0.1769514, -1.08838, 1.503529, Inferred, 0.009999741, 0.1371812, 1.887947, Tracked, -0.2604975, -0.5050711, 1.593031, Tracked, -0.2985926, -0.4294739, 1.602241, Tracked, 0.1973771, -0.3807438, 1.667665, Tracked, 0.1751342, -0.2876617, 1.6865, Tracked,
Kinect 2: 3.656124, 0.03872694, -0.4134405, 1.755571, Tracked, 0.09270014, -0.1035629, 1.821121, Tracked, 0.1443557, 0.1948738, 1.871251, Tracked, 0.1721139, 0.3437437, 1.886816, Tracked, -0.05907745, 0.0966636, 1.875354, Tracked, -0.2022868, -0.09958654, 1.921313, Tracked, -0.3251795, -0.158133, 1.756914, Tracked, -0.3815086, -0.1749832, 1.674381, Tracked, 0.2924898, 0.05243642, 1.833573, Tracked, 0.3687529, -0.1866715, 1.785848, Tracked, 0.4064826, -0.3913101, 1.616902, Tracked, 0.3989222, -0.4426026, 1.566623, Tracked, -0.04398382, -0.397687, 1.723783, Tracked, -0.1154739, -0.7411254, 1.620599, Tracked, -0.2407973, -1.074446, 1.551669, Inferred, -0.2642997, -1.077434, 1.413004, Inferred, 0.1199875, -0.4126355, 1.716586, Tracked, 0.1344123, -0.7478911, 1.644369, Tracked, 0.1052499, -1.123907, 1.603688, Inferred, 0.09015072, -1.14079, 1.46607, Inferred, 0.1317827, 0.1217094, 1.86116, Tracked, -0.4147886, -0.1738094, 1.610886, Tracked, -0.4024139, -0.2188931, 1.631625, Tracked, 0.402947, -0.5048028, 1.533225, Tracked, 0.4011846, -0.5004131, 1.602667, Tracked,
Kinect 2: 3.6909502, 0.04029042, -0.413611, 1.756166, Tracked, 0.0934063, -0.1035809, 1.8218, Tracked, 0.1445139, 0.1949823, 1.87215, Tracked, 0.1723864, 0.3440112, 1.889489, Tracked, -0.05752199, 0.09597883, 1.877079, Tracked, -0.1746859, -0.110373, 1.944977, Tracked, -0.3105836, -0.1555847, 1.763295, Tracked, -0.3576843, -0.1605303, 1.684963, Tracked, 0.296079, 0.05273718, 1.832294, Tracked, 0.3625299, -0.1857292, 1.785774, Tracked, 0.3787603, -0.3694839, 1.623654, Tracked, 0.3723041, -0.4296827, 1.565159, Tracked, -0.04209368, -0.3981567, 1.724562, Tracked, -0.1148432, -0.7427117, 1.622443, Tracked, -0.2412971, -1.074494, 1.551634, Inferred, -0.2656733, -1.076746, 1.413043, Inferred, 0.121185, -0.412542, 1.716981, Tracked, 0.1360722, -0.7482907, 1.644945, Tracked, 0.1086043, -1.124192, 1.602371, Inferred, 0.09287806, -1.14056, 1.464661, Inferred, 0.1320686, 0.1217829, 1.861975, Tracked, -0.3935522, -0.1654541, 1.628873, Tracked, -0.3753403, -0.2035315, 1.635733, Tracked, 0.3786705, -0.4915275, 1.521049, Tracked, 0.3715472, -0.4978365, 1.565091, Tracked,
Kinect 2: 3.7230323, 0.04157515, -0.4137123, 1.756589, Tracked, 0.0941495, -0.1035118, 1.822537, Tracked, 0.1447974, 0.1952547, 1.873388, Tracked, 0.1720767, 0.3441137, 1.891648, Tracked, -0.05654123, 0.09579838, 1.879685, Tracked, -0.169572, -0.1154406, 1.94417, Tracked, -0.2888457, -0.1482675, 1.764675, Tracked, -0.3325841, -0.1445572, 1.683519, Tracked, 0.2934026, 0.05349524, 1.833913, Tracked, 0.3563378, -0.1841851, 1.786431, Tracked, 0.3580871, -0.362242, 1.624554, Tracked, 0.3442623, -0.4161406, 1.563263, Tracked, -0.04081835, -0.3983361, 1.725036, Tracked, -0.1138365, -0.7426261, 1.623809, Tracked, -0.1505559, -1.098001, 1.566507, Inferred, -0.1645063, -1.108903, 1.42753, Inferred, 0.1223838, -0.412534, 1.717303, Tracked, 0.1373918, -0.7487526, 1.645367, Tracked, 0.1176588, -1.124707, 1.59913, Inferred, 0.1027412, -1.140327, 1.461086, Inferred, 0.1324747, 0.121995, 1.863058, Tracked, -0.366204, -0.1475101, 1.623291, Tracked, -0.3398169, -0.1909456, 1.695111, Tracked, 0.3529914, -0.4783604, 1.515437, Tracked, 0.3051494, -0.4215029, 1.574957, Tracked,
Kinect 2: 3.7559983, 0.04337937, -0.4140871, 1.757316, Tracked, 0.09505414, -0.1034603, 1.823779, Tracked, 0.1448968, 0.1957966, 1.875599, Tracked, 0.1707977, 0.3444644, 1.894588, Tracked, -0.05605414, 0.09584196, 1.880421, Tracked, -0.1493369, -0.1290224, 1.946949, Tracked, -0.2746662, -0.1420025, 1.746108, Tracked, -0.3062252, -0.1324518, 1.678002, Tracked, 0.2919207, 0.05372764, 1.835031, Tracked, 0.3524535, -0.1831458, 1.787052, Tracked, 0.3322403, -0.3467033, 1.631889, Tracked, 0.3138491, -0.4011358, 1.566906, Tracked, -0.03915629, -0.3988956, 1.725753, Tracked, -0.1131716, -0.7431424, 1.624396, Tracked, -0.2401479, -1.075086, 1.551569, Inferred, -0.2648951, -1.07672, 1.412941, Inferred, 0.1242337, -0.4126745, 1.717994, Tracked, 0.1399504, -0.7506264, 1.646652, Tracked, 0.08348013, -1.122832, 1.634305, Inferred, 0.06137946, -1.146366, 1.500059, Inferred, 0.1328065, 0.1223905, 1.864968, Tracked, -0.3354588, -0.1288179, 1.624812, Tracked, -0.2892069, -0.1836474, 1.6869, Tracked, 0.3180156, -0.4614228, 1.51761, Tracked, 0.274363, -0.3981693, 1.57725, Tracked,
Kinect 2: 3.7889215, 0.04495594, -0.4144312, 1.757873, Tracked, 0.09551681, -0.1035389, 1.824136, Tracked, 0.1448542, 0.1958237, 1.875773, Tracked, 0.168071, 0.3447346, 1.898668, Tracked, -0.05543774, 0.09471054, 1.883814, Tracked, -0.1390487, -0.1400711, 1.940505, Tracked, -0.2522386, -0.1372549, 1.735498, Tracked, -0.2778633, -0.122006, 1.669161, Tracked, 0.2908108, 0.05415672, 1.835825, Tracked, 0.3475073, -0.1804411, 1.787588, Tracked, 0.3057001, -0.3424665, 1.626981, Tracked, 0.2810522, -0.3952599, 1.562068, Tracked, -0.03770969, -0.3993085, 1.725978, Tracked, -0.1129062, -0.7437608, 1.624705, Tracked, -0.2400171, -1.074754, 1.548683, Inferred, -0.2654284, -1.075515, 1.410078, Inferred, 0.1258989, -0.4129094, 1.718895, Tracked, 0.1462825, -0.763539, 1.646928, Tracked, 0.1689777, -1.124774, 1.602788, Inferred, 0.1600081, -1.14161, 1.464563, Inferred, 0.1328384, 0.1224025, 1.865166, Tracked, -0.306746, -0.1063562, 1.611472, Tracked, -0.2807187, -0.165575, 1.662714, Tracked, 0.2718995, -0.4553778, 1.517134, Tracked, 0.2399124, -0.3897778, 1.567931, Tracked,
Kinect 2: 3.8239586, 0.04515796, -0.4145619, 1.758325, Tracked, 0.09569952, -0.1036161, 1.824689, Tracked, 0.1448527, 0.1958283, 1.876295, Tracked, 0.1663163, 0.3455678, 1.903445, Tracked, -0.05480726, 0.09331334, 1.886647, Tracked, -0.1479331, -0.1115036, 1.913585, Tracked, -0.2349717, -0.1352772, 1.720724, Tracked, -0.2542716, -0.1136849, 1.65665, Tracked, 0.2900043, 0.05458642, 1.836674, Tracked, 0.3415498, -0.1720004, 1.789421, Tracked, 0.284792, -0.338718, 1.622011, Tracked, 0.2328682, -0.3929554, 1.575098, Tracked, -0.03730604, -0.3995619, 1.726799, Tracked, -0.1126922, -0.7443725, 1.625102, Tracked, -0.2402648, -1.075215, 1.551285, Inferred, -0.2666394, -1.076154, 1.41296, Inferred, 0.1259552, -0.4129478, 1.719064, Tracked, 0.1479831, -0.7625801, 1.648048, Tracked, 0.1724816, -1.12482, 1.604713, Inferred, 0.1630039, -1.142005, 1.466614, Inferred, 0.1328866, 0.1223892, 1.865719, Tracked, -0.297971, -0.1108685, 1.588261, Tracked, -0.2492947, -0.1652192, 1.675909, Tracked, 0.2233949, -0.4484794, 1.525271, Tracked, 0.1961163, -0.4422947, 1.603161, Tracked,
Kinect 2: 3.8557808, 0.04510315, -0.4147528, 1.758644, Tracked, 0.09556135, -0.103764, 1.825292, Tracked, 0.1444188, 0.1957882, 1.877236, Tracked, 0.1646434, 0.3457074, 1.908235, Tracked, -0.05469465, 0.09204346, 1.889444, Tracked, -0.1470482, -0.1106634, 1.912236, Tracked, -0.2213552, -0.1349718, 1.714049, Tracked, -0.2369147, -0.1085774, 1.643152, Tracked, 0.2892382, 0.05503399, 1.837762, Tracked, 0.3385524, -0.1581538, 1.790601, Tracked, 0.2287269, -0.3409245, 1.604215, Tracked, 0.1844964, -0.3879462, 1.578648, Tracked, -0.03729546, -0.3996988, 1.727415, Tracked, -0.1113967, -0.7445242, 1.625753, Tracked, -0.2414498, -1.074555, 1.550274, Inferred, -0.268636, -1.074787, 1.412011, Inferred, 0.1258463, -0.4131693, 1.71918, Tracked, 0.1482269, -0.761974, 1.649804, Tracked, 0.1372289, -1.126755, 1.617185, Inferred, 0.1211249, -1.146258, 1.480418, Inferred, 0.13254, 0.1223179, 1.86659, Tracked, -0.2629551, -0.1238213, 1.58582, Tracked, -0.2356331, -0.1571461, 1.66021, Tracked, 0.1729798, -0.4278153, 1.52984, Tracked, 0.1335467, -0.3704708, 1.61015, Tracked,
Kinect 2: 3.8887487, 0.04563534, -0.4149477, 1.759358, Tracked, 0.09477974, -0.1035539, 1.829286, Tracked, 0.1393963, 0.1971807, 1.888098, Tracked, 0.1646948, 0.3457738, 1.910584, Tracked, -0.05485963, 0.09133268, 1.891744, Tracked, -0.1448616, -0.11114, 1.907007, Tracked, -0.2160498, -0.1282687, 1.706943, Tracked, -0.2298005, -0.1051187, 1.630651, Tracked, 0.2888336, 0.0555637, 1.839284, Tracked, 0.3369125, -0.1537936, 1.790042, Tracked, 0.2371026, -0.2877423, 1.630374, Tracked, 0.1726799, -0.3442358, 1.587735, Tracked, -0.03638143, -0.4001064, 1.728753, Tracked, -0.1106141, -0.7456784, 1.626295, Tracked, -0.2422652, -1.074099, 1.549746, Inferred, -0.2700734, -1.073329, 1.411483, Inferred, 0.1260525, -0.4132122, 1.719409, Tracked, 0.1484129, -0.762966, 1.651141, Tracked, 0.1369948, -1.126803, 1.614911, Inferred, 0.1206544, -1.145294, 1.477822, Inferred, 0.1288613, 0.1233452, 1.875463, Tracked, -0.2462768, -0.09705338, 1.579697, Tracked, -0.2452387, -0.1454803, 1.632774, Tracked, 0.1385449, -0.3973075, 1.540282, Tracked, 0.1540637, -0.3293598, 1.541735, Tracked,
Kinect 2: 3.9238526, 0.04939828, -0.4168767, 1.760991, Tracked, 0.09557022, -0.1042021, 1.831512, Tracked, 0.1386685, 0.1971434, 1.890364, Tracked, 0.1671715, 0.3444558, 1.913003, Tracked, -0.05465279, 0.09079069, 1.892462, Tracked, -0.1387637, -0.1408983, 1.908667, Tracked, -0.2110682, -0.1294107, 1.697714, Tracked, -0.2310819, -0.1050304, 1.61663, Tracked, 0.2884985, 0.05554602, 1.840412, Tracked, 0.334677, -0.1480637, 1.787836, Tracked, 0.222068, -0.2781689, 1.628103, Tracked, 0.1494762, -0.32776, 1.598472, Tracked, -0.03205174, -0.4019431, 1.730989, Tracked, -0.1105798, -0.7464345, 1.626502, Tracked, -0.2429346, -1.074298, 1.549364, Inferred, -0.2707622, -1.073312, 1.411031, Inferred, 0.1290265, -0.4150521, 1.720353, Tracked, 0.1511947, -0.7660297, 1.652588, Tracked, 0.175748, -1.127616, 1.612809, Inferred, 0.1655743, -1.145974, 1.475026, Inferred, 0.1284444, 0.1231792, 1.877791, Tracked, -0.2493935, -0.1018539, 1.564675, Tracked, -0.2625461, -0.1337154, 1.56725, Tracked, 0.1010051, -0.3745501, 1.556643, Tracked, 0.1069141, -0.2774743, 1.619774, Tracked,
Kinect 2: 3.9549704, 0.05259, -0.4176478, 1.762339, Tracked, 0.09800313, -0.1054578, 1.834427, Tracked, 0.1403523, 0.1953829, 1.893868, Tracked, 0.174311, 0.3412272, 1.917837, Tracked, -0.0527996, 0.0903977, 1.89241, Tracked, -0.1391546, -0.1414564, 1.90909, Tracked, -0.2108328, -0.1293163, 1.697079, Tracked, -0.2400514, -0.1054557, 1.604717, Tracked, 0.2988939, 0.05422515, 1.844676, Tracked, 0.3314481, -0.1441831, 1.784815, Tracked, 0.2126022, -0.2610599, 1.632705, Tracked, 0.1147218, -0.3204595, 1.59772, Tracked, -0.02941011, -0.4023736, 1.732126, Tracked, -0.1104339, -0.7464283, 1.626672, Tracked, -0.2441683, -1.073495, 1.549374, Inferred, -0.2707362, -1.072574, 1.410645, Inferred, 0.1325654, -0.4161538, 1.721768, Tracked, 0.1529402, -0.7678167, 1.653382, Tracked, 0.1756621, -1.128937, 1.613062, Inferred, 0.1668359, -1.146961, 1.475056, Inferred, 0.1302648, 0.121557, 1.881246, Tracked, -0.2675115, -0.1077022, 1.554764, Tracked, -0.2713801, -0.1410881, 1.5528, Tracked, 0.06893092, -0.3491935, 1.570136, Tracked, 0.09692404, -0.2762335, 1.569194, Tracked,
Kinect 2: 3.990075, 0.0549813, -0.4186616, 1.763287, Tracked, 0.09950839, -0.1067221, 1.83631, Tracked, 0.1411524, 0.1938194, 1.896148, Tracked, 0.1823139, 0.3362098, 1.921426, Tracked, -0.04922762, 0.08908266, 1.890971, Tracked, -0.1503994, -0.1336866, 1.896404, Tracked, -0.2333399, -0.1207983, 1.668296, Tracked, -0.2583244, -0.1125283, 1.595905, Tracked, 0.3015821, 0.0535666, 1.847732, Tracked, 0.3297332, -0.1436092, 1.780112, Tracked, 0.2162116, -0.2548449, 1.640811, Tracked, 0.1391739, -0.2921864, 1.620093, Tracked, -0.02734593, -0.4029994, 1.732911, Tracked, -0.1088014, -0.7459013, 1.627721, Tracked, -0.2455091, -1.072517, 1.547889, Inferred, -0.271155, -1.071105, 1.4088, Inferred, 0.1351563, -0.4175417, 1.722803, Tracked, 0.1550196, -0.7685012, 1.654648, Tracked, 0.1773625, -1.130413, 1.614447, Inferred, 0.1696985, -1.148399, 1.476352, Inferred, 0.1312036, 0.1200803, 1.883473, Tracked, -0.2848038, -0.1038392, 1.539472, Tracked, -0.2923647, -0.156652, 1.560917, Tracked, 0.08121513, -0.3167183, 1.564625, Tracked, 0.1002813, -0.2290145, 1.632345, Tracked,
Kinect 2: 4.0230153, 0.05661415, -0.4195442, 1.764098, Tracked, 0.101749, -0.1083482, 1.837996, Tracked, 0.1440682, 0.1913654, 1.898279, Tracked, 0.1896252, 0.3313545, 1.924183, Tracked, -0.04620557, 0.08841793, 1.888931, Tracked, -0.1516903, -0.1298245, 1.898839, Tracked, -0.2397268, -0.1268165, 1.663281, Tracked, -0.2774109, -0.1226773, 1.589924, Tracked, 0.3043271, 0.05020519, 1.850844, Tracked, 0.3291265, -0.14505, 1.775221, Tracked, 0.197395, -0.2340756, 1.635828, Tracked, 0.08725725, -0.2853994, 1.606246, Tracked, -0.02615996, -0.4033029, 1.733268, Tracked, -0.1072495, -0.7455879, 1.628723, Tracked, -0.2458646, -1.072093, 1.547627, Inferred, -0.2700856, -1.070647, 1.408132, Inferred, 0.1372468, -0.4191857, 1.72418, Tracked, 0.1552002, -0.7624558, 1.657753, Tracked, 0.09071676, -1.128844, 1.630706, Inferred, 0.06960265, -1.14792, 1.494417, Inferred, 0.1339047, 0.1178575, 1.88553, Tracked, -0.3089371, -0.1261236, 1.529114, Tracked, -0.3331746, -0.1313124, 1.578, Tracked, 0.02830581, -0.2941312, 1.57578, Tracked, 0.07788415, -0.2268066, 1.58143, Tracked,
Kinect 2: 4.0569394, 0.05990271, -0.4209759, 1.765881, Tracked, 0.1049165, -0.1098895, 1.839536, Tracked, 0.1471576, 0.1898001, 1.899127, Tracked, 0.1998964, 0.3246534, 1.925577, Tracked, -0.04080056, 0.08936001, 1.885171, Tracked, -0.1559817, -0.1218603, 1.895975, Tracked, -0.2429388, -0.1284329, 1.652265, Tracked, -0.2899171, -0.132821, 1.582201, Tracked, 0.3075474, 0.04635294, 1.854473, Tracked, 0.3290891, -0.1469707, 1.77211, Tracked, 0.1731132, -0.2009748, 1.638508, Tracked, 0.0739727, -0.2601108, 1.602617, Tracked, -0.02325375, -0.4041006, 1.733811, Tracked, -0.1058356, -0.7454484, 1.629287, Tracked, -0.2469748, -1.071963, 1.548599, Inferred, -0.2691543, -1.071146, 1.408689, Inferred, 0.1408733, -0.4213319, 1.727525, Tracked, 0.1554389, -0.7566708, 1.658956, Tracked, 0.05367664, -1.123309, 1.657179, Inferred, 0.02672003, -1.147891, 1.524158, Inferred, 0.1369791, 0.1163049, 1.886576, Tracked, -0.331849, -0.1426261, 1.519604, Tracked, -0.3178625, -0.1730958, 1.599077, Tracked, 0.01969046, -0.276799, 1.57262, Tracked, 0.04834244, -0.2122731, 1.648567, Tracked,
Kinect 2: 4.0892517, 0.06108651, -0.421756, 1.766466, Tracked, 0.1069902, -0.1107495, 1.840394, Tracked, 0.1504321, 0.1889186, 1.900003, Tracked, 0.2085252, 0.3206315, 1.927261, Tracked, -0.03565542, 0.09037841, 1.880531, Tracked, -0.1581339, -0.1157627, 1.89398, Tracked, -0.2433351, -0.1317775, 1.669633, Tracked, -0.2974063, -0.1444744, 1.583635, Tracked, 0.3022753, 0.04595967, 1.855435, Tracked, 0.3296535, -0.1459616, 1.771734, Tracked, 0.1747082, -0.2005, 1.638889, Tracked, 0.07060985, -0.2522747, 1.598215, Tracked, -0.02231444, -0.4044409, 1.733772, Tracked, -0.1026853, -0.7448933, 1.63023, Tracked, -0.2476375, -1.071945, 1.550486, Inferred, -0.2688275, -1.071551, 1.410382, Inferred, 0.1422917, -0.4226474, 1.728907, Tracked, 0.155378, -0.7547455, 1.660056, Tracked, 0.05304729, -1.124671, 1.657282, Inferred, 0.02768124, -1.149457, 1.523958, Inferred, 0.1399155, 0.1154243, 1.887476, Tracked, -0.3438678, -0.1530181, 1.519442, Tracked, -0.3294502, -0.1820411, 1.603526, Tracked, 0.01760973, -0.2647958, 1.569871, Tracked, 0.09566528, -0.3082028, 1.634732, Tracked,
Kinect 2: 4.1229725, 0.06286366, -0.4224009, 1.76759, Tracked, 0.1093631, -0.1112731, 1.841397, Tracked, 0.1534513, 0.1885529, 1.900613, Tracked, 0.2169853, 0.3168018, 1.929257, Tracked, -0.03261122, 0.09204883, 1.878303, Tracked, -0.161719, -0.1059668, 1.890723, Tracked, -0.2514279, -0.1347412, 1.666774, Tracked, -0.3036037, -0.1556314, 1.582036, Tracked, 0.3100587, 0.03948745, 1.863256, Tracked, 0.3303255, -0.1498198, 1.770381, Tracked, 0.1666827, -0.1998039, 1.634641, Tracked, 0.06980155, -0.2506109, 1.590959, Tracked, -0.02079384, -0.4043837, 1.73358, Tracked, -0.102457, -0.7452516, 1.630305, Tracked, -0.1343025, -1.104232, 1.574625, Inferred, -0.1376509, -1.116456, 1.434628, Inferred, 0.1446027, -0.4244106, 1.732201, Tracked, 0.1552227, -0.75351, 1.661169, Tracked, 0.05287311, -1.126593, 1.656045, Inferred, 0.03153361, -1.151796, 1.522027, Inferred, 0.1427655, 0.1150163, 1.888209, Tracked, -0.3533272, -0.1687143, 1.53367, Tracked, -0.3250558, -0.1676601, 1.610769, Tracked, 0.02141834, -0.2602257, 1.567322, Tracked, 0.04479269, -0.2133718, 1.64925, Tracked,
Kinect 2: 4.1546581, 0.06525109, -0.4234728, 1.769421, Tracked, 0.112869, -0.1122336, 1.842474, Tracked, 0.1585448, 0.1876801, 1.900586, Tracked, 0.2252405, 0.3123909, 1.93104, Tracked, -0.02977086, 0.09366288, 1.875173, Tracked, -0.1741104, -0.09767246, 1.880157, Tracked, -0.2644238, -0.1408058, 1.656351, Tracked, -0.307927, -0.1654239, 1.578105, Tracked, 0.3130144, 0.03521961, 1.866655, Tracked, 0.336081, -0.1547124, 1.776326, Tracked, 0.1398772, -0.2370524, 1.58973, Tracked, 0.08065857, -0.2577255, 1.580981, Tracked, -0.01861193, -0.4044793, 1.733471, Tracked, -0.1010497, -0.7450068, 1.630598, Tracked, -0.1353544, -1.10396, 1.573423, Inferred, -0.1365301, -1.116077, 1.433308, Inferred, 0.1471633, -0.4268096, 1.736794, Tracked, 0.1554302, -0.7525122, 1.662414, Tracked, 0.03809544, -1.121068, 1.698183, Inferred, 0.01180558, -1.160204, 1.572076, Inferred, 0.1474153, 0.1141203, 1.888507, Tracked, -0.3543299, -0.1884727, 1.526447, Tracked, -0.3130246, -0.1276473, 1.57176, Tracked, 0.03481993, -0.2692627, 1.563419, Tracked, 0.08270897, -0.3130891, 1.61945, Tracked,
Kinect 2: 4.1900439, 0.06709462, -0.4240236, 1.770512, Tracked, 0.1163103, -0.1131317, 1.843206, Tracked, 0.1638437, 0.1863706, 1.900567, Tracked, 0.2297323, 0.3104073, 1.931639, Tracked, -0.02673409, 0.09590947, 1.871562, Tracked, -0.1756277, -0.09472396, 1.877531, Tracked, -0.2671364, -0.1424781, 1.654703, Tracked, -0.3093128, -0.1713178, 1.580776, Tracked, 0.3166957, 0.03113618, 1.870779, Tracked, 0.3357668, -0.159426, 1.780905, Tracked, 0.1412849, -0.2370078, 1.590396, Tracked, 0.0993126, -0.2644393, 1.590815, Inferred, -0.01646272, -0.4041034, 1.732642, Tracked, -0.09981976, -0.7457225, 1.630668, Tracked, -0.1375013, -1.103316, 1.573435, Inferred, -0.1363361, -1.115704, 1.433357, Inferred, 0.1491493, -0.4284812, 1.740291, Tracked, 0.1552612, -0.7519339, 1.664011, Tracked, 0.09651507, -1.139378, 1.650724, Inferred, 0.08945855, -1.165398, 1.515475, Inferred, 0.1522505, 0.1129172, 1.88871, Tracked, -0.355395, -0.1975478, 1.529168, Tracked, -0.3721001, -0.1484645, 1.586, Tracked, 0.06616492, -0.2861518, 1.554733, Tracked, 0.1300709, -0.3209308, 1.597, Tracked,
Kinect 2: 4.2218868, 0.06887883, -0.4248059, 1.7715, Tracked, 0.1188315, -0.1137977, 1.843523, Tracked, 0.1670148, 0.1858806, 1.900073, Tracked, 0.2363385, 0.3076616, 1.931593, Tracked, -0.02418238, 0.0974957, 1.868086, Tracked, -0.1768222, -0.09280323, 1.875396, Tracked, -0.2695118, -0.144632, 1.651981, Tracked, -0.3114814, -0.1720326, 1.57877, Tracked, 0.3194496, 0.02892914, 1.874632, Tracked, 0.3386303, -0.1655376, 1.795784, Tracked, 0.2101263, -0.2480159, 1.636434, Tracked, 0.1378765, -0.2932422, 1.572844, Tracked, -0.01407629, -0.4038517, 1.73155, Tracked, -0.0976355, -0.7456355, 1.630952, Tracked, -0.138674, -1.102944, 1.572381, Inferred, -0.1354974, -1.115356, 1.432304, Inferred, 0.1506768, -0.4305114, 1.743561, Tracked, 0.1548416, -0.7508883, 1.66469, Tracked, 0.04148237, -1.123381, 1.714716, Inferred, 0.01972053, -1.170684, 1.592795, Inferred, 0.155278, 0.1123766, 1.888428, Tracked, -0.3547956, -0.2037347, 1.526175, Tracked, -0.36409, -0.1525145, 1.573385, Tracked, 0.1100476, -0.3180349, 1.530572, Tracked, 0.1452257, -0.3583751, 1.5906, Tracked,
Kinect 2: 4.2560284, 0.07034967, -0.425368, 1.77257, Tracked, 0.1212338, -0.1146551, 1.84385, Tracked, 0.1704829, 0.1846389, 1.899413, Tracked, 0.2408025, 0.305549, 1.93143, Tracked, -0.02144328, 0.09873238, 1.864843, Tracked, -0.1776836, -0.08858899, 1.872969, Tracked, -0.2702476, -0.1455678, 1.651184, Tracked, -0.3122329, -0.1747015, 1.577792, Tracked, 0.3236309, 0.0256736, 1.880041, Tracked, 0.3386614, -0.17025, 1.804625, Tracked, 0.2208896, -0.2554288, 1.643274, Tracked, 0.1645562, -0.323336, 1.576415, Tracked, -0.01118824, -0.4031401, 1.729917, Tracked, -0.09449029, -0.7454169, 1.63198, Tracked, -0.1177485, -1.104017, 1.567519, Inferred, -0.1090036, -1.115447, 1.42738, Inferred, 0.151363, -0.4326523, 1.748074, Tracked, 0.154278, -0.7504877, 1.665298, Tracked, 0.1355589, -1.145273, 1.611215, Inferred, 0.141739, -1.160282, 1.47245, Inferred, 0.1584804, 0.1112376, 1.888041, Tracked, -0.3556003, -0.2031401, 1.526208, Tracked, -0.3663807, -0.1520672, 1.578631, Tracked, 0.1444437, -0.3517026, 1.53083, Tracked, 0.2004543, -0.3788708, 1.598471, Tracked,
