Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0174838, 0.5530818, -0.3797321, 1.487664, Tracked, 0.5838199, -0.05401182, 1.566309, Tracked, 0.606629, 0.257989, 1.630832, Tracked, 0.6743047, 0.3829238, 1.65152, Tracked, 0.4285871, 0.1557622, 1.593815, Tracked, 0.3103326, -0.04795666, 1.565302, Tracked, 0.344829, -0.2188386, 1.445849, Tracked, 0.377567, -0.2742362, 1.41628, Tracked, 0.7771036, 0.08987335, 1.615735, Tracked, 0.8031374, -0.1078814, 1.592859, Tracked, 0.767714, -0.2423623, 1.459419, Tracked, 0.7337528, -0.2782429, 1.424002, Tracked, 0.4565221, -0.3547678, 1.446741, Tracked, 0.382432, -0.6422519, 1.375581, Tracked, 0.3043988, -0.9980121, 1.325756, Inferred, 0.297395, -1.009199, 1.193835, Inferred, 0.6232157, -0.3866787, 1.457968, Tracked, 0.6274992, -0.6540368, 1.412852, Tracked, 0.6521891, -1.042317, 1.392926, Inferred, 0.6577855, -1.061076, 1.26647, Inferred, 0.6019231, 0.1817404, 1.616967, Tracked, 0.3921165, -0.3251134, 1.348541, Tracked, 0.3395323, -0.3148659, 1.45732, Tracked, 0.7091899, -0.3372537, 1.381151, Tracked, 0.6779296, -0.256281, 1.388333, Tracked,
Kinect 2: 7.3833401, 0.7554859, -0.3605086, 1.314704, Tracked, 0.8582239, -0.01078786, 1.407027, Tracked, 0.9514511, 0.3191884, 1.487207, Tracked, 1.080597, 0.3922868, 1.518608, Inferred, 0.7739146, 0.1767103, 1.330521, Tracked, 0.7197649, -0.04756417, 1.209248, Tracked, 0.8053318, -0.2097428, 1.193118, Tracked, 0.7994873, -0.262262, 1.19397, Inferred, 1.074586, 0.1649164, 1.498366, Inferred, 1.059485, -0.08103345, 1.512051, Inferred, 1.218225, -0.2056387, 1.47941, Inferred, 1.2735, -0.2473198, 1.47198, Inferred, 0.6683735, -0.3319231, 1.259902, Tracked, 0.7011755, -0.581933, 1.184978, Tracked, 0.7751194, -0.9731157, 1.116957, Inferred, 0.8138002, -0.9810532, 1.004585, Inferred, 0.8050694, -0.3711416, 1.304678, Tracked, 0.8667423, -0.641017, 1.32431, Inferred, 0.9657887, -0.9863961, 1.385125, Inferred, 1.01391, -1.009228, 1.284628, Inferred, 0.9294732, 0.2388572, 1.469099, Tracked, 0.8173272, -0.3198961, 1.169797, Inferred, 0.7467871, -0.2984976, 1.163734, Tracked, 1.281542, -0.219571, 1.476749, Inferred, 1.25053, -0.1940061, 1.459809, Inferred,
Kinect 2: 7.416406, 0.7497009, -0.3816703, 1.329333, Tracked, 0.8660355, -0.01983735, 1.4172, Tracked, 0.9762695, 0.3183408, 1.497762, Tracked, 1.107583, 0.3884912, 1.531595, Inferred, 0.7842352, 0.172421, 1.338712, Tracked, 0.7352807, -0.04373507, 1.217796, Tracked, 0.8170933, -0.240285, 1.195092, Tracked, 0.7986024, -0.2994849, 1.184404, Inferred, 1.099292, 0.1641472, 1.508941, Inferred, 1.084078, -0.08171161, 1.522703, Inferred, 1.242706, -0.2062994, 1.490128, Inferred, 1.297971, -0.2479746, 1.482702, Inferred, 0.6646397, -0.3474435, 1.272812, Tracked, 0.717309, -0.5841363, 1.185452, Tracked, 0.8249509, -0.9691384, 1.095762, Inferred, 0.8628128, -0.9740114, 0.9830725, Inferred, 0.797493, -0.3979701, 1.320896, Tracked, 0.8206202, -0.709746, 1.349599, Inferred, 0.8609098, -1.03352, 1.406617, Inferred, 0.9028211, -1.065041, 1.304793, Inferred, 0.9488648, 0.2355477, 1.479336, Tracked, 0.8188239, -0.364478, 1.161965, Inferred, 0.7520658, -0.3318513, 1.157735, Tracked, 1.305964, -0.2202414, 1.487512, Inferred, 1.27489, -0.1946907, 1.470623, Inferred,
Kinect 2: 7.450304, 0.7547259, -0.3882864, 1.329845, Tracked, 0.8801615, -0.02886824, 1.42188, Tracked, 0.9955438, 0.3125902, 1.503234, Tracked, 1.126574, 0.3833751, 1.536181, Inferred, 0.8040007, 0.1790695, 1.343948, Tracked, 0.7532581, -0.04509591, 1.227584, Tracked, 0.8048033, -0.2499318, 1.201381, Tracked, 0.7906274, -0.3078623, 1.187845, Inferred, 1.11847, 0.1584671, 1.514416, Inferred, 1.103147, -0.08727948, 1.528234, Inferred, 1.261682, -0.2118174, 1.495712, Inferred, 1.316939, -0.2534872, 1.488289, Inferred, 0.669901, -0.3560846, 1.280238, Tracked, 0.7627389, -0.5666474, 1.168684, Tracked, 0.9371971, -0.9182257, 1.038114, Inferred, 0.9753907, -0.9164761, 0.9265629, Inferred, 0.8041461, -0.404519, 1.315428, Tracked, 0.8276047, -0.7114758, 1.346829, Inferred, 0.8694639, -1.03793, 1.408087, Inferred, 0.9119062, -1.069889, 1.307151, Inferred, 0.9683573, 0.2288945, 1.484956, Tracked, 0.8080212, -0.3725547, 1.154933, Inferred, 0.7308996, -0.335713, 1.166865, Tracked, 1.32489, -0.2257374, 1.493139, Inferred, 1.293763, -0.2001616, 1.476301, Inferred,
Kinect 2: 7.4832936, 0.7620543, -0.3962401, 1.334217, Tracked, 0.9016711, -0.03698274, 1.430633, Tracked, 1.036216, 0.306215, 1.515608, Tracked, 1.168154, 0.3760399, 1.548382, Inferred, 0.843887, 0.179006, 1.355858, Inferred, 0.7663841, -0.03290077, 1.237987, Tracked, 0.8480731, -0.1965755, 1.211051, Inferred, 0.821183, -0.2508571, 1.205968, Inferred, 1.158956, 0.1522206, 1.526817, Inferred, 1.143425, -0.09334805, 1.540764, Inferred, 1.301773, -0.2178243, 1.508355, Inferred, 1.357015, -0.2594844, 1.500937, Inferred, 0.6758493, -0.3616728, 1.283977, Tracked, 0.767204, -0.5711398, 1.16752, Tracked, 0.9393417, -0.9211283, 1.028821, Inferred, 0.9768981, -0.9198136, 0.917186, Inferred, 0.8109509, -0.4121739, 1.319563, Tracked, 0.8312493, -0.7139153, 1.349523, Inferred, 0.8713731, -1.046228, 1.411526, Inferred, 0.9132119, -1.078601, 1.310477, Inferred, 1.003491, 0.2222684, 1.496218, Tracked, 0.8147702, -0.294518, 1.181842, Tracked, 0.7974801, -0.2251736, 1.208233, Tracked, 1.364879, -0.2317309, 1.505865, Inferred, 1.333643, -0.2061421, 1.489127, Inferred,
Kinect 2: 7.516281, 0.7664836, -0.4022873, 1.336436, Tracked, 0.9066211, -0.04209143, 1.429665, Tracked, 1.039307, 0.30071, 1.510548, Tracked, 1.000895, 0.2561187, 1.484147, Tracked, 0.8471943, 0.1737629, 1.350924, Inferred, 0.7797616, -0.02457197, 1.247341, Tracked, 0.8460735, -0.1948147, 1.212073, Inferred, 0.8238497, -0.2450191, 1.214659, Inferred, 1.162017, 0.1467272, 1.521749, Inferred, 1.146432, -0.09879471, 1.535716, Inferred, 1.304746, -0.2232314, 1.503324, Inferred, 1.359985, -0.2648902, 1.495905, Inferred, 0.6790635, -0.3667256, 1.283868, Tracked, 0.7711776, -0.5753256, 1.166654, Tracked, 0.9446246, -0.9241045, 1.02666, Inferred, 0.9819968, -0.9231727, 0.9151391, Inferred, 0.8170317, -0.4190902, 1.325205, Tracked, 0.8429462, -0.6786159, 1.371351, Inferred, 0.9013765, -1.033837, 1.471556, Inferred, 0.9466925, -1.070053, 1.375481, Inferred, 1.007302, 0.2170666, 1.492365, Tracked, 0.8249847, -0.2882114, 1.186354, Inferred, 0.7829028, -0.267859, 1.188136, Tracked, 1.36783, -0.237107, 1.500856, Inferred, 1.335943, -0.2103403, 1.485211, Inferred,
Kinect 2: 7.5502836, 0.7526841, -0.5285012, 1.315452, Tracked, 0.7941185, -0.2190979, 1.386047, Tracked, 0.8264806, 0.07800576, 1.440887, Tracked, 0.9169286, 0.1738256, 1.439389, Tracked, 0.6338878, -0.0495622, 1.280992, Inferred, 0.8090169, -0.009010821, 1.257154, Tracked, 0.8468907, -0.1964976, 1.21954, Inferred, 0.8213912, -0.2477648, 1.218698, Inferred, 0.9498163, -0.07555662, 1.451195, Inferred, 0.9349471, -0.3191742, 1.463786, Inferred, 1.094288, -0.4419097, 1.43084, Inferred, 1.149573, -0.4835382, 1.42336, Inferred, 0.653061, -0.4916627, 1.250864, Tracked, 0.8710809, -0.6479217, 1.13258, Inferred, 1.15406, -0.8513898, 1.023367, Inferred, 1.196944, -0.8338251, 0.9173087, Inferred, 0.8158276, -0.5399203, 1.316929, Tracked, 0.865782, -0.8009661, 1.37467, Inferred, 0.9484816, -1.13325, 1.48029, Inferred, 1.001457, -1.163949, 1.389343, Inferred, 0.819766, 0.005284549, 1.429568, Tracked, 0.8242876, -0.3139848, 1.177715, Inferred, 0.770464, -0.2749254, 1.191471, Tracked, 1.15809, -0.4543736, 1.428131, Inferred, 1.12764, -0.4269993, 1.411141, Inferred,
Kinect 2: 7.5843359, 0.7539772, -0.5301858, 1.316755, Tracked, 0.7982882, -0.2214033, 1.389105, Tracked, 0.8352638, 0.07512911, 1.446707, Tracked, 0.9223434, 0.1684431, 1.441085, Tracked, 0.6427005, -0.05241428, 1.286799, Inferred, 0.8216419, -0.04088496, 1.26318, Tracked, 0.8542412, -0.2204897, 1.220007, Inferred, 0.8221616, -0.26564, 1.214637, Inferred, 0.9585531, -0.07838714, 1.457022, Inferred, 0.943647, -0.3219476, 1.469638, Inferred, 1.10295, -0.4446666, 1.436715, Inferred, 1.158231, -0.4862924, 1.429237, Inferred, 0.654599, -0.4927594, 1.25176, Tracked, 0.8698517, -0.6539119, 1.136337, Inferred, 1.149531, -0.8633721, 1.030657, Inferred, 1.192703, -0.8462266, 0.9246114, Inferred, 0.8168542, -0.5423473, 1.31882, Tracked, 0.8664866, -0.8049907, 1.372178, Inferred, 0.9487465, -1.139246, 1.47239, Inferred, 1.001136, -1.168961, 1.380285, Inferred, 0.8272372, 0.002532106, 1.434599, Tracked, 0.8255424, -0.3334444, 1.17156, Inferred, 0.7742472, -0.2957767, 1.184548, Tracked, 1.166723, -0.4574568, 1.4365, Inferred, 1.136267, -0.4297522, 1.417044, Inferred,
Kinect 2: 7.6161113, 0.7685366, -0.5215816, 1.331178, Tracked, 0.8304871, -0.190329, 1.422386, Tracked, 0.8753316, 0.1228402, 1.490293, Tracked, 0.9361823, 0.1673516, 1.432638, Tracked, 0.6829859, -0.004439916, 1.330452, Inferred, 0.8500752, -0.04167075, 1.256449, Tracked, 0.8613498, -0.226242, 1.224434, Inferred, 0.8225174, -0.2687918, 1.216739, Inferred, 0.998536, -0.03072813, 1.500803, Inferred, 0.9836361, -0.2747002, 1.513593, Inferred, 1.142818, -0.3978218, 1.480716, Inferred, 1.198093, -0.4394547, 1.473257, Inferred, 0.6667594, -0.4847102, 1.264795, Tracked, 0.8626622, -0.662379, 1.132698, Inferred, 1.118841, -0.8914701, 1.006301, Inferred, 1.160431, -0.8743014, 0.8990035, Inferred, 0.8336703, -0.5337262, 1.334542, Tracked, 0.8930165, -0.7368603, 1.402426, Inferred, 1.019313, -1.083194, 1.561007, Inferred, 1.079823, -1.113597, 1.478173, Inferred, 0.8655205, 0.04622275, 1.475659, Tracked, 0.8272529, -0.3425459, 1.173611, Inferred, 0.7743958, -0.2879173, 1.188715, Tracked, 1.206525, -0.4106226, 1.477982, Inferred, 1.175979, -0.3836644, 1.460946, Inferred,
Kinect 2: 7.6498323, 0.7601061, -0.5131154, 1.388547, Tracked, 0.8315421, -0.1897431, 1.441695, Tracked, 0.8840365, 0.1221422, 1.49653, Tracked, 0.9420959, 0.09712767, 1.43525, Tracked, 0.8341252, 0.02923793, 1.494559, Tracked, 0.8280034, -0.03371218, 1.272431, Tracked, 0.8739467, -0.2103211, 1.231849, Inferred, 0.8352585, -0.2577159, 1.225055, Inferred, 1.007202, -0.03139176, 1.507052, Inferred, 0.9922718, -0.2753307, 1.519866, Inferred, 1.151419, -0.3984508, 1.487009, Inferred, 1.206692, -0.4400817, 1.479553, Inferred, 0.6503104, -0.4639283, 1.316954, Tracked, 0.8302696, -0.6357182, 1.141504, Inferred, 1.065826, -0.8565854, 0.9615514, Inferred, 1.07773, -0.8365712, 0.8381212, Inferred, 0.8342872, -0.5384213, 1.39591, Tracked, 0.8819398, -0.7231176, 1.501192, Inferred, 0.9916855, -1.047966, 1.726978, Inferred, 1.028167, -1.113997, 1.682458, Inferred, 0.8722996, 0.04578478, 1.48392, Tracked, 0.8183843, -0.2987329, 1.19616, Tracked, 0.8114855, -0.2259809, 1.223115, Tracked, 1.215177, -0.4124376, 1.486497, Inferred, 1.184548, -0.3843126, 1.46726, Inferred,
Kinect 2: 7.6835518, 0.7753783, -0.535734, 1.419748, Tracked, 0.8374149, -0.1976085, 1.460207, Tracked, 0.8864471, 0.1219948, 1.498021, Tracked, 0.9475702, 0.08877212, 1.43971, Tracked, 0.8341253, 0.02923888, 1.494554, Inferred, 0.8345897, -0.06755872, 1.274998, Inferred, 0.880014, -0.2440987, 1.23504, Inferred, 0.8313621, -0.2906576, 1.212917, Inferred, 1.007212, -0.0313912, 1.507052, Inferred, 0.992282, -0.2753302, 1.519867, Inferred, 1.15143, -0.3984502, 1.48701, Inferred, 1.206702, -0.4400811, 1.479553, Inferred, 0.66633, -0.49382, 1.349832, Tracked, 0.832823, -0.6611784, 1.152369, Inferred, 1.051883, -0.8770827, 0.9447856, Inferred, 1.059654, -0.8589908, 0.820219, Inferred, 0.849129, -0.5543043, 1.425879, Tracked, 0.9058586, -0.7409292, 1.532992, Inferred, 1.023006, -1.050048, 1.748138, Inferred, 1.063715, -1.121779, 1.699101, Inferred, 0.875667, 0.04461358, 1.488312, Tracked, 0.8185449, -0.3315501, 1.18576, Tracked, 0.8047324, -0.2627302, 1.205586, Tracked, 1.21571, -0.4119868, 1.485981, Inferred, 1.183477, -0.3842304, 1.466464, Inferred,
Kinect 2: 7.7175761, 0.7901214, -0.5498811, 1.420697, Tracked, 0.8574901, -0.218045, 1.472789, Tracked, 0.9121327, 0.1022876, 1.513354, Tracked, 0.9450189, 0.08995932, 1.447277, Tracked, 0.8497282, 0.01365701, 1.503415, Inferred, 0.8347304, -0.07367361, 1.275874, Inferred, 0.88021, -0.2501225, 1.235797, Inferred, 0.8317084, -0.2959553, 1.213053, Inferred, 1.023555, -0.0472812, 1.516448, Inferred, 1.008538, -0.2909996, 1.529287, Inferred, 1.167616, -0.4140053, 1.496478, Inferred, 1.22288, -0.4556278, 1.489025, Inferred, 0.6896102, -0.5177371, 1.351762, Tracked, 0.8220235, -0.7282876, 1.176813, Inferred, 1.000214, -0.997438, 0.9968606, Inferred, 1.009295, -0.982352, 0.8719476, Inferred, 0.8566865, -0.5603054, 1.426271, Tracked, 0.9067677, -0.7420844, 1.533913, Inferred, 1.017581, -1.054369, 1.757448, Inferred, 1.057429, -1.128194, 1.716635, Inferred, 0.9008866, 0.02311398, 1.505696, Tracked, 0.8201531, -0.3365926, 1.184048, Tracked, 0.8053394, -0.2684366, 1.206296, Tracked, 1.231279, -0.4267485, 1.493791, Inferred, 1.200693, -0.3997215, 1.476808, Inferred,
Kinect 2: 7.7504238, 0.7905801, -0.5500138, 1.419438, Tracked, 0.8580403, -0.2185133, 1.472933, Tracked, 0.9145318, 0.1001527, 1.515199, Tracked, 0.9567055, 0.0751106, 1.451489, Tracked, 0.849596, 0.01378424, 1.503389, Inferred, 0.8366023, -0.07760575, 1.277544, Inferred, 0.8820449, -0.2540182, 1.237429, Inferred, 0.8338314, -0.3002807, 1.215606, Inferred, 1.022387, -0.04681785, 1.515806, Inferred, 1.007376, -0.2905442, 1.528642, Inferred, 1.166458, -0.413553, 1.49583, Inferred, 1.221723, -0.4551759, 1.488377, Inferred, 0.6883855, -0.516084, 1.349985, Tracked, 0.8342471, -0.7036959, 1.155889, Inferred, 1.028645, -0.9447762, 0.9521803, Inferred, 1.036645, -0.9261224, 0.8275974, Inferred, 0.8589367, -0.5617353, 1.424164, Tracked, 0.9088351, -0.7417164, 1.534196, Inferred, 1.019457, -1.051172, 1.76154, Inferred, 1.059367, -1.125496, 1.725167, Inferred, 0.9023433, 0.021799, 1.506795, Tracked, 0.8217039, -0.3410072, 1.186102, Tracked, 0.8071737, -0.276471, 1.206867, Tracked, 1.230458, -0.4253431, 1.495077, Inferred, 1.19954, -0.3992715, 1.476156, Inferred,
Kinect 2: 7.7826854, 0.813787, -0.5630848, 1.456599, Tracked, 0.8783089, -0.2277608, 1.497183, Tracked, 0.9315793, 0.09487427, 1.526527, Tracked, 0.9913898, 0.06133975, 1.467198, Tracked, 0.8571989, 0.01363461, 1.50857, Inferred, 0.8199855, -0.1957748, 1.35221, Tracked, 0.8125491, -0.4135117, 1.215771, Tracked, 0.7873008, -0.4697394, 1.174234, Inferred, 1.027053, -0.04681977, 1.518929, Inferred, 1.012025, -0.2905338, 1.53178, Inferred, 1.171089, -0.4135446, 1.498978, Inferred, 1.226352, -0.4551667, 1.491526, Inferred, 0.7040893, -0.5280393, 1.381366, Tracked, 0.8655769, -0.7261786, 1.223769, Inferred, 1.07949, -0.9804521, 1.065453, Inferred, 1.089463, -0.9684384, 0.9406648, Inferred, 0.8871171, -0.5727452, 1.466474, Tracked, 0.9260795, -0.7687649, 1.559247, Inferred, 1.021514, -1.112616, 1.763862, Inferred, 1.048679, -1.177446, 1.696294, Inferred, 0.9196957, 0.01587832, 1.520815, Tracked, 0.7898493, -0.5190378, 1.140461, Tracked, 0.7352418, -0.4850447, 1.173125, Tracked, 1.233888, -0.4253924, 1.49848, Inferred, 1.204152, -0.3992775, 1.479315, Inferred,
Kinect 2: 7.8162974, 0.8148393, -0.5620262, 1.497049, Tracked, 0.8841016, -0.2292303, 1.514064, Tracked, 0.9393365, 0.09295036, 1.529832, Tracked, 0.9708622, 0.0488227, 1.471828, Tracked, 0.8656, 0.01279355, 1.512318, Inferred, 0.8242633, -0.1951266, 1.354817, Tracked, 0.8149412, -0.4123068, 1.21748, Tracked, 0.7902196, -0.4686987, 1.179768, Inferred, 1.034656, -0.04753442, 1.522196, Inferred, 1.019591, -0.291224, 1.535075, Inferred, 1.178619, -0.414232, 1.502294, Inferred, 1.233879, -0.4558525, 1.494843, Inferred, 0.7025646, -0.5295197, 1.427553, Tracked, 0.8640689, -0.682366, 1.311405, Inferred, 1.15547, -0.9533776, 1.169912, Inferred, 1.160385, -0.9398721, 1.048636, Inferred, 0.8914903, -0.5704664, 1.504158, Tracked, 0.9353937, -0.7777228, 1.575046, Inferred, 1.0384, -1.13969, 1.743575, Inferred, 1.059009, -1.191763, 1.650067, Inferred, 0.9269946, 0.01400584, 1.52679, Tracked, 0.7881755, -0.5138867, 1.143183, Tracked, 0.7437006, -0.4766505, 1.191186, Tracked, 1.240615, -0.4266281, 1.500443, Inferred, 1.211642, -0.3999757, 1.482659, Inferred,
Kinect 2: 7.8513532, 0.8219156, -0.5669236, 1.505865, Tracked, 0.8903169, -0.2359055, 1.529372, Tracked, 0.9446881, 0.08624853, 1.540505, Tracked, 0.9686454, 0.03394949, 1.486661, Tracked, 0.8710131, 0.007026412, 1.523002, Inferred, 0.8279994, -0.1971468, 1.360834, Tracked, 0.817395, -0.4137174, 1.222557, Tracked, 0.7938478, -0.4704559, 1.184317, Inferred, 1.039949, -0.05318717, 1.532662, Inferred, 1.024895, -0.2967867, 1.545524, Inferred, 1.183925, -0.4197587, 1.512749, Inferred, 1.239183, -0.4613759, 1.505301, Inferred, 0.709959, -0.5358804, 1.434227, Tracked, 0.8702222, -0.6915938, 1.322282, Inferred, 1.15976, -0.967511, 1.18776, Inferred, 1.165206, -0.9543155, 1.066387, Inferred, 0.8981831, -0.5736857, 1.51414, Tracked, 0.9415009, -0.7813057, 1.58466, Inferred, 1.043551, -1.14388, 1.752555, Inferred, 1.064016, -1.196067, 1.659088, Inferred, 0.9328595, 0.006923393, 1.539803, Tracked, 0.7953321, -0.520627, 1.150332, Tracked, 0.7396328, -0.4929606, 1.178793, Tracked, 1.247573, -0.4324974, 1.510075, Inferred, 1.216975, -0.4054657, 1.493103, Inferred,
Kinect 2: 7.8836336, 0.8288921, -0.5714426, 1.509647, Tracked, 0.8939391, -0.2392738, 1.53424, Tracked, 0.9472931, 0.08262452, 1.546296, Tracked, 0.968946, 0.03583601, 1.490151, Tracked, 0.8720838, 0.006681229, 1.523819, Inferred, 0.8300439, -0.1981277, 1.362288, Tracked, 0.8211281, -0.4183499, 1.230358, Tracked, 0.7948232, -0.471579, 1.188609, Inferred, 1.038579, -0.05319666, 1.53228, Inferred, 1.023533, -0.2967985, 1.545136, Inferred, 1.18257, -0.4197701, 1.512357, Inferred, 1.237828, -0.4613875, 1.504909, Inferred, 0.7183124, -0.5428901, 1.437676, Tracked, 0.8750839, -0.7020263, 1.326133, Inferred, 1.159059, -0.983779, 1.192152, Inferred, 1.16416, -0.9705191, 1.070631, Inferred, 0.9040338, -0.5761551, 1.517977, Tracked, 0.9461399, -0.7827914, 1.591094, Inferred, 1.04629, -1.14378, 1.763251, Inferred, 1.066705, -1.197993, 1.672131, Inferred, 0.9356329, 0.003474072, 1.545396, Tracked, 0.7959325, -0.5181758, 1.152121, Tracked, 0.7476789, -0.4781653, 1.201947, Tracked, 1.247225, -0.4315698, 1.511602, Inferred, 1.215628, -0.4054739, 1.492705, Inferred,
Kinect 2: 7.9166426, 0.8345491, -0.5739524, 1.509418, Tracked, 0.8988422, -0.2396352, 1.535751, Tracked, 0.9529971, 0.08409912, 1.54928, Tracked, 0.9716794, 0.03608481, 1.494076, Tracked, 0.8747787, 0.008325147, 1.523381, Inferred, 0.8339437, -0.1978501, 1.363436, Tracked, 0.8229231, -0.4175085, 1.23058, Tracked, 0.7996315, -0.4744627, 1.195968, Inferred, 1.038462, -0.05265609, 1.532009, Inferred, 1.023417, -0.2962646, 1.544867, Inferred, 1.182453, -0.4192401, 1.512088, Inferred, 1.237712, -0.4608577, 1.504639, Inferred, 0.7242649, -0.5461554, 1.43803, Tracked, 0.9079058, -0.7358335, 1.304794, Inferred, 1.149075, -0.9801062, 1.176741, Inferred, 1.160697, -0.9730532, 1.051976, Inferred, 0.9092125, -0.5777854, 1.517194, Tracked, 0.9533473, -0.7786559, 1.599618, Inferred, 1.05708, -1.130204, 1.787224, Inferred, 1.080698, -1.188593, 1.703644, Inferred, 0.9410471, 0.004493537, 1.548008, Tracked, 0.7997873, -0.521422, 1.155314, Tracked, 0.7546245, -0.4942504, 1.216039, Tracked, 1.247269, -0.4319656, 1.511171, Inferred, 1.214656, -0.4044757, 1.49143, Inferred,
Kinect 2: 7.9506486, 0.8437791, -0.5763879, 1.505435, Tracked, 0.9110981, -0.2386691, 1.538204, Tracked, 0.972326, 0.08984738, 1.561059, Tracked, 0.9817173, 0.03976298, 1.508657, Tracked, 0.8907204, 0.01484225, 1.529838, Inferred, 0.8443111, -0.1910827, 1.370967, Tracked, 0.8303671, -0.4107388, 1.238236, Tracked, 0.8051823, -0.4685559, 1.201117, Inferred, 1.04615, -0.04810638, 1.536387, Inferred, 1.03108, -0.2917471, 1.549279, Inferred, 1.190084, -0.4147595, 1.516516, Inferred, 1.245341, -0.4563771, 1.50907, Inferred, 0.7345872, -0.5478629, 1.436474, Tracked, 0.9113539, -0.7396646, 1.294194, Inferred, 1.144285, -0.9864967, 1.154806, Inferred, 1.154903, -0.9773031, 1.029796, Inferred, 0.9175955, -0.5808898, 1.510501, Tracked, 0.9671714, -0.7829797, 1.587407, Inferred, 1.080171, -1.136642, 1.765647, Inferred, 1.105381, -1.191613, 1.679273, Inferred, 0.9583468, 0.008902946, 1.55704, Tracked, 0.8036338, -0.5197801, 1.163236, Tracked, 0.7630932, -0.4847014, 1.222441, Tracked, 1.252714, -0.4294432, 1.514853, Inferred, 1.223098, -0.4005446, 1.496877, Inferred,
Kinect 2: 7.9846325, 0.8598844, -0.5837718, 1.50729, Tracked, 0.9228759, -0.2412812, 1.542787, Tracked, 0.977765, 0.08983517, 1.564819, Tracked, 0.9883149, 0.03785674, 1.513028, Tracked, 0.8968857, 0.01543835, 1.533248, Inferred, 0.8494986, -0.1906305, 1.374876, Tracked, 0.8337982, -0.4099453, 1.241689, Tracked, 0.8083675, -0.4699093, 1.206013, Inferred, 1.052008, -0.04697409, 1.540279, Inferred, 1.036919, -0.2906123, 1.553191, Inferred, 1.1959, -0.4136357, 1.520441, Inferred, 1.251155, -0.4552525, 1.512996, Inferred, 0.7552902, -0.5587258, 1.442478, Tracked, 0.920742, -0.7585609, 1.297058, Inferred, 1.14021, -1.015349, 1.153551, Inferred, 1.150007, -1.006441, 1.028451, Inferred, 0.9289962, -0.5851478, 1.50967, Tracked, 0.9689473, -0.7881023, 1.590529, Inferred, 1.066301, -1.143278, 1.775074, Inferred, 1.08931, -1.20227, 1.69278, Inferred, 0.9653601, 0.008500126, 1.561333, Tracked, 0.8059331, -0.5215029, 1.165986, Tracked, 0.7658713, -0.4938487, 1.228462, Tracked, 1.258551, -0.42748, 1.51798, Inferred, 1.228889, -0.3994516, 1.500813, Inferred,
Kinect 2: 8.0166609, 0.8624492, -0.5844232, 1.522985, Tracked, 0.9261794, -0.243627, 1.550305, Tracked, 0.9804919, 0.08689712, 1.567114, Tracked, 0.9925721, 0.03448294, 1.515121, Tracked, 0.8997213, 0.01291368, 1.535187, Inferred, 0.8525887, -0.1935347, 1.377318, Tracked, 0.8379394, -0.4159605, 1.249815, Tracked, 0.8097394, -0.4730745, 1.211899, Inferred, 1.054583, -0.04916623, 1.542364, Inferred, 1.039485, -0.2927731, 1.555279, Inferred, 1.198458, -0.4157816, 1.522535, Inferred, 1.253711, -0.4573973, 1.515091, Inferred, 0.7527087, -0.5613516, 1.456569, Tracked, 0.9237392, -0.7594128, 1.317373, Inferred, 1.149914, -1.01408, 1.181664, Inferred, 1.160008, -1.00705, 1.056539, Inferred, 0.9372471, -0.5831655, 1.52733, Tracked, 0.9602083, -0.734669, 1.677423, Inferred, 0.8038729, -0.644714, 1.284203, Tracked, 0.7869503, -0.6138421, 1.148158, Tracked, 0.9682974, 0.005676053, 1.564726, Tracked, 0.8061472, -0.5198857, 1.169453, Tracked, 0.7735872, -0.5132838, 1.2445, Tracked, 1.260375, -0.4300705, 1.520926, Inferred, 1.231442, -0.4015801, 1.502915, Inferred,
