Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 1.7439115, 0.02444498, -0.3708614, 1.360275, Tracked, 0.05359698, -0.03926712, 1.445768, Tracked, 0.08058089, 0.2739113, 1.5125, Tracked, 0.1498058, 0.3976327, 1.551957, Tracked, -0.1003692, 0.1806518, 1.445215, Tracked, -0.2308979, -0.01495416, 1.414398, Tracked, -0.1960513, -0.2246625, 1.308833, Tracked, -0.1554982, -0.2844831, 1.285915, Tracked, 0.2598303, 0.09588371, 1.550363, Tracked, 0.2801946, -0.07642314, 1.530222, Tracked, 0.3125921, -0.1934915, 1.399164, Inferred, 0.2635875, -0.2007692, 1.373644, Inferred, -0.0602119, -0.3414364, 1.291323, Tracked, -0.09372488, -0.6205233, 1.2522, Tracked, -0.1343493, -0.9540616, 1.245379, Inferred, -0.1115016, -0.9684812, 1.145502, Inferred, 0.1073935, -0.3792705, 1.352296, Tracked, 0.1217199, -0.5962307, 1.224937, Tracked, 0.1488213, -0.9575296, 1.074891, Inferred, 0.1718258, -0.9424217, 0.9701425, Inferred, 0.0741144, 0.1978743, 1.498466, Tracked, -0.1414534, -0.3506443, 1.251883, Tracked, -0.1154649, -0.2489377, 1.249657, Tracked, 0.2480993, -0.2240156, 1.310575, Tracked, 0.2575183, -0.2037028, 1.295, Tracked,
Kinect 2: 2.7760087, 0.1444107, -0.454457, 1.84353, Tracked, 0.1523005, -0.1230255, 1.91298, Tracked, 0.159646, 0.1958839, 1.967092, Tracked, 0.2171089, 0.3039033, 2.033289, Tracked, 0.04859753, 0.08173008, 1.817645, Tracked, -0.06315777, -0.1019925, 1.705737, Tracked, 0.04127249, -0.2584609, 1.669542, Tracked, 0.07165423, -0.3168714, 1.691578, Inferred, 0.2815575, 0.03266589, 2.058167, Inferred, 0.3068824, -0.1641696, 2.121441, Inferred, 0.2846638, -0.3080092, 1.900545, Tracked, 0.2545987, -0.3624493, 1.832612, Inferred, 0.08193228, -0.4231648, 1.765815, Tracked, 0.07807697, -0.6343186, 1.570101, Tracked, -0.05498331, -0.9924437, 1.446553, Inferred, -0.004810542, -1.014872, 1.333626, Inferred, 0.2010772, -0.4675555, 1.847452, Tracked, 0.2051981, -0.710837, 1.859848, Inferred, 0.06668356, -1.084429, 1.792123, Inferred, 0.1117048, -1.11527, 1.680236, Inferred, 0.1579628, 0.1177273, 1.956079, Tracked, 0.1307614, -0.3724682, 1.666224, Tracked, 0.01361571, -0.3549497, 1.670069, Tracked, 0.2337155, -0.4075444, 1.765103, Tracked, 0.271808, -0.4115078, 1.859111, Tracked,
Kinect 2: 2.8109448, 0.1550363, -0.4569102, 1.850304, Tracked, 0.1676205, -0.1252075, 1.922544, Tracked, 0.1790626, 0.1946571, 1.978906, Tracked, 0.2447841, 0.3006965, 2.047003, Tracked, 0.06505381, 0.08020691, 1.824821, Tracked, -0.04515817, -0.09919794, 1.709134, Tracked, 0.05386639, -0.2589847, 1.672746, Tracked, 0.08638634, -0.3206541, 1.694502, Inferred, 0.3006658, 0.03181617, 2.070254, Inferred, 0.3256631, -0.1645232, 2.133498, Inferred, 0.2956312, -0.2591467, 1.887489, Tracked, 0.2570234, -0.3026278, 1.826546, Inferred, 0.09334857, -0.4272145, 1.778012, Tracked, 0.1254209, -0.6421391, 1.576334, Tracked, -0.0364482, -0.9802958, 1.46592, Inferred, 0.005272701, -1.008425, 1.351151, Inferred, 0.2109146, -0.468715, 1.849864, Tracked, 0.2190027, -0.7092193, 1.872201, Inferred, -0.008377157, -0.9524159, 1.829235, Tracked, 0.01989688, -0.8984963, 1.684118, Tracked, 0.1764365, 0.1161957, 1.967396, Tracked, 0.1461966, -0.3757811, 1.661506, Tracked, 0.02551809, -0.3575992, 1.673261, Tracked, 0.2384849, -0.3498245, 1.774353, Tracked, 0.2718332, -0.3689908, 1.836, Tracked,
Kinect 2: 2.8429311, 0.1634306, -0.456318, 1.854144, Tracked, 0.1821945, -0.1257437, 1.929539, Tracked, 0.2005852, 0.1923126, 1.989675, Tracked, 0.2693286, 0.2929325, 2.056713, Tracked, 0.08562347, 0.08122075, 1.834644, Tracked, -0.02065245, -0.09969213, 1.712761, Tracked, 0.08793724, -0.2539096, 1.682888, Tracked, 0.1194386, -0.3147656, 1.701003, Tracked, 0.3220031, 0.02962726, 2.081093, Inferred, 0.3468362, -0.1665133, 2.144379, Inferred, 0.2882213, -0.3326104, 1.947888, Tracked, 0.2808222, -0.372449, 1.853564, Inferred, 0.1000817, -0.4270754, 1.782807, Tracked, 0.1661402, -0.652787, 1.584431, Tracked, 0.01848937, -0.9924212, 1.506724, Inferred, 0.06158442, -1.025882, 1.396351, Inferred, 0.2204045, -0.4674426, 1.851727, Tracked, 0.07315009, -0.7781109, 1.838308, Tracked, -0.03391637, -1.064897, 1.798854, Inferred, 0.005599789, -1.116798, 1.703823, Inferred, 0.1961614, 0.1143575, 1.97716, Tracked, 0.1816842, -0.3704991, 1.67782, Tracked, 0.06171589, -0.3533824, 1.668392, Tracked, 0.2654076, -0.4177151, 1.795437, Tracked, 0.2847545, -0.4002957, 1.866846, Tracked,
Kinect 2: 2.8779058, 0.1859816, -0.4452202, 1.853687, Tracked, 0.2035979, -0.1225381, 1.933986, Tracked, 0.2217251, 0.1885951, 1.998902, Tracked, 0.2992671, 0.2862896, 2.066396, Tracked, 0.10432, 0.08024412, 1.840696, Tracked, 0.001098386, -0.09852208, 1.715733, Tracked, 0.1177089, -0.247466, 1.69638, Tracked, 0.1467896, -0.3048723, 1.711385, Tracked, 0.3430234, 0.02598682, 2.090325, Inferred, 0.3676549, -0.170048, 2.153624, Inferred, 0.3036515, -0.337484, 1.960117, Tracked, 0.2958067, -0.3704378, 1.862083, Inferred, 0.1285307, -0.4108103, 1.774909, Tracked, 0.2214757, -0.6656839, 1.591809, Tracked, 0.06487124, -0.9833479, 1.516283, Inferred, 0.1067153, -1.015043, 1.403901, Inferred, 0.2379191, -0.4602291, 1.856291, Tracked, 0.09096873, -0.7719078, 1.83783, Tracked, -0.01151702, -1.059621, 1.790075, Inferred, 0.02731113, -1.109826, 1.696317, Inferred, 0.2173241, 0.1123686, 1.985141, Tracked, 0.2136412, -0.3609188, 1.699016, Tracked, 0.09166862, -0.3475969, 1.667345, Tracked, 0.2777365, -0.4293619, 1.807086, Tracked, 0.2972246, -0.4027151, 1.877333, Tracked,
Kinect 2: 2.9099031, 0.1982207, -0.4422442, 1.852847, Tracked, 0.2225952, -0.123117, 1.936707, Tracked, 0.2467733, 0.182743, 2.006298, Tracked, 0.3342673, 0.2781533, 2.072133, Tracked, 0.1306805, 0.07743691, 1.845485, Tracked, 0.02742559, -0.09929156, 1.719678, Tracked, 0.1318344, -0.2568025, 1.700494, Tracked, 0.1649859, -0.3162315, 1.711135, Inferred, 0.3679381, 0.02019626, 2.097696, Inferred, 0.3923505, -0.1757487, 2.161021, Inferred, 0.2967608, -0.2933938, 1.944033, Tracked, 0.2922266, -0.3212616, 1.831301, Inferred, 0.137767, -0.4102363, 1.772972, Tracked, 0.2548434, -0.6709422, 1.602258, Tracked, 0.1181299, -0.9945467, 1.545473, Inferred, 0.165169, -1.027965, 1.437445, Inferred, 0.2511798, -0.4554113, 1.857603, Tracked, 0.1215991, -0.7741466, 1.841489, Tracked, -0.01632411, -1.045838, 1.783802, Inferred, 0.02589018, -1.103502, 1.69076, Inferred, 0.2410046, 0.1078971, 1.991329, Tracked, 0.2308094, -0.3708201, 1.691519, Tracked, 0.1028114, -0.3565241, 1.667105, Tracked, 0.2710302, -0.3601134, 1.784048, Tracked, 0.2973456, -0.3594578, 1.813214, Tracked,
Kinect 2: 2.9438133, 0.2260074, -0.4500372, 1.851503, Tracked, 0.2521833, -0.1311626, 1.939221, Tracked, 0.2746666, 0.1761089, 2.011339, Tracked, 0.3830292, 0.2547493, 2.072134, Tracked, 0.1483208, 0.07464265, 1.847721, Tracked, 0.06366052, -0.110738, 1.720127, Tracked, 0.1636558, -0.2708721, 1.705662, Inferred, 0.193408, -0.3293632, 1.710461, Tracked, 0.3956944, 0.01361196, 2.102702, Inferred, 0.4198519, -0.1822497, 2.166051, Inferred, 0.3170816, -0.2951994, 1.949866, Tracked, 0.3101869, -0.3205494, 1.839944, Inferred, 0.1648513, -0.4191516, 1.774991, Tracked, 0.3006105, -0.6766403, 1.61454, Tracked, 0.1396678, -0.9915449, 1.57062, Inferred, 0.177734, -1.031596, 1.462096, Inferred, 0.2782164, -0.4625432, 1.85333, Tracked, 0.1404457, -0.7776247, 1.842866, Tracked, -0.01563512, -1.039578, 1.784699, Inferred, 0.01864591, -1.100107, 1.687644, Inferred, 0.2695188, 0.100751, 1.995878, Tracked, 0.259023, -0.3833119, 1.689576, Tracked, 0.1306604, -0.3696334, 1.662909, Tracked, 0.2897779, -0.3560738, 1.790557, Tracked, 0.3184144, -0.3524227, 1.829072, Tracked,
Kinect 2: 2.9767443, 0.2439978, -0.4832558, 1.809122, Tracked, 0.2721311, -0.1489354, 1.92557, Tracked, 0.3011953, 0.1651953, 2.015448, Tracked, 0.4001903, 0.2456489, 2.070831, Tracked, 0.1738462, 0.0697678, 1.850155, Tracked, 0.08337411, -0.1135177, 1.718931, Tracked, 0.1903344, -0.2689457, 1.706936, Inferred, 0.2183269, -0.3273841, 1.715611, Inferred, 0.4220884, 0.00276524, 2.106768, Inferred, 0.4460073, -0.1929764, 2.170146, Inferred, 0.3392787, -0.2999399, 1.952773, Tracked, 0.3258159, -0.321307, 1.842643, Inferred, 0.1751383, -0.4473219, 1.76619, Tracked, 0.3528627, -0.683122, 1.627438, Tracked, 0.1962427, -1.002233, 1.571722, Inferred, 0.2348101, -1.039587, 1.461893, Inferred, 0.2997252, -0.4909761, 1.780586, Tracked, 0.1449764, -0.7812375, 1.84196, Tracked, -0.009425379, -1.044842, 1.788321, Inferred, 0.01151594, -1.11113, 1.693703, Inferred, 0.2931911, 0.08876567, 1.995607, Tracked, 0.2879697, -0.3848876, 1.704102, Tracked, 0.1594229, -0.3674436, 1.663667, Tracked, 0.3063194, -0.3540334, 1.790451, Tracked, 0.3298473, -0.3583747, 1.8255, Tracked,
Kinect 2: 3.011421, 0.2455934, -0.4858174, 1.808131, Tracked, 0.2865114, -0.1588633, 1.921106, Tracked, 0.3315828, 0.1526485, 2.015003, Tracked, 0.4316956, 0.2298585, 2.068576, Tracked, 0.190582, 0.06657435, 1.849671, Tracked, 0.1104967, -0.1048305, 1.716259, Tracked, 0.2254865, -0.2530299, 1.684529, Tracked, 0.2402595, -0.3129165, 1.72092, Inferred, 0.452329, -0.009726638, 2.106266, Inferred, 0.4759592, -0.2053447, 2.169648, Inferred, 0.3606321, -0.3046641, 1.953179, Tracked, 0.3454168, -0.3194006, 1.845289, Inferred, 0.1786378, -0.4557484, 1.754723, Tracked, 0.367916, -0.6830773, 1.632357, Tracked, 0.2331587, -1.014309, 1.58294, Inferred, 0.2760044, -1.049481, 1.474151, Inferred, 0.302978, -0.4955672, 1.784046, Tracked, 0.1505484, -0.7873393, 1.844048, Tracked, -0.007244912, -1.048508, 1.787382, Inferred, 0.01407959, -1.109887, 1.683594, Inferred, 0.3206975, 0.07602679, 1.993795, Tracked, 0.2923431, -0.3700536, 1.700444, Tracked, 0.1959731, -0.3547952, 1.668148, Tracked, 0.3267637, -0.352798, 1.792787, Tracked, 0.3526526, -0.3488713, 1.839333, Tracked,
Kinect 2: 3.0434261, 0.2476164, -0.4954032, 1.80411, Tracked, 0.3016649, -0.1694626, 1.917538, Tracked, 0.3601538, 0.1443979, 2.014791, Tracked, 0.4529882, 0.2205272, 2.065775, Tracked, 0.2232152, 0.05874193, 1.850823, Tracked, 0.1382258, -0.1015579, 1.716265, Tracked, 0.2318075, -0.2635793, 1.682383, Tracked, 0.2516909, -0.3241295, 1.717769, Inferred, 0.4807581, -0.01792991, 2.106022, Inferred, 0.5041271, -0.2134601, 2.169449, Inferred, 0.385355, -0.3097224, 1.953752, Tracked, 0.3661869, -0.3186337, 1.848894, Inferred, 0.1816706, -0.468993, 1.751598, Tracked, 0.3905606, -0.6829141, 1.644044, Tracked, 0.3146708, -1.026438, 1.563581, Inferred, 0.3695315, -1.046909, 1.45543, Inferred, 0.3038571, -0.5016873, 1.78098, Tracked, 0.1548915, -0.792994, 1.846235, Tracked, -0.006018811, -1.068297, 1.791486, Inferred, 0.02496394, -1.114775, 1.681228, Inferred, 0.3454847, 0.06722264, 1.992814, Tracked, 0.3076172, -0.3836024, 1.689929, Tracked, 0.194848, -0.3584695, 1.670893, Tracked, 0.3472567, -0.3550769, 1.792478, Tracked, 0.3719047, -0.3477776, 1.840273, Tracked,
Kinect 2: 3.0763299, 0.2585375, -0.5241064, 1.810448, Tracked, 0.3242475, -0.1867856, 1.919924, Tracked, 0.3887813, 0.1367764, 2.013146, Tracked, 0.4939826, 0.2102151, 2.063281, Tracked, 0.2453913, 0.05462527, 1.849, Tracked, 0.171975, -0.1012805, 1.710618, Tracked, 0.2522252, -0.2705585, 1.68233, Tracked, 0.2730429, -0.3313162, 1.716639, Inferred, 0.509244, -0.02550922, 2.104349, Inferred, 0.5323502, -0.2209593, 2.167827, Inferred, 0.4060716, -0.3117382, 1.954393, Tracked, 0.3867533, -0.316335, 1.849717, Inferred, 0.1963689, -0.502, 1.759022, Tracked, 0.4038906, -0.7040202, 1.656934, Inferred, 0.5596942, -1.004006, 1.511271, Inferred, 0.626085, -0.9975488, 1.409103, Inferred, 0.3108032, -0.5254427, 1.787771, Tracked, 0.1667897, -0.8057252, 1.848299, Tracked, -0.0140854, -1.082337, 1.785784, Inferred, 0.01449827, -1.125121, 1.671629, Inferred, 0.3730994, 0.05728717, 1.992395, Tracked, 0.3269925, -0.3904573, 1.687251, Tracked, 0.2129005, -0.3608699, 1.67508, Tracked, 0.3692743, -0.3509856, 1.796872, Tracked, 0.3862627, -0.357984, 1.8264, Tracked,
Kinect 2: 3.1096486, 0.2742697, -0.5361417, 1.815824, Tracked, 0.3490093, -0.1979171, 1.921472, Tracked, 0.4203192, 0.1287192, 2.009477, Tracked, 0.5348045, 0.1810534, 2.055456, Tracked, 0.275747, 0.04617507, 1.844341, Tracked, 0.2043813, -0.104281, 1.706412, Tracked, 0.2791013, -0.2752058, 1.673602, Tracked, 0.2979348, -0.3366133, 1.715126, Inferred, 0.5406254, -0.03352425, 2.100654, Inferred, 0.5634405, -0.2288915, 2.164192, Inferred, 0.436512, -0.3176429, 1.950708, Inferred, 0.409087, -0.3179987, 1.843556, Inferred, 0.2115744, -0.5130777, 1.763803, Tracked, 0.410915, -0.7164194, 1.665567, Inferred, 0.5785916, -1.006401, 1.500541, Inferred, 0.6439455, -0.9997004, 1.397507, Inferred, 0.3257141, -0.5374641, 1.794072, Tracked, 0.1913103, -0.7982736, 1.846518, Tracked, -0.01606323, -1.081923, 1.779644, Inferred, 0.009509634, -1.122133, 1.662397, Inferred, 0.4030949, 0.04844739, 1.990159, Tracked, 0.3434148, -0.3992661, 1.684514, Tracked, 0.2397818, -0.3640119, 1.673957, Tracked, 0.3976839, -0.3615183, 1.79323, Tracked, 0.3967364, -0.2732098, 1.821462, Tracked,
Kinect 2: 3.1445635, 0.290433, -0.544658, 1.818607, Tracked, 0.3724838, -0.2058791, 1.920294, Tracked, 0.45071, 0.1214811, 2.003997, Tracked, 0.5532063, 0.1865404, 2.051196, Tracked, 0.2988167, 0.04016314, 1.838669, Tracked, 0.2463471, -0.1250544, 1.70153, Tracked, 0.3494884, -0.2808365, 1.688128, Tracked, 0.3573824, -0.343123, 1.722735, Inferred, 0.5708652, -0.04072706, 2.095153, Inferred, 0.5933971, -0.2360216, 2.158756, Inferred, 0.4662815, -0.3242445, 1.945493, Inferred, 0.4369252, -0.3213142, 1.845891, Inferred, 0.2275659, -0.5223847, 1.768297, Tracked, 0.4262039, -0.7598692, 1.688264, Inferred, 0.5990814, -0.9764445, 1.46451, Inferred, 0.6616666, -0.9648662, 1.358413, Inferred, 0.3416587, -0.5450676, 1.795548, Tracked, 0.2170606, -0.8017558, 1.845199, Tracked, -0.01351298, -1.076923, 1.775566, Inferred, 0.006163647, -1.115457, 1.655356, Inferred, 0.4318737, 0.04103605, 1.985769, Tracked, 0.4097001, -0.4020469, 1.714226, Tracked, 0.3121655, -0.3812867, 1.666, Tracked, 0.4251415, -0.3739195, 1.779492, Tracked, 0.4197652, -0.2825745, 1.813625, Tracked,
Kinect 2: 3.1764837, 0.3177823, -0.5507888, 1.816227, Tracked, 0.4049523, -0.2113455, 1.915729, Tracked, 0.4854051, 0.1165887, 1.998506, Tracked, 0.5918414, 0.1742059, 2.043653, Tracked, 0.3346796, 0.03044127, 1.827848, Tracked, 0.2754155, -0.1361461, 1.695881, Tracked, 0.3840993, -0.2867371, 1.697685, Tracked, 0.3942489, -0.3502329, 1.724687, Tracked, 0.6053884, -0.04559091, 2.089649, Inferred, 0.6276025, -0.2408334, 2.153335, Inferred, 0.5005369, -0.3288818, 1.940282, Inferred, 0.4634134, -0.3263591, 1.837015, Inferred, 0.2528749, -0.5281672, 1.767764, Tracked, 0.4361047, -0.7547036, 1.686415, Inferred, 0.6809351, -0.9610548, 1.50252, Inferred, 0.7461429, -0.9496589, 1.400532, Inferred, 0.3698843, -0.5512565, 1.791473, Tracked, 0.223446, -0.8011839, 1.845708, Tracked, 0.01102998, -1.08389, 1.768752, Inferred, 0.03836036, -1.12071, 1.649868, Inferred, 0.4662116, 0.03603435, 1.980395, Tracked, 0.4488884, -0.4068959, 1.731142, Tracked, 0.3497345, -0.3880285, 1.667292, Tracked, 0.4500444, -0.3650622, 1.776127, Tracked, 0.4478323, -0.2882724, 1.815667, Tracked,
Kinect 2: 3.2103925, 0.3303716, -0.5545259, 1.819307, Tracked, 0.4261523, -0.2152632, 1.914269, Tracked, 0.5198641, 0.1122921, 1.99003, Tracked, 0.632389, 0.1645933, 2.03098, Tracked, 0.364689, 0.02744899, 1.81955, Tracked, 0.316787, -0.1499411, 1.689773, Tracked, 0.4132124, -0.3079713, 1.694404, Tracked, 0.4265565, -0.3704245, 1.718142, Tracked, 0.6396759, -0.04986685, 2.081166, Inferred, 0.6615689, -0.245066, 2.144942, Inferred, 0.5343931, -0.3329958, 1.932131, Inferred, 0.4960812, -0.3134865, 1.84379, Inferred, 0.2676465, -0.5321264, 1.771768, Tracked, 0.4517287, -0.7564053, 1.689546, Inferred, 0.7076055, -0.9648138, 1.524902, Inferred, 0.7724475, -0.9563961, 1.423277, Inferred, 0.3800128, -0.5546654, 1.793882, Tracked, 0.252044, -0.7954977, 1.841192, Inferred, 0.01211938, -1.076823, 1.767388, Inferred, 0.03400468, -1.113375, 1.646739, Inferred, 0.4969544, 0.03183078, 1.973959, Tracked, 0.4820093, -0.4308225, 1.724925, Tracked, 0.3738742, -0.4064775, 1.657667, Tracked, 0.4813904, -0.3771465, 1.761876, Tracked, 0.476219, -0.2924177, 1.811444, Tracked,
Kinect 2: 3.2433045, 0.3815713, -0.5380148, 1.831405, Tracked, 0.474499, -0.2105672, 1.912297, Tracked, 0.5605405, 0.1065817, 1.978424, Tracked, 0.6590665, 0.1781489, 2.022881, Tracked, 0.3927838, 0.0182638, 1.806727, Tracked, 0.3498006, -0.1594573, 1.681097, Tracked, 0.4324294, -0.3257934, 1.673446, Tracked, 0.4482864, -0.3872796, 1.70441, Inferred, 0.6801476, -0.05555146, 2.069554, Inferred, 0.70166, -0.2506944, 2.133444, Inferred, 0.5744657, -0.3385272, 1.920861, Inferred, 0.5263268, -0.3128354, 1.837899, Inferred, 0.3194713, -0.5119302, 1.753186, Tracked, 0.5542566, -0.7247971, 1.662268, Tracked, 0.660238, -1.023373, 1.530856, Inferred, 0.7199914, -1.027167, 1.426206, Inferred, 0.4283603, -0.5426906, 1.836778, Tracked, 0.2671887, -0.7887644, 1.842069, Tracked, 0.03181684, -1.065798, 1.770361, Inferred, 0.05285931, -1.102661, 1.649647, Inferred, 0.5399155, 0.02857319, 1.964337, Tracked, 0.5042142, -0.4520597, 1.692145, Tracked, 0.3892272, -0.4196312, 1.651136, Tracked, 0.5092558, -0.3061239, 1.808952, Tracked, 0.5232843, -0.3003575, 1.821143, Tracked,
Kinect 2: 3.2772137, 0.4100412, -0.5458611, 1.829919, Tracked, 0.5067905, -0.2157405, 1.906239, Tracked, 0.5981202, 0.1036013, 1.965968, Tracked, 0.7017228, 0.1698725, 2.010933, Tracked, 0.4296052, 0.02006944, 1.797741, Tracked, 0.3998504, -0.180956, 1.671285, Tracked, 0.5012597, -0.3314251, 1.694522, Tracked, 0.5065259, -0.3890865, 1.71282, Inferred, 0.7175376, -0.05852029, 2.057103, Inferred, 0.7386965, -0.2536344, 2.121109, Inferred, 0.6113059, -0.3414491, 1.90861, Inferred, 0.5591522, -0.3307484, 1.814254, Inferred, 0.346859, -0.5208028, 1.748559, Tracked, 0.5541722, -0.725707, 1.663012, Tracked, 0.7198737, -1.025793, 1.540594, Inferred, 0.7803459, -1.028983, 1.437505, Inferred, 0.45728, -0.549385, 1.838768, Tracked, 0.2970226, -0.7871493, 1.839488, Inferred, 0.03666758, -1.05417, 1.77321, Inferred, 0.05040209, -1.092053, 1.651406, Inferred, 0.576242, 0.02509117, 1.953643, Tracked, 0.5598413, -0.4405056, 1.737434, Tracked, 0.4644089, -0.4246378, 1.653364, Tracked, 0.5465241, -0.3965148, 1.737698, Tracked, 0.5427735, -0.304526, 1.795667, Tracked,
Kinect 2: 3.3101248, 0.4267134, -0.5523103, 1.831709, Tracked, 0.5341707, -0.2207933, 1.902298, Tracked, 0.6373547, 0.100816, 1.954514, Tracked, 0.741891, 0.1669602, 1.997674, Tracked, 0.4541905, 0.01925919, 1.790328, Tracked, 0.4435553, -0.2024411, 1.662346, Tracked, 0.5446891, -0.3528515, 1.685669, Inferred, 0.5473344, -0.4092025, 1.704648, Inferred, 0.7565738, -0.06128964, 2.045661, Inferred, 0.7773717, -0.2563743, 2.109795, Inferred, 0.6497409, -0.3442563, 1.897187, Inferred, 0.590022, -0.3773945, 1.76632, Inferred, 0.3604625, -0.5296685, 1.752395, Tracked, 0.5056722, -0.7727914, 1.726001, Inferred, 0.7710471, -0.8684574, 1.478005, Inferred, 0.8276503, -0.8573046, 1.369236, Inferred, 0.4769829, -0.5531777, 1.838566, Tracked, 0.330746, -0.7966401, 1.83621, Inferred, 0.05202961, -1.048476, 1.774449, Inferred, 0.05851171, -1.085187, 1.6508, Inferred, 0.6124557, 0.02167888, 1.944186, Tracked, 0.5958405, -0.4687091, 1.715785, Tracked, 0.5049347, -0.4425768, 1.643486, Tracked, 0.5801203, -0.4034892, 1.730408, Tracked, 0.5756633, -0.3832626, 1.715667, Tracked,
Kinect 2: 3.3430375, 0.4482324, -0.5528539, 1.83079, Tracked, 0.5725765, -0.2204203, 1.89276, Tracked, 0.6879757, 0.1013581, 1.937009, Tracked, 0.7981197, 0.161241, 1.981018, Tracked, 0.499453, 0.03328245, 1.791777, Tracked, 0.4826706, -0.1587273, 1.659149, Tracked, 0.550522, -0.3294204, 1.61852, Tracked, 0.5553522, -0.3836044, 1.691851, Tracked, 0.8069397, -0.06074918, 2.028189, Inferred, 0.8272695, -0.2558372, 2.092505, Inferred, 0.6994474, -0.343697, 1.880055, Inferred, 0.6643829, -0.3796061, 1.813658, Inferred, 0.3780088, -0.5306587, 1.753189, Tracked, 0.525997, -0.777545, 1.723951, Inferred, 0.7897338, -0.8753231, 1.479339, Inferred, 0.8426779, -0.8665358, 1.367978, Inferred, 0.5007602, -0.5531788, 1.835951, Tracked, 0.3158336, -0.7792735, 1.835333, Tracked, 0.08485551, -1.072542, 1.822423, Inferred, 0.09878781, -1.120035, 1.707357, Inferred, 0.6618419, 0.02231024, 1.928017, Tracked, 0.5508083, -0.4192396, 1.669655, Tracked, 0.5158529, -0.4247997, 1.6384, Tracked, 0.6541926, -0.4057541, 1.777838, Inferred, 0.649349, -0.3856186, 1.763211, Inferred,
Kinect 2: 3.3759498, 0.4733533, -0.5401102, 1.829918, Tracked, 0.6024457, -0.2129036, 1.886876, Tracked, 0.7246689, 0.1028109, 1.927395, Tracked, 0.8279898, 0.1740573, 1.975232, Tracked, 0.5100247, 0.03158051, 1.797468, Tracked, 0.5060094, -0.1663519, 1.666653, Tracked, 0.5351281, -0.3448234, 1.608897, Tracked, 0.5411385, -0.4026321, 1.671545, Tracked, 0.8434509, -0.05929397, 2.018607, Inferred, 0.8634564, -0.2543904, 2.083059, Inferred, 0.7670087, -0.4173412, 1.90265, Inferred, 0.7405179, -0.4729023, 1.846142, Inferred, 0.3962404, -0.5202301, 1.75224, Tracked, 0.6239393, -0.7207403, 1.64411, Tracked, 0.6456175, -1.06316, 1.571093, Inferred, 0.6892078, -1.081907, 1.458505, Inferred, 0.5325851, -0.5385923, 1.835534, Tracked, 0.3234633, -0.7040305, 1.838845, Inferred, 0.1333402, -1.052751, 1.798286, Inferred, 0.161052, -1.087983, 1.678324, Inferred, 0.6942915, 0.02525469, 1.919984, Tracked, 0.5451229, -0.4328581, 1.650123, Tracked, 0.4947625, -0.4394264, 1.6364, Tracked, 0.7300596, -0.4986271, 1.810512, Inferred, 0.7248667, -0.477953, 1.796155, Inferred,
