Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0210027, 0.5405817, -0.7195603, 1.714746, Tracked, 0.5388405, -0.4686139, 1.726845, Tracked, 0.5339748, -0.221221, 1.727516, Tracked, 0.5738816, -0.07774635, 1.717746, Tracked, 0.3833997, -0.2885577, 1.691623, Tracked, 0.3070357, -0.5043906, 1.596277, Tracked, 0.4774841, -0.5653563, 1.525708, Tracked, 0.5357155, -0.599118, 1.534825, Tracked, 0.7393133, -0.3219935, 1.721463, Tracked, 0.8204806, -0.5198873, 1.73025, Tracked, 0.7161257, -0.5720276, 1.544987, Tracked, 0.6696484, -0.5996944, 1.529025, Tracked, 0.4483027, -0.7006993, 1.680887, Tracked, 0.4384533, -0.6739246, 1.329581, Tracked, 0.4330339, -0.648042, 0.8282497, Inferred, 0.4312669, -0.6195093, 0.6931204, Inferred, 0.6166858, -0.7164413, 1.696382, Tracked, 0.6630021, -0.7143979, 1.233597, Inferred, 0.70622, -0.7182527, 0.8626525, Inferred, 0.7031568, -0.6921079, 0.7298988, Inferred, 0.5357448, -0.2826284, 1.7293, Tracked, 0.6067618, -0.625808, 1.518444, Tracked, 0.4694426, -0.6482408, 1.497296, Tracked, 0.6424944, -0.6460392, 1.493127, Tracked, 0.6105626, -0.5408337, 1.536492, Tracked,
Kinect 2: 4.0238665, 0.505128, -0.721642, 1.687574, Tracked, 0.4970568, -0.4735618, 1.708356, Tracked, 0.4875152, -0.2287647, 1.718414, Tracked, 0.5016516, -0.09954487, 1.696649, Tracked, 0.3175941, -0.3176697, 1.772821, Tracked, 0.2375775, -0.5227205, 1.738206, Tracked, 0.3523243, -0.6124219, 1.605016, Tracked, 0.4189439, -0.6367388, 1.560079, Tracked, 0.6598001, -0.2987282, 1.650537, Tracked, 0.7671753, -0.4619283, 1.588668, Tracked, 0.6745613, -0.6681429, 1.449512, Tracked, 0.6259972, -0.6857311, 1.397338, Tracked, 0.4190053, -0.7153899, 1.687579, Tracked, 0.2286896, -0.7071096, 1.392394, Tracked, -0.05327228, -0.7093454, 0.9766504, Inferred, -0.09670635, -0.6789813, 0.8483663, Inferred, 0.5767045, -0.7064306, 1.637689, Tracked, 0.4098562, -0.662751, 1.204624, Tracked, 0.2759344, -0.6327215, 0.8582972, Inferred, 0.2290256, -0.6007983, 0.7291145, Inferred, 0.490328, -0.2895095, 1.71844, Tracked, 0.480986, -0.6653839, 1.510154, Tracked, 0.3833007, -0.6693641, 1.538475, Tracked, 0.5691785, -0.6936375, 1.353957, Tracked, 0.5752435, -0.6737856, 1.418555, Tracked,
Kinect 2: 4.0547385, 0.5058331, -0.7216607, 1.688393, Tracked, 0.4987316, -0.4735639, 1.708541, Tracked, 0.4905005, -0.2287965, 1.717251, Tracked, 0.5125972, -0.1012135, 1.694554, Tracked, 0.3195077, -0.3156484, 1.770121, Tracked, 0.2376737, -0.5204426, 1.734487, Tracked, 0.3882656, -0.593876, 1.600454, Tracked, 0.4173814, -0.5977876, 1.579909, Tracked, 0.6642113, -0.3002102, 1.651854, Tracked, 0.7698536, -0.4647568, 1.593416, Tracked, 0.6768889, -0.6684029, 1.450556, Tracked, 0.6274131, -0.6859543, 1.399398, Tracked, 0.4193095, -0.7150005, 1.687494, Tracked, 0.2352253, -0.7047926, 1.388248, Tracked, -0.03727389, -0.7041471, 0.9663075, Inferred, -0.07936177, -0.6737332, 0.837324, Inferred, 0.577908, -0.7071824, 1.639843, Tracked, 0.412222, -0.6632438, 1.206345, Tracked, 0.2792657, -0.6329949, 0.8596378, Inferred, 0.2335848, -0.6012151, 0.7299694, Inferred, 0.4929894, -0.2895374, 1.717567, Tracked, 0.4714404, -0.5973596, 1.518888, Tracked, 0.3901451, -0.6493528, 1.555867, Tracked, 0.5713288, -0.6968656, 1.361285, Tracked, 0.5766376, -0.6767572, 1.423648, Tracked,
Kinect 2: 4.08928, 0.5075892, -0.7223826, 1.688326, Tracked, 0.5060425, -0.4747899, 1.7061, Tracked, 0.5054126, -0.230343, 1.710068, Tracked, 0.5229865, -0.1017467, 1.692957, Tracked, 0.3322379, -0.304662, 1.756179, Tracked, 0.2407843, -0.5166957, 1.725695, Tracked, 0.3314472, -0.6476238, 1.611059, Tracked, 0.3960129, -0.6394806, 1.576826, Tracked, 0.6898015, -0.3119787, 1.658243, Tracked, 0.7760277, -0.4738631, 1.595908, Tracked, 0.6791416, -0.6719969, 1.447647, Tracked, 0.6308488, -0.6876796, 1.39634, Tracked, 0.4215052, -0.7144016, 1.685535, Tracked, 0.2424204, -0.7021954, 1.383172, Tracked, -0.0224355, -0.6985579, 0.9564698, Inferred, -0.05817587, -0.6682686, 0.8249925, Inferred, 0.5798358, -0.7093325, 1.640959, Tracked, 0.4297821, -0.6868104, 1.200287, Tracked, 0.3098477, -0.6743081, 0.8475215, Inferred, 0.2707545, -0.6432282, 0.7161133, Inferred, 0.505967, -0.2910441, 1.711477, Tracked, 0.4573666, -0.6501388, 1.523973, Tracked, 0.3503802, -0.6669681, 1.547635, Tracked, 0.5771082, -0.6955051, 1.355964, Tracked, 0.5797628, -0.6770377, 1.421412, Tracked,
Kinect 2: 4.1207643, 0.5095745, -0.7230016, 1.688024, Tracked, 0.510986, -0.475408, 1.704516, Tracked, 0.511316, -0.2307535, 1.707797, Tracked, 0.5312107, -0.1016726, 1.692516, Tracked, 0.3367803, -0.3006992, 1.750949, Tracked, 0.2439047, -0.5148039, 1.717999, Tracked, 0.3517129, -0.6604798, 1.593445, Tracked, 0.3812003, -0.679374, 1.546762, Tracked, 0.6957297, -0.3133239, 1.659992, Tracked, 0.7802152, -0.4774213, 1.602323, Tracked, 0.6803128, -0.6703995, 1.449016, Tracked, 0.6342655, -0.6909864, 1.399089, Tracked, 0.423997, -0.7136571, 1.683001, Tracked, 0.2488222, -0.7006661, 1.378269, Tracked, -0.01002842, -0.6958719, 0.9479343, Inferred, -0.04388065, -0.6656368, 0.815773, Inferred, 0.581786, -0.7111114, 1.641992, Tracked, 0.453136, -0.6958, 1.19434, Inferred, 0.3510338, -0.6892562, 0.8357226, Inferred, 0.3140074, -0.6585336, 0.7039652, Inferred, 0.5117969, -0.2915124, 1.709216, Tracked, 0.4364251, -0.7493276, 1.494943, Tracked, 0.3183388, -0.6751355, 1.53255, Tracked, 0.5867029, -0.7398775, 1.379185, Tracked, 0.5816937, -0.6819676, 1.429176, Tracked,
Kinect 2: 4.1548685, 0.5121123, -0.7236117, 1.687774, Tracked, 0.5157895, -0.4750353, 1.703005, Tracked, 0.5175593, -0.2290933, 1.705158, Tracked, 0.5402372, -0.1014777, 1.691157, Tracked, 0.3411865, -0.2971736, 1.744985, Tracked, 0.2482107, -0.5130718, 1.707668, Tracked, 0.3497568, -0.6611832, 1.593246, Tracked, 0.4090558, -0.6421191, 1.565713, Tracked, 0.7012359, -0.3144355, 1.662459, Tracked, 0.7839128, -0.4804356, 1.608706, Tracked, 0.6856208, -0.6692151, 1.448996, Tracked, 0.6425286, -0.6917369, 1.400754, Tracked, 0.4265438, -0.7130001, 1.680768, Tracked, 0.2575086, -0.6979533, 1.3725, Tracked, 0.008068269, -0.6900867, 0.9367758, Inferred, -0.02355788, -0.6600238, 0.8038177, Inferred, 0.5843999, -0.7128618, 1.643333, Tracked, 0.4637793, -0.6991439, 1.193395, Inferred, 0.3683761, -0.6939124, 0.8328592, Inferred, 0.3335969, -0.6636122, 0.7005991, Inferred, 0.5177088, -0.2901912, 1.706795, Tracked, 0.4724167, -0.65031, 1.519267, Tracked, 0.3610984, -0.6670746, 1.532509, Tracked, 0.5731869, -0.7867367, 1.355774, Inferred, 0.5904201, -0.7041387, 1.418222, Tracked,
Kinect 2: 4.1880958, 0.5145785, -0.7243003, 1.687588, Tracked, 0.5207268, -0.4756795, 1.702099, Tracked, 0.5245212, -0.2298045, 1.70381, Tracked, 0.5487258, -0.1012086, 1.690536, Tracked, 0.3482773, -0.2939379, 1.73837, Tracked, 0.2507629, -0.5116042, 1.702862, Tracked, 0.3489071, -0.6616701, 1.592691, Tracked, 0.407272, -0.642436, 1.567916, Tracked, 0.7095825, -0.3151055, 1.666987, Tracked, 0.7882125, -0.4840759, 1.617542, Tracked, 0.6923039, -0.6690041, 1.451777, Tracked, 0.6478847, -0.6966231, 1.403154, Tracked, 0.4290133, -0.7125869, 1.678834, Tracked, 0.2650469, -0.6952673, 1.367805, Tracked, 0.0233859, -0.6839889, 0.9278675, Inferred, -0.005373593, -0.653852, 0.7940489, Inferred, 0.5867491, -0.714555, 1.644672, Tracked, 0.4753483, -0.7072992, 1.192251, Inferred, 0.3876212, -0.7074022, 0.8296245, Inferred, 0.355835, -0.6773874, 0.6968973, Inferred, 0.5241663, -0.2908724, 1.705502, Tracked, 0.4688698, -0.6554421, 1.524095, Tracked, 0.3557843, -0.6671506, 1.532934, Tracked, 0.5844634, -0.7727689, 1.342007, Inferred, 0.5887584, -0.7011474, 1.422351, Tracked,
Kinect 2: 4.2241008, 0.5178769, -0.7251277, 1.687982, Tracked, 0.5263681, -0.476388, 1.701782, Tracked, 0.5321932, -0.2305106, 1.702903, Tracked, 0.5569608, -0.1014665, 1.690702, Tracked, 0.3496251, -0.2932388, 1.736777, Tracked, 0.2570914, -0.5097278, 1.692994, Tracked, 0.3472555, -0.6625367, 1.594692, Tracked, 0.4070226, -0.6426771, 1.567626, Tracked, 0.7150946, -0.3165812, 1.670149, Tracked, 0.7904822, -0.4874049, 1.622329, Tracked, 0.6984429, -0.6709147, 1.452772, Tracked, 0.653771, -0.7010654, 1.401594, Tracked, 0.4316757, -0.71246, 1.67789, Tracked, 0.2738234, -0.6925941, 1.3637, Tracked, 0.04154666, -0.6774902, 0.9189504, Inferred, 0.01420205, -0.647324, 0.7846868, Inferred, 0.5899895, -0.7162538, 1.646543, Tracked, 0.4944551, -0.71364, 1.190504, Inferred, 0.4199384, -0.7175536, 0.8248497, Inferred, 0.3897104, -0.6878917, 0.6920265, Inferred, 0.5313371, -0.2915719, 1.704712, Tracked, 0.4664492, -0.6602551, 1.52248, Tracked, 0.3538864, -0.6666435, 1.533237, Tracked, 0.5902928, -0.7793395, 1.358585, Tracked, 0.6768631, -0.6750274, 1.303174, Tracked,
Kinect 2: 4.25613, 0.5206686, -0.725454, 1.687123, Tracked, 0.5301927, -0.4766288, 1.70088, Tracked, 0.5365168, -0.2308159, 1.702337, Tracked, 0.5643871, -0.1011046, 1.690201, Tracked, 0.3517704, -0.2923627, 1.734663, Tracked, 0.262969, -0.5018358, 1.686557, Tracked, 0.3471764, -0.6646503, 1.587308, Tracked, 0.3555427, -0.6708567, 1.552768, Tracked, 0.7217265, -0.3177089, 1.674297, Tracked, 0.7951567, -0.4902506, 1.631207, Tracked, 0.6304696, -0.5919601, 1.503845, Tracked, 0.5881448, -0.5920507, 1.500724, Tracked, 0.434947, -0.7118398, 1.675051, Tracked, 0.2853056, -0.6890736, 1.356879, Tracked, 0.06564621, -0.6696208, 0.906062, Inferred, 0.04007455, -0.639209, 0.7713297, Inferred, 0.5921386, -0.7170923, 1.646933, Tracked, 0.5004209, -0.7154385, 1.190094, Inferred, 0.4290903, -0.7201389, 0.8237647, Inferred, 0.4006503, -0.6904976, 0.6907061, Inferred, 0.5355611, -0.2918535, 1.70403, Tracked, 0.3769423, -0.682417, 1.503302, Tracked, 0.3058224, -0.6785603, 1.540137, Tracked, 0.5155277, -0.6186007, 1.50312, Tracked, 0.6253166, -0.6455195, 1.460576, Tracked,
Kinect 2: 4.2903389, 0.5233213, -0.725558, 1.686379, Tracked, 0.5340632, -0.4763262, 1.700086, Tracked, 0.5414274, -0.2301662, 1.701746, Tracked, 0.5730072, -0.1005296, 1.690407, Tracked, 0.3535447, -0.2917279, 1.732417, Tracked, 0.2658167, -0.5032409, 1.679022, Tracked, 0.3470611, -0.666171, 1.603742, Tracked, 0.3485537, -0.6647722, 1.574746, Tracked, 0.7275839, -0.3191002, 1.678136, Tracked, 0.79954, -0.4929258, 1.639367, Tracked, 0.6294475, -0.591855, 1.501346, Tracked, 0.593909, -0.5882193, 1.503676, Tracked, 0.4378837, -0.711176, 1.672466, Tracked, 0.2992835, -0.6872002, 1.349265, Tracked, 0.09658124, -0.6659747, 0.8907694, Inferred, 0.07272007, -0.6353978, 0.7556753, Inferred, 0.5943809, -0.717697, 1.647564, Tracked, 0.519735, -0.7160019, 1.245446, Inferred, 0.4437278, -0.7240394, 0.8144425, Inferred, 0.4170198, -0.6944209, 0.6813124, Inferred, 0.540219, -0.2912889, 1.703363, Tracked, 0.3649325, -0.6672904, 1.534927, Tracked, 0.3074557, -0.6837326, 1.56725, Tracked, 0.5244395, -0.6168535, 1.503456, Tracked, 0.6384421, -0.6427048, 1.47034, Tracked,
Kinect 2: 4.3209372, 0.5266721, -0.7259919, 1.687245, Tracked, 0.5376741, -0.4761783, 1.700301, Tracked, 0.5452307, -0.2295302, 1.701382, Tracked, 0.5807247, -0.09972946, 1.691047, Tracked, 0.3557964, -0.2915002, 1.729793, Tracked, 0.2690241, -0.5015433, 1.671136, Tracked, 0.3561917, -0.6648955, 1.575439, Tracked, 0.3647823, -0.6707841, 1.543518, Tracked, 0.7323923, -0.3195512, 1.682095, Tracked, 0.8034745, -0.4943626, 1.648353, Tracked, 0.6279204, -0.5901926, 1.496883, Tracked, 0.6083621, -0.5883695, 1.504945, Tracked, 0.4403038, -0.7111236, 1.6721, Tracked, 0.3111761, -0.6861013, 1.344962, Tracked, 0.1230245, -0.6633259, 0.8804637, Inferred, 0.1008372, -0.6329777, 0.7450302, Inferred, 0.5982597, -0.7187485, 1.650347, Tracked, 0.5314126, -0.7192501, 1.246908, Inferred, 0.4642219, -0.7297127, 0.8144032, Inferred, 0.4392593, -0.7006004, 0.681137, Inferred, 0.5439777, -0.290773, 1.703139, Tracked, 0.3990922, -0.6815522, 1.497052, Tracked, 0.3183634, -0.6792493, 1.524885, Tracked, 0.5313005, -0.6080747, 1.501261, Tracked, 0.6484153, -0.6465315, 1.467121, Tracked,
Kinect 2: 4.356042, 0.5301026, -0.7265391, 1.686282, Tracked, 0.54243, -0.4758238, 1.699543, Tracked, 0.5513927, -0.2281457, 1.701027, Tracked, 0.5881833, -0.09890478, 1.691203, Tracked, 0.3576089, -0.2907361, 1.727828, Tracked, 0.2726565, -0.4997521, 1.660911, Tracked, 0.4300444, -0.59199, 1.564157, Tracked, 0.4786291, -0.6269067, 1.53694, Tracked, 0.7317485, -0.3196974, 1.681595, Tracked, 0.8037956, -0.4947341, 1.655358, Tracked, 0.6674218, -0.5662224, 1.518483, Tracked, 0.6090407, -0.5854728, 1.508351, Tracked, 0.4442009, -0.7112849, 1.669303, Tracked, 0.3232829, -0.6845044, 1.339079, Tracked, 0.1477951, -0.6591039, 0.8698505, Inferred, 0.1258904, -0.6285204, 0.734398, Inferred, 0.6009504, -0.7195098, 1.650767, Tracked, 0.5434791, -0.7221657, 1.245963, Inferred, 0.4868702, -0.7350071, 0.811902, Inferred, 0.462355, -0.7059507, 0.6787612, Inferred, 0.549782, -0.2896603, 1.70266, Tracked, 0.5414088, -0.6586885, 1.504568, Tracked, 0.4070483, -0.6641093, 1.504077, Tracked, 0.539561, -0.6130159, 1.499885, Tracked, 0.6601594, -0.64353, 1.475773, Tracked,
Kinect 2: 4.3874768, 0.5337133, -0.7269171, 1.686231, Tracked, 0.5473193, -0.4755616, 1.699236, Tracked, 0.557382, -0.2272639, 1.700448, Tracked, 0.5964038, -0.09932067, 1.69203, Tracked, 0.3604307, -0.2897814, 1.72503, Tracked, 0.2762527, -0.4983091, 1.65456, Tracked, 0.4306591, -0.5920489, 1.563807, Tracked, 0.4785484, -0.6279991, 1.539603, Tracked, 0.7340097, -0.3207225, 1.683317, Tracked, 0.8059484, -0.4960672, 1.662753, Tracked, 0.6675301, -0.5684996, 1.517615, Tracked, 0.6150241, -0.5885977, 1.509741, Tracked, 0.4476168, -0.7112036, 1.667805, Tracked, 0.3370121, -0.6832641, 1.333992, Tracked, 0.1774057, -0.6561326, 0.8592752, Inferred, 0.1566125, -0.6256211, 0.7236819, Inferred, 0.6045991, -0.7203525, 1.652362, Tracked, 0.5502209, -0.7229624, 1.247128, Inferred, 0.4971323, -0.7357336, 0.8125792, Inferred, 0.4737549, -0.7068922, 0.6793457, Inferred, 0.5555182, -0.2889289, 1.702148, Tracked, 0.5430098, -0.6670966, 1.507398, Tracked, 0.4421652, -0.6563047, 1.511842, Tracked, 0.5543769, -0.6106859, 1.50013, Tracked, 0.6735427, -0.6426272, 1.487661, Tracked,
Kinect 2: 4.4222689, 0.5381399, -0.7266735, 1.68607, Tracked, 0.5519162, -0.474797, 1.698963, Tracked, 0.5618582, -0.2261565, 1.70011, Tracked, 0.6039504, -0.09886074, 1.692275, Tracked, 0.3870265, -0.2820229, 1.698949, Tracked, 0.2803085, -0.4977497, 1.645812, Tracked, 0.4310789, -0.5916973, 1.56339, Tracked, 0.4791308, -0.6287848, 1.53941, Tracked, 0.7504391, -0.3248736, 1.696845, Tracked, 0.8093404, -0.504944, 1.668818, Tracked, 0.6634303, -0.5878984, 1.504762, Tracked, 0.6353814, -0.5921457, 1.510159, Tracked, 0.4523351, -0.7098246, 1.665209, Tracked, 0.3498504, -0.6801907, 1.328879, Tracked, 0.2028044, -0.6504839, 0.8503116, Inferred, 0.1919875, -0.6206757, 0.7137443, Inferred, 0.6091195, -0.7211104, 1.654608, Tracked, 0.5594272, -0.7233759, 1.248775, Inferred, 0.5116606, -0.7357304, 0.8135537, Inferred, 0.4984456, -0.7077681, 0.6797591, Inferred, 0.5600464, -0.2878925, 1.701822, Tracked, 0.5425172, -0.6689616, 1.509797, Tracked, 0.4270253, -0.6452692, 1.522032, Tracked, 0.5664978, -0.6130293, 1.501038, Tracked, 0.6845682, -0.6514964, 1.472868, Tracked,
Kinect 2: 4.4550678, 0.5523214, -0.7237772, 1.650275, Tracked, 0.5609158, -0.4729393, 1.687862, Tracked, 0.5678806, -0.2251327, 1.699819, Tracked, 0.6128404, -0.09922344, 1.693192, Tracked, 0.3915868, -0.2815404, 1.695619, Tracked, 0.2858267, -0.4975489, 1.636538, Tracked, 0.4362747, -0.5943687, 1.560572, Tracked, 0.4832701, -0.6295754, 1.537393, Tracked, 0.758414, -0.327326, 1.703163, Tracked, 0.8109564, -0.5097471, 1.678892, Tracked, 0.6636328, -0.5891283, 1.503452, Tracked, 0.6358134, -0.5916972, 1.512953, Tracked, 0.4717517, -0.7035493, 1.618563, Tracked, 0.3366504, -0.6769482, 1.293853, Tracked, 0.1402, -0.6520072, 0.832598, Inferred, 0.1316633, -0.6153967, 0.6968874, Inferred, 0.6167595, -0.7205818, 1.629166, Tracked, 0.6072894, -0.7181436, 1.220793, Inferred, 0.6049338, -0.7251138, 0.7824972, Inferred, 0.5954416, -0.6908615, 0.650602, Inferred, 0.5662926, -0.2867563, 1.699706, Tracked, 0.5450743, -0.6752125, 1.510719, Tracked, 0.4255117, -0.6422103, 1.524098, Tracked, 0.572677, -0.6126637, 1.500928, Tracked, 0.6885723, -0.6508148, 1.481519, Tracked,
Kinect 2: 4.4916028, 0.5565605, -0.7243988, 1.676615, Tracked, 0.5654755, -0.4726284, 1.691519, Tracked, 0.5745445, -0.2243825, 1.6996, Tracked, 0.6205587, -0.09948094, 1.695197, Tracked, 0.390968, -0.281706, 1.69637, Tracked, 0.2904498, -0.4968462, 1.629226, Tracked, 0.4408035, -0.5969448, 1.558293, Tracked, 0.4873714, -0.632597, 1.536439, Tracked, 0.7644418, -0.3302, 1.709804, Tracked, 0.8123211, -0.5141218, 1.687935, Tracked, 0.6634595, -0.5851195, 1.501509, Tracked, 0.656464, -0.5923088, 1.51865, Tracked, 0.471085, -0.7045346, 1.648425, Tracked, 0.3643462, -0.6758691, 1.313343, Tracked, 0.2112322, -0.6476371, 0.8364582, Inferred, 0.2039738, -0.6163691, 0.7000744, Inferred, 0.6249765, -0.7216799, 1.654107, Tracked, 0.628539, -0.6973843, 1.189042, Inferred, 0.6365648, -0.6830327, 0.8157936, Inferred, 0.6280204, -0.6538313, 0.6828737, Inferred, 0.5724639, -0.2860923, 1.700173, Tracked, 0.5482858, -0.6788117, 1.510771, Tracked, 0.4343255, -0.6487943, 1.508767, Tracked, 0.6005826, -0.5979192, 1.50256, Tracked, 0.7103458, -0.6513748, 1.49157, Tracked,
Kinect 2: 4.5248864, 0.6155473, -0.7306821, 1.668718, Tracked, 0.5952274, -0.4739172, 1.690639, Tracked, 0.5794626, -0.2235366, 1.699777, Tracked, 0.6289735, -0.09947084, 1.695993, Tracked, 0.3924865, -0.2822591, 1.69471, Tracked, 0.2951768, -0.4973671, 1.617795, Tracked, 0.4466061, -0.600251, 1.554898, Tracked, 0.4933388, -0.6340802, 1.533049, Tracked, 0.7663399, -0.3306399, 1.711717, Tracked, 0.8141037, -0.5147282, 1.696179, Tracked, 0.7020025, -0.5632178, 1.537287, Tracked, 0.6710063, -0.5876837, 1.524664, Tracked, 0.5296166, -0.7166404, 1.632992, Tracked, 0.3677685, -0.6704482, 1.322862, Tracked, 0.1314466, -0.6155559, 0.8837503, Inferred, 0.1264044, -0.5827939, 0.7532336, Inferred, 0.6824558, -0.7222678, 1.653154, Tracked, 0.6421143, -0.7037936, 1.189369, Inferred, 0.614118, -0.6943117, 0.8170463, Inferred, 0.6048826, -0.6632977, 0.6841557, Inferred, 0.5819805, -0.2853531, 1.69998, Tracked, 0.5557556, -0.6838818, 1.511241, Tracked, 0.4254567, -0.6421828, 1.514851, Tracked, 0.6222646, -0.5959448, 1.498551, Tracked, 0.7293149, -0.6487693, 1.505914, Tracked,
Kinect 2: 4.5559192, 0.6370562, -0.7336252, 1.67838, Tracked, 0.611021, -0.4746593, 1.694749, Tracked, 0.5848824, -0.2220417, 1.70022, Tracked, 0.6349463, -0.099783, 1.697564, Tracked, 0.407297, -0.2804439, 1.681205, Tracked, 0.3000163, -0.4948372, 1.610298, Tracked, 0.4507019, -0.6000754, 1.550142, Tracked, 0.4976067, -0.6336958, 1.531243, Tracked, 0.7729094, -0.3323669, 1.72179, Tracked, 0.8163174, -0.5176219, 1.703872, Tracked, 0.7059508, -0.562025, 1.541858, Tracked, 0.6762187, -0.5869194, 1.529219, Tracked, 0.5530912, -0.721895, 1.641611, Tracked, 0.3849129, -0.671749, 1.335423, Tracked, 0.1393414, -0.610778, 0.9022909, Inferred, 0.1395169, -0.5793273, 0.7712415, Inferred, 0.7018649, -0.7231793, 1.664032, Tracked, 0.6673687, -0.7060429, 1.199769, Inferred, 0.6443233, -0.697605, 0.8270719, Inferred, 0.6409763, -0.6682122, 0.6945926, Inferred, 0.5909452, -0.2842054, 1.700971, Tracked, 0.5609611, -0.6842135, 1.509442, Tracked, 0.428437, -0.6375318, 1.520823, Tracked, 0.628871, -0.5926137, 1.501664, Tracked, 0.7346854, -0.648412, 1.516206, Tracked,
Kinect 2: 4.5908027, 0.6430994, -0.7345493, 1.683105, Tracked, 0.6182093, -0.475106, 1.697631, Tracked, 0.5912619, -0.2210107, 1.700867, Tracked, 0.6427573, -0.1009054, 1.700288, Tracked, 0.410955, -0.281736, 1.675293, Tracked, 0.305738, -0.4959097, 1.601794, Tracked, 0.4568947, -0.6025049, 1.546367, Tracked, 0.502696, -0.6352091, 1.529128, Inferred, 0.7730519, -0.3324776, 1.722026, Tracked, 0.818068, -0.5172355, 1.713145, Tracked, 0.7110955, -0.5635708, 1.544175, Tracked, 0.6810117, -0.589069, 1.531514, Tracked, 0.558161, -0.7234794, 1.645018, Tracked, 0.4035646, -0.6708074, 1.332017, Tracked, 0.1788757, -0.6060417, 0.8884848, Inferred, 0.1803916, -0.5752506, 0.7577365, Inferred, 0.7087023, -0.7232636, 1.67029, Tracked, 0.6932772, -0.7078746, 1.205141, Inferred, 0.6860637, -0.7008063, 0.8317112, Inferred, 0.6846049, -0.6725089, 0.6997062, Inferred, 0.5982117, -0.2836944, 1.70215, Tracked, 0.5682772, -0.6863625, 1.507798, Tracked, 0.4297575, -0.6417589, 1.509168, Tracked, 0.6434786, -0.5975836, 1.505645, Tracked, 0.7385545, -0.6486015, 1.521321, Tracked,
Kinect 2: 4.622691, 0.6488608, -0.7345186, 1.681666, Tracked, 0.621784, -0.4747484, 1.69724, Tracked, 0.5928614, -0.2201924, 1.701002, Tracked, 0.6488011, -0.1016226, 1.702758, Tracked, 0.4145041, -0.2822634, 1.669493, Tracked, 0.3115171, -0.4946421, 1.591595, Tracked, 0.4878459, -0.5673431, 1.544516, Tracked, 0.5492864, -0.5959123, 1.53774, Inferred, 0.7785779, -0.3380708, 1.735213, Tracked, 0.8197821, -0.5238781, 1.719532, Tracked, 0.711103, -0.5635421, 1.543954, Tracked, 0.6819749, -0.5908846, 1.533752, Tracked, 0.5652951, -0.7234771, 1.641355, Tracked, 0.4228195, -0.6702552, 1.322611, Tracked, 0.2168978, -0.6047176, 0.8702979, Inferred, 0.2228441, -0.5731502, 0.7403718, Inferred, 0.7132838, -0.7232357, 1.670503, Tracked, 0.7011358, -0.7075045, 1.205248, Inferred, 0.6966668, -0.7001361, 0.8317568, Inferred, 0.7000049, -0.6712664, 0.7006273, Inferred, 0.6003295, -0.2830223, 1.70217, Tracked, 0.610799, -0.6273471, 1.506635, Tracked, 0.4721129, -0.6361333, 1.501576, Tracked, 0.6481383, -0.604264, 1.51184, Tracked, 0.7416733, -0.6499265, 1.526186, Tracked,
