Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0210027, 0.5405817, -0.7195603, 1.714746, Tracked, 0.5388405, -0.4686139, 1.726845, Tracked, 0.5339748, -0.221221, 1.727516, Tracked, 0.5738816, -0.07774635, 1.717746, Tracked, 0.3833997, -0.2885577, 1.691623, Tracked, 0.3070357, -0.5043906, 1.596277, Tracked, 0.4774841, -0.5653563, 1.525708, Tracked, 0.5357155, -0.599118, 1.534825, Tracked, 0.7393133, -0.3219935, 1.721463, Tracked, 0.8204806, -0.5198873, 1.73025, Tracked, 0.7161257, -0.5720276, 1.544987, Tracked, 0.6696484, -0.5996944, 1.529025, Tracked, 0.4483027, -0.7006993, 1.680887, Tracked, 0.4384533, -0.6739246, 1.329581, Tracked, 0.4330339, -0.648042, 0.8282497, Inferred, 0.4312669, -0.6195093, 0.6931204, Inferred, 0.6166858, -0.7164413, 1.696382, Tracked, 0.6630021, -0.7143979, 1.233597, Inferred, 0.70622, -0.7182527, 0.8626525, Inferred, 0.7031568, -0.6921079, 0.7298988, Inferred, 0.5357448, -0.2826284, 1.7293, Tracked, 0.6067618, -0.625808, 1.518444, Tracked, 0.4694426, -0.6482408, 1.497296, Tracked, 0.6424944, -0.6460392, 1.493127, Tracked, 0.6105626, -0.5408337, 1.536492, Tracked,
Kinect 2: 7.0871515, 0.5537412, -0.7379574, 1.690587, Tracked, 0.5621495, -0.4830032, 1.733568, Tracked, 0.5698822, -0.231985, 1.749946, Tracked, 0.6270112, -0.1119774, 1.763371, Tracked, 0.392076, -0.2883599, 1.712818, Tracked, 0.3156351, -0.4945942, 1.589836, Tracked, 0.4685653, -0.5756831, 1.499908, Tracked, 0.5096567, -0.6275121, 1.5212, Inferred, 0.7452461, -0.3491271, 1.761806, Tracked, 0.8571532, -0.5249283, 1.748016, Tracked, 0.7362734, -0.5810443, 1.586073, Tracked, 0.6515639, -0.5969497, 1.549721, Tracked, 0.4715044, -0.7172862, 1.64545, Tracked, 0.4532377, -0.6521428, 1.297652, Tracked, 0.4358282, -0.568609, 0.803085, Inferred, 0.4396474, -0.531255, 0.6698919, Inferred, 0.6197578, -0.7359673, 1.682448, Tracked, 0.7023069, -0.7200798, 1.223529, Inferred, 0.7752449, -0.7125413, 0.8570106, Inferred, 0.7798097, -0.6788685, 0.7273874, Inferred, 0.5678613, -0.2943483, 1.748653, Tracked, 0.5573637, -0.6755959, 1.464782, Tracked, 0.4439506, -0.6502231, 1.421139, Tracked, 0.5815957, -0.6264051, 1.520658, Tracked, 0.6846572, -0.6471283, 1.517414, Tracked,
Kinect 2: 7.1218975, 0.5615193, -0.7365431, 1.704115, Tracked, 0.5665087, -0.4822507, 1.735268, Tracked, 0.5725724, -0.2313725, 1.750358, Tracked, 0.6353018, -0.1132144, 1.766494, Tracked, 0.3942195, -0.2874324, 1.710653, Tracked, 0.3203954, -0.4937599, 1.585061, Tracked, 0.4715885, -0.5815346, 1.499224, Tracked, 0.5141673, -0.6327246, 1.511287, Inferred, 0.7497684, -0.3532616, 1.769966, Tracked, 0.8498067, -0.5176811, 1.798115, Tracked, 0.7329224, -0.5890759, 1.575779, Tracked, 0.6597944, -0.601557, 1.553693, Tracked, 0.4772058, -0.7158518, 1.65818, Tracked, 0.4708444, -0.6547427, 1.3094, Tracked, 0.4715695, -0.5771233, 0.8133069, Inferred, 0.4779141, -0.5425887, 0.6803598, Inferred, 0.6294156, -0.7347518, 1.69796, Tracked, 0.7203742, -0.6997002, 1.241671, Tracked, 0.8003318, -0.6762857, 0.8773215, Inferred, 0.8072053, -0.6448728, 0.7477137, Inferred, 0.5712461, -0.2936575, 1.749153, Tracked, 0.5681899, -0.6787816, 1.466196, Tracked, 0.4511175, -0.6537598, 1.415729, Tracked, 0.5882783, -0.6244453, 1.525748, Tracked, 0.7231808, -0.6602941, 1.534176, Tracked,
Kinect 2: 7.154388, 0.563206, -0.7359525, 1.705188, Tracked, 0.5722582, -0.4805796, 1.735573, Tracked, 0.5810483, -0.2286769, 1.750685, Tracked, 0.6441003, -0.1123618, 1.767528, Tracked, 0.3972341, -0.2871775, 1.707817, Tracked, 0.3303227, -0.4920936, 1.574947, Tracked, 0.5037046, -0.5655884, 1.53551, Tracked, 0.5630032, -0.602259, 1.543626, Tracked, 0.7654768, -0.3649913, 1.794353, Tracked, 0.8385046, -0.5382615, 1.801052, Tracked, 0.7299681, -0.5922353, 1.568051, Tracked, 0.6748, -0.5934547, 1.554834, Tracked, 0.4787259, -0.7149714, 1.658898, Tracked, 0.4954822, -0.6505204, 1.311334, Tracked, 0.5313626, -0.5676324, 0.8169799, Inferred, 0.5440864, -0.5345498, 0.6858016, Inferred, 0.6310518, -0.7345168, 1.699432, Tracked, 0.7235681, -0.6977251, 1.243609, Tracked, 0.8048263, -0.6728641, 0.8796229, Inferred, 0.817716, -0.6425661, 0.7513219, Inferred, 0.579356, -0.2911761, 1.74925, Tracked, 0.6306405, -0.6252035, 1.52566, Tracked, 0.5289071, -0.6308579, 1.519059, Tracked, 0.6099182, -0.6151781, 1.521399, Tracked, 0.6933787, -0.6346954, 1.537912, Tracked,
Kinect 2: 7.1884637, 0.5676658, -0.7347411, 1.705388, Tracked, 0.5779939, -0.4786772, 1.735164, Tracked, 0.585771, -0.2265619, 1.750826, Tracked, 0.651934, -0.1112777, 1.768511, Tracked, 0.4158408, -0.2869383, 1.693666, Tracked, 0.3375288, -0.4900185, 1.568374, Tracked, 0.50939, -0.568939, 1.535589, Tracked, 0.5672297, -0.6050652, 1.543738, Tracked, 0.7689211, -0.3649286, 1.799843, Tracked, 0.8353543, -0.5413727, 1.803514, Tracked, 0.729211, -0.602272, 1.564759, Tracked, 0.6796479, -0.5970429, 1.558491, Tracked, 0.4837165, -0.7130489, 1.657979, Tracked, 0.5039056, -0.6522729, 1.310042, Tracked, 0.5450763, -0.5748966, 0.8150342, Inferred, 0.5631679, -0.5426837, 0.6854009, Inferred, 0.6348355, -0.7339352, 1.700639, Tracked, 0.7527865, -0.6908851, 1.251735, Tracked, 0.8550052, -0.6608062, 0.8935255, Inferred, 0.8739037, -0.6314939, 0.7673416, Inferred, 0.5844166, -0.2890957, 1.749148, Tracked, 0.6361129, -0.630244, 1.529762, Tracked, 0.5285799, -0.6325407, 1.516144, Tracked, 0.6292214, -0.6125925, 1.538137, Tracked, 0.71809, -0.6244283, 1.538167, Tracked,
Kinect 2: 7.2209861, 0.5820455, -0.7299831, 1.676343, Tracked, 0.5865937, -0.4757703, 1.725099, Tracked, 0.5899291, -0.2250432, 1.750619, Tracked, 0.6586094, -0.1105485, 1.769584, Tracked, 0.4215688, -0.2871892, 1.688803, Tracked, 0.3471966, -0.4899706, 1.560955, Tracked, 0.5120845, -0.568293, 1.496501, Tracked, 0.5490763, -0.6170134, 1.521189, Inferred, 0.771018, -0.3657026, 1.803594, Tracked, 0.8333453, -0.5438324, 1.8065, Tracked, 0.7504486, -0.5889165, 1.598636, Tracked, 0.6743169, -0.5983609, 1.564516, Tracked, 0.5038123, -0.704897, 1.623501, Tracked, 0.5269576, -0.6526477, 1.27456, Tracked, 0.5731171, -0.5882178, 0.7776903, Inferred, 0.5936264, -0.5509835, 0.6507507, Inferred, 0.6433334, -0.7319372, 1.676974, Tracked, 0.7851859, -0.6869402, 1.235794, Tracked, 0.9071224, -0.6552504, 0.8840191, Inferred, 0.9294688, -0.6210003, 0.7607675, Inferred, 0.5892553, -0.2873749, 1.747307, Tracked, 0.5915052, -0.66531, 1.458947, Tracked, 0.4875309, -0.6459207, 1.431425, Tracked, 0.6009931, -0.6153417, 1.532452, Tracked, 0.7338924, -0.6566032, 1.545688, Tracked,
Kinect 2: 7.2563887, 0.584867, -0.7292191, 1.674728, Tracked, 0.5910181, -0.474668, 1.722148, Tracked, 0.5935749, -0.2241917, 1.750478, Tracked, 0.6651653, -0.110831, 1.770395, Tracked, 0.4262254, -0.2879681, 1.684234, Tracked, 0.3555953, -0.4905803, 1.557239, Tracked, 0.5186155, -0.5780358, 1.502496, Tracked, 0.556235, -0.6229299, 1.512546, Tracked, 0.7724591, -0.3653327, 1.806722, Tracked, 0.8465353, -0.5355029, 1.828747, Tracked, 0.7407315, -0.5583448, 1.633734, Tracked, 0.7099145, -0.5788789, 1.581314, Tracked, 0.5061398, -0.7039985, 1.621906, Tracked, 0.5379006, -0.6530958, 1.2736, Tracked, 0.5971467, -0.5906352, 0.7776878, Inferred, 0.6196787, -0.5537048, 0.6517809, Inferred, 0.6460337, -0.7315417, 1.675638, Tracked, 0.809628, -0.6620765, 1.24561, Tracked, 0.9494727, -0.6101847, 0.9031301, Inferred, 0.9741446, -0.5758532, 0.7811534, Inferred, 0.5933136, -0.2864054, 1.746227, Tracked, 0.6207658, -0.6747355, 1.473985, Tracked, 0.4995553, -0.6468318, 1.419666, Tracked, 0.6846078, -0.5868528, 1.558751, Tracked, 0.737779, -0.6104815, 1.549823, Tracked,
Kinect 2: 7.2886661, 0.5892112, -0.7308173, 1.704045, Tracked, 0.5948713, -0.4744776, 1.726931, Tracked, 0.5986966, -0.2230866, 1.749391, Tracked, 0.6706254, -0.1096581, 1.770124, Tracked, 0.4293202, -0.2898844, 1.678308, Tracked, 0.3646367, -0.491318, 1.551284, Tracked, 0.5335048, -0.5708513, 1.504058, Tracked, 0.5676054, -0.6129885, 1.525209, Tracked, 0.7736467, -0.3654393, 1.809259, Tracked, 0.8364503, -0.5410337, 1.828281, Tracked, 0.7428303, -0.5583537, 1.635908, Tracked, 0.7115641, -0.580267, 1.58182, Tracked, 0.5065137, -0.7075713, 1.644967, Tracked, 0.5473289, -0.6551713, 1.297979, Tracked, 0.6201735, -0.5902851, 0.8041912, Inferred, 0.6443237, -0.5590324, 0.6778199, Inferred, 0.6550145, -0.7312646, 1.712734, Tracked, 0.8025428, -0.6654374, 1.276029, Tracked, 0.9292228, -0.6164747, 0.9280168, Inferred, 0.9547092, -0.5876034, 0.8047256, Inferred, 0.5977476, -0.2855863, 1.746244, Tracked, 0.6263468, -0.6655533, 1.488997, Tracked, 0.510761, -0.6430414, 1.4301, Tracked, 0.6832346, -0.5911011, 1.561844, Tracked, 0.7464147, -0.6033316, 1.552063, Tracked,
Kinect 2: 7.3208206, 0.5904335, -0.7311205, 1.70926, Tracked, 0.5980361, -0.4743856, 1.730645, Tracked, 0.6028233, -0.2223064, 1.74844, Tracked, 0.6760205, -0.1092689, 1.770163, Tracked, 0.433338, -0.291796, 1.671528, Tracked, 0.3736017, -0.4904819, 1.546406, Tracked, 0.5410866, -0.5734028, 1.500837, Tracked, 0.5739861, -0.6171143, 1.519814, Tracked, 0.7769133, -0.3649328, 1.814558, Tracked, 0.8321909, -0.5441234, 1.828762, Tracked, 0.7467362, -0.5966904, 1.579888, Tracked, 0.7032655, -0.6168149, 1.565631, Inferred, 0.5077077, -0.7085988, 1.651454, Tracked, 0.55775, -0.6560264, 1.305898, Tracked, 0.6445423, -0.5907854, 0.8142877, Inferred, 0.6713011, -0.5613339, 0.688897, Inferred, 0.6558124, -0.7312047, 1.716009, Tracked, 0.8058056, -0.6780666, 1.278631, Tracked, 0.9344983, -0.6395726, 0.9300941, Inferred, 0.9624888, -0.6125962, 0.8076598, Inferred, 0.601567, -0.2849799, 1.746254, Tracked, 0.636865, -0.6717783, 1.477309, Tracked, 0.518575, -0.6441283, 1.426235, Tracked, 0.6683829, -0.6337958, 1.53592, Tracked, 0.7449802, -0.6483701, 1.555733, Tracked,
Kinect 2: 7.3562888, 0.5914059, -0.731331, 1.710742, Tracked, 0.6005562, -0.4741375, 1.732021, Tracked, 0.6073248, -0.2210635, 1.747111, Tracked, 0.6825691, -0.108886, 1.769438, Tracked, 0.4376922, -0.2925997, 1.66584, Tracked, 0.3855816, -0.4873634, 1.540203, Tracked, 0.5539387, -0.5752921, 1.524088, Tracked, 0.6035943, -0.6157295, 1.541187, Tracked, 0.7800614, -0.3656986, 1.819095, Tracked, 0.8293085, -0.5471645, 1.83105, Tracked, 0.7589338, -0.600755, 1.579917, Tracked, 0.7231954, -0.6185815, 1.574773, Inferred, 0.50885, -0.7090055, 1.652866, Tracked, 0.5804342, -0.655378, 1.311806, Tracked, 0.6997933, -0.5883877, 0.8270031, Inferred, 0.7292473, -0.5604497, 0.7032503, Inferred, 0.6564198, -0.731281, 1.717286, Tracked, 0.8110421, -0.6847345, 1.280988, Tracked, 0.9435374, -0.651678, 0.9333684, Inferred, 0.9737909, -0.6259761, 0.8118911, Inferred, 0.6057458, -0.2839885, 1.745654, Tracked, 0.6808981, -0.65198, 1.547961, Tracked, 0.5549277, -0.6392608, 1.449333, Tracked, 0.6801487, -0.6303485, 1.541985, Tracked, 0.7449779, -0.6513352, 1.568231, Tracked,
Kinect 2: 7.3880381, 0.5927237, -0.7312104, 1.712397, Tracked, 0.6039367, -0.4733259, 1.733437, Tracked, 0.6131082, -0.2190868, 1.746056, Tracked, 0.6881315, -0.1066713, 1.768412, Tracked, 0.4427719, -0.2924497, 1.661766, Tracked, 0.3943568, -0.484356, 1.536832, Tracked, 0.5433062, -0.5942871, 1.484367, Tracked, 0.5753527, -0.639531, 1.486455, Inferred, 0.7840329, -0.365279, 1.821904, Inferred, 0.8258516, -0.5488315, 1.833846, Tracked, 0.7627377, -0.601684, 1.582215, Tracked, 0.7216551, -0.619867, 1.576795, Inferred, 0.5104241, -0.7089928, 1.65442, Tracked, 0.5893459, -0.6563219, 1.315059, Tracked, 0.7198007, -0.5907233, 0.8328217, Inferred, 0.7508349, -0.5640296, 0.7098632, Inferred, 0.6573144, -0.7311324, 1.718841, Tracked, 0.8171403, -0.6895263, 1.284147, Tracked, 0.9539165, -0.6605423, 0.9378794, Inferred, 0.9857211, -0.6360827, 0.8170843, Inferred, 0.6111194, -0.2822828, 1.745222, Tracked, 0.6485857, -0.6681018, 1.441145, Tracked, 0.522699, -0.6593756, 1.393423, Tracked, 0.6829241, -0.6344152, 1.543917, Tracked, 0.7522026, -0.6526043, 1.571391, Tracked,
Kinect 2: 7.4210491, 0.5944785, -0.731096, 1.715133, Tracked, 0.6071407, -0.4729455, 1.73473, Tracked, 0.6179104, -0.2183587, 1.744813, Tracked, 0.6938776, -0.1062053, 1.768167, Tracked, 0.4466788, -0.2918376, 1.659245, Tracked, 0.4010101, -0.4804915, 1.533504, Tracked, 0.5684907, -0.5693318, 1.511447, Tracked, 0.6064182, -0.6135965, 1.53549, Inferred, 0.7876853, -0.3654011, 1.823064, Inferred, 0.8223073, -0.5501613, 1.838318, Tracked, 0.766093, -0.605275, 1.584263, Tracked, 0.7215121, -0.6203739, 1.580463, Inferred, 0.5120969, -0.7089583, 1.6566, Tracked, 0.6031644, -0.658039, 1.320431, Tracked, 0.7519559, -0.5950118, 0.843051, Inferred, 0.7840674, -0.5696725, 0.720812, Inferred, 0.6589631, -0.7310125, 1.722008, Tracked, 0.821815, -0.6931832, 1.288251, Tracked, 0.9610882, -0.6673087, 0.9427727, Inferred, 0.9936643, -0.6440213, 0.8222654, Inferred, 0.615597, -0.2816219, 1.744601, Tracked, 0.6763616, -0.6491452, 1.538329, Tracked, 0.5549148, -0.6415405, 1.442379, Tracked, 0.6918179, -0.6419762, 1.551743, Tracked, 0.750253, -0.6576608, 1.577333, Tracked,
Kinect 2: 7.4555703, 0.5974193, -0.7309195, 1.723504, Tracked, 0.609899, -0.4719652, 1.736908, Tracked, 0.6209716, -0.2165016, 1.74325, Tracked, 0.6988528, -0.105132, 1.76769, Tracked, 0.4511588, -0.291532, 1.65522, Tracked, 0.4061328, -0.4780053, 1.531123, Tracked, 0.5741006, -0.5657331, 1.507923, Tracked, 0.6029813, -0.6097193, 1.534212, Tracked, 0.7899175, -0.36435, 1.823093, Inferred, 0.8190742, -0.549542, 1.84236, Tracked, 0.7699599, -0.6072097, 1.58891, Tracked, 0.723137, -0.6214858, 1.582641, Inferred, 0.5145075, -0.709509, 1.662703, Tracked, 0.6138043, -0.6597304, 1.329007, Tracked, 0.7750195, -0.5983595, 0.8554106, Inferred, 0.808234, -0.5750583, 0.7336729, Inferred, 0.6623426, -0.7300609, 1.732821, Tracked, 0.8232952, -0.6962134, 1.298048, Tracked, 0.9610237, -0.6735991, 0.9517306, Inferred, 0.9943553, -0.6522467, 0.8312957, Inferred, 0.6184452, -0.2800916, 1.743957, Tracked, 0.672258, -0.6473252, 1.52902, Tracked, 0.5553332, -0.6405435, 1.44555, Tracked, 0.6925526, -0.6360759, 1.553727, Tracked, 0.7322794, -0.6547019, 1.580667, Tracked,
Kinect 2: 7.4890292, 0.6079194, -0.7312362, 1.724287, Tracked, 0.6184504, -0.4706844, 1.73754, Tracked, 0.626166, -0.2142808, 1.742188, Tracked, 0.7051393, -0.1033388, 1.767038, Tracked, 0.4561913, -0.2915059, 1.651061, Tracked, 0.4156005, -0.4757954, 1.524757, Tracked, 0.5824903, -0.5654532, 1.501944, Tracked, 0.6069764, -0.5920791, 1.536129, Inferred, 0.7948517, -0.3625884, 1.823424, Inferred, 0.8171477, -0.5484418, 1.845461, Tracked, 0.753934, -0.5958919, 1.595661, Tracked, 0.7125427, -0.61827, 1.58171, Inferred, 0.5252814, -0.7109914, 1.663003, Tracked, 0.6266311, -0.6611799, 1.330079, Tracked, 0.7911249, -0.5997415, 0.857586, Inferred, 0.82512, -0.5765628, 0.7364533, Inferred, 0.6722846, -0.729414, 1.733969, Tracked, 0.8299342, -0.7004137, 1.297678, Tracked, 0.9650102, -0.6817882, 0.9500778, Inferred, 0.9990025, -0.6606064, 0.8300561, Inferred, 0.624679, -0.2779495, 1.743128, Tracked, 0.6307008, -0.6333557, 1.509376, Tracked, 0.6048289, -0.6382902, 1.470727, Tracked, 0.6815339, -0.6665505, 1.459057, Tracked, 0.7158777, -0.6491534, 1.564333, Tracked,
Kinect 2: 7.5208273, 0.6115658, -0.7312331, 1.725439, Tracked, 0.6224897, -0.4703294, 1.737831, Tracked, 0.6302223, -0.2134295, 1.740699, Tracked, 0.7106704, -0.1030573, 1.767036, Tracked, 0.4615162, -0.2894264, 1.649166, Tracked, 0.426748, -0.4755861, 1.520412, Tracked, 0.5910242, -0.5691414, 1.493619, Tracked, 0.618134, -0.6228455, 1.515283, Tracked, 0.7987562, -0.3619653, 1.822787, Inferred, 0.8148496, -0.5497815, 1.838593, Tracked, 0.769482, -0.6109135, 1.599979, Tracked, 0.7216897, -0.6294269, 1.582683, Inferred, 0.5289274, -0.7112234, 1.664618, Tracked, 0.6344737, -0.6620052, 1.3331, Tracked, 0.8053544, -0.6014314, 0.862726, Inferred, 0.8398269, -0.5789195, 0.7419214, Inferred, 0.6758117, -0.7292389, 1.734646, Tracked, 0.8335872, -0.7023664, 1.298326, Tracked, 0.9687942, -0.6854922, 0.9506853, Inferred, 1.00311, -0.6649188, 0.8308312, Inferred, 0.6288315, -0.2772116, 1.742059, Tracked, 0.7016248, -0.6732777, 1.475033, Tracked, 0.5676939, -0.6467413, 1.42906, Tracked, 0.6941273, -0.6672225, 1.451516, Tracked, 0.7174913, -0.6615876, 1.568, Tracked,
Kinect 2: 7.5560735, 0.6131678, -0.7321612, 1.722766, Tracked, 0.6251012, -0.4705429, 1.736225, Tracked, 0.6341712, -0.2128411, 1.739382, Tracked, 0.7157031, -0.1028394, 1.767421, Tracked, 0.4668176, -0.2885061, 1.646938, Tracked, 0.4325039, -0.4756779, 1.518824, Tracked, 0.5967227, -0.5687519, 1.489264, Tracked, 0.6253995, -0.6245366, 1.514774, Tracked, 0.8026999, -0.3615142, 1.822044, Inferred, 0.8139377, -0.5499437, 1.837245, Tracked, 0.7520444, -0.6511627, 1.601111, Tracked, 0.7190377, -0.667776, 1.564914, Inferred, 0.529675, -0.7116999, 1.663963, Tracked, 0.6451568, -0.6629253, 1.336113, Tracked, 0.8310301, -0.6029932, 0.8713192, Inferred, 0.8663221, -0.5807768, 0.751186, Inferred, 0.6785181, -0.7307267, 1.728408, Tracked, 0.8380872, -0.704227, 1.292807, Tracked, 0.9747978, -0.6876781, 0.9457353, Inferred, 1.009526, -0.6671714, 0.8262516, Inferred, 0.6325055, -0.2768318, 1.740615, Tracked, 0.7076362, -0.6704509, 1.462336, Tracked, 0.5716956, -0.6468481, 1.429658, Tracked, 0.6925039, -0.6624627, 1.436637, Tracked, 0.7242119, -0.677152, 1.449, Tracked,
Kinect 2: 7.5880167, 0.6149163, -0.7334883, 1.718158, Tracked, 0.6276836, -0.4711199, 1.73377, Tracked, 0.6374088, -0.2128841, 1.738002, Tracked, 0.7218922, -0.1045068, 1.7671, Tracked, 0.4729478, -0.2901067, 1.641605, Tracked, 0.4411962, -0.4780992, 1.516225, Tracked, 0.6068979, -0.5677131, 1.483473, Inferred, 0.6347904, -0.6266389, 1.51432, Tracked, 0.7950523, -0.3630592, 1.826235, Tracked, 0.8110482, -0.5524408, 1.829909, Inferred, 0.7842796, -0.6032541, 1.615912, Tracked, 0.7443562, -0.6210978, 1.599591, Inferred, 0.5326673, -0.712985, 1.657726, Tracked, 0.6542192, -0.6632293, 1.332499, Tracked, 0.8493178, -0.6018358, 0.87164, Inferred, 0.8879789, -0.5797985, 0.753621, Inferred, 0.6790817, -0.731827, 1.72583, Tracked, 0.840569, -0.705509, 1.290997, Tracked, 0.978869, -0.6891206, 0.9445483, Inferred, 1.016849, -0.6687326, 0.826904, Inferred, 0.6356096, -0.276992, 1.738962, Tracked, 0.7078003, -0.6667917, 1.454746, Tracked, 0.5840949, -0.6464068, 1.430286, Tracked, 0.7064967, -0.6446441, 1.563588, Tracked, 0.7806799, -0.6503446, 1.605, Tracked,
Kinect 2: 7.6220375, 0.6147376, -0.7340536, 1.717238, Tracked, 0.6287515, -0.4710691, 1.73287, Tracked, 0.6409348, -0.2115896, 1.73664, Tracked, 0.7260524, -0.1033764, 1.767521, Tracked, 0.4770074, -0.2901448, 1.638846, Tracked, 0.4464173, -0.4821098, 1.516375, Tracked, 0.6156015, -0.5642125, 1.480796, Inferred, 0.6433244, -0.6282763, 1.518799, Inferred, 0.7931834, -0.3639919, 1.829466, Tracked, 0.8091242, -0.5624228, 1.796369, Tracked, 0.7828593, -0.6069311, 1.602923, Tracked, 0.7422147, -0.6214502, 1.599447, Inferred, 0.5328157, -0.7134138, 1.657099, Tracked, 0.6616528, -0.665028, 1.334834, Tracked, 0.8677312, -0.6056992, 0.8784897, Inferred, 0.9083834, -0.5845501, 0.761746, Inferred, 0.6783597, -0.732545, 1.724737, Tracked, 0.849473, -0.7071133, 1.293881, Tracked, 0.9956934, -0.6914641, 0.9507604, Inferred, 1.03568, -0.6719204, 0.8343666, Inferred, 0.6384153, -0.2760917, 1.737695, Tracked, 0.7035708, -0.6634032, 1.453609, Tracked, 0.595309, -0.6448728, 1.431763, Tracked, 0.7182963, -0.6709161, 1.465487, Tracked, 0.7584799, -0.6409648, 1.5982, Tracked,
Kinect 2: 7.6561784, 0.6142473, -0.7351308, 1.717446, Tracked, 0.6294587, -0.471313, 1.732783, Tracked, 0.6439157, -0.2109496, 1.736009, Tracked, 0.7310888, -0.1039162, 1.76797, Tracked, 0.4811575, -0.2910724, 1.636984, Tracked, 0.4558212, -0.4820864, 1.513014, Tracked, 0.5207629, -0.6363046, 1.413012, Tracked, 0.5657405, -0.6880696, 1.435923, Inferred, 0.7920471, -0.3642771, 1.830227, Tracked, 0.8088794, -0.5585332, 1.827875, Tracked, 0.7852904, -0.6047332, 1.617463, Tracked, 0.7420576, -0.6458002, 1.593905, Inferred, 0.5323881, -0.7145405, 1.657883, Tracked, 0.664879, -0.6661453, 1.337275, Tracked, 0.8764602, -0.6068068, 0.8834442, Inferred, 0.9182642, -0.5863637, 0.7674017, Inferred, 0.6776782, -0.7337584, 1.724577, Tracked, 0.8558542, -0.7088212, 1.296821, Tracked, 1.007887, -0.6935908, 0.9562905, Inferred, 1.049109, -0.6747836, 0.8406847, Inferred, 0.6407481, -0.2757511, 1.737234, Tracked, 0.5942587, -0.7072131, 1.35839, Tracked, 0.5210406, -0.7406136, 1.441692, Tracked, 0.702532, -0.6597903, 1.446339, Tracked, 0.7826091, -0.7007078, 1.586892, Tracked,
Kinect 2: 7.6880128, 0.6229131, -0.7367968, 1.711586, Tracked, 0.6367672, -0.4712944, 1.729975, Tracked, 0.6481899, -0.2100078, 1.735718, Tracked, 0.7351508, -0.1027407, 1.767965, Tracked, 0.484533, -0.2913198, 1.635272, Tracked, 0.4601563, -0.4820768, 1.511753, Tracked, 0.3146357, -0.5591249, 1.705633, Tracked, 0.2744929, -0.525585, 1.772689, Tracked, 0.7911259, -0.365229, 1.83107, Tracked, 0.8089604, -0.5590969, 1.829609, Inferred, 0.7854742, -0.6046669, 1.618272, Tracked, 0.7410147, -0.6454719, 1.592908, Inferred, 0.5423528, -0.7154528, 1.650753, Tracked, 0.6740934, -0.6661946, 1.330012, Tracked, 0.8847415, -0.6055799, 0.8758801, Inferred, 0.9274255, -0.5840765, 0.7607432, Inferred, 0.6846782, -0.7358738, 1.720364, Tracked, 0.8640698, -0.7104874, 1.293252, Tracked, 1.017155, -0.6949037, 0.953234, Inferred, 1.059427, -0.6750656, 0.8385315, Inferred, 0.6458436, -0.2749082, 1.736402, Tracked, 0.2740646, -0.4661394, 1.818066, Tracked, 0.2356373, -0.4664956, 1.737467, Tracked, 0.7050234, -0.661056, 1.4471, Tracked, 0.7785617, -0.7092866, 1.57325, Tracked,
