Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 8.375137, -0.2053612, -0.3433003, 1.358129, Tracked, -0.2038283, -0.01282973, 1.41456, Tracked, -0.2002517, 0.3001227, 1.453226, Tracked, -0.2029108, 0.4518956, 1.493909, Tracked, -0.3714736, 0.1707457, 1.381211, Tracked, -0.4577344, -0.02694585, 1.306952, Inferred, -0.4096654, -0.1487118, 1.142381, Inferred, -0.3706875, -0.1981592, 1.042819, Inferred, -0.01093341, 0.1703645, 1.457365, Tracked, 0.07218619, -0.06817933, 1.493559, Inferred, 0.09817079, -0.2506462, 1.382841, Inferred, 0.1021634, -0.313776, 1.336798, Inferred, -0.2833544, -0.3338888, 1.306467, Tracked, -0.310021, -0.6256053, 1.27144, Tracked, -0.3524663, -1.003282, 1.268277, Inferred, -0.33494, -1.01807, 1.164269, Inferred, -0.1161563, -0.3339429, 1.335536, Tracked, -0.08811346, -0.574482, 1.188548, Tracked, -0.04927662, -0.9557768, 1.011298, Inferred, -0.03015073, -0.9405203, 0.9019583, Inferred, -0.2014444, 0.2241291, 1.446091, Tracked, -0.3457406, -0.2344336, 0.9987896, Tracked, -0.3325311, -0.1700994, 1.048133, Tracked, 0.1028873, -0.3830006, 1.294513, Tracked, 0.1310479, -0.3079683, 1.302091, Tracked,
Kinect 2: 11.2754778, -0.1587755, -0.4246575, 1.723963, Tracked, -0.1231833, -0.1152238, 1.78525, Tracked, -0.0883031, 0.1827199, 1.8295, Tracked, -0.07146779, 0.3355884, 1.83482, Tracked, -0.2776882, 0.0894343, 1.797452, Tracked, -0.3890303, -0.1441929, 1.784052, Tracked, -0.4061693, -0.3261834, 1.645103, Tracked, -0.4128638, -0.3745394, 1.613783, Tracked, 0.09389776, 0.0466166, 1.830366, Tracked, 0.1569371, -0.160317, 1.835779, Tracked, 0.09668532, -0.3199494, 1.706416, Tracked, 0.05090136, -0.3471211, 1.675489, Tracked, -0.240512, -0.4001599, 1.68013, Tracked, -0.2919474, -0.6738021, 1.499258, Tracked, -0.36356, -1.034807, 1.304831, Inferred, -0.3516515, -1.02303, 1.16277, Inferred, -0.07016852, -0.4308697, 1.693849, Tracked, -0.06841168, -0.7341828, 1.671539, Tracked, -0.09360693, -1.139164, 1.730679, Inferred, -0.08512825, -1.18877, 1.609697, Inferred, -0.09696779, 0.1097169, 1.821097, Tracked, -0.4366543, -0.433432, 1.571996, Tracked, -0.3820766, -0.4254623, 1.63425, Tracked, 0.0240379, -0.4237078, 1.640093, Tracked, 0.01677018, -0.3325742, 1.633036, Tracked,
Kinect 2: 11.3081326, -0.1674304, -0.4243964, 1.710478, Tracked, -0.1363345, -0.114447, 1.767609, Tracked, -0.1061259, 0.1838535, 1.808026, Tracked, -0.09283737, 0.3392577, 1.813365, Tracked, -0.2941889, 0.08821826, 1.779608, Tracked, -0.4048604, -0.1540384, 1.762951, Tracked, -0.4246158, -0.3401897, 1.633411, Tracked, -0.4313756, -0.3925683, 1.600569, Tracked, 0.08129957, 0.05221039, 1.808404, Tracked, 0.145936, -0.1560103, 1.804657, Tracked, 0.08475104, -0.3225923, 1.68587, Tracked, 0.03710561, -0.3497994, 1.653939, Tracked, -0.2491926, -0.4007151, 1.666952, Tracked, -0.2983049, -0.6752712, 1.493689, Tracked, -0.3682318, -1.042953, 1.306608, Inferred, -0.3578605, -1.032781, 1.164723, Inferred, -0.07842297, -0.4297228, 1.680183, Tracked, -0.07138456, -0.7343268, 1.659868, Tracked, -0.09863789, -1.136847, 1.721987, Inferred, -0.0926147, -1.186925, 1.601237, Inferred, -0.1136363, 0.1107915, 1.800537, Tracked, -0.4375585, -0.4621349, 1.570736, Tracked, -0.3824244, -0.3951458, 1.581742, Tracked, 0.00977479, -0.4206134, 1.616683, Tracked, 0.001610238, -0.3254246, 1.622371, Tracked,
Kinect 2: 11.3440693, -0.1766613, -0.4234827, 1.695836, Tracked, -0.1484773, -0.1127027, 1.751326, Tracked, -0.1206083, 0.1862774, 1.790537, Tracked, -0.1132096, 0.3426684, 1.795433, Tracked, -0.3128152, 0.08771481, 1.762149, Tracked, -0.4190123, -0.1607273, 1.747964, Tracked, -0.4370093, -0.3441855, 1.627816, Tracked, -0.4470519, -0.3994492, 1.597924, Tracked, 0.0620985, 0.06026159, 1.782354, Tracked, 0.1413011, -0.1502051, 1.785966, Tracked, 0.07425365, -0.3144731, 1.666881, Tracked, 0.03818266, -0.3398757, 1.641453, Tracked, -0.2580753, -0.4009461, 1.653837, Tracked, -0.3037241, -0.6743289, 1.487199, Tracked, -0.3709745, -1.049188, 1.304963, Inferred, -0.3631458, -1.039782, 1.163204, Inferred, -0.08757204, -0.4274846, 1.663976, Tracked, -0.07548486, -0.7342152, 1.645952, Tracked, -0.1009657, -1.131819, 1.719041, Inferred, -0.09802268, -1.185907, 1.601389, Inferred, -0.1275942, 0.1130673, 1.783319, Tracked, -0.4617614, -0.466107, 1.563546, Tracked, -0.3905625, -0.4233788, 1.5664, Tracked, 0.01843717, -0.4240408, 1.621668, Tracked, 0.005965675, -0.334162, 1.597, Tracked,
Kinect 2: 11.3745618, -0.1894628, -0.4209203, 1.679148, Tracked, -0.1657199, -0.1088793, 1.731555, Tracked, -0.142323, 0.1912961, 1.76735, Tracked, -0.1376914, 0.349034, 1.771762, Tracked, -0.3304349, 0.08940859, 1.743847, Tracked, -0.4292305, -0.1600518, 1.7342, Tracked, -0.4517533, -0.3499885, 1.621479, Tracked, -0.46532, -0.4122588, 1.588871, Tracked, 0.04543376, 0.0664873, 1.761356, Tracked, 0.1283434, -0.1441472, 1.758184, Tracked, 0.06096833, -0.3147494, 1.649429, Tracked, 0.02675093, -0.3328879, 1.623265, Tracked, -0.2707993, -0.3995578, 1.639076, Tracked, -0.3147778, -0.6709996, 1.46984, Tracked, -0.3804454, -1.044969, 1.28321, Inferred, -0.3731421, -1.035395, 1.141611, Inferred, -0.09976603, -0.4236951, 1.645427, Tracked, -0.08385956, -0.729583, 1.625419, Tracked, -0.1111894, -1.130589, 1.685378, Inferred, -0.1093433, -1.178699, 1.563262, Inferred, -0.148204, 0.1178058, 1.761015, Tracked, -0.4687561, -0.4776295, 1.561796, Tracked, -0.4178925, -0.4142435, 1.603, Tracked, 0.00159578, -0.3988649, 1.594755, Tracked, -0.006336037, -0.3288461, 1.5822, Tracked,
Kinect 2: 11.408197, -0.1990018, -0.4180348, 1.662065, Tracked, -0.180184, -0.1044126, 1.71306, Tracked, -0.1616037, 0.1972081, 1.747551, Tracked, -0.1594626, 0.3537491, 1.752057, Tracked, -0.3469339, 0.0912046, 1.726483, Tracked, -0.4411691, -0.1601568, 1.717173, Tracked, -0.4740941, -0.3647991, 1.603714, Tracked, -0.4860904, -0.4264299, 1.576999, Tracked, 0.02755186, 0.07461083, 1.739223, Tracked, 0.1133553, -0.1391694, 1.735239, Tracked, 0.04412762, -0.3090818, 1.626332, Tracked, -0.004894888, -0.3540736, 1.593746, Tracked, -0.2809671, -0.3978713, 1.622795, Tracked, -0.3238927, -0.6662826, 1.450529, Tracked, -0.3889951, -1.039309, 1.258186, Inferred, -0.3829113, -1.029022, 1.116724, Inferred, -0.1081712, -0.4196193, 1.627693, Tracked, -0.09045498, -0.7275437, 1.610851, Tracked, -0.1015433, -1.121749, 1.693377, Inferred, -0.09812514, -1.178358, 1.57801, Inferred, -0.1663176, 0.1233839, 1.741512, Tracked, -0.4897936, -0.4934608, 1.554644, Tracked, -0.4459246, -0.4221744, 1.559, Tracked, -0.03497558, -0.4186746, 1.554105, Tracked, -0.04264389, -0.3087765, 1.575227, Tracked,
Kinect 2: 11.4422915, -0.2094685, -0.4144787, 1.64622, Tracked, -0.1943917, -0.09950212, 1.695548, Tracked, -0.1788769, 0.2031776, 1.728542, Tracked, -0.1842922, 0.3606878, 1.730687, Tracked, -0.367644, 0.09441504, 1.707354, Tracked, -0.4556024, -0.1593409, 1.696624, Tracked, -0.4807957, -0.3625672, 1.599962, Tracked, -0.5046424, -0.4277146, 1.567129, Tracked, 0.01163357, 0.0840518, 1.718155, Tracked, 0.09711879, -0.1325337, 1.71823, Tracked, 0.02475182, -0.3133159, 1.601282, Tracked, -0.02784518, -0.3617363, 1.568645, Tracked, -0.2909669, -0.3960904, 1.608685, Tracked, -0.3280792, -0.6627619, 1.438245, Tracked, -0.3866751, -1.040048, 1.245179, Inferred, -0.3808971, -1.030082, 1.103856, Inferred, -0.1185816, -0.4141479, 1.610066, Tracked, -0.09616008, -0.7287024, 1.59647, Tracked, -0.07153334, -1.12592, 1.619829, Inferred, -0.0618047, -1.160273, 1.489693, Inferred, -0.1828992, 0.1291268, 1.722863, Tracked, -0.5099407, -0.4940615, 1.544784, Tracked, -0.4656551, -0.4267821, 1.548643, Tracked, -0.0559619, -0.4233055, 1.529742, Tracked, -0.06576803, -0.3055989, 1.53945, Tracked,
Kinect 2: 11.4765413, -0.2196634, -0.4097319, 1.630102, Tracked, -0.2097789, -0.09302732, 1.67856, Tracked, -0.1997206, 0.2113234, 1.710431, Tracked, -0.2051098, 0.3677448, 1.714223, Tracked, -0.3853097, 0.0987126, 1.690423, Tracked, -0.4717905, -0.1572405, 1.676378, Tracked, -0.5037056, -0.3652514, 1.583124, Tracked, -0.5209972, -0.4285593, 1.554325, Tracked, -0.00451588, 0.09367392, 1.700444, Tracked, 0.07987365, -0.1230981, 1.697114, Tracked, 0.02080494, -0.2987353, 1.591172, Tracked, -0.02842786, -0.3448978, 1.558627, Tracked, -0.3007987, -0.3931805, 1.593502, Tracked, -0.3318135, -0.6586983, 1.428778, Tracked, -0.3835894, -1.043314, 1.239545, Inferred, -0.3777968, -1.034296, 1.098387, Inferred, -0.1285537, -0.4076492, 1.593202, Tracked, -0.1019983, -0.7222292, 1.576716, Tracked, -0.07254988, -1.119583, 1.596454, Inferred, -0.06260586, -1.152587, 1.465706, Inferred, -0.2023667, 0.1368713, 1.70504, Tracked, -0.526046, -0.4962889, 1.536681, Tracked, -0.4795665, -0.4248078, 1.538952, Tracked, -0.05250424, -0.4095999, 1.520538, Tracked, -0.0665899, -0.3055864, 1.528346, Tracked,
Kinect 2: 11.508651, -0.2287268, -0.4038567, 1.612437, Tracked, -0.2229981, -0.08571427, 1.660899, Tracked, -0.2162988, 0.2196345, 1.692962, Tracked, -0.2273311, 0.3751758, 1.695526, Tracked, -0.4033346, 0.1029592, 1.67262, Tracked, -0.4869626, -0.1506523, 1.662885, Tracked, -0.5173648, -0.3647655, 1.571629, Tracked, -0.5366043, -0.4324163, 1.537848, Tracked, -0.02068152, 0.1030394, 1.682865, Tracked, 0.06642549, -0.1140009, 1.679707, Tracked, 0.01133062, -0.2926784, 1.57684, Tracked, -0.03698412, -0.3367881, 1.542043, Tracked, -0.3098763, -0.388523, 1.575173, Tracked, -0.3368078, -0.655054, 1.41882, Tracked, -0.3839722, -1.047349, 1.238828, Inferred, -0.3781429, -1.039733, 1.097872, Inferred, -0.1371043, -0.4007759, 1.576308, Tracked, -0.1044208, -0.7153981, 1.555279, Tracked, -0.06767272, -1.112689, 1.569292, Inferred, -0.05687467, -1.143703, 1.43772, Inferred, -0.2182022, 0.1449869, 1.687491, Tracked, -0.5390106, -0.4945951, 1.517451, Tracked, -0.4989391, -0.4228048, 1.512118, Tracked, -0.05666605, -0.4014886, 1.502838, Tracked, -0.07262071, -0.3011166, 1.511351, Tracked,
Kinect 2: 11.5421306, -0.2367333, -0.396922, 1.595152, Tracked, -0.2367973, -0.07755782, 1.642574, Tracked, -0.2362147, 0.2288577, 1.67322, Tracked, -0.2476272, 0.3831326, 1.677539, Tracked, -0.4190956, 0.1075133, 1.655558, Tracked, -0.5034677, -0.1441359, 1.645339, Tracked, -0.5325133, -0.3544062, 1.550448, Tracked, -0.5506919, -0.4267476, 1.518749, Tracked, -0.0381091, 0.1145012, 1.663619, Tracked, 0.05485786, -0.1053735, 1.667759, Tracked, 0.003467959, -0.2813534, 1.557751, Tracked, -0.009238234, -0.2804794, 1.545841, Tracked, -0.3180422, -0.3830925, 1.557721, Tracked, -0.3417039, -0.6503641, 1.408005, Tracked, -0.3850755, -1.048499, 1.235663, Inferred, -0.3799171, -1.042254, 1.094984, Inferred, -0.1444968, -0.3924547, 1.559202, Tracked, -0.106681, -0.7045079, 1.524827, Tracked, -0.0630936, -1.105238, 1.522191, Inferred, -0.05281122, -1.131199, 1.388518, Inferred, -0.2365636, 0.1539679, 1.668126, Tracked, -0.5545975, -0.4870894, 1.496127, Tracked, -0.5191135, -0.4131933, 1.486111, Tracked, -0.02927822, -0.33323, 1.520591, Tracked, -0.02954157, -0.251744, 1.526055, Tracked,
Kinect 2: 11.5751431, -0.2427681, -0.3908654, 1.577903, Tracked, -0.24833, -0.07066678, 1.626976, Tracked, -0.2527824, 0.2363667, 1.659104, Tracked, -0.2643745, 0.3908451, 1.662335, Tracked, -0.4350493, 0.1125158, 1.638654, Tracked, -0.5178906, -0.1396798, 1.625673, Tracked, -0.5454969, -0.3517246, 1.535349, Tracked, -0.5618136, -0.4250831, 1.49809, Tracked, -0.0509802, 0.1229972, 1.650952, Tracked, 0.04301587, -0.0972271, 1.655258, Tracked, -0.01704877, -0.2776164, 1.532736, Tracked, -0.06419419, -0.3341171, 1.499042, Tracked, -0.3243699, -0.3784439, 1.538846, Tracked, -0.3456472, -0.6472666, 1.401235, Tracked, -0.3866196, -1.054415, 1.244286, Inferred, -0.3806038, -1.050266, 1.103843, Inferred, -0.1498791, -0.3851751, 1.543514, Tracked, -0.1074911, -0.6936371, 1.493188, Tracked, -0.0573759, -1.097466, 1.469897, Inferred, -0.04581046, -1.117607, 1.334251, Inferred, -0.2519307, 0.1613529, 1.653616, Tracked, -0.5597912, -0.4847224, 1.476646, Tracked, -0.5214549, -0.4204704, 1.473417, Tracked, -0.08828817, -0.3915687, 1.455149, Tracked, -0.1008037, -0.2776027, 1.478375, Tracked,
Kinect 2: 11.6091016, -0.2488483, -0.3847839, 1.563219, Tracked, -0.2572787, -0.06398919, 1.613326, Tracked, -0.2635574, 0.2431023, 1.646933, Tracked, -0.2801331, 0.3973753, 1.64813, Tracked, -0.4492351, 0.1156678, 1.621699, Tracked, -0.5302507, -0.1330974, 1.610148, Tracked, -0.5597653, -0.3410465, 1.515337, Tracked, -0.5749859, -0.4114514, 1.478625, Tracked, -0.06693661, 0.133342, 1.636353, Tracked, 0.02871064, -0.08932764, 1.641207, Tracked, -0.02064109, -0.2772661, 1.527661, Tracked, -0.06479797, -0.3314945, 1.48736, Tracked, -0.3304886, -0.3741755, 1.524254, Tracked, -0.349095, -0.6465168, 1.394273, Tracked, -0.3862746, -1.057135, 1.24926, Inferred, -0.3799334, -1.054545, 1.10901, Inferred, -0.1555093, -0.3772923, 1.528821, Tracked, -0.1088009, -0.681937, 1.463221, Tracked, -0.05243294, -1.087179, 1.419457, Inferred, -0.04045893, -1.102106, 1.282267, Inferred, -0.2623516, 0.1681185, 1.641053, Tracked, -0.5784168, -0.4722619, 1.458037, Tracked, -0.5520425, -0.4716105, 1.468625, Tracked, -0.08320992, -0.3892309, 1.443348, Tracked, -0.09342831, -0.2801262, 1.46362, Tracked,
Kinect 2: 11.6430839, -0.2549912, -0.378998, 1.546611, Tracked, -0.2677855, -0.05809476, 1.59706, Tracked, -0.278524, 0.2489591, 1.630646, Tracked, -0.2945855, 0.404801, 1.634309, Tracked, -0.4540226, 0.1171709, 1.614673, Tracked, -0.5415091, -0.1309875, 1.592545, Tracked, -0.5738668, -0.3328975, 1.492082, Tracked, -0.5897023, -0.4090161, 1.454823, Tracked, -0.07737462, 0.1407537, 1.624363, Tracked, 0.02058215, -0.08215348, 1.632089, Tracked, -0.02280695, -0.2507934, 1.50639, Tracked, -0.07056202, -0.2982219, 1.479454, Tracked, -0.3371891, -0.3701003, 1.506839, Tracked, -0.3525724, -0.646499, 1.384471, Tracked, -0.3850764, -1.059602, 1.251777, Inferred, -0.3801139, -1.058777, 1.1119, Inferred, -0.160705, -0.369938, 1.513041, Tracked, -0.1095815, -0.6746091, 1.430896, Tracked, -0.04825581, -1.075402, 1.365742, Inferred, -0.03797257, -1.085466, 1.227255, Inferred, -0.2761971, 0.1740058, 1.624789, Tracked, -0.5946175, -0.465233, 1.437146, Tracked, -0.5471017, -0.412797, 1.420096, Tracked, -0.0866213, -0.3581809, 1.428271, Tracked, -0.1079973, -0.2570377, 1.457769, Tracked,
Kinect 2: 11.6750093, -0.2602392, -0.3734526, 1.532469, Tracked, -0.2752196, -0.05211712, 1.582746, Tracked, -0.2874193, 0.2549615, 1.61663, Tracked, -0.3049586, 0.4108058, 1.621311, Tracked, -0.4721668, 0.1228166, 1.588095, Tracked, -0.5541017, -0.1266431, 1.567667, Tracked, -0.5852869, -0.3275444, 1.468628, Tracked, -0.6007032, -0.4059533, 1.429293, Tracked, -0.08582263, 0.1473672, 1.61394, Tracked, 0.01376059, -0.07748914, 1.623366, Tracked, -0.0391537, -0.2639355, 1.487569, Tracked, -0.08363458, -0.3208031, 1.447104, Tracked, -0.3420185, -0.3665607, 1.492726, Tracked, -0.3559473, -0.6465069, 1.378184, Tracked, -0.3863589, -1.061541, 1.257894, Inferred, -0.3772001, -1.062754, 1.118348, Inferred, -0.1660205, -0.3623729, 1.498906, Tracked, -0.1147099, -0.6631597, 1.401588, Tracked, -0.05265666, -1.062828, 1.315727, Inferred, -0.03860083, -1.068148, 1.176669, Inferred, -0.2848122, 0.1800427, 1.610653, Tracked, -0.6079546, -0.4598177, 1.410338, Tracked, -0.575949, -0.4617233, 1.426238, Tracked, -0.1032269, -0.3754517, 1.394799, Tracked, -0.1252114, -0.2577367, 1.431636, Tracked,
Kinect 2: 11.7080834, -0.2671877, -0.3674846, 1.518582, Tracked, -0.2831795, -0.04625624, 1.568973, Tracked, -0.2960589, 0.2605154, 1.602966, Tracked, -0.314187, 0.4166564, 1.607863, Tracked, -0.4774925, 0.1255402, 1.5777, Tracked, -0.5620145, -0.1178932, 1.541223, Tracked, -0.5980052, -0.3289705, 1.438649, Tracked, -0.6110243, -0.4061649, 1.402188, Tracked, -0.09506027, 0.1550881, 1.600524, Tracked, 0.008980746, -0.06956482, 1.615544, Tracked, -0.02708197, -0.2370517, 1.485624, Tracked, -0.07308689, -0.2874385, 1.451425, Tracked, -0.3488009, -0.3620761, 1.479079, Tracked, -0.3598486, -0.6420736, 1.370026, Tracked, -0.3866555, -1.060526, 1.256915, Inferred, -0.3782222, -1.062957, 1.117588, Inferred, -0.1726301, -0.3550937, 1.484932, Tracked, -0.1185465, -0.6464194, 1.373385, Tracked, -0.05079377, -1.047375, 1.265271, Inferred, -0.03781424, -1.048642, 1.125426, Inferred, -0.2933159, 0.1856937, 1.596961, Tracked, -0.6166484, -0.4621355, 1.383289, Tracked, -0.5885769, -0.4610696, 1.402364, Tracked, -0.08530177, -0.345619, 1.397544, Tracked, -0.09351695, -0.3142414, 1.386733, Tracked,
Kinect 2: 11.7440899, -0.2717809, -0.3626246, 1.507907, Tracked, -0.2887364, -0.04128275, 1.557955, Tracked, -0.3024367, 0.2654472, 1.59158, Tracked, -0.3199374, 0.4214504, 1.595155, Tracked, -0.4835195, 0.1300499, 1.563007, Tracked, -0.562772, -0.1114601, 1.522306, Tracked, -0.6052569, -0.3243614, 1.417013, Tracked, -0.6202706, -0.3971735, 1.378912, Tracked, -0.1006888, 0.1606511, 1.592551, Tracked, 0.002730817, -0.06297911, 1.607166, Tracked, -0.02892127, -0.2358764, 1.483638, Tracked, -0.07208318, -0.2840758, 1.438619, Tracked, -0.3533929, -0.3577075, 1.467435, Tracked, -0.3628863, -0.6391071, 1.364424, Tracked, -0.3876906, -1.05961, 1.260215, Inferred, -0.3773732, -1.063691, 1.121194, Inferred, -0.1769128, -0.3499379, 1.475231, Tracked, -0.1227102, -0.6393689, 1.354964, Tracked, -0.05494846, -1.037416, 1.234897, Inferred, -0.04048377, -1.036403, 1.094885, Inferred, -0.2995068, 0.190655, 1.585663, Tracked, -0.6266422, -0.4557796, 1.358562, Tracked, -0.5749541, -0.4081312, 1.342737, Tracked, -0.08077005, -0.3432564, 1.387159, Tracked, -0.08903421, -0.3149237, 1.375786, Tracked,
Kinect 2: 11.774854, -0.2743048, -0.3580125, 1.496588, Tracked, -0.292119, -0.03654388, 1.546753, Tracked, -0.3065312, 0.270145, 1.580477, Tracked, -0.3239859, 0.4259718, 1.582707, Tracked, -0.4865819, 0.1345796, 1.544744, Tracked, -0.5648046, -0.1047523, 1.493457, Tracked, -0.6090656, -0.3154916, 1.390149, Tracked, -0.625122, -0.3893821, 1.350638, Tracked, -0.1045804, 0.1665765, 1.583647, Tracked, -0.001893113, -0.05896212, 1.599508, Tracked, -0.03290218, -0.2287636, 1.47107, Tracked, -0.07513107, -0.2778842, 1.424219, Tracked, -0.3558946, -0.3537695, 1.454567, Tracked, -0.3653911, -0.635753, 1.358686, Tracked, -0.3905317, -1.058866, 1.264681, Inferred, -0.3778917, -1.064891, 1.126077, Inferred, -0.1792464, -0.3448117, 1.465363, Tracked, -0.1253956, -0.6316144, 1.330431, Tracked, -0.05862151, -1.023072, 1.191136, Inferred, -0.04225601, -1.018502, 1.050918, Inferred, -0.3034396, 0.1953826, 1.574529, Tracked, -0.6317928, -0.44846, 1.333329, Tracked, -0.565387, -0.3723008, 1.317333, Tracked, -0.08368354, -0.3351675, 1.371554, Tracked, -0.09118613, -0.3002214, 1.363429, Tracked,
Kinect 2: 11.8091557, -0.2759336, -0.3536081, 1.486435, Tracked, -0.2945277, -0.03191629, 1.535937, Tracked, -0.309642, 0.2748272, 1.56899, Tracked, -0.3261779, 0.43093, 1.57133, Tracked, -0.4871781, 0.1385137, 1.529617, Tracked, -0.5656518, -0.1008469, 1.472449, Tracked, -0.6123767, -0.3075532, 1.362795, Tracked, -0.6287423, -0.3780182, 1.320306, Tracked, -0.1087343, 0.173833, 1.57367, Tracked, -0.007850117, -0.05444155, 1.590639, Tracked, -0.04618466, -0.2366343, 1.445133, Tracked, -0.08710281, -0.2919337, 1.397404, Tracked, -0.3572664, -0.3503514, 1.443961, Tracked, -0.3677372, -0.6340004, 1.353286, Tracked, -0.3943165, -1.057433, 1.267399, Inferred, -0.3805994, -1.065099, 1.129152, Inferred, -0.1809601, -0.3394936, 1.455729, Tracked, -0.1256129, -0.624392, 1.313229, Tracked, -0.05714281, -1.011703, 1.164093, Inferred, -0.03962818, -1.005437, 1.023834, Inferred, -0.3063853, 0.2000725, 1.563204, Tracked, -0.6375578, -0.4338798, 1.302196, Tracked, -0.569856, -0.376561, 1.274714, Tracked, -0.1009305, -0.3460246, 1.339547, Tracked, -0.1217756, -0.2675115, 1.365762, Tracked,
Kinect 2: 11.8427012, -0.2767922, -0.3492802, 1.474509, Tracked, -0.2957523, -0.0275514, 1.523818, Tracked, -0.3111292, 0.2790377, 1.55671, Tracked, -0.3257354, 0.435679, 1.558343, Tracked, -0.4869652, 0.142632, 1.514884, Tracked, -0.5667451, -0.09543777, 1.450453, Tracked, -0.6113891, -0.2958405, 1.331693, Tracked, -0.628169, -0.3672341, 1.289999, Tracked, -0.1098704, 0.1784971, 1.565033, Tracked, -0.009340206, -0.05117014, 1.583798, Tracked, -0.04605392, -0.2361352, 1.443512, Tracked, -0.08516502, -0.2896147, 1.387742, Tracked, -0.3580163, -0.3461219, 1.430323, Tracked, -0.3703578, -0.634295, 1.347072, Tracked, -0.3992021, -1.055688, 1.273481, Inferred, -0.3841961, -1.0658, 1.13583, Inferred, -0.1817658, -0.3351814, 1.445486, Tracked, -0.1270221, -0.6171674, 1.294476, Tracked, -0.0593574, -1.000577, 1.133713, Inferred, -0.04053718, -0.9923659, 0.9934733, Inferred, -0.3078176, 0.2043442, 1.550955, Tracked, -0.6367754, -0.4256469, 1.274632, Tracked, -0.5682036, -0.3688228, 1.2435, Tracked, -0.09264322, -0.344092, 1.331767, Tracked, -0.1210056, -0.2384368, 1.369304, Tracked,
Kinect 2: 11.8768133, -0.2773257, -0.3459844, 1.465649, Tracked, -0.2955777, -0.02408166, 1.514462, Tracked, -0.3101953, 0.2825586, 1.546793, Tracked, -0.32306, 0.4401931, 1.547503, Tracked, -0.485469, 0.1463997, 1.50118, Tracked, -0.5642523, -0.08708748, 1.430507, Tracked, -0.60739, -0.2881785, 1.306589, Tracked, -0.6238406, -0.3532964, 1.258509, Tracked, -0.1091456, 0.1813789, 1.558846, Tracked, -0.01096497, -0.04788311, 1.578125, Tracked, -0.02631034, -0.2130897, 1.440158, Tracked, -0.07427354, -0.2595651, 1.403363, Inferred, -0.3585176, -0.3428407, 1.420536, Tracked, -0.3720702, -0.6321347, 1.34216, Tracked, -0.4026479, -1.053592, 1.275856, Inferred, -0.385734, -1.065403, 1.138726, Inferred, -0.182228, -0.331937, 1.437616, Tracked, -0.1269751, -0.6127649, 1.27984, Tracked, -0.05915888, -0.9915807, 1.111075, Inferred, -0.03845198, -0.9819998, 0.9710323, Inferred, -0.3070776, 0.2078691, 1.541179, Tracked, -0.6300902, -0.4110063, 1.236519, Tracked, -0.5702309, -0.3562112, 1.21925, Tracked, -0.07657281, -0.3187782, 1.350365, Tracked, -0.1008364, -0.2322772, 1.366323, Tracked,
