Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 8.375137, -0.2053612, -0.3433003, 1.358129, Tracked, -0.2038283, -0.01282973, 1.41456, Tracked, -0.2002517, 0.3001227, 1.453226, Tracked, -0.2029108, 0.4518956, 1.493909, Tracked, -0.3714736, 0.1707457, 1.381211, Tracked, -0.4577344, -0.02694585, 1.306952, Inferred, -0.4096654, -0.1487118, 1.142381, Inferred, -0.3706875, -0.1981592, 1.042819, Inferred, -0.01093341, 0.1703645, 1.457365, Tracked, 0.07218619, -0.06817933, 1.493559, Inferred, 0.09817079, -0.2506462, 1.382841, Inferred, 0.1021634, -0.313776, 1.336798, Inferred, -0.2833544, -0.3338888, 1.306467, Tracked, -0.310021, -0.6256053, 1.27144, Tracked, -0.3524663, -1.003282, 1.268277, Inferred, -0.33494, -1.01807, 1.164269, Inferred, -0.1161563, -0.3339429, 1.335536, Tracked, -0.08811346, -0.574482, 1.188548, Tracked, -0.04927662, -0.9557768, 1.011298, Inferred, -0.03015073, -0.9405203, 0.9019583, Inferred, -0.2014444, 0.2241291, 1.446091, Tracked, -0.3457406, -0.2344336, 0.9987896, Tracked, -0.3325311, -0.1700994, 1.048133, Tracked, 0.1028873, -0.3830006, 1.294513, Tracked, 0.1310479, -0.3079683, 1.302091, Tracked,
Kinect 2: 11.9081839, -0.2775919, -0.3432278, 1.455149, Tracked, -0.2934648, -0.02044448, 1.502794, Tracked, -0.3053866, 0.2870729, 1.533542, Tracked, -0.3176107, 0.4443536, 1.535733, Tracked, -0.4816117, 0.151529, 1.485847, Tracked, -0.5626577, -0.08009193, 1.413592, Tracked, -0.5979864, -0.269411, 1.278286, Tracked, -0.6122735, -0.3370485, 1.228765, Tracked, -0.1063177, 0.1831358, 1.550772, Tracked, -0.01178707, -0.04608464, 1.570231, Tracked, -0.04020187, -0.2385414, 1.428517, Tracked, -0.07921205, -0.2927772, 1.371156, Tracked, -0.3584532, -0.3395218, 1.40768, Tracked, -0.3730267, -0.6297081, 1.333359, Tracked, -0.4050699, -1.051065, 1.273086, Inferred, -0.3860196, -1.064443, 1.136557, Inferred, -0.1826684, -0.3296885, 1.429309, Tracked, -0.1284036, -0.6081574, 1.27032, Tracked, -0.06124523, -0.9877679, 1.098235, Inferred, -0.03848957, -0.9780077, 0.9585505, Inferred, -0.3029741, 0.2121747, 1.528354, Tracked, -0.6153289, -0.3902121, 1.19634, Tracked, -0.5700019, -0.3205369, 1.202111, Tracked, -0.08027468, -0.347923, 1.317651, Tracked, -0.1103903, -0.2633923, 1.332345, Tracked,
Kinect 2: 11.9421663, -0.2759774, -0.3408286, 1.445056, Tracked, -0.2902393, -0.01817924, 1.492341, Tracked, -0.3007686, 0.2889575, 1.522951, Tracked, -0.3096426, 0.4471313, 1.525374, Tracked, -0.4748576, 0.1563073, 1.472401, Tracked, -0.5581979, -0.0715, 1.398103, Tracked, -0.5890833, -0.2625753, 1.253259, Tracked, -0.6001656, -0.3231012, 1.200159, Tracked, -0.1026757, 0.1846169, 1.542699, Tracked, -0.01172194, -0.04499694, 1.565256, Tracked, -0.01993428, -0.2100822, 1.426358, Tracked, -0.06737111, -0.2556227, 1.39204, Tracked, -0.3564773, -0.3365762, 1.396478, Tracked, -0.372071, -0.6274879, 1.32606, Tracked, -0.4055228, -1.048779, 1.27155, Inferred, -0.3848673, -1.063565, 1.135605, Inferred, -0.1814232, -0.3278211, 1.420492, Tracked, -0.1277624, -0.603732, 1.258212, Tracked, -0.06095915, -0.9824102, 1.080526, Inferred, -0.03664484, -0.9718378, 0.9411497, Inferred, -0.2986724, 0.2141832, 1.51777, Tracked, -0.5983945, -0.3696507, 1.15599, Tracked, -0.556822, -0.3114621, 1.168957, Tracked, -0.06858804, -0.3184362, 1.340451, Tracked, -0.08905289, -0.2425583, 1.34685, Tracked,
Kinect 2: 11.9748675, -0.2731224, -0.3389377, 1.433619, Tracked, -0.2854852, -0.01591865, 1.481393, Tracked, -0.2942536, 0.2914101, 1.512372, Tracked, -0.2976934, 0.4498958, 1.514243, Tracked, -0.465456, 0.1604625, 1.456266, Tracked, -0.5521088, -0.06696805, 1.38016, Tracked, -0.5619642, -0.2299466, 1.239587, Tracked, -0.578953, -0.2985013, 1.179534, Tracked, -0.09702254, 0.1852045, 1.536105, Tracked, -0.01101361, -0.04503002, 1.558425, Tracked, -0.03555673, -0.2463196, 1.400159, Tracked, -0.06333502, -0.3107055, 1.352377, Tracked, -0.3530338, -0.3333002, 1.383015, Tracked, -0.3710984, -0.6239442, 1.316518, Tracked, -0.4081398, -1.045603, 1.267619, Inferred, -0.3849493, -1.061955, 1.132481, Inferred, -0.1791672, -0.3270846, 1.410961, Tracked, -0.1280144, -0.599912, 1.250527, Tracked, -0.06320938, -0.9826359, 1.071821, Inferred, -0.03621522, -0.9720004, 0.9330621, Inferred, -0.292581, 0.2166095, 1.507104, Tracked, -0.5840607, -0.346127, 1.125237, Tracked, -0.5379243, -0.2933642, 1.145152, Tracked, -0.06897835, -0.363654, 1.303434, Tracked, -0.08275855, -0.2840069, 1.310897, Tracked,
Kinect 2: 12.0101174, -0.2678536, -0.3366658, 1.420708, Tracked, -0.2784028, -0.01354828, 1.46968, Tracked, -0.2855612, 0.2936693, 1.501738, Tracked, -0.2823807, 0.4518473, 1.502511, Tracked, -0.4644051, 0.1610578, 1.4545, Tracked, -0.547401, -0.06170788, 1.366657, Tracked, -0.5543683, -0.228743, 1.230974, Tracked, -0.5600333, -0.2890791, 1.161161, Tracked, -0.09045537, 0.1850865, 1.530712, Tracked, -0.009187113, -0.04399619, 1.553249, Tracked, 0.0009886797, -0.209815, 1.415431, Tracked, -0.0500106, -0.2449313, 1.390599, Tracked, -0.3474436, -0.3296593, 1.367909, Tracked, -0.3662522, -0.6180232, 1.304715, Tracked, -0.4048753, -1.042236, 1.26015, Inferred, -0.3832422, -1.059421, 1.125169, Inferred, -0.1744582, -0.3260749, 1.400234, Tracked, -0.1294511, -0.5981696, 1.247575, Tracked, -0.07162614, -0.9895106, 1.075887, Inferred, -0.04610544, -0.9801262, 0.9369812, Inferred, -0.2842664, 0.2189197, 1.496205, Tracked, -0.5587037, -0.339471, 1.111462, Tracked, -0.518724, -0.2759976, 1.128047, Tracked, -0.03714696, -0.2973572, 1.328561, Tracked, -0.06140064, -0.219731, 1.357056, Tracked,
Kinect 2: 12.0418662, -0.2614848, -0.3369335, 1.408175, Tracked, -0.2699841, -0.01271647, 1.458252, Tracked, -0.2751366, 0.2953793, 1.491246, Tracked, -0.2644665, 0.4520647, 1.491698, Tracked, -0.4422075, 0.1689703, 1.424417, Tracked, -0.5394903, -0.05373555, 1.350688, Tracked, -0.535956, -0.219672, 1.213105, Tracked, -0.5365626, -0.2785092, 1.143915, Tracked, -0.08143495, 0.1828782, 1.524302, Tracked, -0.006777946, -0.04552388, 1.547432, Tracked, -0.02065274, -0.2319318, 1.395317, Tracked, -0.06103675, -0.2868772, 1.343002, Tracked, -0.3401446, -0.3279529, 1.352889, Tracked, -0.3633665, -0.6175408, 1.295246, Tracked, -0.4078785, -1.040211, 1.259093, Inferred, -0.3792839, -1.060343, 1.126259, Inferred, -0.169133, -0.3279625, 1.389975, Tracked, -0.1307328, -0.5963776, 1.24465, Tracked, -0.08025309, -0.9977738, 1.077716, Inferred, -0.04773937, -0.9894457, 0.940682, Inferred, -0.2743317, 0.2204347, 1.485485, Tracked, -0.5353288, -0.3299717, 1.088747, Tracked, -0.5139098, -0.2579645, 1.1063, Tracked, -0.06738198, -0.3450477, 1.294569, Tracked, -0.08603148, -0.245128, 1.313123, Tracked,
Kinect 2: 12.0748385, -0.2549863, -0.3374352, 1.392643, Tracked, -0.2604804, -0.01223905, 1.445927, Tracked, -0.2626211, 0.2965233, 1.48139, Tracked, -0.2455526, 0.4526978, 1.48327, Tracked, -0.4323213, 0.1706087, 1.413613, Tracked, -0.5301019, -0.05020904, 1.332566, Tracked, -0.5208296, -0.2181736, 1.19747, Tracked, -0.51884, -0.2754019, 1.129094, Tracked, -0.07153101, 0.1801449, 1.517958, Tracked, -0.003649936, -0.04783964, 1.541244, Tracked, 0.001434415, -0.2111645, 1.400162, Tracked, -0.04178958, -0.2501289, 1.363706, Tracked, -0.3332751, -0.3267049, 1.337007, Tracked, -0.3602965, -0.6168349, 1.283719, Tracked, -0.4098974, -1.038262, 1.254063, Inferred, -0.3807586, -1.060293, 1.12212, Inferred, -0.1633069, -0.3301922, 1.375121, Tracked, -0.1321529, -0.592185, 1.240134, Tracked, -0.08986191, -1.007734, 1.080361, Inferred, -0.05635494, -1.000816, 0.9438474, Inferred, -0.2625807, 0.2214385, 1.475054, Tracked, -0.5119429, -0.3242181, 1.070582, Tracked, -0.5457755, -0.3251185, 1.177294, Tracked, -0.04158537, -0.3201873, 1.315851, Tracked, -0.05827725, -0.2426046, 1.309436, Tracked,
Kinect 2: 12.1078056, -0.2488323, -0.3370282, 1.377743, Tracked, -0.2494736, -0.0111791, 1.433944, Tracked, -0.2462346, 0.2980493, 1.471975, Tracked, -0.2245003, 0.4541399, 1.477329, Tracked, -0.4296995, 0.1709254, 1.411808, Tracked, -0.5195832, -0.04156123, 1.320006, Tracked, -0.5094391, -0.2144986, 1.181023, Tracked, -0.4983347, -0.2749124, 1.112811, Tracked, -0.05874549, 0.1750139, 1.511688, Tracked, 0.00220795, -0.05116471, 1.535386, Tracked, 0.008618679, -0.2164784, 1.396866, Tracked, -0.03273362, -0.253736, 1.356349, Tracked, -0.3264867, -0.3240587, 1.319792, Tracked, -0.3558837, -0.6157535, 1.270695, Tracked, -0.4082454, -1.035178, 1.247303, Inferred, -0.3813472, -1.058636, 1.115605, Inferred, -0.1579184, -0.3316987, 1.362295, Tracked, -0.1330655, -0.5902569, 1.237093, Tracked, -0.09917746, -1.016807, 1.087613, Inferred, -0.067531, -1.011692, 0.9508715, Inferred, -0.2475938, 0.222869, 1.464986, Tracked, -0.4911124, -0.3264688, 1.062535, Tracked, -0.5430412, -0.3121156, 1.152895, Tracked, -0.03433259, -0.3233575, 1.30649, Tracked, -0.05194347, -0.239618, 1.306433, Tracked,
Kinect 2: 12.1440332, -0.2392095, -0.3378318, 1.360021, Tracked, -0.2362668, -0.01072306, 1.421184, Tracked, -0.2303534, 0.2992801, 1.46383, Tracked, -0.202148, 0.4533145, 1.472758, Tracked, -0.386983, 0.1739392, 1.379325, Tracked, -0.5059295, -0.0359243, 1.304544, Tracked, -0.4885581, -0.2172385, 1.163328, Tracked, -0.4751709, -0.2757061, 1.097987, Tracked, -0.04554818, 0.1704368, 1.50622, Tracked, 0.01003721, -0.05629569, 1.529302, Tracked, 0.0109148, -0.2230194, 1.392465, Tracked, -0.02669517, -0.2566593, 1.339231, Tracked, -0.3153287, -0.3224168, 1.299551, Tracked, -0.3495851, -0.6133425, 1.256357, Tracked, -0.408602, -1.031833, 1.241538, Inferred, -0.3729005, -1.059509, 1.113781, Inferred, -0.1501124, -0.3345904, 1.347095, Tracked, -0.1362138, -0.5903698, 1.230402, Tracked, -0.1191981, -1.026296, 1.090974, Inferred, -0.07897107, -1.023515, 0.9572948, Inferred, -0.2322729, 0.2239468, 1.455716, Tracked, -0.474931, -0.3239249, 1.050316, Tracked, -0.5405496, -0.3039368, 1.119429, Tracked, -0.021462, -0.3240255, 1.287862, Tracked, -0.04898069, -0.24006, 1.289432, Tracked,
Kinect 2: 12.1750691, -0.230699, -0.3388693, 1.346595, Tracked, -0.2225959, -0.009849716, 1.410333, Tracked, -0.210929, 0.301994, 1.455867, Tracked, -0.1767157, 0.4536049, 1.470877, Tracked, -0.3774864, 0.1757489, 1.373937, Tracked, -0.4884827, -0.0335423, 1.287192, Tracked, -0.4712514, -0.2261149, 1.145372, Tracked, -0.45811, -0.281694, 1.086573, Tracked, -0.03111652, 0.1671397, 1.502087, Tracked, 0.01917782, -0.05976602, 1.523229, Tracked, 0.02317041, -0.2213543, 1.380036, Tracked, -0.01690244, -0.2515166, 1.329685, Tracked, -0.3062152, -0.3215726, 1.285828, Tracked, -0.3366399, -0.6087459, 1.236401, Tracked, -0.391398, -1.032115, 1.212339, Inferred, -0.3546211, -1.05676, 1.083862, Inferred, -0.1426373, -0.3374688, 1.334142, Tracked, -0.1382901, -0.5943023, 1.221195, Tracked, -0.1368367, -1.032013, 1.088221, Inferred, -0.09750733, -1.030798, 0.9545771, Inferred, -0.2143116, 0.226205, 1.446972, Tracked, -0.4622107, -0.3230639, 1.045617, Tracked, -0.5128946, -0.3060133, 1.102107, Tracked, -0.01799221, -0.3209655, 1.277282, Tracked, -0.04378323, -0.2369539, 1.278131, Tracked,
Kinect 2: 12.2100965, -0.2214745, -0.3377085, 1.331285, Tracked, -0.2078468, -0.006891306, 1.399439, Tracked, -0.1906574, 0.3064934, 1.449194, Tracked, -0.1491186, 0.4556932, 1.467528, Tracked, -0.3493307, 0.1838005, 1.358922, Tracked, -0.4729251, -0.0344362, 1.270378, Tracked, -0.4540094, -0.2322226, 1.132412, Tracked, -0.436502, -0.2841966, 1.081161, Tracked, -0.01268116, 0.1626893, 1.498808, Tracked, 0.02778249, -0.06131048, 1.518054, Tracked, 0.02772252, -0.2228446, 1.374827, Tracked, -0.006086618, -0.2493188, 1.314899, Tracked, -0.2948231, -0.3176738, 1.268501, Tracked, -0.3226852, -0.607273, 1.2197, Tracked, -0.3729295, -1.029369, 1.196772, Inferred, -0.3307459, -1.054547, 1.070468, Inferred, -0.1356958, -0.3386534, 1.320657, Tracked, -0.1325145, -0.5963306, 1.211275, Tracked, -0.1327786, -1.03553, 1.084372, Inferred, -0.08893669, -1.035575, 0.9527958, Inferred, -0.1953802, 0.2303485, 1.439211, Tracked, -0.424632, -0.353458, 1.058468, Tracked, -0.4802762, -0.3021778, 1.073, Tracked, -0.007519619, -0.3204764, 1.260807, Tracked, -0.03845619, -0.2215655, 1.270458, Tracked,
Kinect 2: 12.2446976, -0.2079954, -0.3346497, 1.317365, Tracked, -0.1892239, -0.002022396, 1.388583, Tracked, -0.1684589, 0.3125382, 1.442095, Tracked, -0.124765, 0.4591562, 1.465018, Tracked, -0.3284691, 0.1900415, 1.346895, Tracked, -0.4555131, -0.03951883, 1.252084, Tracked, -0.4354256, -0.2407395, 1.124337, Tracked, -0.4212187, -0.2913043, 1.075268, Tracked, 0.002752268, 0.1612652, 1.496578, Tracked, 0.03616155, -0.06074699, 1.51261, Tracked, 0.04130782, -0.2062486, 1.352293, Tracked, 0.00706546, -0.2407417, 1.304649, Tracked, -0.2799426, -0.313011, 1.254435, Tracked, -0.30653, -0.5996912, 1.196766, Tracked, -0.3553565, -1.024825, 1.160592, Inferred, -0.3093429, -1.046772, 1.034663, Inferred, -0.1245085, -0.3373745, 1.307183, Tracked, -0.1255307, -0.5965028, 1.20416, Tracked, -0.1323583, -1.038076, 1.088111, Inferred, -0.08563238, -1.040543, 0.958315, Inferred, -0.1738756, 0.2361722, 1.431157, Tracked, -0.4132355, -0.3555588, 1.053116, Tracked, -0.4691854, -0.3063212, 1.07275, Tracked, 3.164161E-05, -0.3028563, 1.246464, Tracked, -0.02430505, -0.2145279, 1.257174, Tracked,
Kinect 2: 12.2757109, -0.1925244, -0.3307211, 1.3019, Tracked, -0.171163, 0.002575251, 1.378269, Tracked, -0.1482024, 0.317366, 1.436188, Tracked, -0.09942807, 0.4612527, 1.462903, Tracked, -0.304885, 0.198302, 1.331991, Tracked, -0.4394329, -0.03956104, 1.234305, Tracked, -0.4154878, -0.2451311, 1.115112, Tracked, -0.4010255, -0.2986995, 1.070956, Tracked, 0.02085926, 0.1594452, 1.494328, Tracked, 0.04844809, -0.05800965, 1.507031, Tracked, 0.04801748, -0.2075617, 1.350487, Tracked, 0.01873634, -0.2400874, 1.292682, Tracked, -0.2620414, -0.3064255, 1.23607, Tracked, -0.2802846, -0.5856994, 1.164599, Tracked, -0.3181543, -1.018501, 1.105964, Inferred, -0.2664832, -1.034587, 0.9807557, Inferred, -0.1120156, -0.3358491, 1.29421, Tracked, -0.117887, -0.5960444, 1.196794, Tracked, -0.1322666, -1.039348, 1.090322, Inferred, -0.08201231, -1.044169, 0.9627538, Inferred, -0.154147, 0.2409704, 1.424196, Tracked, -0.3898401, -0.3689184, 1.061295, Tracked, -0.4522769, -0.2882594, 1.0785, Tracked, 0.01119925, -0.3024886, 1.231718, Tracked, -0.0173089, -0.2014599, 1.243567, Tracked,
Kinect 2: 12.3098934, -0.1763302, -0.3289537, 1.288947, Tracked, -0.1670351, 0.002810826, 1.374823, Tracked, -0.1482313, 0.3172766, 1.436175, Tracked, -0.07775746, 0.4611695, 1.460484, Tracked, -0.29672, 0.2005133, 1.327367, Tracked, -0.4227489, -0.0399318, 1.22094, Tracked, -0.3972906, -0.2475179, 1.103829, Tracked, -0.3808161, -0.2998476, 1.06317, Tracked, 0.03734084, 0.1566439, 1.491776, Tracked, 0.05832703, -0.05620408, 1.502345, Tracked, 0.05509481, -0.2069046, 1.346955, Tracked, 0.03022929, -0.2406007, 1.28407, Tracked, -0.2475121, -0.3036779, 1.224262, Tracked, -0.2631634, -0.5647718, 1.131391, Tracked, -0.299788, -1.008204, 1.032011, Inferred, -0.2482764, -1.015225, 0.904488, Inferred, -0.09532373, -0.3353848, 1.280291, Tracked, -0.1065497, -0.5965609, 1.189544, Tracked, -0.1291218, -1.041508, 1.094457, Inferred, -0.07979898, -1.048108, 0.967016, Inferred, -0.1539195, 0.2408582, 1.423954, Tracked, -0.3717456, -0.3661736, 1.045941, Tracked, -0.4180728, -0.2933498, 1.044417, Tracked, 0.02154725, -0.3003019, 1.223616, Tracked, -0.00532973, -0.2000361, 1.231605, Tracked,
Kinect 2: 12.3428135, -0.1584838, -0.32846, 1.275018, Tracked, -0.1294107, 0.007090519, 1.353822, Tracked, -0.1036209, 0.3232985, 1.417961, Tracked, -0.05775628, 0.4601065, 1.455725, Tracked, -0.2571257, 0.2064896, 1.304157, Tracked, -0.4031464, -0.0293098, 1.212529, Tracked, -0.3712387, -0.2594814, 1.083357, Tracked, -0.362141, -0.2966576, 1.055419, Tracked, 0.052056, 0.151629, 1.488556, Tracked, 0.07029324, -0.05876257, 1.496984, Tracked, 0.06399395, -0.2098143, 1.341957, Tracked, 0.04208533, -0.2454125, 1.27542, Tracked, -0.2271039, -0.3015933, 1.210496, Tracked, -0.2468233, -0.55476, 1.085742, Tracked, -0.2904178, -0.9976646, 0.9282065, Inferred, -0.2306157, -0.9849721, 0.807377, Inferred, -0.08055953, -0.3362156, 1.266056, Tracked, -0.09436499, -0.598412, 1.183305, Tracked, -0.1206127, -1.045139, 1.101825, Inferred, -0.06384679, -1.05643, 0.9798809, Inferred, -0.1093036, 0.2467432, 1.404, Tracked, -0.3601391, -0.3776984, 1.047778, Tracked, -0.3990182, -0.3043507, 1.013091, Tracked, 0.03122408, -0.3016041, 1.216518, Tracked, 0.007677055, -0.2012098, 1.223531, Tracked,
Kinect 2: 12.3757911, -0.1399295, -0.3271209, 1.262533, Tracked, -0.1188471, 0.007429367, 1.348379, Tracked, -0.09615387, 0.3228051, 1.415053, Tracked, -0.03616585, 0.4597305, 1.448382, Tracked, -0.2474065, 0.206916, 1.298625, Tracked, -0.3807665, -0.03031423, 1.189333, Tracked, -0.3559463, -0.262843, 1.069441, Tracked, -0.3484435, -0.2972675, 1.041154, Tracked, 0.06441781, 0.1493965, 1.484259, Tracked, 0.07829078, -0.06115043, 1.493939, Tracked, 0.07844529, -0.2119784, 1.338574, Tracked, 0.05665553, -0.2458248, 1.272903, Tracked, -0.2080529, -0.2987371, 1.198775, Tracked, -0.21828, -0.5471045, 1.05722, Tracked, -0.244869, -0.9817866, 0.8702514, Inferred, -0.1848339, -0.9626384, 0.7502288, Inferred, -0.06377465, -0.3363355, 1.252851, Tracked, -0.08154576, -0.5993198, 1.179191, Tracked, -0.1136461, -1.047522, 1.113155, Inferred, -0.05735721, -1.061928, 0.9921547, Inferred, -0.1017554, 0.2464102, 1.400828, Tracked, -0.3430192, -0.3721596, 1.019452, Tracked, -0.3915509, -0.305856, 1.032588, Tracked, 0.04572974, -0.3050152, 1.213975, Tracked, 0.02411553, -0.2039597, 1.219072, Tracked,
Kinect 2: 12.4080856, -0.125744, -0.324845, 1.254809, Tracked, -0.1033944, 0.009055272, 1.340281, Tracked, -0.08151415, 0.3231465, 1.407568, Tracked, -0.02131901, 0.4590093, 1.441305, Tracked, -0.2392342, 0.2073072, 1.293829, Tracked, -0.3670203, -0.03022117, 1.177445, Tracked, -0.3373142, -0.262817, 1.052262, Tracked, -0.3309142, -0.2947844, 1.024254, Tracked, 0.06389181, 0.1499359, 1.484344, Tracked, 0.0884435, -0.06056025, 1.489609, Tracked, 0.09476528, -0.2143496, 1.337489, Tracked, 0.07087175, -0.2437122, 1.273594, Tracked, -0.1922252, -0.2964624, 1.189903, Tracked, -0.2136479, -0.5661401, 0.9819109, Inferred, -0.2459617, -0.9123559, 0.7553501, Inferred, -0.1858128, -0.8963993, 0.6302982, Inferred, -0.0519546, -0.3341312, 1.246125, Tracked, -0.0662379, -0.597756, 1.175945, Tracked, -0.09208135, -1.046917, 1.115837, Inferred, -0.03318143, -1.062123, 0.9969683, Inferred, -0.08698681, 0.2470553, 1.393234, Tracked, -0.3195189, -0.3588817, 0.9953201, Tracked, -0.3712808, -0.2965042, 1.030187, Tracked, 0.06243506, -0.3088658, 1.220777, Tracked, 0.04113054, -0.2077018, 1.218733, Tracked,
Kinect 2: 12.4441545, -0.1060746, -0.3201974, 1.243418, Tracked, -0.08655394, 0.01178279, 1.330243, Tracked, -0.06709383, 0.3239406, 1.398641, Tracked, -0.007097977, 0.46064, 1.431561, Tracked, -0.2112106, 0.2116359, 1.276167, Tracked, -0.3508935, -0.0222717, 1.166613, Tracked, -0.3153734, -0.2554274, 1.032429, Tracked, -0.3092141, -0.2874056, 1.006039, Tracked, 0.0851649, 0.1527637, 1.474111, Tracked, 0.1003965, -0.06086906, 1.483312, Tracked, 0.1024366, -0.2174259, 1.334061, Tracked, 0.0820886, -0.2460941, 1.26935, Tracked, -0.1748659, -0.2913201, 1.177613, Tracked, -0.1905244, -0.5552073, 0.9591036, Inferred, -0.2150955, -0.8939791, 0.7188267, Inferred, -0.1526503, -0.875644, 0.5954832, Inferred, -0.03111348, -0.3300639, 1.235539, Tracked, -0.04938113, -0.5940646, 1.17177, Tracked, -0.08180597, -1.05707, 1.121439, Inferred, -0.02025613, -1.062014, 1.006215, Inferred, -0.07195491, 0.2483159, 1.384023, Tracked, -0.2890714, -0.3702652, 0.9902278, Tracked, -0.3508957, -0.2975758, 1.0008, Tracked, 0.07037344, -0.3140841, 1.214915, Tracked, 0.05312547, -0.2105531, 1.213036, Tracked,
Kinect 2: 12.4748654, -0.08518249, -0.3153061, 1.236303, Tracked, -0.07049588, 0.01487253, 1.322431, Tracked, -0.05529976, 0.3252435, 1.390477, Tracked, 0.005788232, 0.4623218, 1.419213, Tracked, -0.2006533, 0.2141508, 1.268582, Tracked, -0.3366773, -0.01832632, 1.150182, Tracked, -0.2964888, -0.2415636, 1.017046, Tracked, -0.2904054, -0.2731422, 0.9907122, Tracked, 0.09396593, 0.1548687, 1.469807, Tracked, 0.1098781, -0.06290247, 1.479281, Tracked, 0.1111437, -0.2212472, 1.33204, Tracked, 0.09208298, -0.248754, 1.266728, Tracked, -0.1530552, -0.2860396, 1.166837, Tracked, -0.162496, -0.5471057, 0.9429847, Inferred, -0.1786564, -0.8821444, 0.6957247, Inferred, -0.1156335, -0.8619947, 0.5732996, Inferred, -0.01217167, -0.3256242, 1.231504, Tracked, -0.02930528, -0.5898567, 1.166834, Tracked, -0.05892003, -1.053038, 1.114952, Inferred, 0.003365792, -1.057389, 1.000423, Inferred, -0.05915762, 0.2500516, 1.375923, Tracked, -0.2866223, -0.3274951, 0.9779876, Tracked, -0.3310975, -0.293851, 0.991381, Tracked, 0.0804152, -0.3176729, 1.214633, Tracked, 0.06472234, -0.2110077, 1.211, Tracked,
Kinect 2: 12.508159, -0.05946745, -0.3156327, 1.230591, Tracked, -0.05267061, 0.01620053, 1.314192, Tracked, -0.04366752, 0.3275172, 1.379879, Tracked, 0.01716955, 0.4643271, 1.406538, Tracked, -0.1851618, 0.2184403, 1.256699, Tracked, -0.3195748, -0.01372856, 1.134978, Tracked, -0.2734484, -0.2198987, 1.005792, Tracked, -0.2614617, -0.2531757, 0.9742481, Tracked, 0.1039088, 0.1583709, 1.458793, Tracked, 0.119716, -0.06393037, 1.475739, Tracked, 0.1261426, -0.2195915, 1.325664, Tracked, 0.1015111, -0.2491034, 1.264026, Tracked, -0.1282891, -0.2889932, 1.161258, Tracked, -0.1321252, -0.5365945, 0.9190871, Inferred, -0.1405015, -0.8549441, 0.6478839, Inferred, -0.07719936, -0.830676, 0.5264337, Inferred, 0.01268591, -0.3232656, 1.225939, Tracked, -0.003333622, -0.5877852, 1.162712, Tracked, -0.02988684, -1.051356, 1.113346, Inferred, 0.03317035, -1.055857, 0.9998957, Inferred, -0.04611702, 0.2521438, 1.365926, Tracked, -0.2418007, -0.3080078, 0.9566312, Tracked, -0.300061, -0.2824278, 0.9664091, Tracked, 0.08951027, -0.3131929, 1.205883, Tracked, 0.07545923, -0.2094363, 1.206714, Tracked,
