Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0123102, -0.2320932, -0.3459127, 1.632538, Tracked, -0.2263097, -0.04206285, 1.720971, Tracked, -0.21883, 0.2497948, 1.795798, Tracked, -0.1750085, 0.353225, 1.867708, Tracked, -0.3403881, 0.1495108, 1.632644, Tracked, -0.4219038, -0.05284972, 1.512285, Tracked, -0.4264806, -0.2602834, 1.463349, Tracked, -0.4258339, -0.3352855, 1.469792, Tracked, -0.1072417, 0.05871755, 1.897248, Tracked, -0.08996411, -0.1552982, 1.91154, Tracked, -0.06863569, -0.3544486, 1.724211, Tracked, -0.07040272, -0.3997054, 1.670603, Tracked, -0.2784413, -0.3156801, 1.555774, Tracked, -0.3292541, -0.6228079, 1.464099, Tracked, -0.4218563, -0.9973181, 1.427315, Inferred, -0.3499489, -1.039848, 1.330937, Inferred, -0.1763981, -0.3629948, 1.645108, Tracked, -0.1615142, -0.6831632, 1.612851, Tracked, -0.1879165, -1.063188, 1.617209, Inferred, -0.1060858, -1.09928, 1.529517, Inferred, -0.2207585, 0.1782111, 1.779222, Tracked, -0.4253811, -0.4155672, 1.444242, Tracked, -0.4096283, -0.3868742, 1.395, Tracked, -0.07134437, -0.4516494, 1.629228, Tracked, -0.08495493, -0.3594795, 1.6429, Tracked,
Kinect 2: 3.079436, 0.1142948, -0.4101247, 1.893287, Tracked, 0.1469028, -0.1061664, 1.960183, Tracked, 0.1786352, 0.1876602, 2.014752, Tracked, 0.2508965, 0.2747505, 2.090144, Tracked, 0.07489417, 0.07683111, 1.842777, Tracked, 0.02912532, -0.1208477, 1.709695, Tracked, 0.09687309, -0.3078829, 1.709108, Tracked, 0.1105904, -0.3760191, 1.740012, Tracked, 0.2823464, 0.01312006, 2.106171, Inferred, 0.2936397, -0.2513738, 2.134795, Inferred, 0.1018759, -0.2285399, 1.93591, Inferred, -0.02102876, -0.2760934, 1.801402, Inferred, 0.06200149, -0.3905966, 1.816573, Tracked, 0.08597669, -0.728079, 1.71511, Tracked, 0.01324247, -1.080952, 1.654009, Inferred, 0.08652468, -1.114514, 1.555248, Inferred, 0.1634054, -0.4151674, 1.905627, Tracked, 0.2096444, -0.6840073, 1.904805, Inferred, -0.002241911, -0.9893592, 1.838236, Inferred, 0.03719268, -0.9402674, 1.688366, Tracked, 0.1708334, 0.1154327, 2.003234, Tracked, 0.1651554, -0.4421155, 1.730773, Tracked, 0.04961659, -0.3939081, 1.720731, Tracked, 0.01793553, -0.2129219, 1.694563, Tracked, -0.02391377, -0.3292415, 1.766032, Tracked,
Kinect 2: 3.1133952, 0.1248812, -0.4077019, 1.895967, Tracked, 0.1572897, -0.1037849, 1.962313, Tracked, 0.1879285, 0.1902449, 2.015845, Tracked, 0.2611527, 0.2768199, 2.091014, Tracked, 0.08673141, 0.07943241, 1.843574, Tracked, 0.042441, -0.1211159, 1.710883, Tracked, 0.1141985, -0.3065901, 1.710666, Tracked, 0.1258744, -0.3761428, 1.745904, Tracked, 0.2916029, 0.01570021, 2.107264, Inferred, 0.3028248, -0.2488105, 2.135902, Inferred, 0.1106291, -0.2254393, 1.937488, Inferred, -0.0107043, -0.2705795, 1.807155, Inferred, 0.07319584, -0.3895364, 1.817048, Tracked, 0.09042912, -0.7360273, 1.716884, Tracked, 0.02136481, -1.080485, 1.650045, Inferred, 0.09540651, -1.112593, 1.551213, Inferred, 0.1727931, -0.4116546, 1.91031, Tracked, 0.2530966, -0.7126601, 1.922038, Tracked, 0.0405228, -1.016805, 1.854596, Inferred, 0.05149823, -0.9538606, 1.703571, Tracked, 0.1805245, 0.1179649, 2.004622, Tracked, 0.1785392, -0.444214, 1.738198, Tracked, 0.06812853, -0.3954819, 1.7265, Tracked, 0.03122973, -0.2120098, 1.702896, Tracked, -0.01375887, -0.3267343, 1.770908, Tracked,
Kinect 2: 3.1461409, 0.1315215, -0.4060853, 1.898121, Tracked, 0.1643071, -0.1015697, 1.964552, Tracked, 0.1951942, 0.1932819, 2.017961, Tracked, 0.2686687, 0.2789602, 2.095258, Tracked, 0.09429988, 0.08079255, 1.844657, Tracked, 0.05510104, -0.1189229, 1.712436, Tracked, 0.1242012, -0.3052995, 1.714211, Tracked, 0.1341823, -0.3733642, 1.752812, Tracked, 0.2988392, 0.01873312, 2.109382, Inferred, 0.3100071, -0.2457966, 2.138034, Inferred, 0.1174817, -0.2221937, 1.939871, Inferred, -0.002507143, -0.265265, 1.815415, Inferred, 0.08036175, -0.3890656, 1.820512, Tracked, 0.1047905, -0.7356644, 1.736163, Tracked, 0.01527032, -1.073084, 1.64334, Inferred, 0.08641445, -1.104039, 1.540699, Inferred, 0.1785944, -0.4091637, 1.911205, Tracked, 0.2364284, -0.7750398, 1.897594, Tracked, -0.01649455, -0.9840329, 1.89095, Inferred, 0.02271766, -0.9449868, 1.738436, Tracked, 0.1877547, 0.12078, 2.006788, Tracked, 0.1838094, -0.4405911, 1.743881, Tracked, 0.07728688, -0.3928177, 1.734091, Tracked, 0.03687251, -0.1975523, 1.712075, Tracked, 0.004081223, -0.3185353, 1.768505, Tracked,
Kinect 2: 3.1797264, 0.1404657, -0.4082746, 1.900134, Tracked, 0.1730698, -0.1016225, 1.968668, Tracked, 0.204348, 0.1956883, 2.0246, Tracked, 0.2785574, 0.2812628, 2.101011, Tracked, 0.1066302, 0.08406346, 1.849565, Tracked, 0.06620478, -0.1217168, 1.717031, Tracked, 0.1370373, -0.3068031, 1.725188, Tracked, 0.1461932, -0.3740802, 1.760403, Tracked, 0.3079533, 0.02114875, 2.11602, Inferred, 0.3190575, -0.2433858, 2.144687, Inferred, 0.1262966, -0.2196493, 1.946763, Inferred, 0.006810141, -0.2603298, 1.823652, Inferred, 0.09175476, -0.3903455, 1.825523, Tracked, 0.1039649, -0.7426813, 1.733802, Tracked, 0.02041401, -1.076098, 1.645436, Inferred, 0.09297536, -1.107137, 1.544294, Inferred, 0.1853238, -0.412045, 1.91085, Tracked, 0.237238, -0.7782943, 1.902865, Tracked, 0.006341469, -1.010518, 1.90296, Inferred, 0.03396071, -0.9603981, 1.7501, Tracked, 0.1967802, 0.1225156, 2.012736, Tracked, 0.1993383, -0.4401908, 1.757112, Tracked, 0.09135302, -0.3930638, 1.7408, Tracked, 0.04698518, -0.1967548, 1.721275, Tracked, 0.01445042, -0.3140411, 1.776052, Tracked,
Kinect 2: 3.2129651, 0.1488929, -0.4090934, 1.902591, Tracked, 0.1833044, -0.1021155, 1.973043, Tracked, 0.2157922, 0.1955551, 2.030723, Tracked, 0.2880809, 0.2839659, 2.104257, Tracked, 0.1165032, 0.08468152, 1.853428, Tracked, 0.07661961, -0.1234969, 1.721603, Tracked, 0.1428379, -0.3103904, 1.728369, Tracked, 0.1505643, -0.3774193, 1.763289, Tracked, 0.3193489, 0.02103281, 2.122136, Inferred, 0.3303708, -0.2434861, 2.150816, Inferred, 0.1374452, -0.2197107, 1.953043, Inferred, 0.01825026, -0.2628424, 1.823139, Inferred, 0.09968112, -0.389886, 1.826302, Tracked, 0.1035354, -0.7441403, 1.733481, Tracked, 0.0262067, -1.077475, 1.647439, Inferred, 0.09952328, -1.108167, 1.546916, Inferred, 0.1934956, -0.4143369, 1.914737, Tracked, 0.2427243, -0.7797034, 1.918026, Tracked, -0.06445872, -0.8979025, 1.928643, Inferred, -0.009232689, -0.9016045, 1.780207, Inferred, 0.207989, 0.1223048, 2.018459, Tracked, 0.2041401, -0.4449179, 1.757765, Tracked, 0.09207144, -0.396662, 1.744708, Tracked, 0.058394, -0.2018002, 1.724469, Tracked, 0.02559447, -0.315825, 1.777846, Tracked,
Kinect 2: 3.2467814, 0.1525135, -0.4050927, 1.901279, Tracked, 0.1876382, -0.1006844, 1.974285, Tracked, 0.2229478, 0.1943483, 2.035649, Tracked, 0.2936504, 0.2823969, 2.113531, Tracked, 0.1258429, 0.08300013, 1.859231, Tracked, 0.08578759, -0.1229063, 1.727049, Tracked, 0.1497206, -0.3107222, 1.732276, Tracked, 0.1577493, -0.378383, 1.765708, Tracked, 0.3264733, 0.01984325, 2.127056, Inferred, 0.3374451, -0.2446548, 2.155742, Inferred, 0.1444526, -0.2208587, 1.958029, Inferred, 0.02493256, -0.2639935, 1.830256, Inferred, 0.1057927, -0.3820007, 1.819034, Tracked, 0.1041406, -0.7456232, 1.734302, Tracked, 0.003141114, -1.072067, 1.694703, Inferred, 0.07293728, -1.114487, 1.598554, Inferred, 0.1958152, -0.4121981, 1.916299, Tracked, 0.2659649, -0.7074119, 1.961211, Tracked, 0.1179577, -1.048244, 1.957252, Inferred, 0.0939649, -0.9898193, 1.805961, Tracked, 0.2142517, 0.1219293, 2.022231, Tracked, 0.2096909, -0.4454653, 1.758473, Tracked, 0.1040079, -0.3963731, 1.7449, Tracked, 0.066486, -0.2043597, 1.730066, Tracked, 0.02747959, -0.3183199, 1.788488, Tracked,
Kinect 2: 3.2795001, 0.174805, -0.4102101, 1.915564, Tracked, 0.2099192, -0.1066772, 1.990152, Tracked, 0.2418741, 0.1880207, 2.050793, Tracked, 0.3013181, 0.2861621, 2.121581, Tracked, 0.1382461, 0.07897321, 1.868394, Tracked, 0.09473258, -0.1260198, 1.73332, Tracked, 0.1581617, -0.3140106, 1.737978, Tracked, 0.1657778, -0.3800873, 1.772801, Tracked, 0.3453159, 0.01357663, 2.142175, Inferred, 0.3561584, -0.2508377, 2.170873, Inferred, 0.1630726, -0.2270081, 1.973235, Inferred, 0.03728506, -0.2709258, 1.834388, Inferred, 0.1252952, -0.3873866, 1.830808, Tracked, 0.1057767, -0.7451895, 1.73728, Tracked, 0.02129778, -1.075299, 1.665236, Inferred, 0.09328552, -1.109374, 1.565349, Inferred, 0.219209, -0.4186592, 1.935503, Tracked, 0.3079764, -0.7337873, 2.008915, Inferred, 0.1245337, -1.049896, 1.963534, Inferred, 0.09781212, -0.9919007, 1.81258, Tracked, 0.2343422, 0.1154889, 2.037903, Tracked, 0.2206078, -0.4472754, 1.766013, Tracked, 0.1074624, -0.3983404, 1.753125, Tracked, 0.08010598, -0.2183238, 1.734884, Tracked, 0.03171998, -0.3270648, 1.801917, Tracked,
Kinect 2: 3.3121396, 0.1921181, -0.4140827, 1.930192, Tracked, 0.2231623, -0.1106239, 2.001832, Tracked, 0.2525386, 0.1837984, 2.060699, Tracked, 0.3152024, 0.2788111, 2.135208, Tracked, 0.1499278, 0.07466268, 1.879169, Tracked, 0.1020455, -0.1282452, 1.739381, Tracked, 0.1665586, -0.3159202, 1.742955, Tracked, 0.1742112, -0.3821933, 1.77718, Tracked, 0.3559329, 0.009393703, 2.152067, Inferred, 0.3667051, -0.2549663, 2.180771, Inferred, 0.1735852, -0.2311218, 1.983158, Inferred, 0.04627291, -0.2731605, 1.842216, Inferred, 0.1430972, -0.3929968, 1.84644, Tracked, 0.1069417, -0.7447828, 1.738475, Tracked, 0.007789843, -1.073472, 1.667483, Inferred, 0.07726607, -1.109832, 1.566517, Inferred, 0.2347245, -0.4211743, 1.949073, Tracked, 0.2872927, -0.7824973, 1.974563, Tracked, 0.2609895, -1.106729, 1.952938, Tracked, 0.1911131, -1.035587, 1.824882, Inferred, 0.2455096, 0.1113455, 2.048147, Tracked, 0.2303755, -0.4489676, 1.772517, Tracked, 0.116609, -0.4018175, 1.75619, Tracked, 0.09008237, -0.2255678, 1.737755, Tracked, 0.03189982, -0.3300417, 1.815046, Tracked,
Kinect 2: 3.3445772, 0.1996343, -0.4211389, 1.930422, Tracked, 0.23226, -0.1149727, 2.006719, Tracked, 0.2648962, 0.1820446, 2.072228, Tracked, 0.3591048, 0.2412417, 2.155854, Tracked, 0.1638608, 0.07108443, 1.890489, Tracked, 0.1118622, -0.1293036, 1.750468, Tracked, 0.1759233, -0.3173506, 1.750567, Tracked, 0.1832271, -0.3839045, 1.784825, Tracked, 0.3682369, 0.007674575, 2.163587, Inferred, 0.3789295, -0.2566479, 2.192303, Inferred, 0.1572219, -0.2355397, 2.02815, Inferred, 0.04152089, -0.258431, 1.872738, Inferred, 0.1520051, -0.3986672, 1.852627, Tracked, 0.1088691, -0.7461905, 1.740517, Tracked, 0.01258305, -1.077699, 1.666399, Inferred, 0.08267178, -1.113186, 1.565495, Inferred, 0.2427205, -0.4317038, 1.943113, Tracked, 0.2911502, -0.7917302, 1.977074, Tracked, 0.3753322, -1.102076, 2.009637, Tracked, 0.2868721, -1.045341, 1.887738, Tracked, 0.2569213, 0.1088425, 2.057736, Tracked, 0.2345687, -0.4502677, 1.776412, Tracked, 0.1288864, -0.405338, 1.758704, Tracked, 0.006300475, -0.3103999, 1.886568, Tracked, -0.001995461, -0.32952, 1.908, Tracked,
Kinect 2: 3.3805822, 0.2093924, -0.422703, 1.940865, Tracked, 0.2490783, -0.1208386, 2.023295, Tracked, 0.2869507, 0.1710194, 2.092872, Tracked, 0.372412, 0.2481129, 2.164746, Tracked, 0.1787153, 0.06662477, 1.906496, Tracked, 0.121396, -0.1340966, 1.763891, Tracked, 0.1856398, -0.3223024, 1.757982, Tracked, 0.1927368, -0.389153, 1.792964, Tracked, 0.390195, -0.003262416, 2.184199, Inferred, 0.4007461, -0.2674568, 2.212925, Inferred, 0.3813963, -0.4614844, 2.165435, Tracked, 0.3725277, -0.4633807, 2.176435, Inferred, 0.1587173, -0.3997808, 1.858829, Tracked, 0.1115668, -0.7467889, 1.742975, Tracked, 0.01908295, -1.077848, 1.665467, Inferred, 0.08923978, -1.112033, 1.563819, Inferred, 0.2539506, -0.4323972, 1.958716, Tracked, 0.2963622, -0.7954199, 1.981349, Tracked, 0.3701404, -1.15672, 1.988607, Inferred, 0.2837391, -1.084514, 1.873233, Inferred, 0.2778989, 0.09919546, 2.077694, Tracked, 0.2403032, -0.4565714, 1.781234, Tracked, 0.1369516, -0.4105262, 1.7686, Tracked, 0.3552579, -0.4774623, 2.157721, Tracked, 0.3625538, -0.457662, 2.191143, Tracked,
Kinect 2: 3.412676, 0.2202067, -0.4260848, 1.950297, Tracked, 0.2624509, -0.1265257, 2.035754, Tracked, 0.3021207, 0.163554, 2.108192, Tracked, 0.3742419, 0.2542183, 2.17535, Tracked, 0.1910027, 0.06199984, 1.919691, Tracked, 0.1305056, -0.1376087, 1.776383, Tracked, 0.1963415, -0.3252106, 1.7703, Tracked, 0.2035159, -0.392184, 1.800503, Tracked, 0.4052996, -0.010666, 2.199499, Inferred, 0.4157569, -0.2747728, 2.228234, Inferred, 0.4011013, -0.4720967, 2.204381, Tracked, 0.4033829, -0.4860436, 2.207745, Inferred, 0.1703255, -0.4044853, 1.870998, Tracked, 0.1184471, -0.7476275, 1.747649, Tracked, 0.02467531, -1.078506, 1.663973, Inferred, 0.09436414, -1.111654, 1.561287, Inferred, 0.2628565, -0.4341197, 1.96532, Tracked, 0.3051832, -0.7973155, 1.986784, Tracked, 0.3672027, -1.113459, 2.015012, Tracked, 0.2830207, -1.049951, 1.892738, Tracked, 0.2925957, 0.09216902, 2.092244, Tracked, 0.2552532, -0.4580899, 1.794289, Tracked, 0.1480676, -0.4122059, 1.770731, Tracked, 0.382533, -0.5159085, 2.19717, Tracked, 0.3863626, -0.4784946, 2.225353, Tracked,
Kinect 2: 3.4456963, 0.2435541, -0.4374869, 1.977631, Tracked, 0.2867805, -0.1377705, 2.061794, Tracked, 0.3270865, 0.153174, 2.132786, Tracked, 0.3988377, 0.2409997, 2.209401, Tracked, 0.2082052, 0.05803742, 1.939251, Tracked, 0.1421105, -0.1394842, 1.797309, Tracked, 0.2035958, -0.3284693, 1.778578, Tracked, 0.2112058, -0.3969682, 1.810052, Inferred, 0.4301605, -0.02095347, 2.224067, Inferred, 0.4404665, -0.2849345, 2.25282, Inferred, 0.4193636, -0.4817744, 2.230248, Tracked, 0.4355014, -0.4998742, 2.23596, Tracked, 0.1955289, -0.4136283, 1.90493, Tracked, 0.1259704, -0.7497864, 1.751706, Tracked, 0.03478344, -1.075502, 1.662805, Inferred, 0.1039272, -1.106908, 1.558593, Inferred, 0.2836916, -0.4467908, 1.986602, Tracked, 0.3178971, -0.8126493, 1.995343, Tracked, 0.2912381, -1.136749, 1.991213, Tracked, 0.221482, -1.061257, 1.865375, Inferred, 0.317459, 0.08151255, 2.117243, Tracked, 0.2565166, -0.463684, 1.792268, Tracked, 0.1530411, -0.4164944, 1.782833, Tracked, 0.4271663, -0.5346408, 2.219047, Tracked, 0.4036202, -0.4868794, 2.250467, Tracked,
Kinect 2: 3.4798054, 0.2439669, -0.4392269, 1.978444, Tracked, 0.2929123, -0.1419556, 2.068959, Tracked, 0.3459968, 0.1458355, 2.153905, Tracked, 0.439652, 0.2079019, 2.236043, Tracked, 0.219272, 0.05342558, 1.953211, Tracked, 0.1547441, -0.1464409, 1.817611, Tracked, 0.2113597, -0.3363817, 1.790635, Tracked, 0.2213457, -0.4046472, 1.819503, Inferred, 0.4489928, -0.02821998, 2.245169, Inferred, 0.4591907, -0.2921081, 2.273937, Inferred, 0.4485572, -0.4899586, 2.263118, Tracked, 0.4654263, -0.5150668, 2.26571, Tracked, 0.1959376, -0.4134372, 1.904343, Tracked, 0.1361415, -0.7524845, 1.758395, Tracked, 0.03921244, -1.076489, 1.663826, Inferred, 0.1072557, -1.107541, 1.558481, Inferred, 0.2839954, -0.4556383, 1.992314, Tracked, 0.3209807, -0.8213181, 1.998811, Tracked, 0.2969964, -1.145523, 1.996079, Inferred, 0.3902599, -1.190336, 1.916567, Inferred, 0.3325045, 0.07499018, 2.13413, Tracked, 0.2640739, -0.4711803, 1.798394, Tracked, 0.1667918, -0.4282568, 1.788043, Tracked, 0.4632998, -0.5607503, 2.248425, Tracked, 0.4293108, -0.5060927, 2.275555, Tracked,
Kinect 2: 3.5136844, 0.2492404, -0.4424808, 1.982731, Tracked, 0.311752, -0.1494062, 2.088503, Tracked, 0.3727835, 0.1360341, 2.184874, Tracked, 0.4483377, 0.2241856, 2.251973, Tracked, 0.2388783, 0.04490928, 1.976716, Tracked, 0.1669628, -0.1484496, 1.838472, Tracked, 0.2184485, -0.3387157, 1.801371, Tracked, 0.2288236, -0.406811, 1.829642, Inferred, 0.4756719, -0.03792171, 2.276118, Inferred, 0.4857228, -0.3016845, 2.304909, Inferred, 0.4769234, -0.5054994, 2.297904, Tracked, 0.4963774, -0.5319868, 2.297637, Tracked, 0.200886, -0.4132026, 1.905992, Tracked, 0.1462131, -0.7535174, 1.762935, Tracked, 0.05113464, -1.077571, 1.66469, Inferred, 0.1192158, -1.107678, 1.558986, Inferred, 0.2888752, -0.4609676, 1.99785, Tracked, 0.3261215, -0.8265243, 2.004254, Tracked, 0.2904914, -1.149793, 1.999504, Inferred, 0.3832638, -1.19693, 1.918945, Inferred, 0.3583722, 0.0655379, 2.163259, Tracked, 0.2651674, -0.4722896, 1.802369, Tracked, 0.1806172, -0.4386066, 1.795382, Tracked, 0.4998331, -0.5863885, 2.284378, Tracked, 0.442082, -0.5174946, 2.295381, Tracked,
Kinect 2: 3.546763, 0.2579792, -0.4478386, 1.989725, Tracked, 0.3280071, -0.1573384, 2.103449, Tracked, 0.3952287, 0.1252586, 2.206001, Tracked, 0.4744474, 0.2054195, 2.286309, Tracked, 0.2599112, 0.03816216, 2.003706, Tracked, 0.1795415, -0.1463651, 1.859054, Tracked, 0.2327479, -0.3359453, 1.820661, Tracked, 0.2430657, -0.4055162, 1.842979, Inferred, 0.4980294, -0.04861582, 2.297225, Inferred, 0.5079528, -0.3122635, 2.326035, Inferred, 0.5073851, -0.5320155, 2.332986, Tracked, 0.5345626, -0.5598161, 2.334249, Tracked, 0.2101116, -0.4159763, 1.914099, Tracked, 0.1578952, -0.7558305, 1.767466, Tracked, 0.05979668, -1.079016, 1.670222, Inferred, 0.1265857, -1.109168, 1.563533, Inferred, 0.296556, -0.4665456, 2.002125, Tracked, 0.3348576, -0.8312785, 2.012834, Tracked, 0.290791, -1.153676, 1.999846, Inferred, 0.3812232, -1.202238, 1.918433, Inferred, 0.3786912, 0.05574799, 2.182272, Tracked, 0.2825656, -0.4716339, 1.815682, Tracked, 0.1916978, -0.438171, 1.807115, Tracked, 0.5496305, -0.6163728, 2.338179, Tracked, 0.4654741, -0.5364243, 2.318462, Tracked,
Kinect 2: 3.5797267, 0.2707547, -0.4683316, 2.002849, Tracked, 0.3506017, -0.1746665, 2.12536, Tracked, 0.4298211, 0.1114734, 2.237946, Tracked, 0.507139, 0.1969495, 2.309535, Tracked, 0.2784583, 0.02729412, 2.023372, Tracked, 0.2042851, -0.1837945, 1.883645, Tracked, 0.2669747, -0.3680785, 1.833773, Tracked, 0.2726474, -0.4312558, 1.850841, Inferred, 0.5324916, -0.06228837, 2.329149, Inferred, 0.542224, -0.3257844, 2.357991, Inferred, 0.5269017, -0.548858, 2.364719, Tracked, 0.5623042, -0.5679583, 2.371125, Tracked, 0.2220187, -0.4358028, 1.932166, Tracked, 0.1675617, -0.7573488, 1.772787, Tracked, 0.0620157, -1.089736, 1.669107, Inferred, 0.1270043, -1.119489, 1.560884, Inferred, 0.3103801, -0.4861273, 2.01002, Tracked, 0.3469475, -0.8501852, 2.024036, Tracked, 0.2966194, -1.171545, 2.003698, Inferred, 0.379595, -1.221078, 1.917919, Inferred, 0.4105064, 0.0407088, 2.211917, Tracked, 0.2988622, -0.4998817, 1.829409, Tracked, 0.2192738, -0.455288, 1.80625, Tracked, 0.58593, -0.6297922, 2.382436, Tracked, 0.5071127, -0.5646012, 2.3518, Tracked,
Kinect 2: 3.6137925, 0.2710361, -0.5035533, 2.006393, Tracked, 0.3599222, -0.1909478, 2.134086, Tracked, 0.4465211, 0.1048888, 2.251172, Tracked, 0.5315716, 0.1807169, 2.329376, Tracked, 0.2946012, 0.01932827, 2.035768, Tracked, 0.212263, -0.1678346, 1.90166, Tracked, 0.2649047, -0.3549453, 1.849879, Tracked, 0.2697633, -0.4207127, 1.865105, Inferred, 0.5491304, -0.06882351, 2.342365, Inferred, 0.5587697, -0.3322511, 2.371225, Inferred, 0.5523517, -0.5629975, 2.402211, Tracked, 0.5851547, -0.5765598, 2.41047, Tracked, 0.2162543, -0.4843031, 1.964281, Tracked, 0.1761566, -0.7613233, 1.777784, Tracked, 0.04783091, -1.116105, 1.666723, Inferred, 0.1097334, -1.148509, 1.55785, Inferred, 0.3161687, -0.5161812, 1.989957, Tracked, 0.3574401, -0.8735763, 2.032443, Tracked, 0.2970219, -1.192952, 2.004584, Inferred, 0.3726307, -1.24526, 1.915944, Inferred, 0.4249247, 0.03207943, 2.223632, Tracked, 0.2974575, -0.4860438, 1.835779, Tracked, 0.2160611, -0.4474927, 1.823318, Tracked, 0.6281138, -0.6365266, 2.445919, Tracked, 0.5197396, -0.5821509, 2.386834, Tracked,
Kinect 2: 3.6457485, 0.2738484, -0.5051496, 2.012002, Tracked, 0.3794937, -0.202321, 2.153176, Tracked, 0.4873177, 0.08759222, 2.283146, Tracked, 0.5477754, 0.1873296, 2.341276, Tracked, 0.3200437, 0.01521192, 2.056817, Tracked, 0.223448, -0.1646226, 1.914615, Tracked, 0.2803559, -0.352376, 1.872927, Tracked, 0.2841938, -0.4159306, 1.884168, Inferred, 0.5897808, -0.08599803, 2.374318, Inferred, 0.5366728, -0.3483072, 2.401072, Inferred, 0.5626197, -0.566381, 2.425193, Tracked, 0.6000094, -0.5801687, 2.440074, Tracked, 0.2185034, -0.4833071, 1.967014, Tracked, 0.1825478, -0.765148, 1.782706, Tracked, 0.05940143, -1.119283, 1.672607, Inferred, 0.121369, -1.151137, 1.56358, Inferred, 0.3190578, -0.5173066, 1.995569, Tracked, 0.3828276, -0.8368441, 2.057014, Tracked, 0.2970474, -1.190138, 2.00198, Inferred, 0.3626256, -1.2286, 1.901412, Inferred, 0.4625771, 0.01522959, 2.254296, Tracked, 0.3117145, -0.4822902, 1.860617, Tracked, 0.2318019, -0.4382752, 1.839759, Tracked, 0.6560215, -0.6300021, 2.496424, Tracked, 0.5464708, -0.5971139, 2.418385, Tracked,
Kinect 2: 3.6799176, 0.2772843, -0.5131627, 2.014567, Tracked, 0.3907178, -0.2134793, 2.158772, Tracked, 0.5016075, 0.07807636, 2.29017, Tracked, 0.5761753, 0.1681589, 2.353106, Tracked, 0.3305099, -0.00326125, 2.065306, Tracked, 0.2359523, -0.1648967, 1.926854, Tracked, 0.290163, -0.35358, 1.886109, Tracked, 0.2910757, -0.4143162, 1.895925, Inferred, 0.6040191, -0.09546693, 2.38133, Inferred, 0.5427721, -0.3555988, 2.410826, Inferred, 0.571126, -0.571211, 2.453555, Tracked, 0.6165608, -0.5913869, 2.471736, Tracked, 0.2206021, -0.4883902, 1.970043, Tracked, 0.1894435, -0.7703013, 1.787392, Tracked, 0.0628814, -1.123248, 1.673415, Inferred, 0.1235816, -1.154501, 1.563163, Inferred, 0.3236836, -0.5240446, 1.996073, Tracked, 0.3826675, -0.8370854, 2.056855, Tracked, 0.2969656, -1.196406, 2.00095, Inferred, 0.361572, -1.234392, 1.899202, Inferred, 0.474262, 0.006497405, 2.259641, Tracked, 0.3181708, -0.4817055, 1.875558, Tracked, 0.3466398, -0.3993753, 1.933162, Tracked, 0.701808, -0.6187493, 2.495384, Tracked, 0.595332, -0.6234825, 2.456444, Tracked,
