Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0123102, -0.2320932, -0.3459127, 1.632538, Tracked, -0.2263097, -0.04206285, 1.720971, Tracked, -0.21883, 0.2497948, 1.795798, Tracked, -0.1750085, 0.353225, 1.867708, Tracked, -0.3403881, 0.1495108, 1.632644, Tracked, -0.4219038, -0.05284972, 1.512285, Tracked, -0.4264806, -0.2602834, 1.463349, Tracked, -0.4258339, -0.3352855, 1.469792, Tracked, -0.1072417, 0.05871755, 1.897248, Tracked, -0.08996411, -0.1552982, 1.91154, Tracked, -0.06863569, -0.3544486, 1.724211, Tracked, -0.07040272, -0.3997054, 1.670603, Tracked, -0.2784413, -0.3156801, 1.555774, Tracked, -0.3292541, -0.6228079, 1.464099, Tracked, -0.4218563, -0.9973181, 1.427315, Inferred, -0.3499489, -1.039848, 1.330937, Inferred, -0.1763981, -0.3629948, 1.645108, Tracked, -0.1615142, -0.6831632, 1.612851, Tracked, -0.1879165, -1.063188, 1.617209, Inferred, -0.1060858, -1.09928, 1.529517, Inferred, -0.2207585, 0.1782111, 1.779222, Tracked, -0.4253811, -0.4155672, 1.444242, Tracked, -0.4096283, -0.3868742, 1.395, Tracked, -0.07134437, -0.4516494, 1.629228, Tracked, -0.08495493, -0.3594795, 1.6429, Tracked,
Kinect 2: 2.1128556, -0.2188993, -0.3637508, 1.659203, Tracked, -0.2106676, -0.04812328, 1.727006, Tracked, -0.1980419, 0.253682, 1.784168, Tracked, -0.1665206, 0.3622756, 1.857729, Tracked, -0.3037927, 0.149076, 1.611691, Tracked, -0.3820324, -0.06505753, 1.490044, Tracked, -0.270961, -0.2320823, 1.465888, Tracked, -0.2874984, -0.3014968, 1.502583, Tracked, -0.09259111, 0.07821945, 1.87632, Inferred, -0.07748356, -0.1838193, 1.903866, Inferred, -0.06379046, -0.4054318, 1.742095, Tracked, -0.07171421, -0.6008165, 1.633741, Inferred, -0.2640857, -0.3375033, 1.58619, Tracked, -0.3141373, -0.6329466, 1.484962, Tracked, -0.4844421, -0.9897416, 1.411893, Inferred, -0.4268971, -1.038473, 1.306695, Inferred, -0.1652832, -0.3758754, 1.667728, Tracked, -0.1078063, -0.6914424, 1.638859, Tracked, -0.120431, -1.077334, 1.627751, Inferred, -0.03508583, -1.108503, 1.539021, Inferred, -0.2018568, 0.1795378, 1.772676, Tracked, -0.2820138, -0.3736498, 1.481948, Tracked, -0.3466731, -0.293119, 1.517187, Tracked, -0.06850246, -0.6701249, 1.595464, Tracked, -0.1045899, -0.5861539, 1.601849, Tracked,
Kinect 2: 2.1455492, -0.213691, -0.3673432, 1.666634, Tracked, -0.2031493, -0.05095699, 1.732087, Tracked, -0.1903832, 0.2526812, 1.785465, Tracked, -0.1602515, 0.3621613, 1.857776, Tracked, -0.2932286, 0.1483851, 1.612354, Tracked, -0.373821, -0.06822339, 1.491441, Tracked, -0.2613878, -0.2342381, 1.466537, Tracked, -0.2746964, -0.3058582, 1.506347, Tracked, -0.08494075, 0.07725491, 1.877606, Inferred, -0.07003921, -0.186215, 1.905596, Inferred, -0.05739645, -0.41047, 1.747659, Tracked, -0.06554398, -0.5967652, 1.648231, Inferred, -0.258792, -0.3412592, 1.593504, Tracked, -0.3110802, -0.6343518, 1.489262, Tracked, -0.4906566, -0.9865909, 1.409556, Inferred, -0.4345952, -1.035163, 1.30325, Inferred, -0.1604183, -0.3792096, 1.675261, Tracked, -0.09610587, -0.6957204, 1.653708, Tracked, -0.06552836, -1.076473, 1.674565, Inferred, 0.0253332, -1.10397, 1.591869, Inferred, -0.194076, 0.1781792, 1.774611, Tracked, -0.265402, -0.3781908, 1.482983, Tracked, -0.3351725, -0.3049478, 1.518489, Tracked, -0.0586746, -0.6694298, 1.616513, Tracked, -0.1006131, -0.5925311, 1.614069, Tracked,
Kinect 2: 2.1794055, -0.2089826, -0.3701862, 1.672128, Tracked, -0.195899, -0.05282853, 1.736623, Tracked, -0.1809117, 0.2524858, 1.78807, Tracked, -0.150005, 0.3627245, 1.861563, Tracked, -0.2830748, 0.1470848, 1.615413, Tracked, -0.3578919, -0.07569779, 1.496145, Tracked, -0.2465861, -0.2420715, 1.468568, Tracked, -0.2634353, -0.3147112, 1.510012, Tracked, -0.07549976, 0.07708769, 1.880194, Inferred, -0.06099304, -0.1873054, 1.908432, Inferred, -0.04992086, -0.4141849, 1.754415, Tracked, -0.05980192, -0.5960261, 1.66126, Inferred, -0.2541598, -0.3441866, 1.599591, Tracked, -0.3070571, -0.6339601, 1.49363, Tracked, -0.4894191, -0.98733, 1.411372, Inferred, -0.4334193, -1.035485, 1.304692, Inferred, -0.155849, -0.3819011, 1.680186, Tracked, -0.08811911, -0.6993855, 1.667145, Tracked, -0.07778018, -1.079851, 1.677586, Inferred, 0.01056192, -1.110039, 1.592872, Inferred, -0.185037, 0.1775702, 1.7776, Tracked, -0.2569454, -0.3867697, 1.484703, Tracked, -0.3238778, -0.3097861, 1.518756, Tracked, -0.05252391, -0.6628526, 1.63206, Tracked, -0.09333493, -0.5820151, 1.626915, Tracked,
Kinect 2: 2.2142744, -0.2026354, -0.3720233, 1.678709, Tracked, -0.1843654, -0.05550325, 1.745952, Tracked, -0.1642958, 0.2494362, 1.799473, Tracked, -0.1372757, 0.3649934, 1.872333, Tracked, -0.270426, 0.1466414, 1.623195, Tracked, -0.3440452, -0.06983642, 1.499544, Tracked, -0.2399393, -0.241002, 1.475582, Tracked, -0.2584261, -0.3136353, 1.517388, Tracked, -0.05896669, 0.07409669, 1.891549, Inferred, -0.04463332, -0.1910369, 1.9201, Inferred, -0.04119535, -0.4173979, 1.764961, Tracked, -0.05643644, -0.5989583, 1.675335, Inferred, -0.2471078, -0.3461041, 1.607605, Tracked, -0.3013539, -0.6330437, 1.499357, Tracked, -0.4904801, -0.9841024, 1.412994, Inferred, -0.4359934, -1.031936, 1.305108, Inferred, -0.1504278, -0.3836217, 1.685439, Tracked, -0.08383038, -0.7104102, 1.682721, Tracked, -0.07804406, -1.079692, 1.708438, Inferred, 0.01022896, -1.112694, 1.625739, Inferred, -0.1695831, 0.174627, 1.788381, Tracked, -0.2570849, -0.3840895, 1.493354, Tracked, -0.3211518, -0.2965603, 1.529982, Tracked, -0.05613798, -0.64033, 1.658765, Tracked, -0.08756712, -0.5699325, 1.642305, Tracked,
Kinect 2: 2.2452888, -0.194738, -0.3757069, 1.687673, Tracked, -0.1723525, -0.06007893, 1.756087, Tracked, -0.1487709, 0.2442628, 1.810292, Tracked, -0.115977, 0.3533302, 1.885903, Tracked, -0.2551345, 0.1434191, 1.635286, Tracked, -0.3306078, -0.06637231, 1.506507, Tracked, -0.2330597, -0.2412575, 1.482998, Tracked, -0.2514394, -0.3129317, 1.525272, Tracked, -0.04351825, 0.06897604, 1.902318, Inferred, -0.0294635, -0.1963411, 1.930877, Inferred, -0.03391812, -0.4219325, 1.774648, Tracked, -0.05446984, -0.6029983, 1.687894, Inferred, -0.2395968, -0.349553, 1.617126, Tracked, -0.2959041, -0.6330844, 1.503179, Tracked, -0.4758723, -0.9911738, 1.419219, Inferred, -0.4183086, -1.038138, 1.312608, Inferred, -0.1425449, -0.3874508, 1.693725, Tracked, -0.08208496, -0.7162541, 1.695505, Tracked, -0.07607531, -1.084299, 1.717447, Inferred, 0.01177585, -1.117008, 1.633866, Inferred, -0.1548297, 0.1695982, 1.799012, Tracked, -0.2508337, -0.3870099, 1.499464, Tracked, -0.3108357, -0.2977282, 1.536236, Tracked, -0.05762703, -0.6462807, 1.669797, Tracked, -0.08400518, -0.5622499, 1.656, Tracked,
Kinect 2: 2.2798676, -0.1872336, -0.3788769, 1.694739, Tracked, -0.1615963, -0.06370401, 1.765341, Tracked, -0.1351013, 0.2403643, 1.821933, Tracked, -0.09596941, 0.3442279, 1.901256, Tracked, -0.2427766, 0.1398415, 1.644928, Tracked, -0.3191784, -0.06345264, 1.516023, Tracked, -0.2282543, -0.2413533, 1.487967, Tracked, -0.2453317, -0.3123012, 1.533143, Tracked, -0.02991956, 0.0651245, 1.913917, Inferred, -0.01603155, -0.200226, 1.94248, Inferred, -0.02444617, -0.4270563, 1.788393, Tracked, -0.0477344, -0.6108242, 1.703875, Inferred, -0.2321405, -0.3520148, 1.625032, Tracked, -0.2890678, -0.6323379, 1.506576, Tracked, -0.4744893, -0.9889215, 1.419879, Inferred, -0.4182627, -1.036092, 1.312599, Inferred, -0.1352536, -0.3912647, 1.699981, Tracked, -0.08029635, -0.7192961, 1.710382, Tracked, -0.06799116, -1.087328, 1.733099, Inferred, 0.02039079, -1.119186, 1.649682, Inferred, -0.1418388, 0.1657583, 1.810013, Tracked, -0.2504765, -0.389172, 1.50688, Tracked, -0.3001757, -0.2894451, 1.545372, Tracked, -0.05342216, -0.6540714, 1.690334, Tracked, -0.07564403, -0.5699699, 1.6705, Tracked,
Kinect 2: 2.3124648, -0.1750191, -0.3861269, 1.706404, Tracked, -0.1451446, -0.07113338, 1.781032, Tracked, -0.1147458, 0.2330764, 1.842013, Tracked, -0.08086339, 0.3408588, 1.915587, Tracked, -0.2251402, 0.1344316, 1.662838, Tracked, -0.3071084, -0.07441219, 1.53179, Tracked, -0.210442, -0.2489376, 1.501412, Tracked, -0.2272319, -0.3209976, 1.543345, Tracked, -0.009674469, 0.0579175, 1.93393, Inferred, 0.004009986, -0.2073676, 1.962483, Inferred, -0.01124549, -0.4333331, 1.80769, Tracked, -0.04055562, -0.6186013, 1.720604, Inferred, -0.2200201, -0.3583901, 1.639752, Tracked, -0.279141, -0.6331826, 1.512946, Tracked, -0.4744059, -0.9857063, 1.42069, Inferred, -0.4209085, -1.032882, 1.31181, Inferred, -0.1233238, -0.3992328, 1.708915, Tracked, -0.0785833, -0.7238249, 1.72437, Tracked, -0.0810295, -1.095759, 1.746079, Inferred, 0.005502813, -1.130405, 1.662033, Inferred, -0.1224076, 0.1584027, 1.82896, Tracked, -0.2247994, -0.394269, 1.512984, Tracked, -0.2846838, -0.3151816, 1.55225, Tracked, -0.05216947, -0.6652151, 1.707724, Tracked, -0.06668309, -0.5767874, 1.686, Tracked,
Kinect 2: 2.3468058, -0.16288, -0.3942195, 1.716644, Tracked, -0.1327306, -0.07878852, 1.792406, Tracked, -0.1027707, 0.2259337, 1.854058, Tracked, -0.05384098, 0.3310869, 1.939902, Tracked, -0.2076306, 0.1316851, 1.681208, Tracked, -0.296347, -0.07500666, 1.544003, Tracked, -0.2014114, -0.2505944, 1.515512, Tracked, -0.2167898, -0.3257239, 1.556646, Inferred, 0.002236216, 0.05083237, 1.945929, Inferred, 0.01580868, -0.2143682, 1.974466, Inferred, -0.003438028, -0.439676, 1.819193, Tracked, -0.03354335, -0.622061, 1.734684, Inferred, -0.2078685, -0.3657759, 1.654054, Tracked, -0.2678391, -0.6351482, 1.519432, Tracked, -0.4683061, -0.9860294, 1.422033, Inferred, -0.4160556, -1.03298, 1.312353, Inferred, -0.1115796, -0.4078557, 1.715462, Tracked, -0.07657124, -0.7303836, 1.738659, Tracked, -0.08521551, -1.10441, 1.750635, Inferred, 0.0004615411, -1.138986, 1.665272, Inferred, -0.1102627, 0.151122, 1.840881, Tracked, -0.2143846, -0.3978537, 1.52659, Tracked, -0.274548, -0.3165497, 1.567688, Tracked, -0.0405047, -0.6717638, 1.725327, Tracked, -0.06143915, -0.5902206, 1.700639, Tracked,
Kinect 2: 2.3795718, -0.1512069, -0.4029992, 1.727426, Tracked, -0.1149449, -0.08696363, 1.808484, Tracked, -0.07749557, 0.2187477, 1.876842, Tracked, -0.0359608, 0.3218445, 1.954727, Tracked, -0.1902722, 0.1250401, 1.701091, Tracked, -0.2769994, -0.07578617, 1.568162, Tracked, -0.1909636, -0.2546631, 1.531392, Tracked, -0.206559, -0.3285235, 1.57286, Inferred, 0.02737908, 0.04373203, 1.968644, Inferred, 0.04072648, -0.2213546, 1.997167, Inferred, 0.01977688, -0.4470755, 1.842846, Inferred, -0.01812925, -0.6293266, 1.750607, Inferred, -0.1975608, -0.3735159, 1.668954, Tracked, -0.2529497, -0.6386463, 1.529702, Tracked, -0.4666551, -0.9814463, 1.419562, Inferred, -0.4182169, -1.025767, 1.306032, Inferred, -0.09893993, -0.4175802, 1.722241, Tracked, -0.07413553, -0.7363318, 1.750486, Tracked, -0.08765016, -1.113212, 1.763733, Inferred, -0.003482096, -1.148948, 1.677225, Inferred, -0.08696859, 0.1436342, 1.861858, Tracked, -0.2091557, -0.4022721, 1.54213, Tracked, -0.2640387, -0.3237817, 1.583341, Tracked, -0.02306141, -0.6721194, 1.737689, Tracked, -0.03915154, -0.5874453, 1.721278, Tracked,
Kinect 2: 2.4136664, -0.1302207, -0.4107821, 1.745924, Tracked, -0.0940455, -0.09525398, 1.829564, Tracked, -0.05916943, 0.2100546, 1.898449, Tracked, -0.01257008, 0.3109791, 1.975486, Tracked, -0.1731697, 0.1172785, 1.722776, Tracked, -0.2601952, -0.0789666, 1.589751, Tracked, -0.1820716, -0.2599646, 1.545262, Tracked, -0.1957206, -0.3284336, 1.590793, Tracked, 0.04560318, 0.03512686, 1.990192, Inferred, 0.05879422, -0.2298342, 2.018702, Inferred, 0.02206297, -0.4403071, 1.845851, Tracked, -0.0108058, -0.5746374, 1.76713, Inferred, -0.1797215, -0.3799407, 1.686149, Tracked, -0.2343008, -0.6388129, 1.541295, Tracked, -0.4567157, -0.9765088, 1.41887, Inferred, -0.4105749, -1.01842, 1.302662, Inferred, -0.07619506, -0.4263562, 1.740926, Tracked, -0.06801141, -0.7518706, 1.771265, Tracked, -0.09474589, -1.122388, 1.768452, Inferred, -0.01271642, -1.158394, 1.679257, Inferred, -0.06778209, 0.1350233, 1.883536, Tracked, -0.2008542, -0.4092685, 1.554452, Tracked, -0.2489543, -0.3275156, 1.597702, Tracked, -0.01409144, -0.6137117, 1.754553, Tracked, -0.03521483, -0.537705, 1.728615, Tracked,
Kinect 2: 2.4447079, -0.1167273, -0.4160365, 1.761968, Tracked, -0.07761516, -0.1014125, 1.846598, Tracked, -0.03870595, 0.2024913, 1.91752, Tracked, -0.004785824, 0.3115925, 1.983612, Tracked, -0.1585436, 0.111844, 1.740298, Tracked, -0.2422294, -0.08432262, 1.61516, Tracked, -0.1616165, -0.2648933, 1.575014, Tracked, -0.1509472, -0.3308648, 1.608227, Tracked, 0.06596116, 0.0276397, 2.009209, Inferred, 0.07897945, -0.237212, 2.037709, Inferred, 0.03693001, -0.443264, 1.860617, Inferred, -0.0005001743, -0.5799822, 1.784399, Inferred, -0.1657913, -0.38517, 1.705023, Tracked, -0.2144996, -0.6375049, 1.551888, Tracked, -0.4332427, -0.9792549, 1.421381, Inferred, -0.385605, -1.018557, 1.304281, Inferred, -0.06339084, -0.4316334, 1.754602, Tracked, -0.05959205, -0.7578914, 1.785756, Tracked, -0.1011419, -1.126455, 1.773832, Inferred, -0.02208169, -1.163821, 1.681981, Inferred, -0.04841777, 0.1278578, 1.901997, Tracked, -0.09272236, -0.3979177, 1.586214, Tracked, -0.2149797, -0.3544345, 1.597, Tracked, -0.007534341, -0.6223993, 1.771841, Tracked, -0.02481848, -0.5431371, 1.748161, Tracked,
Kinect 2: 2.4808489, -0.1041598, -0.4187936, 1.779159, Tracked, -0.06124433, -0.1044939, 1.863966, Tracked, -0.01906971, 0.199337, 1.934608, Tracked, 0.05405389, 0.2804056, 2.021696, Tracked, -0.1429133, 0.1080815, 1.758083, Tracked, -0.2246431, -0.08271924, 1.636946, Tracked, -0.1546825, -0.266339, 1.589962, Tracked, -0.1516887, -0.3309901, 1.625913, Tracked, 0.08549862, 0.02454023, 2.026259, Inferred, 0.09835497, -0.2402461, 2.054761, Inferred, 0.04298292, -0.4403796, 1.87429, Tracked, 0.0008056888, -0.5828311, 1.795682, Inferred, -0.1548835, -0.3875753, 1.722616, Tracked, -0.195733, -0.6373817, 1.55897, Tracked, -0.410084, -0.9783036, 1.42169, Inferred, -0.3611862, -1.015059, 1.303705, Inferred, -0.0497298, -0.4347649, 1.77106, Tracked, -0.05064231, -0.7695073, 1.797737, Tracked, -0.1038294, -1.129359, 1.784378, Inferred, -0.02739064, -1.168802, 1.69114, Inferred, -0.02950326, 0.1246864, 1.919216, Tracked, -0.1206144, -0.3993311, 1.588191, Tracked, -0.2149961, -0.345718, 1.624636, Tracked, -0.002711328, -0.6317556, 1.784461, Tracked, -0.02673617, -0.5507833, 1.759189, Tracked,
Kinect 2: 2.5141413, -0.08705142, -0.414281, 1.799783, Tracked, -0.04363097, -0.1026354, 1.882058, Tracked, -0.001264785, 0.198885, 1.950619, Tracked, 0.06175594, 0.2891633, 2.030113, Tracked, -0.1253458, 0.1063901, 1.775316, Tracked, -0.2053385, -0.08300136, 1.660097, Tracked, -0.1453587, -0.2692463, 1.60941, Tracked, -0.1293579, -0.3353594, 1.645484, Tracked, 0.1032144, 0.02413057, 2.042243, Inferred, 0.1159265, -0.2406167, 2.070753, Inferred, 0.05505622, -0.440423, 1.891663, Inferred, 0.008670579, -0.5862002, 1.809881, Inferred, -0.1396871, -0.3858782, 1.737986, Tracked, -0.1748812, -0.6360182, 1.564965, Tracked, -0.3693483, -0.982101, 1.419019, Inferred, -0.3147743, -1.014865, 1.301855, Inferred, -0.03120455, -0.4271593, 1.797811, Tracked, -0.04351446, -0.7738259, 1.806798, Tracked, -0.0985801, -1.12465, 1.788468, Inferred, -0.02298655, -1.163828, 1.694027, Inferred, -0.01173095, 0.1247797, 1.935698, Tracked, -0.07537628, -0.401005, 1.614753, Tracked, -0.1941078, -0.3583104, 1.634862, Tracked, -0.009454661, -0.6262069, 1.791846, Tracked, -0.01587439, -0.5434476, 1.774435, Tracked,
Kinect 2: 2.5455291, -0.0758063, -0.4142053, 1.812717, Tracked, -0.02747225, -0.1041156, 1.897811, Tracked, 0.02028813, 0.195484, 1.969345, Tracked, 0.08286119, 0.2870966, 2.046765, Tracked, -0.1051556, 0.1049373, 1.794696, Tracked, -0.1961544, -0.08385019, 1.671766, Tracked, -0.1303286, -0.2700556, 1.63135, Tracked, -0.1167599, -0.3369254, 1.660863, Tracked, 0.1246616, 0.02078879, 2.060932, Inferred, 0.1372021, -0.2438888, 2.089447, Inferred, 0.07542874, -0.4449305, 1.91216, Inferred, 0.02480674, -0.591982, 1.828753, Inferred, -0.128072, -0.3863471, 1.750328, Tracked, -0.1564882, -0.6376874, 1.568701, Tracked, -0.314442, -0.9962521, 1.41787, Inferred, -0.2521746, -1.024614, 1.303494, Inferred, -0.02114144, -0.4269848, 1.810356, Tracked, -0.02645437, -0.7711316, 1.819948, Tracked, -0.1037778, -1.120544, 1.785299, Inferred, -0.03221135, -1.160526, 1.68719, Inferred, 0.008456059, 0.1218817, 1.953678, Tracked, -0.06035605, -0.399743, 1.630316, Tracked, -0.1804393, -0.3607004, 1.644645, Tracked, 0.01160355, -0.6301725, 1.811827, Tracked, 0.003799375, -0.5497346, 1.793259, Tracked,
Kinect 2: 2.5807987, -0.05298236, -0.4164106, 1.835713, Tracked, -0.006925751, -0.1070257, 1.914818, Tracked, 0.03766711, 0.1924861, 1.980842, Tracked, 0.1034915, 0.2812673, 2.059715, Tracked, -0.08993354, 0.1026105, 1.808294, Tracked, -0.1837688, -0.08648075, 1.687163, Tracked, -0.1165804, -0.2735845, 1.657942, Tracked, -0.1158942, -0.330249, 1.674607, Tracked, 0.1419603, 0.01783043, 2.0724, Inferred, 0.1543632, -0.2467966, 2.10092, Inferred, 0.09193879, -0.4477485, 1.923775, Inferred, 0.0394828, -0.593278, 1.843235, Inferred, -0.105338, -0.3893438, 1.774994, Tracked, -0.1349259, -0.6469505, 1.573666, Tracked, -0.2788626, -0.9985813, 1.433553, Inferred, -0.2153045, -1.026488, 1.320034, Inferred, 0.001200568, -0.428727, 1.83173, Tracked, 0.01394377, -0.7291936, 1.853679, Tracked, -0.1156601, -1.097191, 1.768417, Inferred, -0.05392232, -1.133666, 1.659032, Inferred, 0.02669108, 0.1188538, 1.966492, Tracked, -0.09042156, -0.3970365, 1.630373, Tracked, -0.1800616, -0.3446808, 1.670259, Tracked, 0.02341196, -0.6302975, 1.825825, Tracked, 0.01917886, -0.5512188, 1.804941, Tracked,
Kinect 2: 2.612509, -0.04523326, -0.4182838, 1.843803, Tracked, 0.003556832, -0.1093248, 1.923355, Tracked, 0.05103686, 0.1897751, 1.98937, Tracked, 0.1175008, 0.2785103, 2.06745, Tracked, -0.07963838, 0.1001814, 1.818206, Tracked, -0.174605, -0.08499121, 1.695597, Tracked, -0.1042731, -0.2704898, 1.661859, Tracked, -0.100594, -0.3362621, 1.681427, Tracked, 0.1552691, 0.01515033, 2.080906, Inferred, 0.1675669, -0.2494352, 2.109429, Inferred, 0.1050984, -0.4505349, 1.93238, Inferred, 0.05012199, -0.5965395, 1.852913, Inferred, -0.09819936, -0.3908335, 1.783099, Tracked, -0.1124761, -0.6525727, 1.579929, Tracked, -0.2198881, -1.022857, 1.471564, Inferred, -0.1520342, -1.052812, 1.363015, Inferred, 0.009243908, -0.4309921, 1.839687, Tracked, 0.01979132, -0.7270326, 1.855804, Tracked, -0.0924538, -1.106555, 1.77215, Inferred, -0.02825598, -1.140823, 1.663561, Inferred, 0.03935138, 0.1162368, 1.975084, Tracked, -0.05319721, -0.3989835, 1.64027, Tracked, -0.1707438, -0.3538827, 1.674158, Tracked, 0.03738806, -0.6345423, 1.83694, Tracked, 0.03177626, -0.5524552, 1.813063, Tracked,
Kinect 2: 2.6451934, -0.03901702, -0.4198918, 1.8482, Tracked, 0.01470498, -0.1115348, 1.930781, Tracked, 0.06792163, 0.1869947, 2.000356, Tracked, 0.1371363, 0.2735546, 2.080987, Tracked, -0.06453981, 0.09711078, 1.829489, Tracked, -0.1676096, -0.08646658, 1.702373, Tracked, -0.09788206, -0.2715798, 1.66438, Tracked, -0.08858013, -0.3377225, 1.686573, Tracked, 0.1720772, 0.0124073, 2.091867, Inferred, 0.184244, -0.2521313, 2.120397, Inferred, 0.1216633, -0.4532306, 1.9434, Inferred, 0.06145952, -0.5993453, 1.862685, Inferred, -0.09163522, -0.3918503, 1.788794, Tracked, -0.08999063, -0.6579716, 1.59337, Tracked, -0.2157011, -1.022785, 1.484128, Inferred, -0.1516169, -1.054601, 1.373793, Inferred, 0.01500294, -0.4331234, 1.842956, Tracked, 0.03302547, -0.7254627, 1.862047, Tracked, -0.06873105, -1.109941, 1.776381, Inferred, -0.003404297, -1.142507, 1.667908, Inferred, 0.05475252, 0.1135896, 1.985135, Tracked, -0.04098512, -0.4000821, 1.645231, Tracked, -0.1572679, -0.3569179, 1.677886, Tracked, 0.0524932, -0.63757, 1.846955, Tracked, 0.04658522, -0.5609279, 1.824471, Tracked,
Kinect 2: 2.6797792, -0.02595652, -0.421066, 1.859201, Tracked, 0.02768295, -0.1128785, 1.939977, Tracked, 0.07938878, 0.1856406, 2.007136, Tracked, 0.146627, 0.2733625, 2.086875, Tracked, -0.05059617, 0.09721231, 1.840678, Tracked, -0.1564432, -0.08479805, 1.712408, Tracked, -0.08149755, -0.2686929, 1.680739, Tracked, -0.06193157, -0.3336426, 1.695482, Tracked, 0.1834932, 0.01107517, 2.098632, Inferred, 0.1955716, -0.2534373, 2.127168, Inferred, 0.001402688, -0.2717049, 1.931162, Tracked, -0.1692272, -0.344283, 1.729781, Inferred, -0.0806402, -0.3914764, 1.795711, Tracked, -0.06358426, -0.6698575, 1.617061, Tracked, -0.1894446, -1.034221, 1.518844, Inferred, -0.1263144, -1.067868, 1.409099, Inferred, 0.02986089, -0.4363808, 1.858904, Tracked, 0.06678516, -0.7108784, 1.907648, Tracked, -0.03344759, -1.093912, 1.795133, Inferred, 0.03121907, -1.121296, 1.68325, Inferred, 0.0667084, 0.1122224, 1.992552, Tracked, 0.002615497, -0.3949106, 1.663749, Tracked, -0.1297814, -0.3627544, 1.672407, Tracked, -0.1840206, -0.4020143, 1.709078, Tracked, -0.2251101, -0.3183234, 1.7715, Tracked,
Kinect 2: 2.7137498, -0.01758421, -0.4197011, 1.865926, Tracked, 0.03914176, -0.1135417, 1.947143, Tracked, 0.09464926, 0.1824619, 2.014889, Tracked, 0.1634081, 0.2701268, 2.092233, Tracked, -0.04045519, 0.09693252, 1.847853, Tracked, -0.1449436, -0.08471918, 1.721015, Tracked, -0.06686895, -0.2665392, 1.683589, Tracked, -0.04690631, -0.3313252, 1.703023, Inferred, 0.1986872, 0.007927346, 2.106364, Inferred, 0.2106477, -0.2565416, 2.134905, Inferred, 0.01538135, -0.2743517, 1.939952, Tracked, -0.1623475, -0.3518235, 1.734647, Inferred, -0.07148945, -0.3891786, 1.802885, Tracked, -0.04483269, -0.6821862, 1.63281, Tracked, -0.1331484, -1.051579, 1.552916, Inferred, -0.06506342, -1.083291, 1.446447, Inferred, 0.03680923, -0.435784, 1.864481, Tracked, 0.08968429, -0.6937264, 1.894866, Tracked, -0.02726563, -1.104381, 1.763907, Inferred, 0.02155593, -1.094403, 1.633805, Inferred, 0.08097263, 0.1097198, 2.000167, Tracked, 0.0145893, -0.3937444, 1.673243, Tracked, -0.1108376, -0.3604378, 1.676938, Tracked, -0.1789114, -0.4136765, 1.713033, Tracked, -0.2158699, -0.3207379, 1.781303, Tracked,
