Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0234844, -0.07258292, -0.5027341, 1.968019, Tracked, 0.01799328, -0.1809165, 2.027204, Tracked, 0.1073459, 0.1292947, 2.064356, Tracked, 0.1986206, 0.2287243, 2.111367, Tracked, -0.04448989, 0.05323993, 1.948974, Tracked, -0.2135895, -0.07783107, 1.835529, Tracked, -0.1494299, -0.2494291, 1.776315, Tracked, -0.1269422, -0.3052425, 1.801253, Tracked, 0.2128081, -0.08686656, 2.187226, Tracked, 0.182487, -0.2833699, 2.19828, Tracked, 0.1581152, -0.4080216, 2.048338, Tracked, 0.1587701, -0.4158933, 2.014984, Tracked, -0.1295659, -0.4575226, 1.880245, Tracked, -0.176596, -0.7570778, 1.749775, Tracked, -0.3139158, -1.113086, 1.76475, Inferred, -0.2616957, -1.164554, 1.660437, Inferred, -0.01301297, -0.5276217, 1.976655, Tracked, -0.004855629, -0.7947303, 1.902956, Tracked, -0.1690422, -1.197646, 1.849471, Inferred, -0.13407, -1.220891, 1.736048, Inferred, 0.08500069, 0.05303351, 2.058426, Tracked, -0.1172661, -0.3798528, 1.780969, Tracked, -0.1556381, -0.2693831, 1.75337, Tracked, 0.1369508, -0.4462357, 1.976349, Tracked, 0.1242423, -0.4013369, 1.963632, Tracked,
Kinect 2: 2.989012, 0.3639544, -0.4221032, 1.497304, Tracked, 0.4967059, -0.0831313, 1.570818, Tracked, 0.620304, 0.2384021, 1.626973, Tracked, 0.7287555, 0.3252829, 1.675368, Tracked, 0.429253, 0.1532854, 1.504839, Tracked, 0.2625594, 0.00836911, 1.404943, Tracked, 0.3031391, -0.2035605, 1.339121, Tracked, 0.3112569, -0.267177, 1.364856, Tracked, 0.6837136, 0.000456255, 1.698327, Inferred, 0.6373868, -0.2539452, 1.668375, Tracked, 0.5263184, -0.3876018, 1.469581, Tracked, 0.5250878, -0.4330055, 1.452332, Inferred, 0.2931826, -0.3780772, 1.43102, Tracked, 0.1934026, -0.6364156, 1.334332, Tracked, 0.05614011, -1.030684, 1.240543, Inferred, 0.1001546, -1.055337, 1.121282, Inferred, 0.4164785, -0.4446737, 1.487968, Tracked, 0.4171281, -0.7134681, 1.434591, Tracked, 0.4331601, -1.148989, 1.404947, Inferred, 0.4863633, -1.163673, 1.296278, Inferred, 0.590753, 0.1600054, 1.615371, Tracked, 0.3200381, -0.3324745, 1.340351, Tracked, 0.3703616, -0.2546593, 1.369995, Tracked, 0.5194827, -0.4955585, 1.419904, Tracked, 0.5016477, -0.4799197, 1.401191, Tracked,
Kinect 2: 3.0238516, 0.3639865, -0.4222161, 1.497157, Tracked, 0.496746, -0.08324304, 1.570594, Tracked, 0.6202378, 0.238376, 1.626783, Tracked, 0.7287211, 0.325223, 1.675398, Tracked, 0.4289598, 0.153135, 1.50475, Tracked, 0.2626232, 0.008570515, 1.404703, Tracked, 0.3032739, -0.2033468, 1.339084, Tracked, 0.3115712, -0.2643727, 1.362358, Tracked, 0.6836471, 0.0004301085, 1.698135, Inferred, 0.6373954, -0.2539916, 1.668369, Tracked, 0.5379883, -0.412412, 1.482782, Tracked, 0.4922308, -0.4630006, 1.419725, Tracked, 0.2931601, -0.3781429, 1.430994, Tracked, 0.1925448, -0.6303893, 1.32757, Tracked, 0.05069027, -1.025029, 1.221339, Inferred, 0.09451434, -1.048068, 1.101244, Inferred, 0.4165966, -0.4448544, 1.487583, Tracked, 0.4156283, -0.7133105, 1.423857, Tracked, 0.4290501, -1.148257, 1.377719, Inferred, 0.4816344, -1.161275, 1.268269, Inferred, 0.5907189, 0.1599618, 1.615176, Tracked, 0.3229591, -0.3255053, 1.338372, Tracked, 0.3712488, -0.2408925, 1.370531, Tracked, 0.4705976, -0.518994, 1.389547, Tracked, 0.4595802, -0.4283997, 1.393417, Tracked,
Kinect 2: 3.0568809, 0.3640129, -0.422312, 1.497095, Tracked, 0.4968037, -0.08339426, 1.570566, Tracked, 0.6202373, 0.2382381, 1.626844, Tracked, 0.72864, 0.3251709, 1.67547, Tracked, 0.4290762, 0.1531846, 1.504694, Tracked, 0.2626951, 0.008610917, 1.404249, Tracked, 0.3031481, -0.2032439, 1.339058, Tracked, 0.3117152, -0.263896, 1.362349, Tracked, 0.6836464, 0.0002945218, 1.698195, Inferred, 0.6375585, -0.2541991, 1.669569, Tracked, 0.5334355, -0.4011483, 1.476857, Tracked, 0.5393091, -0.4519212, 1.463147, Inferred, 0.2931733, -0.3782171, 1.43086, Tracked, 0.192526, -0.6302668, 1.327001, Tracked, 0.05055511, -1.024796, 1.220051, Inferred, 0.09441537, -1.047746, 1.099942, Inferred, 0.4166205, -0.4449909, 1.487582, Tracked, 0.4157158, -0.713514, 1.425178, Tracked, 0.4292491, -1.148576, 1.381145, Inferred, 0.4819334, -1.161819, 1.271811, Inferred, 0.5907368, 0.1598274, 1.615212, Tracked, 0.318982, -0.324137, 1.337855, Tracked, 0.3706412, -0.2586227, 1.368377, Tracked, 0.547621, -0.5110054, 1.44509, Tracked, 0.5121862, -0.4397143, 1.4182, Tracked,
Kinect 2: 3.0897966, 0.3640974, -0.4222303, 1.497349, Tracked, 0.4969073, -0.08340944, 1.5707, Tracked, 0.620284, 0.2382012, 1.62694, Tracked, 0.7288426, 0.3249564, 1.675536, Tracked, 0.4297587, 0.1530714, 1.505558, Tracked, 0.2628497, 0.008903858, 1.405139, Tracked, 0.3016203, -0.2007981, 1.342011, Tracked, 0.3087409, -0.2638396, 1.369509, Tracked, 0.6836925, 0.0002590689, 1.69829, Inferred, 0.6378378, -0.2542998, 1.670457, Tracked, 0.5319208, -0.3980016, 1.476184, Tracked, 0.5340239, -0.450569, 1.461508, Inferred, 0.293204, -0.3779594, 1.431021, Tracked, 0.1925459, -0.6283461, 1.329054, Tracked, 0.04899761, -1.024819, 1.223986, Inferred, 0.09269242, -1.048142, 1.103908, Inferred, 0.4167761, -0.4451244, 1.4881, Tracked, 0.4167795, -0.7138125, 1.43033, Tracked, 0.4317724, -1.149159, 1.393681, Inferred, 0.4846759, -1.163113, 1.284641, Inferred, 0.5908006, 0.1597944, 1.615316, Tracked, 0.3144637, -0.3310113, 1.344249, Tracked, 0.36778, -0.2513551, 1.373993, Tracked, 0.5386605, -0.5108601, 1.438602, Tracked, 0.517002, -0.496116, 1.4136, Tracked,
Kinect 2: 3.1247235, 0.3643637, -0.422108, 1.498203, Tracked, 0.4971375, -0.08359471, 1.571219, Tracked, 0.6203789, 0.2378491, 1.627343, Tracked, 0.7286625, 0.3248976, 1.675621, Tracked, 0.4304177, 0.153575, 1.507648, Tracked, 0.2632926, 0.009177587, 1.406366, Tracked, 0.2923938, -0.1729912, 1.350286, Tracked, 0.3010329, -0.224489, 1.376451, Tracked, 0.6837863, -8.742812E-05, 1.69869, Inferred, 0.6377974, -0.2546588, 1.671947, Tracked, 0.5314114, -0.3968551, 1.476782, Tracked, 0.5307954, -0.4409066, 1.459603, Inferred, 0.2934513, -0.3775371, 1.431927, Tracked, 0.1951876, -0.633878, 1.338669, Tracked, 0.05791021, -1.031988, 1.24874, Inferred, 0.1016758, -1.057149, 1.129547, Inferred, 0.4170211, -0.445289, 1.488957, Tracked, 0.4176098, -0.7141186, 1.443006, Tracked, 0.4336182, -1.149751, 1.425175, Inferred, 0.4869368, -1.165719, 1.31681, Inferred, 0.5909346, 0.1594851, 1.615737, Tracked, 0.3023191, -0.2881504, 1.352254, Tracked, 0.3594329, -0.2228035, 1.379652, Tracked, 0.5365223, -0.5141827, 1.4464, Tracked, 0.5065525, -0.4305063, 1.418182, Tracked,
Kinect 2: 3.1569831, 0.3644614, -0.4219653, 1.498374, Tracked, 0.4972963, -0.08361696, 1.571411, Tracked, 0.6205395, 0.2376695, 1.627649, Tracked, 0.7287454, 0.3247965, 1.675692, Tracked, 0.4313129, 0.1536289, 1.510969, Tracked, 0.2632324, 0.009594374, 1.407032, Tracked, 0.3017651, -0.2124545, 1.348365, Tracked, 0.3056228, -0.2754733, 1.365375, Tracked, 0.6839458, -0.0002633346, 1.698994, Inferred, 0.6382005, -0.2549011, 1.673324, Tracked, 0.529911, -0.3932245, 1.476326, Tracked, 0.530129, -0.4295367, 1.461764, Inferred, 0.2933586, -0.3773641, 1.43377, Tracked, 0.1947963, -0.6338391, 1.336426, Tracked, 0.05773785, -1.029984, 1.240674, Inferred, 0.1011787, -1.054027, 1.12079, Inferred, 0.4173887, -0.4448949, 1.488376, Tracked, 0.4167267, -0.7138004, 1.440341, Tracked, 0.4307809, -1.149526, 1.419181, Inferred, 0.4835687, -1.16514, 1.310268, Inferred, 0.5911017, 0.1593499, 1.616009, Tracked, 0.3223984, -0.3288259, 1.342587, Tracked, 0.3646857, -0.2510879, 1.381708, Tracked, 0.535561, -0.5076281, 1.443843, Tracked, 0.5058005, -0.4318774, 1.416874, Tracked,
Kinect 2: 3.1901053, 0.3644041, -0.421979, 1.4984, Tracked, 0.4972841, -0.08366291, 1.571436, Tracked, 0.6205255, 0.2375885, 1.627703, Tracked, 0.7286804, 0.3247687, 1.675728, Tracked, 0.4313854, 0.1535984, 1.511374, Tracked, 0.2633056, 0.01013768, 1.407619, Tracked, 0.3017261, -0.2121413, 1.348366, Tracked, 0.3074721, -0.2737748, 1.36811, Tracked, 0.6839317, -0.0003430956, 1.699048, Inferred, 0.6381944, -0.2549793, 1.673316, Tracked, 0.5298973, -0.3932318, 1.476271, Tracked, 0.5371575, -0.4401453, 1.462878, Inferred, 0.2932689, -0.3773824, 1.433804, Tracked, 0.1947371, -0.63422, 1.336083, Tracked, 0.05802941, -1.029982, 1.239952, Inferred, 0.1014518, -1.053917, 1.120015, Inferred, 0.4173371, -0.4449155, 1.488367, Tracked, 0.4162291, -0.7138304, 1.438141, Tracked, 0.4295659, -1.149559, 1.413488, Inferred, 0.4821798, -1.164808, 1.304355, Inferred, 0.5910912, 0.1592783, 1.616054, Tracked, 0.3228479, -0.3272583, 1.34549, Tracked, 0.3699544, -0.2497834, 1.37894, Tracked, 0.5472686, -0.5086137, 1.448558, Tracked, 0.5060058, -0.4459417, 1.413462, Tracked,
Kinect 2: 3.2235966, 0.3642192, -0.422161, 1.498289, Tracked, 0.4971851, -0.08383289, 1.571385, Tracked, 0.6204201, 0.2374488, 1.627717, Tracked, 0.7285417, 0.3246599, 1.675798, Tracked, 0.4310461, 0.1537408, 1.510836, Tracked, 0.26315, 0.009952517, 1.407279, Tracked, 0.2931665, -0.1694708, 1.3416, Tracked, 0.3010474, -0.2223828, 1.370605, Tracked, 0.6838267, -0.0004816178, 1.69906, Inferred, 0.6380987, -0.2551153, 1.673246, Inferred, 0.5296021, -0.3927948, 1.475894, Tracked, 0.5290237, -0.4320578, 1.45875, Tracked, 0.2930059, -0.3775778, 1.43345, Tracked, 0.1946103, -0.6344295, 1.335087, Tracked, 0.05816942, -1.029995, 1.238025, Inferred, 0.1016943, -1.053799, 1.118103, Inferred, 0.4171267, -0.4451596, 1.48834, Tracked, 0.4158058, -0.7140473, 1.435849, Tracked, 0.4287835, -1.149731, 1.40759, Inferred, 0.4813366, -1.164601, 1.298341, Inferred, 0.5909939, 0.1591341, 1.616052, Tracked, 0.3004995, -0.2913579, 1.344612, Tracked, 0.3603646, -0.2404744, 1.366629, Tracked, 0.5335172, -0.5092107, 1.42977, Tracked, 0.5048413, -0.4352418, 1.411857, Tracked,
Kinect 2: 3.257805, 0.3635926, -0.4214931, 1.497161, Tracked, 0.4968789, -0.08381539, 1.570924, Tracked, 0.6201252, 0.2371709, 1.627557, Tracked, 0.7282827, 0.3243316, 1.675853, Tracked, 0.430047, 0.1528122, 1.507699, Tracked, 0.2632104, 0.009692659, 1.404294, Tracked, 0.302074, -0.2030415, 1.334699, Tracked, 0.3104445, -0.2642025, 1.357699, Inferred, 0.6835328, -0.0007588001, 1.698899, Inferred, 0.637798, -0.2553846, 1.672935, Inferred, 0.5394239, -0.4109908, 1.484334, Tracked, 0.4925124, -0.4596561, 1.417962, Tracked, 0.2921894, -0.3755797, 1.430987, Tracked, 0.1797327, -0.6150838, 1.305304, Tracked, -0.07955417, -0.9424725, 1.426482, Inferred, -0.08855298, -1.022735, 1.349438, Inferred, 0.4165862, -0.4451876, 1.487791, Tracked, 0.4111516, -0.7124044, 1.408311, Tracked, 0.4174521, -1.14535, 1.337037, Inferred, 0.4689555, -1.155997, 1.226314, Inferred, 0.5907238, 0.1589364, 1.61584, Tracked, 0.3171272, -0.3276714, 1.333328, Tracked, 0.3715933, -0.2608005, 1.363075, Tracked, 0.4719572, -0.5133598, 1.386274, Tracked, 0.4675993, -0.4188892, 1.39145, Tracked,
Kinect 2: 3.2898559, 0.363622, -0.4222966, 1.496134, Tracked, 0.496706, -0.08405405, 1.570551, Tracked, 0.6197406, 0.2371866, 1.627507, Tracked, 0.7279686, 0.3242612, 1.676199, Tracked, 0.4287978, 0.1531183, 1.505814, Tracked, 0.2630107, 0.00946457, 1.403203, Tracked, 0.3021437, -0.2031738, 1.334644, Tracked, 0.3107128, -0.2651798, 1.359329, Inferred, 0.6831497, -0.0007435627, 1.698848, Inferred, 0.6378511, -0.2554407, 1.673085, Tracked, 0.5273094, -0.3860913, 1.471939, Tracked, 0.5278745, -0.4262812, 1.454524, Tracked, 0.2923658, -0.3769611, 1.429224, Tracked, 0.1906724, -0.6244332, 1.307613, Tracked, 0.0472297, -1.011138, 1.173404, Inferred, 0.09130185, -1.030072, 1.051839, Inferred, 0.4165009, -0.4456695, 1.487258, Tracked, 0.4071952, -0.7124478, 1.403801, Tracked, 0.4074096, -1.144706, 1.326154, Inferred, 0.4587916, -1.15503, 1.215216, Inferred, 0.5904288, 0.1588984, 1.615728, Tracked, 0.3166682, -0.3314839, 1.336696, Tracked, 0.370131, -0.2606978, 1.364043, Tracked, 0.5289811, -0.4964397, 1.42793, Tracked, 0.5077356, -0.4762986, 1.403571, Tracked,
Kinect 2: 3.3238878, 0.3635804, -0.422396, 1.496125, Tracked, 0.4965699, -0.0841497, 1.570559, Tracked, 0.6193133, 0.2371184, 1.627642, Tracked, 0.7276137, 0.3240959, 1.676492, Tracked, 0.4286171, 0.1532025, 1.505806, Tracked, 0.2628981, 0.0095107, 1.403136, Tracked, 0.2941284, -0.1702916, 1.339485, Tracked, 0.3027288, -0.2211798, 1.368763, Tracked, 0.6827245, -0.0008110824, 1.698982, Inferred, 0.6378092, -0.2555665, 1.673321, Tracked, 0.5273292, -0.386089, 1.472055, Tracked, 0.5250845, -0.4252074, 1.455069, Inferred, 0.2923488, -0.3771198, 1.429038, Tracked, 0.1931396, -0.629539, 1.317328, Tracked, 0.05452501, -1.020923, 1.199222, Inferred, 0.09885097, -1.041951, 1.07867, Inferred, 0.4163602, -0.4458694, 1.487458, Tracked, 0.4105699, -0.7137203, 1.414069, Tracked, 0.4163623, -1.147707, 1.352496, Inferred, 0.4684148, -1.15942, 1.242312, Inferred, 0.590095, 0.1588161, 1.615817, Tracked, 0.3011872, -0.288073, 1.343661, Tracked, 0.3607828, -0.2441714, 1.364039, Tracked, 0.5242022, -0.4951893, 1.42384, Tracked, 0.5082229, -0.4754795, 1.402826, Tracked,
Kinect 2: 3.356675, 0.3636272, -0.422622, 1.495829, Tracked, 0.4965378, -0.08422033, 1.570556, Tracked, 0.6190503, 0.2370515, 1.628059, Tracked, 0.7273628, 0.3239972, 1.677231, Tracked, 0.4282434, 0.1530253, 1.505501, Tracked, 0.2629403, 0.01040797, 1.401907, Tracked, 0.2938765, -0.1697331, 1.339219, Tracked, 0.3027306, -0.2172142, 1.365513, Tracked, 0.6824633, -0.0008756172, 1.699398, Inferred, 0.6381671, -0.255741, 1.674564, Tracked, 0.5288417, -0.3881011, 1.473914, Tracked, 0.5287634, -0.4275829, 1.458739, Inferred, 0.2924749, -0.3774586, 1.428191, Tracked, 0.1932425, -0.6285148, 1.316746, Tracked, 0.05357179, -1.020846, 1.198236, Inferred, 0.09796982, -1.0419, 1.077737, Inferred, 0.4163576, -0.446044, 1.48743, Tracked, 0.4113493, -0.7143543, 1.419839, Tracked, 0.4184148, -1.149092, 1.367507, Inferred, 0.4708996, -1.16172, 1.257794, Inferred, 0.5899217, 0.1587402, 1.616058, Tracked, 0.3053342, -0.2707357, 1.342106, Tracked, 0.3620743, -0.1903019, 1.369779, Tracked, 0.5312346, -0.5038684, 1.437026, Tracked, 0.5071203, -0.4878784, 1.4056, Tracked,
Kinect 2: 3.3909089, 0.3632655, -0.4230374, 1.494832, Tracked, 0.4961051, -0.08430744, 1.57028, Tracked, 0.6182033, 0.2372404, 1.628309, Tracked, 0.7266258, 0.3240399, 1.677518, Tracked, 0.4281224, 0.1530741, 1.50546, Tracked, 0.2628872, 0.01032866, 1.401718, Tracked, 0.2939001, -0.169838, 1.339172, Tracked, 0.3010161, -0.2204071, 1.366575, Inferred, 0.6816208, -0.0006873331, 1.699647, Inferred, 0.6379254, -0.2555235, 1.675081, Inferred, 0.5287687, -0.3875177, 1.474088, Tracked, 0.5309849, -0.4254326, 1.458387, Inferred, 0.2921394, -0.3781328, 1.428329, Tracked, 0.193235, -0.6279324, 1.316219, Tracked, 0.05317977, -1.020864, 1.196002, Inferred, 0.0977771, -1.041719, 1.075535, Inferred, 0.4157378, -0.4460566, 1.483445, Tracked, 0.4107613, -0.7145291, 1.41848, Tracked, 0.4179145, -1.149549, 1.370326, Inferred, 0.470715, -1.162558, 1.260943, Inferred, 0.5892271, 0.1588409, 1.616149, Tracked, 0.2990012, -0.2793361, 1.340442, Tracked, 0.3582545, -0.1962717, 1.373436, Tracked, 0.5369277, -0.5073036, 1.433606, Tracked, 0.5067656, -0.4154243, 1.4162, Tracked,
Kinect 2: 3.4239936, 0.3633607, -0.4232227, 1.494865, Tracked, 0.4960197, -0.08434247, 1.570391, Tracked, 0.6175937, 0.2375202, 1.628915, Tracked, 0.7257582, 0.3245812, 1.678867, Tracked, 0.428027, 0.1529484, 1.505473, Tracked, 0.2627036, 0.01005252, 1.401735, Tracked, 0.2934819, -0.1701894, 1.339311, Tracked, 0.3035304, -0.2191804, 1.369613, Tracked, 0.6810153, -0.0004063855, 1.700253, Inferred, 0.6377846, -0.2553684, 1.675431, Tracked, 0.5288277, -0.387326, 1.474303, Tracked, 0.5288621, -0.4320503, 1.456776, Inferred, 0.2923589, -0.3785165, 1.428032, Tracked, 0.1941451, -0.6278177, 1.317208, Tracked, 0.05438907, -1.022247, 1.19839, Inferred, 0.09920018, -1.043353, 1.078162, Inferred, 0.4158521, -0.4463767, 1.484322, Tracked, 0.4109666, -0.7147819, 1.418462, Tracked, 0.4182498, -1.1497, 1.368882, Inferred, 0.4712073, -1.162548, 1.25959, Inferred, 0.5887768, 0.1590038, 1.616604, Tracked, 0.2988158, -0.2806017, 1.345012, Tracked, 0.3613368, -0.1953538, 1.370294, Tracked, 0.5248897, -0.4984157, 1.424995, Tracked, 0.510369, -0.484721, 1.400833, Tracked,
Kinect 2: 3.4566289, 0.3633288, -0.423393, 1.493958, Tracked, 0.4957418, -0.08432556, 1.569992, Tracked, 0.6170794, 0.2377137, 1.628818, Tracked, 0.7255057, 0.324468, 1.67908, Tracked, 0.4270683, 0.1526545, 1.503775, Tracked, 0.2625, 0.0103103, 1.399872, Tracked, 0.3006078, -0.2001978, 1.328846, Tracked, 0.3083207, -0.2644232, 1.352942, Inferred, 0.6805035, -0.000214768, 1.700157, Inferred, 0.6376354, -0.255271, 1.675347, Inferred, 0.5384968, -0.4073146, 1.48413, Tracked, 0.4936633, -0.455751, 1.415629, Tracked, 0.2924232, -0.3787188, 1.426767, Tracked, 0.1906469, -0.6242894, 1.3076, Tracked, 0.04238605, -1.021174, 1.173163, Inferred, 0.08994259, -1.032932, 1.054565, Inferred, 0.4157721, -0.4464674, 1.484039, Tracked, 0.4097264, -0.7136477, 1.404568, Tracked, 0.4150766, -1.146594, 1.333296, Inferred, 0.4676149, -1.157231, 1.223355, Inferred, 0.588327, 0.159152, 1.616446, Tracked, 0.3122185, -0.3324608, 1.327627, Tracked, 0.3672184, -0.2523925, 1.359587, Tracked, 0.471987, -0.5090723, 1.383583, Tracked, 0.4614044, -0.4198885, 1.386111, Tracked,
Kinect 2: 3.4897406, 0.3634914, -0.4233747, 1.4938, Tracked, 0.4955856, -0.08435744, 1.569966, Tracked, 0.6159453, 0.2375618, 1.629145, Tracked, 0.7241806, 0.3244913, 1.679415, Tracked, 0.4275444, 0.1530451, 1.504411, Tracked, 0.2628003, 0.01156325, 1.400201, Tracked, 0.3007951, -0.2004658, 1.329594, Tracked, 0.3062069, -0.2673292, 1.355858, Inferred, 0.6793752, -0.0003660672, 1.700482, Inferred, 0.6370564, -0.255398, 1.675534, Inferred, 0.5766228, -0.3222723, 1.498477, Tracked, 0.5363337, -0.3341874, 1.475944, Tracked, 0.2927267, -0.379009, 1.427471, Tracked, 0.1907712, -0.6241942, 1.307248, Tracked, 0.04222227, -1.020487, 1.171117, Inferred, 0.08995664, -1.032064, 1.052564, Inferred, 0.4162087, -0.4459538, 1.482399, Tracked, 0.4101406, -0.7134501, 1.405648, Tracked, 0.4155092, -1.146889, 1.338702, Inferred, 0.468347, -1.157958, 1.229057, Inferred, 0.5874881, 0.1590429, 1.616652, Tracked, 0.3076507, -0.341863, 1.329739, Tracked, 0.3621072, -0.2590954, 1.363967, Tracked, 0.5033368, -0.3439665, 1.434895, Tracked, 0.4881096, -0.2783222, 1.423842, Tracked,
Kinect 2: 3.5247826, 0.3635195, -0.4235132, 1.493674, Tracked, 0.4954422, -0.08444129, 1.57, Tracked, 0.6154584, 0.237536, 1.629566, Tracked, 0.7235096, 0.3246323, 1.680558, Tracked, 0.4273135, 0.1529555, 1.504292, Tracked, 0.2627015, 0.01149628, 1.400072, Tracked, 0.2912731, -0.1687065, 1.336076, Tracked, 0.300475, -0.2198252, 1.365123, Inferred, 0.6788911, -0.0003903191, 1.700902, Inferred, 0.6368231, -0.255432, 1.675833, Inferred, 0.530206, -0.3812853, 1.469441, Tracked, 0.4826732, -0.4151337, 1.421348, Inferred, 0.2928459, -0.3791924, 1.426766, Tracked, 0.1918547, -0.6250108, 1.307524, Tracked, 0.04483457, -1.022299, 1.172969, Inferred, 0.09278076, -1.034036, 1.054634, Inferred, 0.4161423, -0.4462825, 1.482786, Tracked, 0.4117955, -0.7141998, 1.410903, Tracked, 0.4198916, -1.148331, 1.351727, Inferred, 0.4731781, -1.160056, 1.242549, Inferred, 0.5870771, 0.1589931, 1.616961, Tracked, 0.3015717, -0.2779047, 1.340789, Tracked, 0.3569588, -0.1939012, 1.368817, Tracked, 0.5071563, -0.4783871, 1.366132, Tracked, 0.4253201, -0.3606842, 1.37041, Tracked,
Kinect 2: 3.5565904, 0.364513, -0.4233841, 1.49477, Tracked, 0.4954343, -0.0842817, 1.570786, Tracked, 0.614766, 0.2378986, 1.630552, Tracked, 0.7228452, 0.3249424, 1.681314, Tracked, 0.4262068, 0.1537554, 1.506322, Tracked, 0.2625849, 0.0108859, 1.401685, Tracked, 0.3035233, -0.1945535, 1.346449, Tracked, 0.313202, -0.2486836, 1.371193, Inferred, 0.6782036, -2.548099E-05, 1.701887, Inferred, 0.637152, -0.2552998, 1.675592, Tracked, 0.5303744, -0.3814236, 1.469455, Inferred, 0.4829572, -0.4177783, 1.425464, Tracked, 0.2940409, -0.3800107, 1.430525, Tracked, 0.2009043, -0.634805, 1.327242, Tracked, 0.07048061, -1.033147, 1.221348, Inferred, 0.116262, -1.055623, 1.102367, Inferred, 0.4171769, -0.445631, 1.483079, Tracked, 0.4120905, -0.714135, 1.418385, Tracked, 0.4191262, -1.14919, 1.370649, Inferred, 0.472547, -1.162119, 1.261686, Inferred, 0.5865477, 0.1593057, 1.617915, Tracked, 0.3187609, -0.304169, 1.348986, Tracked, 0.3732878, -0.2272484, 1.377407, Tracked, 0.4615344, -0.4561042, 1.40238, Tracked, 0.4253402, -0.3586611, 1.3736, Tracked,
Kinect 2: 3.5899628, 0.3645948, -0.4237112, 1.494548, Tracked, 0.4951977, -0.08430578, 1.570935, Tracked, 0.6136159, 0.2384893, 1.63171, Tracked, 0.7215869, 0.325619, 1.682422, Tracked, 0.4260811, 0.1537327, 1.506393, Tracked, 0.2624667, 0.01096314, 1.401389, Tracked, 0.3049417, -0.1974107, 1.341896, Tracked, 0.3154392, -0.2515512, 1.36236, Inferred, 0.6724931, -0.003041751, 1.693584, Tracked, 0.6157914, -0.2533601, 1.640049, Tracked, 0.5200238, -0.39454, 1.449891, Tracked, 0.4837054, -0.4357353, 1.422427, Tracked, 0.2939292, -0.3803389, 1.430344, Tracked, 0.1992576, -0.6309842, 1.321109, Tracked, 0.06483979, -1.027932, 1.2047, Inferred, 0.1098633, -1.048636, 1.084501, Inferred, 0.4173796, -0.4459125, 1.48285, Tracked, 0.4148258, -0.7145398, 1.422135, Tracked, 0.4258633, -1.149821, 1.380752, Inferred, 0.4791464, -1.162859, 1.271633, Inferred, 0.58564, 0.1596859, 1.618766, Tracked, 0.319579, -0.3035633, 1.339951, Tracked, 0.3776345, -0.2328408, 1.368921, Tracked, 0.4680602, -0.477183, 1.400685, Tracked, 0.4476433, -0.3966613, 1.384851, Tracked,
