Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0234844, -0.07258292, -0.5027341, 1.968019, Tracked, 0.01799328, -0.1809165, 2.027204, Tracked, 0.1073459, 0.1292947, 2.064356, Tracked, 0.1986206, 0.2287243, 2.111367, Tracked, -0.04448989, 0.05323993, 1.948974, Tracked, -0.2135895, -0.07783107, 1.835529, Tracked, -0.1494299, -0.2494291, 1.776315, Tracked, -0.1269422, -0.3052425, 1.801253, Tracked, 0.2128081, -0.08686656, 2.187226, Tracked, 0.182487, -0.2833699, 2.19828, Tracked, 0.1581152, -0.4080216, 2.048338, Tracked, 0.1587701, -0.4158933, 2.014984, Tracked, -0.1295659, -0.4575226, 1.880245, Tracked, -0.176596, -0.7570778, 1.749775, Tracked, -0.3139158, -1.113086, 1.76475, Inferred, -0.2616957, -1.164554, 1.660437, Inferred, -0.01301297, -0.5276217, 1.976655, Tracked, -0.004855629, -0.7947303, 1.902956, Tracked, -0.1690422, -1.197646, 1.849471, Inferred, -0.13407, -1.220891, 1.736048, Inferred, 0.08500069, 0.05303351, 2.058426, Tracked, -0.1172661, -0.3798528, 1.780969, Tracked, -0.1556381, -0.2693831, 1.75337, Tracked, 0.1369508, -0.4462357, 1.976349, Tracked, 0.1242423, -0.4013369, 1.963632, Tracked,
Kinect 2: 5.2233792, 0.5612332, -0.4396464, 1.42624, Tracked, 0.6634676, -0.06748065, 1.513897, Tracked, 0.7576796, 0.284204, 1.584981, Tracked, 0.8413107, 0.3958878, 1.632749, Tracked, 0.6040511, 0.1657404, 1.408173, Tracked, 0.4928508, -0.02036301, 1.246257, Tracked, 0.4983054, -0.226499, 1.112496, Tracked, 0.5004303, -0.2670883, 1.082658, Tracked, 0.8316378, 0.03831548, 1.645797, Inferred, 0.7945983, -0.2136637, 1.581123, Inferred, 0.7880861, -0.4558662, 1.491918, Inferred, 0.8061631, -0.5030153, 1.451882, Inferred, 0.4949358, -0.4065937, 1.345055, Tracked, 0.681563, -0.5670059, 1.205343, Tracked, 0.991055, -0.8323147, 1.038346, Inferred, 1.046042, -0.8238364, 0.9454762, Inferred, 0.5990595, -0.4503312, 1.435527, Tracked, 0.5474739, -0.7693842, 1.451946, Inferred, 0.5050311, -1.131176, 1.50431, Inferred, 0.5643965, -1.17176, 1.413906, Inferred, 0.7354765, 0.1984712, 1.569804, Tracked, 0.5117173, -0.3214122, 1.068213, Tracked, 0.4540224, -0.2675597, 1.066217, Tracked, 0.7970048, -0.5203962, 1.429808, Inferred, 0.7802047, -0.4893544, 1.412435, Inferred,
Kinect 2: 5.2582412, 0.5713379, -0.4432915, 1.452832, Tracked, 0.6700949, -0.06838034, 1.515059, Tracked, 0.7713164, 0.2859253, 1.565873, Tracked, 0.8539616, 0.3984982, 1.607013, Tracked, 0.6218607, 0.1633341, 1.391051, Tracked, 0.5052109, -0.01940923, 1.228985, Tracked, 0.5088411, -0.2180898, 1.093724, Tracked, 0.5071744, -0.266262, 1.057835, Tracked, 0.8451924, 0.03996977, 1.626735, Inferred, 0.8079659, -0.2120634, 1.562159, Inferred, 0.801316, -0.4542883, 1.473006, Inferred, 0.819393, -0.501434, 1.432953, Inferred, 0.5033925, -0.4112976, 1.36465, Tracked, 0.7064375, -0.5404733, 1.193149, Tracked, 1.020889, -0.7435916, 0.9878365, Inferred, 1.078607, -0.7416059, 0.8904499, Inferred, 0.6108723, -0.4528269, 1.470019, Tracked, 0.5399133, -0.7637246, 1.533988, Inferred, 0.478579, -1.103367, 1.635072, Inferred, 0.5348755, -1.156768, 1.55266, Inferred, 0.7464735, 0.1991984, 1.558389, Tracked, 0.5145988, -0.3259876, 1.044486, Tracked, 0.4605609, -0.2715, 1.049444, Tracked, 0.810118, -0.5188072, 1.410947, Inferred, 0.7931647, -0.487753, 1.393665, Inferred,
Kinect 2: 5.2901804, 0.589458, -0.4477791, 1.459261, Tracked, 0.6899443, -0.07025427, 1.512913, Tracked, 0.7841083, 0.288415, 1.552555, Tracked, 0.8625003, 0.4035764, 1.591957, Tracked, 0.6400391, 0.1615043, 1.379638, Tracked, 0.5314865, -0.02965048, 1.222002, Tracked, 0.5265815, -0.2203169, 1.091724, Tracked, 0.5302635, -0.274145, 1.061342, Tracked, 0.8579139, 0.04241581, 1.61346, Inferred, 0.8205329, -0.2096631, 1.548974, Inferred, 0.8137672, -0.4519131, 1.459873, Inferred, 0.8318446, -0.4990579, 1.419811, Inferred, 0.5238506, -0.4185424, 1.376581, Tracked, 0.7208745, -0.5378367, 1.198581, Tracked, 1.037418, -0.7329956, 0.9764421, Inferred, 1.094319, -0.7318778, 0.8790154, Inferred, 0.626568, -0.4553501, 1.471734, Tracked, 0.574501, -0.7433237, 1.39896, Tracked, 0.5221465, -1.144682, 1.342779, Inferred, 0.5768624, -1.173055, 1.241051, Inferred, 0.7621302, 0.2009038, 1.54567, Tracked, 0.5370319, -0.3348402, 1.0416, Tracked, 0.482262, -0.2776154, 1.051, Tracked, 0.8224705, -0.5164366, 1.39786, Inferred, 0.8053873, -0.4853882, 1.380652, Inferred,
Kinect 2: 5.3240892, 0.6159958, -0.4484221, 1.451332, Tracked, 0.7134881, -0.06782732, 1.501348, Tracked, 0.8011639, 0.294451, 1.536116, Tracked, 0.8747678, 0.4123891, 1.574427, Tracked, 0.6597248, 0.1593335, 1.368803, Tracked, 0.5557278, -0.03727186, 1.215097, Tracked, 0.5521874, -0.2223513, 1.089211, Tracked, 0.5534257, -0.280382, 1.056105, Tracked, 0.8748837, 0.0483905, 1.597091, Inferred, 0.8373069, -0.2037734, 1.532732, Inferred, 0.8303954, -0.4460765, 1.443705, Inferred, 0.8484738, -0.4932217, 1.403634, Inferred, 0.5457482, -0.4199023, 1.370196, Tracked, 0.7490696, -0.5319495, 1.200629, Tracked, 1.079344, -0.7181483, 0.9893759, Inferred, 1.136137, -0.7170425, 0.8924221, Inferred, 0.6561906, -0.4548436, 1.461428, Tracked, 0.6694249, -0.7161542, 1.360229, Tracked, 0.7124562, -1.139898, 1.251912, Inferred, 0.7686863, -1.149283, 1.153005, Inferred, 0.780806, 0.2061388, 1.529897, Tracked, 0.5585986, -0.3411472, 1.03762, Tracked, 0.5032656, -0.2818515, 1.04463, Tracked, 0.8389688, -0.5106266, 1.381752, Inferred, 0.8217132, -0.4796106, 1.364635, Inferred,
Kinect 2: 5.3559801, 0.630198, -0.4481924, 1.45266, Tracked, 0.7252404, -0.06653238, 1.49743, Tracked, 0.8117765, 0.2974796, 1.525507, Tracked, 0.9039786, 0.4039115, 1.553452, Tracked, 0.6804667, 0.1589199, 1.356754, Tracked, 0.5766447, -0.03811913, 1.203479, Tracked, 0.5760568, -0.2167814, 1.079926, Tracked, 0.5758572, -0.2814676, 1.04304, Tracked, 0.8854406, 0.05138264, 1.586524, Inferred, 0.8477396, -0.2008273, 1.522244, Inferred, 0.7951243, -0.3878179, 1.345401, Tracked, 0.8093935, -0.4505586, 1.341731, Tracked, 0.5612717, -0.420696, 1.371882, Tracked, 0.7621067, -0.5300679, 1.196479, Tracked, 1.095587, -0.7157893, 0.9717954, Inferred, 1.15275, -0.7157985, 0.8763878, Inferred, 0.6682336, -0.453831, 1.462478, Tracked, 0.7276248, -0.6886652, 1.309944, Tracked, 0.8427291, -1.070888, 1.120216, Inferred, 0.8975168, -1.073367, 1.023952, Inferred, 0.7915878, 0.2086654, 1.521132, Tracked, 0.5827935, -0.3447082, 1.026307, Tracked, 0.5247828, -0.2829082, 1.031238, Tracked, 0.7998778, -0.4681052, 1.319809, Inferred, 0.7826062, -0.4372506, 1.302644, Inferred,
Kinect 2: 5.3909068, 0.6522576, -0.4446424, 1.443235, Tracked, 0.7454993, -0.06330305, 1.486173, Tracked, 0.8272055, 0.3001313, 1.513837, Tracked, 0.9207947, 0.405797, 1.540199, Tracked, 0.6961536, 0.1602883, 1.345269, Tracked, 0.6008099, -0.03349648, 1.182357, Tracked, 0.5967287, -0.2145696, 1.062887, Tracked, 0.5984641, -0.2796135, 1.024471, Tracked, 0.9007896, 0.05400737, 1.574903, Inferred, 0.8629223, -0.1982394, 1.510727, Inferred, 0.8033628, -0.3831562, 1.333715, Tracked, 0.8021211, -0.4409377, 1.304981, Tracked, 0.5818508, -0.4180474, 1.364376, Tracked, 0.8154103, -0.5525563, 1.160797, Inferred, 1.098307, -0.7174775, 0.9593043, Inferred, 1.155099, -0.7174333, 0.863877, Inferred, 0.6906604, -0.4494172, 1.451331, Tracked, 0.7259327, -0.7121083, 1.384415, Tracked, 0.8050385, -1.137976, 1.330394, Inferred, 0.8640442, -1.150358, 1.236135, Inferred, 0.808401, 0.211531, 1.509208, Tracked, 0.6047605, -0.3419334, 1.009057, Tracked, 0.5509622, -0.2860546, 1.014286, Tracked, 0.7925287, -0.4584858, 1.283106, Inferred, 0.7751569, -0.4276223, 1.266004, Inferred,
Kinect 2: 5.4238224, 0.6696498, -0.4449148, 1.444727, Tracked, 0.7639675, -0.06174835, 1.483004, Tracked, 0.8482595, 0.3041131, 1.5047, Tracked, 0.9438987, 0.4082991, 1.528336, Tracked, 0.7118738, 0.1614189, 1.339282, Tracked, 0.6258115, -0.03395221, 1.173198, Tracked, 0.6290552, -0.2101927, 1.053404, Tracked, 0.63321, -0.2791383, 1.018493, Tracked, 0.9217445, 0.05798555, 1.565827, Inferred, 0.8836833, -0.1942935, 1.501781, Inferred, 0.8242652, -0.3828574, 1.328819, Tracked, 0.7897755, -0.4289427, 1.300065, Tracked, 0.5974769, -0.4185303, 1.365887, Tracked, 0.822804, -0.5594938, 1.156635, Inferred, 1.096541, -0.7318122, 0.9483606, Inferred, 1.151543, -0.7325388, 0.8514133, Inferred, 0.7090656, -0.4495803, 1.453138, Tracked, 0.7365506, -0.7144869, 1.401366, Inferred, 0.8041494, -1.143838, 1.371082, Inferred, 0.8620798, -1.159202, 1.276085, Inferred, 0.8286612, 0.2148473, 1.501698, Tracked, 0.6424138, -0.3443428, 1.005317, Tracked, 0.5836026, -0.2908499, 1.00456, Tracked, 0.7802231, -0.4465517, 1.278146, Inferred, 0.7629026, -0.4157634, 1.260987, Inferred,
Kinect 2: 5.4567294, 0.6941875, -0.4446349, 1.451217, Tracked, 0.7851702, -0.0600787, 1.482827, Tracked, 0.866017, 0.3069451, 1.499427, Tracked, 0.9779023, 0.3949455, 1.515705, Tracked, 0.7324689, 0.1652918, 1.334882, Tracked, 0.658143, -0.03396392, 1.167998, Tracked, 0.6692649, -0.2151548, 1.050288, Tracked, 0.6741403, -0.2705649, 1.017736, Tracked, 0.9394214, 0.0608294, 1.5606, Inferred, 0.9012088, -0.1914631, 1.496657, Inferred, 0.8393757, -0.3794102, 1.323819, Tracked, 0.8010161, -0.4261751, 1.301684, Tracked, 0.6228189, -0.4199335, 1.37488, Tracked, 0.8561311, -0.5306163, 1.154031, Inferred, 1.13951, -0.6679701, 0.9318643, Inferred, 1.193491, -0.6683587, 0.8349448, Inferred, 0.7321087, -0.4479637, 1.457688, Tracked, 0.7741171, -0.7332945, 1.300275, Tracked, 0.8414539, -1.084768, 1.14627, Inferred, 0.8959506, -1.098381, 1.045353, Inferred, 0.8473109, 0.2174357, 1.497528, Tracked, 0.6834577, -0.33569, 0.9979028, Tracked, 0.6251726, -0.2761034, 1.000148, Tracked, 0.7914065, -0.4438149, 1.279791, Inferred, 0.7740098, -0.4130689, 1.262664, Inferred,
Kinect 2: 5.4896219, 0.7043414, -0.4427925, 1.455605, Tracked, 0.7999039, -0.05846988, 1.483845, Tracked, 0.8854535, 0.3083877, 1.495846, Tracked, 1.008606, 0.3839995, 1.514875, Tracked, 0.7420279, 0.1670987, 1.334169, Tracked, 0.6810721, -0.03150474, 1.161284, Tracked, 0.7218447, -0.1859545, 1.050669, Tracked, 0.6962026, -0.2582709, 1.0182, Tracked, 0.9587695, 0.06230288, 1.557058, Inferred, 0.9204004, -0.1899798, 1.493218, Inferred, 0.8614696, -0.3766712, 1.318015, Tracked, 0.8082424, -0.4417448, 1.294851, Tracked, 0.6301321, -0.4187917, 1.378326, Tracked, 0.865257, -0.5177708, 1.15274, Inferred, 1.150835, -0.6415632, 0.9249101, Inferred, 1.202453, -0.642341, 0.8259128, Inferred, 0.7449328, -0.4454632, 1.463097, Tracked, 0.8061861, -0.6940074, 1.48322, Inferred, 0.786062, -0.5523594, 1.180714, Inferred, 0.757345, -0.6387447, 1.229483, Tracked, 0.865593, 0.2189281, 1.495183, Tracked, 0.7009366, -0.3310571, 1.005844, Inferred, 0.6638362, -0.27557, 0.9893156, Tracked, 0.7985888, -0.459278, 1.273017, Inferred, 0.781137, -0.4283937, 1.255973, Inferred,
Kinect 2: 5.5255501, 0.7126282, -0.4433217, 1.453876, Tracked, 0.8201379, -0.05845604, 1.481253, Tracked, 0.9190981, 0.3094357, 1.493677, Tracked, 1.059959, 0.3491743, 1.514349, Inferred, 0.757839, 0.1680292, 1.334057, Tracked, 0.7005659, -0.0277697, 1.156731, Tracked, 0.7600446, -0.2024783, 1.113182, Tracked, 0.7393595, -0.2101042, 1.064812, Inferred, 0.992266, 0.06343018, 1.554946, Inferred, 0.9536472, -0.1888076, 1.491271, Inferred, 0.8590338, -0.3434991, 1.299653, Tracked, 0.8212076, -0.3544103, 1.206202, Inferred, 0.6358859, -0.4189218, 1.384116, Tracked, 0.8513946, -0.5492749, 1.154436, Inferred, 1.114455, -0.7091839, 0.921784, Inferred, 1.162998, -0.7114678, 0.819639, Inferred, 0.7622251, -0.447028, 1.448011, Tracked, 0.8049526, -0.6938994, 1.491133, Inferred, 0.7848331, -0.5522645, 1.188631, Inferred, 0.7387695, -0.6577148, 1.146484, Tracked, 0.895858, 0.2196752, 1.492695, Tracked, 0.7247313, -0.2368035, 1.035874, Inferred, 0.715639, -0.2036196, 1.026167, Inferred, 0.7486607, -0.4485821, 1.188634, Tracked, 0.7687451, -0.337933, 1.180875, Tracked,
Kinect 2: 5.5564429, 0.7211374, -0.4421897, 1.458189, Tracked, 0.8329903, -0.0584521, 1.483724, Tracked, 0.9333448, 0.3079258, 1.493775, Tracked, 1.073201, 0.3509984, 1.512825, Inferred, 0.7773782, 0.1684584, 1.342788, Tracked, 0.7278596, -0.005438196, 1.16989, Tracked, 0.7687685, -0.1705019, 1.078079, Inferred, 0.7846855, -0.2255535, 1.051128, Inferred, 1.006447, 0.0619663, 1.555059, Inferred, 0.8636778, 0.01286809, 1.329254, Tracked, 0.8236927, -0.2297854, 1.24273, Tracked, 0.7857993, -0.277982, 1.24088, Inferred, 0.6428457, -0.4170288, 1.394748, Tracked, 0.8495083, -0.5525467, 1.158524, Inferred, 1.102431, -0.7182966, 0.9180935, Inferred, 1.149701, -0.7211695, 0.8148041, Inferred, 0.7686601, -0.4463821, 1.449813, Tracked, 0.8026545, -0.6369713, 1.190091, Tracked, 0.8681133, -0.9051621, 0.8772567, Inferred, 0.9098228, -0.9095471, 0.7675228, Inferred, 0.9099823, 0.2185534, 1.493404, Tracked, 0.7697587, -0.2521415, 1.022422, Inferred, 0.7602732, -0.2188221, 1.013032, Inferred, 0.7435072, -0.3111377, 1.219705, Tracked, 0.7184349, -0.2386716, 1.238235, Tracked,
Kinect 2: 5.5913742, 0.7656567, -0.4481411, 1.512907, Tracked, 0.8716388, -0.0643774, 1.512849, Tracked, 0.9548335, 0.3046474, 1.497525, Tracked, 1.097702, 0.336156, 1.515505, Inferred, 0.7844256, 0.1773278, 1.355121, Tracked, 0.7424518, 0.004734255, 1.179134, Tracked, 0.7854927, -0.1604886, 1.088917, Inferred, 0.802141, -0.2155597, 1.062489, Inferred, 1.027842, 0.05877731, 1.558821, Inferred, 0.8779002, 0.02014804, 1.335614, Tracked, 0.8248836, -0.2256286, 1.268138, Tracked, 0.7853007, -0.2693168, 1.251369, Inferred, 0.6792765, -0.4251912, 1.456275, Tracked, 0.8343346, -0.5456069, 1.16617, Inferred, 1.027892, -0.6937638, 0.8615186, Inferred, 1.067314, -0.6963397, 0.751576, Inferred, 0.8166448, -0.4504767, 1.500022, Tracked, 0.8073808, -0.637316, 1.191906, Inferred, 0.8123918, -0.8566449, 0.8726815, Inferred, 0.8466309, -0.8609006, 0.7566313, Inferred, 0.9348354, 0.2147221, 1.501801, Tracked, 0.7871578, -0.2422507, 1.033807, Inferred, 0.7775925, -0.2090791, 1.024443, Inferred, 0.7365839, -0.3014652, 1.23816, Tracked, 0.7156465, -0.2314474, 1.250548, Tracked,
Kinect 2: 5.6232883, 0.7682707, -0.449928, 1.513545, Tracked, 0.8773023, -0.06795791, 1.514515, Tracked, 0.9749209, 0.2955412, 1.502603, Tracked, 1.12102, 0.3138324, 1.526128, Inferred, 0.7982227, 0.1742096, 1.363508, Inferred, 0.7676028, -0.007399057, 1.183682, Tracked, 0.8041157, -0.1730786, 1.091151, Inferred, 0.8186389, -0.2283426, 1.063921, Inferred, 1.047829, 0.04978422, 1.563885, Inferred, 0.8935728, 0.02601657, 1.341512, Tracked, 0.8483739, -0.216664, 1.257555, Tracked, 0.8071939, -0.2701105, 1.253678, Inferred, 0.6810685, -0.4264279, 1.456496, Tracked, 0.8378866, -0.5503929, 1.169511, Inferred, 1.03352, -0.7026769, 0.8685681, Inferred, 1.071453, -0.7057559, 0.7576058, Inferred, 0.8201677, -0.4528645, 1.501282, Tracked, 0.8030665, -0.6360513, 1.194888, Tracked, 0.7993429, -0.8557157, 0.8714357, Inferred, 0.8314707, -0.8600637, 0.7539696, Inferred, 0.9518548, 0.2067426, 1.507052, Tracked, 0.8035824, -0.2549422, 1.03531, Inferred, 0.7939238, -0.2216575, 1.026044, Inferred, 0.7576254, -0.3123083, 1.232756, Tracked, 0.744127, -0.2276213, 1.25073, Tracked,
Kinect 2: 5.659168, 0.7873629, -0.4640542, 1.520695, Tracked, 0.8938644, -0.08267144, 1.52229, Tracked, 0.9869383, 0.2833428, 1.509415, Tracked, 1.133341, 0.2995069, 1.533025, Inferred, 0.8106238, 0.1631592, 1.372716, Inferred, 0.8041307, -0.02099323, 1.21181, Tracked, 0.8431589, -0.1868167, 1.121583, Inferred, 0.8585601, -0.2421626, 1.095103, Inferred, 1.059776, 0.03769575, 1.570655, Inferred, 0.9050828, 0.03448417, 1.347326, Tracked, 0.8579369, -0.2112769, 1.275392, Tracked, 0.8157701, -0.2610527, 1.269768, Inferred, 0.69798, -0.4388444, 1.46308, Tracked, 0.8521459, -0.5564969, 1.171633, Inferred, 1.044986, -0.7017018, 0.865274, Inferred, 1.082301, -0.7039264, 0.7539519, Inferred, 0.8407828, -0.4681767, 1.509272, Tracked, 0.8140303, -0.6485891, 1.206736, Inferred, 0.7992809, -0.8706491, 0.8801838, Inferred, 0.8307133, -0.8745007, 0.7621068, Inferred, 0.9654929, 0.1937115, 1.514626, Tracked, 0.843428, -0.2687073, 1.066561, Inferred, 0.8336714, -0.2353795, 1.057383, Inferred, 0.7695913, -0.3032744, 1.250929, Tracked, 0.7526881, -0.2232489, 1.2712, Tracked,
Kinect 2: 5.6900859, 0.8140163, -0.4833206, 1.532938, Tracked, 0.9092934, -0.09740355, 1.531407, Tracked, 0.9947842, 0.2722924, 1.516152, Tracked, 0.9662667, 0.2010795, 1.510006, Tracked, 0.8183713, 0.1527565, 1.380121, Inferred, 0.8064777, -0.0250261, 1.214562, Inferred, 0.8449971, -0.1906213, 1.123668, Inferred, 0.8602301, -0.2459034, 1.096966, Inferred, 1.067572, 0.02673909, 1.577349, Inferred, 0.9117174, 0.03037036, 1.354839, Tracked, 0.8695951, -0.2181831, 1.291784, Tracked, 0.8281264, -0.2683713, 1.285208, Inferred, 0.7258043, -0.4594948, 1.478795, Tracked, 0.8656695, -0.6115329, 1.198938, Inferred, 1.042453, -0.7968509, 0.9061658, Inferred, 1.080582, -0.7994283, 0.7949626, Inferred, 0.8657154, -0.485631, 1.518789, Tracked, 0.8150102, -0.6601785, 1.267906, Tracked, 0.7628165, -0.9359866, 0.9329682, Inferred, 0.7940537, -0.9412231, 0.8139923, Inferred, 0.9749758, 0.1819466, 1.52197, Tracked, 0.8450992, -0.2724219, 1.068428, Inferred, 0.8344175, -0.2370204, 1.058218, Inferred, 0.7843583, -0.311861, 1.265157, Tracked, 0.7671009, -0.2298707, 1.289857, Tracked,
Kinect 2: 5.7240203, 0.827918, -0.4915968, 1.54397, Tracked, 0.9268703, -0.1122355, 1.547164, Tracked, 1.013009, 0.2517366, 1.535908, Tracked, 0.9548134, 0.1857132, 1.487057, Tracked, 0.8366637, 0.1325159, 1.400422, Inferred, 0.8274811, -0.03529732, 1.218892, Tracked, 0.865056, -0.2007589, 1.127591, Inferred, 0.8800114, -0.2560249, 1.100731, Inferred, 1.085705, 0.006396228, 1.597025, Inferred, 0.9283831, 0.01903499, 1.375889, Tracked, 0.8866689, -0.2303214, 1.317249, Tracked, 0.8433076, -0.2818746, 1.30208, Inferred, 0.7369298, -0.4666176, 1.488463, Tracked, 0.8789329, -0.6207891, 1.211797, Inferred, 1.058361, -0.8086874, 0.9227676, Inferred, 1.096746, -0.8111504, 0.8116403, Inferred, 0.8822167, -0.4948262, 1.531195, Tracked, 0.8215131, -0.656917, 1.272302, Inferred, 0.7544528, -0.9142309, 0.9250447, Inferred, 0.7846508, -0.9181518, 0.8049423, Inferred, 0.9933523, 0.1627206, 1.540887, Tracked, 0.8648044, -0.2824829, 1.072264, Inferred, 0.8549523, -0.2490517, 1.063188, Inferred, 0.7978354, -0.3264787, 1.283082, Tracked, 0.7844514, -0.2412727, 1.310308, Tracked,
Kinect 2: 5.756932, 0.8244282, -0.4999407, 1.537145, Tracked, 0.9285278, -0.119226, 1.549294, Tracked, 1.024606, 0.2384716, 1.554413, Tracked, 0.9668779, 0.173135, 1.504395, Tracked, 0.8482053, 0.1194059, 1.418886, Inferred, 0.8435597, -0.04892221, 1.236195, Inferred, 0.8812386, -0.2142387, 1.145043, Inferred, 0.896238, -0.2694924, 1.118228, Inferred, 1.097256, -0.006710891, 1.615473, Inferred, 0.9405234, 0.009889295, 1.394184, Tracked, 0.8971494, -0.2368142, 1.325019, Tracked, 0.8581054, -0.2931171, 1.323114, Inferred, 0.7315742, -0.4722146, 1.491868, Tracked, 0.8986417, -0.6331965, 1.239284, Inferred, 1.107075, -0.8291327, 0.9789132, Inferred, 1.147904, -0.8314214, 0.8691349, Inferred, 0.8806619, -0.5126374, 1.499229, Tracked, 0.827284, -0.7124125, 1.211231, Inferred, 0.7824278, -0.954008, 0.9062651, Inferred, 0.8139216, -0.9569722, 0.7878463, Inferred, 1.001462, 0.1513524, 1.553654, Tracked, 0.881027, -0.2958764, 1.089779, Inferred, 0.8711728, -0.2623612, 1.080728, Inferred, 0.8116515, -0.338758, 1.302247, Tracked, 0.8007277, -0.2538266, 1.334475, Tracked,
Kinect 2: 5.7928373, 0.8565148, -0.6009037, 1.587227, Tracked, 0.8915967, -0.3248582, 1.5446, Tracked, 0.9165833, -0.05563792, 1.488243, Tracked, 0.966522, 0.1026474, 1.53589, Tracked, 0.7395428, -0.17521, 1.352191, Inferred, 0.9084098, -0.3276478, 1.333601, Tracked, 0.8854118, -0.5724236, 1.258606, Inferred, 0.8634115, -0.6264068, 1.251802, Tracked, 0.9291299, -0.1933369, 1.415191, Tracked, 0.8570963, 0.001243004, 1.27472, Tracked, 0.850606, -0.2550542, 1.256911, Tracked, 0.8697893, -0.3475343, 1.321026, Tracked, 0.7278875, -0.584359, 1.517072, Tracked, 0.94727, -0.6359134, 1.257021, Inferred, 1.2158, -0.7074451, 0.9872394, Inferred, 1.233718, -0.7076585, 0.8641089, Inferred, 0.9483868, -0.5920167, 1.590079, Tracked, 0.8937546, -0.7369222, 1.267598, Inferred, 0.8475474, -0.9161943, 0.9217004, Inferred, 0.8521935, -0.9161918, 0.7922865, Inferred, 0.9120085, -0.1219777, 1.504665, Tracked, 0.8553521, -0.7119431, 1.236559, Inferred, 0.8174579, -0.6516361, 1.231471, Tracked, 0.8550661, -0.418928, 1.278734, Tracked, 0.8131411, -0.3340449, 1.326268, Tracked,
Kinect 2: 5.8237279, 0.850991, -0.6593034, 1.643831, Tracked, 0.8984993, -0.3580571, 1.583182, Tracked, 0.9273278, -0.0602036, 1.499954, Tracked, 0.9711884, 0.09212027, 1.569708, Tracked, 0.7503163, -0.1797277, 1.363885, Inferred, 0.828144, -0.4199293, 1.34328, Tracked, 0.8902852, -0.6117073, 1.257093, Inferred, 0.8834159, -0.6313638, 1.266283, Inferred, 0.9324139, -0.1955473, 1.426885, Tracked, 0.8742518, -0.006569901, 1.299394, Tracked, 0.8676927, -0.262782, 1.287066, Tracked, 0.8827635, -0.3518712, 1.340703, Tracked, 0.7460461, -0.6398168, 1.578961, Tracked, 0.9254919, -0.6219048, 1.275959, Inferred, 1.147765, -0.6133154, 0.9546796, Inferred, 1.162299, -0.6159971, 0.8296667, Inferred, 0.9207672, -0.6517678, 1.641268, Tracked, 0.8788428, -0.6696076, 1.317476, Inferred, 0.8411399, -0.7112334, 0.8921947, Inferred, 0.8447233, -0.7118236, 0.7609897, Inferred, 0.9223441, -0.1312569, 1.520932, Tracked, 0.8819528, -0.6485049, 1.257922, Inferred, 0.8371345, -0.6272512, 1.256, Tracked, 0.8634307, -0.4163762, 1.304965, Tracked, 0.8243912, -0.3375025, 1.344981, Tracked,
