Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 1.722739, 0.01462443, -0.3009231, 1.216752, Tracked, 0.03481846, 0.02320126, 1.275406, Tracked, 0.05340054, 0.3274978, 1.316127, Tracked, 0.09323096, 0.4809088, 1.315779, Tracked, -0.1331038, 0.220099, 1.300215, Tracked, -0.222672, -0.01321056, 1.29308, Tracked, -0.2265122, -0.166114, 1.160426, Tracked, -0.1761359, -0.2116812, 1.14615, Tracked, 0.2432571, 0.1835254, 1.292956, Tracked, 0.318102, -0.02054043, 1.294502, Tracked, 0.257288, -0.1766298, 1.181359, Tracked, 0.1765713, -0.2323912, 1.141839, Tracked, -0.07357757, -0.2834758, 1.173281, Tracked, -0.1580577, -0.662785, 0.9429527, Inferred, -0.2379236, -1.020502, 0.7508207, Inferred, -0.2409147, -1.004776, 0.5817782, Inferred, 0.1018316, -0.3001485, 1.186579, Tracked, 0.1135505, -0.7266025, 1.116427, Inferred, 0.1268104, -1.130198, 1.078683, Inferred, 0.128171, -1.15489, 0.9139972, Inferred, 0.04896131, 0.2539028, 1.30837, Tracked, -0.1707981, -0.3003283, 1.090453, Tracked, -0.1278329, -0.2106498, 1.0927, Tracked, 0.1421532, -0.3256257, 1.088362, Tracked, 0.1245394, -0.1585651, 1.115952, Tracked,
Kinect 2: 2.7538685, 0.1207113, -0.3946183, 1.562536, Tracked, 0.1031477, -0.05151006, 1.612416, Tracked, 0.08589011, 0.2764989, 1.644955, Tracked, 0.1392926, 0.3948894, 1.703168, Tracked, -0.04017586, 0.15372, 1.514455, Tracked, -0.1532603, -0.04738892, 1.414646, Tracked, -0.04803999, -0.2138817, 1.382096, Tracked, -0.004910202, -0.2676167, 1.409226, Inferred, 0.2272986, 0.1018083, 1.742884, Tracked, 0.2631034, -0.124517, 1.773859, Tracked, 0.2814607, -0.2758198, 1.639133, Tracked, 0.2598238, -0.3193835, 1.577362, Inferred, 0.05422651, -0.3701513, 1.48123, Tracked, -0.03685698, -0.6323141, 1.400202, Tracked, -0.175821, -1.050701, 1.326715, Inferred, -0.1202891, -1.07184, 1.209944, Inferred, 0.1813583, -0.4001508, 1.569103, Tracked, 0.2467751, -0.6973755, 1.526419, Tracked, 0.3367184, -1.09443, 1.513944, Inferred, 0.4109475, -1.104904, 1.410701, Inferred, 0.09020738, 0.1964798, 1.639418, Tracked, 0.04587189, -0.3241813, 1.378932, Tracked, -0.05775756, -0.299484, 1.424976, Tracked, 0.2600617, -0.377718, 1.543312, Tracked, 0.2259721, -0.2796544, 1.522829, Tracked,
Kinect 2: 2.7881052, 0.1356735, -0.4002949, 1.574247, Tracked, 0.1220763, -0.05615597, 1.624947, Tracked, 0.1085308, 0.2731422, 1.658156, Tracked, 0.1573638, 0.3924358, 1.716986, Tracked, -0.01776158, 0.1507391, 1.521677, Tracked, -0.1312115, -0.0490354, 1.419119, Tracked, -0.02558441, -0.2149839, 1.385369, Tracked, 0.01539553, -0.2696828, 1.415316, Tracked, 0.2318478, 0.1137841, 1.740735, Tracked, 0.2787651, -0.147688, 1.763433, Tracked, 0.2898809, -0.2991667, 1.628164, Inferred, 0.2670965, -0.3486582, 1.574781, Inferred, 0.06865595, -0.3754639, 1.491617, Tracked, -0.025727, -0.6344956, 1.40423, Tracked, -0.1671886, -1.041863, 1.321698, Inferred, -0.1145535, -1.068844, 1.203346, Inferred, 0.1959615, -0.4060512, 1.582075, Tracked, 0.2512759, -0.7049555, 1.54164, Tracked, 0.3283198, -1.103588, 1.532076, Inferred, 0.4017407, -1.116245, 1.429481, Inferred, 0.1119635, 0.1927789, 1.652467, Tracked, 0.0709753, -0.3283094, 1.388119, Tracked, -0.03806562, -0.2949184, 1.429163, Tracked, 0.257028, -0.4067265, 1.542058, Tracked, 0.2286222, -0.2993823, 1.513529, Tracked,
Kinect 2: 2.8209292, 0.1491654, -0.4081991, 1.58318, Tracked, 0.1377929, -0.06124174, 1.635078, Tracked, 0.1263246, 0.2709266, 1.669687, Tracked, 0.1812348, 0.38687, 1.735231, Tracked, 0.008090595, 0.1465947, 1.531397, Tracked, -0.09633169, -0.05337476, 1.423487, Tracked, -0.001010245, -0.2250386, 1.388811, Tracked, 0.03624728, -0.2827405, 1.420935, Tracked, 0.2440906, 0.1190162, 1.746304, Inferred, 0.2877786, -0.14326, 1.767832, Inferred, 0.2995681, -0.2987229, 1.637618, Inferred, 0.2802384, -0.3468674, 1.587414, Inferred, 0.08489614, -0.3844517, 1.506912, Tracked, -0.01307457, -0.6388763, 1.4067, Tracked, -0.1599662, -1.040531, 1.303836, Inferred, -0.1069458, -1.063733, 1.184612, Inferred, 0.2068339, -0.4128978, 1.586283, Tracked, 0.2576818, -0.7226203, 1.559593, Tracked, 0.3248443, -1.110393, 1.567013, Inferred, 0.399078, -1.126243, 1.467296, Inferred, 0.129265, 0.1898321, 1.663628, Tracked, 0.08629951, -0.3406165, 1.392157, Tracked, -0.01845162, -0.3151811, 1.428697, Tracked, 0.268672, -0.4015402, 1.552377, Tracked, 0.2404201, -0.3033008, 1.517134, Tracked,
Kinect 2: 2.8541377, 0.1647127, -0.4163823, 1.591184, Tracked, 0.1571312, -0.06775139, 1.646659, Tracked, 0.1491672, 0.2663983, 1.685189, Tracked, 0.1966776, 0.3857303, 1.749014, Tracked, 0.03258654, 0.1435052, 1.54089, Tracked, -0.06885116, -0.05616554, 1.429246, Tracked, 0.02726673, -0.2270286, 1.393132, Tracked, 0.06319198, -0.2865925, 1.426567, Tracked, 0.2673517, 0.1188638, 1.760569, Inferred, 0.3105657, -0.143353, 1.78231, Inferred, 0.3229695, -0.3016436, 1.655997, Inferred, 0.3002799, -0.352396, 1.604806, Inferred, 0.09988481, -0.3901342, 1.515756, Tracked, 0.003184549, -0.642728, 1.409493, Tracked, -0.1417201, -1.042806, 1.296836, Inferred, -0.08780739, -1.063909, 1.178109, Inferred, 0.2215096, -0.4230207, 1.592436, Tracked, 0.2571187, -0.7297505, 1.567867, Tracked, 0.3073068, -1.1237, 1.578324, Inferred, 0.3807333, -1.142265, 1.479747, Inferred, 0.1512829, 0.1847789, 1.678122, Tracked, 0.1098364, -0.349768, 1.398549, Tracked, 0.01014002, -0.3180242, 1.429588, Tracked, 0.2908943, -0.4066414, 1.573119, Tracked, 0.2656332, -0.3059656, 1.538828, Tracked,
Kinect 2: 2.88708, 0.1828082, -0.4259115, 1.599333, Tracked, 0.1784569, -0.07446331, 1.660246, Tracked, 0.1735801, 0.2626556, 1.704822, Tracked, 0.2301067, 0.3765284, 1.77767, Tracked, 0.06152414, 0.1355724, 1.553166, Tracked, -0.02886235, -0.0675268, 1.436389, Tracked, 0.07820273, -0.2323408, 1.407711, Tracked, 0.1051745, -0.2897403, 1.438142, Tracked, 0.2920643, 0.1163972, 1.780019, Inferred, 0.3338873, -0.1460159, 1.801101, Inferred, 0.3463564, -0.3048018, 1.675569, Inferred, 0.321746, -0.3614349, 1.622028, Inferred, 0.1186187, -0.3988793, 1.525091, Tracked, 0.02143787, -0.6482484, 1.41088, Tracked, -0.1240778, -1.044731, 1.285351, Inferred, -0.06912319, -1.063674, 1.167377, Inferred, 0.2383157, -0.4330563, 1.59936, Tracked, 0.2563149, -0.7361171, 1.579157, Tracked, 0.2856724, -1.135533, 1.595695, Inferred, 0.3586426, -1.157796, 1.499383, Inferred, 0.1749632, 0.1802648, 1.696188, Tracked, 0.1605278, -0.3467263, 1.422246, Tracked, 0.04770286, -0.3312331, 1.4225, Tracked, 0.3160942, -0.4122128, 1.5952, Tracked, 0.2891988, -0.3151708, 1.555631, Tracked,
Kinect 2: 2.9219669, 0.2103903, -0.4377929, 1.613827, Tracked, 0.2040062, -0.0827892, 1.677224, Tracked, 0.1959936, 0.2573917, 1.722886, Tracked, 0.2481898, 0.3733183, 1.795119, Tracked, 0.09684581, 0.1292179, 1.569624, Tracked, 0.002147576, -0.07228924, 1.444748, Tracked, 0.1038366, -0.2401034, 1.414864, Tracked, 0.1294483, -0.3011882, 1.445876, Tracked, 0.3143142, 0.111485, 1.797918, Inferred, 0.3561947, -0.150704, 1.819283, Inferred, 0.3686225, -0.3096665, 1.694095, Inferred, 0.3418829, -0.3662285, 1.632572, Inferred, 0.148894, -0.4098593, 1.542312, Tracked, 0.04352627, -0.6499771, 1.411634, Tracked, -0.1142416, -1.033595, 1.259623, Inferred, -0.05888797, -1.049226, 1.140632, Inferred, 0.262275, -0.4454492, 1.611417, Tracked, 0.2590138, -0.7453255, 1.592705, Tracked, 0.2617947, -1.14839, 1.611519, Inferred, 0.3343249, -1.175236, 1.517351, Inferred, 0.1982394, 0.1742849, 1.714105, Tracked, 0.186074, -0.3590781, 1.427067, Tracked, 0.07170395, -0.3383771, 1.432385, Tracked, 0.3355364, -0.4183307, 1.61099, Tracked, 0.3107388, -0.3244689, 1.567667, Tracked,
Kinect 2: 2.9539917, 0.2213394, -0.4445689, 1.617821, Tracked, 0.222941, -0.08867953, 1.68853, Tracked, 0.226234, 0.2534293, 1.745509, Tracked, 0.2730927, 0.3716296, 1.816827, Tracked, 0.1269386, 0.1285568, 1.583167, Tracked, 0.05623437, -0.08120307, 1.45564, Tracked, 0.1511851, -0.2530326, 1.43242, Tracked, 0.175147, -0.3135144, 1.456103, Tracked, 0.3444459, 0.1076802, 1.820526, Inferred, 0.3857729, -0.1544468, 1.841726, Inferred, 0.398034, -0.3133413, 1.716539, Inferred, 0.3641771, -0.3705049, 1.64471, Inferred, 0.1621986, -0.4187374, 1.555566, Tracked, 0.07427076, -0.6557098, 1.403492, Tracked, -0.05938378, -1.043674, 1.213679, Inferred, 0.003613111, -1.043932, 1.09986, Inferred, 0.2725578, -0.4514992, 1.609033, Tracked, 0.2727288, -0.7641057, 1.614563, Tracked, 0.2795328, -1.14659, 1.660102, Inferred, 0.354691, -1.176963, 1.571899, Inferred, 0.2253845, 0.1696944, 1.733493, Tracked, 0.2244492, -0.3762146, 1.444842, Tracked, 0.1153387, -0.3507179, 1.426069, Tracked, 0.3610807, -0.4227392, 1.63207, Tracked, 0.340268, -0.3299829, 1.590143, Tracked,
Kinect 2: 2.9870722, 0.245395, -0.4485311, 1.627156, Tracked, 0.2496257, -0.09136912, 1.704058, Tracked, 0.2496388, 0.2515235, 1.76297, Tracked, 0.3015543, 0.3658065, 1.842382, Tracked, 0.1589378, 0.1272358, 1.601727, Tracked, 0.09021191, -0.08534741, 1.472487, Tracked, 0.1831612, -0.2580055, 1.448903, Tracked, 0.2048627, -0.3186924, 1.467981, Tracked, 0.3676634, 0.1058597, 1.837921, Inferred, 0.4089314, -0.1561277, 1.859268, Inferred, 0.4210879, -0.3150276, 1.734156, Inferred, 0.3849059, -0.3788885, 1.660602, Inferred, 0.1801805, -0.4204809, 1.567842, Tracked, 0.1151297, -0.6491728, 1.388696, Tracked, -0.2117224, -0.9098705, 1.410798, Inferred, -0.2680727, -0.9750534, 1.34277, Inferred, 0.2994646, -0.4566436, 1.612591, Tracked, 0.2870055, -0.7747936, 1.627926, Tracked, 0.2796793, -1.147369, 1.682294, Inferred, 0.354251, -1.182138, 1.597526, Inferred, 0.2501688, 0.1676634, 1.750982, Tracked, 0.2579509, -0.384885, 1.462498, Tracked, 0.1434767, -0.3575858, 1.433185, Tracked, 0.3838542, -0.4255185, 1.660385, Tracked, 0.3686138, -0.3507536, 1.613375, Tracked,
Kinect 2: 3.0204743, 0.2667397, -0.4505001, 1.638179, Tracked, 0.2701253, -0.09195995, 1.719084, Tracked, 0.2719653, 0.25194, 1.783947, Tracked, 0.3262589, 0.3664843, 1.85861, Tracked, 0.1907374, 0.1244717, 1.614709, Tracked, 0.1281324, -0.09383201, 1.484334, Tracked, 0.2237983, -0.279779, 1.46766, Tracked, 0.2439215, -0.3407617, 1.47824, Inferred, 0.3898715, 0.1063508, 1.858894, Inferred, 0.4308674, -0.1555832, 1.880207, Inferred, 0.442913, -0.3144547, 1.755104, Inferred, 0.4033921, -0.3574687, 1.664417, Inferred, 0.204558, -0.4201355, 1.582574, Tracked, 0.1425796, -0.6369857, 1.385625, Tracked, -0.1451331, -0.9381742, 1.417444, Inferred, -0.1792234, -1.015611, 1.350543, Inferred, 0.3172399, -0.4603088, 1.620517, Tracked, 0.3332474, -0.7623537, 1.660215, Tracked, 0.1361649, -1.08514, 1.551998, Inferred, 0.1743017, -1.117899, 1.433519, Inferred, 0.2717587, 0.1678349, 1.770159, Tracked, 0.2948507, -0.4109234, 1.482668, Tracked, 0.1828584, -0.3829838, 1.428862, Tracked, 0.3999528, -0.4261911, 1.672116, Tracked, 0.3955739, -0.3274262, 1.6212, Tracked,
Kinect 2: 3.056097, 0.2914679, -0.4480852, 1.646551, Tracked, 0.2990739, -0.09131145, 1.733982, Tracked, 0.3039623, 0.2501931, 1.805166, Tracked, 0.3485959, 0.369063, 1.876866, Tracked, 0.2124384, 0.1240177, 1.626091, Tracked, 0.1550108, -0.09505659, 1.494137, Tracked, 0.2639045, -0.2577855, 1.484781, Tracked, 0.2822748, -0.3147157, 1.500119, Inferred, 0.4216673, 0.1046901, 1.880068, Inferred, 0.4624297, -0.1571218, 1.901471, Inferred, 0.4743212, -0.3159699, 1.776415, Inferred, 0.4792819, -0.3692954, 1.738787, Inferred, 0.2238097, -0.4191823, 1.591168, Tracked, 0.1977848, -0.6297253, 1.377543, Tracked, -0.123975, -0.8807566, 1.411107, Inferred, -0.1883653, -0.9454404, 1.355735, Inferred, 0.3463877, -0.4566465, 1.628106, Tracked, 0.3281932, -0.8191907, 1.641164, Tracked, 0.3178519, -1.140204, 1.677901, Inferred, 0.392126, -1.182961, 1.595548, Inferred, 0.3032154, 0.1667203, 1.789927, Tracked, 0.3275295, -0.3817805, 1.508047, Tracked, 0.2294343, -0.3627569, 1.441345, Tracked, 0.4755164, -0.4380347, 1.746572, Inferred, 0.4707193, -0.3393464, 1.695743, Inferred,
Kinect 2: 3.0870779, 0.3029859, -0.4394777, 1.640389, Tracked, 0.3115349, -0.08729969, 1.735537, Tracked, 0.322438, 0.25046, 1.81604, Tracked, 0.3692099, 0.3670731, 1.895426, Tracked, 0.2377828, 0.1246728, 1.63459, Tracked, 0.1869257, -0.09512135, 1.502189, Tracked, 0.2830836, -0.2656316, 1.487842, Tracked, 0.2977082, -0.3256522, 1.498225, Inferred, 0.440046, 0.1049965, 1.890935, Inferred, 0.4806172, -0.1567798, 1.912352, Inferred, 0.4390114, -0.2802988, 1.670722, Tracked, 0.3942299, -0.3069181, 1.59761, Inferred, 0.2342577, -0.4128988, 1.588468, Tracked, 0.2325464, -0.6299923, 1.382419, Tracked, -0.04805627, -0.9398579, 1.361635, Inferred, -0.08823104, -1.011868, 1.287624, Inferred, 0.358338, -0.4456573, 1.617715, Tracked, 0.333387, -0.8089176, 1.624239, Inferred, 0.3169397, -1.140937, 1.656514, Inferred, 0.3916659, -1.1747, 1.573188, Inferred, 0.3197091, 0.1680685, 1.797928, Tracked, 0.3506637, -0.3892308, 1.505306, Tracked, 0.2431809, -0.3659152, 1.445962, Tracked, 0.3648375, -0.3490798, 1.550964, Tracked, 0.3559292, -0.2561448, 1.553375, Tracked,
Kinect 2: 3.1209905, 0.3120633, -0.438761, 1.635751, Tracked, 0.3277958, -0.08606105, 1.739284, Tracked, 0.345893, 0.2518237, 1.832053, Tracked, 0.3904342, 0.369924, 1.909576, Tracked, 0.2722075, 0.1250643, 1.646261, Tracked, 0.2155996, -0.09229044, 1.506562, Tracked, 0.311275, -0.2628851, 1.497019, Tracked, 0.3218753, -0.3227838, 1.503103, Inferred, 0.4633664, 0.1064123, 1.906934, Inferred, 0.5037528, -0.15531, 1.928403, Inferred, 0.4467223, -0.2707637, 1.685813, Tracked, 0.4074315, -0.2977127, 1.601092, Inferred, 0.2449189, -0.4126256, 1.58991, Tracked, 0.2814498, -0.63064, 1.390822, Tracked, -0.02286411, -0.9057035, 1.388706, Inferred, -0.06627615, -0.9766909, 1.312301, Inferred, 0.3677002, -0.4445109, 1.604642, Tracked, 0.2228, -0.7644991, 1.681656, Tracked, 0.06593811, -1.032809, 1.497711, Inferred, 0.1182768, -1.051298, 1.378042, Inferred, 0.3417861, 0.1692878, 1.810858, Tracked, 0.3837848, -0.3890203, 1.521159, Tracked, 0.270813, -0.3618217, 1.448731, Tracked, 0.3763095, -0.3432079, 1.527614, Tracked, 0.3656257, -0.2382528, 1.561762, Tracked,
Kinect 2: 3.1540593, 0.3592866, -0.4353257, 1.639994, Tracked, 0.3648034, -0.08331855, 1.749524, Tracked, 0.3661067, 0.2534145, 1.840633, Tracked, 0.4140452, 0.3704344, 1.919348, Tracked, 0.2877028, 0.12541, 1.649585, Tracked, 0.2438009, -0.09038346, 1.509728, Tracked, 0.327518, -0.267148, 1.500026, Tracked, 0.3412836, -0.3273514, 1.50249, Inferred, 0.4834728, 0.1080312, 1.915508, Inferred, 0.5236796, -0.153668, 1.937018, Inferred, 0.4623695, -0.2650614, 1.693524, Inferred, 0.4270067, -0.2881519, 1.60625, Inferred, 0.2963228, -0.411898, 1.597315, Tracked, 0.3163586, -0.6349979, 1.402719, Tracked, 0.005322807, -0.8903523, 1.453792, Inferred, -0.06541264, -0.9564305, 1.415363, Inferred, 0.4050214, -0.4397251, 1.609123, Tracked, 0.2356155, -0.7538319, 1.67213, Tracked, 0.06201616, -1.014838, 1.495712, Inferred, 0.1076227, -1.035074, 1.372446, Inferred, 0.3659147, 0.1710797, 1.820359, Tracked, 0.4077333, -0.3923928, 1.506555, Tracked, 0.2807639, -0.3659128, 1.4496, Tracked, 0.3987319, -0.3377343, 1.525486, Tracked, 0.3874705, -0.2298671, 1.5691, Tracked,
Kinect 2: 3.1880421, 0.3680335, -0.4297942, 1.632458, Tracked, 0.3782209, -0.08042183, 1.749331, Tracked, 0.3938493, 0.2535139, 1.853029, Tracked, 0.4420943, 0.3709453, 1.931085, Tracked, 0.3178019, 0.1255493, 1.659226, Tracked, 0.2718214, -0.08620889, 1.515608, Tracked, 0.364221, -0.2580156, 1.513698, Tracked, 0.3721663, -0.3173526, 1.515093, Inferred, 0.5110671, 0.1081795, 1.927891, Inferred, 0.5510397, -0.1534631, 1.949457, Inferred, 0.495444, -0.3214227, 1.740612, Tracked, 0.470267, -0.3432933, 1.629611, Tracked, 0.3045114, -0.406794, 1.592286, Tracked, 0.3785369, -0.6322052, 1.422151, Tracked, 0.1203919, -0.9547134, 1.363709, Inferred, 0.09760816, -1.021549, 1.268328, Inferred, 0.4148118, -0.4334649, 1.598552, Tracked, 0.2535295, -0.7510139, 1.664935, Tracked, 0.07514774, -1.017481, 1.507106, Inferred, 0.1184429, -1.044425, 1.386028, Inferred, 0.3896545, 0.1721185, 1.828761, Tracked, 0.4433432, -0.38399, 1.532057, Tracked, 0.3216282, -0.3545593, 1.461347, Tracked, 0.4636945, -0.3802412, 1.594753, Tracked, 0.4530614, -0.3047485, 1.603722, Tracked,
Kinect 2: 3.2220457, 0.418172, -0.4269238, 1.654798, Tracked, 0.4220948, -0.08006018, 1.768151, Tracked, 0.4166499, 0.2525269, 1.86226, Tracked, 0.4586156, 0.372297, 1.938801, Tracked, 0.3355331, 0.1269644, 1.664866, Tracked, 0.2967663, -0.08483838, 1.519637, Tracked, 0.3710457, -0.2655804, 1.513513, Tracked, 0.3865474, -0.3254282, 1.513891, Inferred, 0.5337481, 0.1072347, 1.937111, Inferred, 0.5735267, -0.1543545, 1.958719, Inferred, 0.5166814, -0.3314792, 1.758288, Tracked, 0.5073395, -0.3937381, 1.753225, Tracked, 0.3518742, -0.4087819, 1.61183, Tracked, 0.4227478, -0.632862, 1.43704, Tracked, 0.1658453, -0.956696, 1.37992, Inferred, 0.1393865, -1.024461, 1.285899, Inferred, 0.465649, -0.4262428, 1.624763, Tracked, 0.2798923, -0.7424891, 1.660039, Tracked, 0.148443, -1.054801, 1.666008, Inferred, 0.1870022, -1.124182, 1.58196, Inferred, 0.4184673, 0.1711188, 1.841096, Tracked, 0.4567148, -0.3884777, 1.508697, Tracked, 0.3209111, -0.3575569, 1.463786, Tracked, 0.5007658, -0.4305247, 1.718398, Inferred, 0.4901347, -0.3548807, 1.727404, Inferred,
Kinect 2: 3.2549899, 0.4132504, -0.4090524, 1.634537, Tracked, 0.4260741, -0.07532477, 1.7641, Tracked, 0.4395374, 0.2527156, 1.868234, Tracked, 0.4917107, 0.3688467, 1.946396, Tracked, 0.3593773, 0.1252172, 1.667972, Tracked, 0.3197029, -0.0862143, 1.523342, Tracked, 0.4207842, -0.2519986, 1.528473, Tracked, 0.4322068, -0.3132571, 1.530285, Inferred, 0.5565186, 0.1074518, 1.943078, Inferred, 0.5961002, -0.1541042, 1.964738, Inferred, 0.5386379, -0.3327669, 1.765928, Tracked, 0.5234293, -0.3924093, 1.752239, Tracked, 0.3536896, -0.386764, 1.55942, Tracked, 0.4848928, -0.6122672, 1.457827, Tracked, 0.2426202, -0.9401432, 1.405099, Inferred, 0.2220873, -1.006906, 1.30598, Inferred, 0.4570852, -0.4114542, 1.623236, Tracked, 0.3025661, -0.7421504, 1.660539, Tracked, 0.1827546, -1.057405, 1.587396, Inferred, 0.2363043, -1.099508, 1.483325, Inferred, 0.4339167, 0.1729755, 1.843332, Tracked, 0.4982552, -0.37157, 1.547678, Tracked, 0.3838064, -0.3464638, 1.471638, Tracked, 0.5167683, -0.4292069, 1.717436, Inferred, 0.5060211, -0.3535787, 1.726472, Inferred,
Kinect 2: 3.2868273, 0.4061149, -0.422446, 1.637763, Tracked, 0.4302679, -0.07838628, 1.764846, Tracked, 0.4636916, 0.2499395, 1.873494, Tracked, 0.5095568, 0.3682056, 1.9517, Tracked, 0.3839253, 0.1233789, 1.670203, Tracked, 0.3460516, -0.08781221, 1.52665, Tracked, 0.4346907, -0.2608045, 1.529946, Inferred, 0.4487875, -0.3220265, 1.529531, Inferred, 0.580549, 0.1047155, 1.948326, Inferred, 0.6199203, -0.1567793, 1.970033, Inferred, 0.5581606, -0.3331163, 1.770371, Tracked, 0.5654822, -0.4147247, 1.745398, Tracked, 0.3503125, -0.3978363, 1.56761, Tracked, 0.5296117, -0.6213906, 1.470502, Tracked, 0.3212293, -0.9569871, 1.396104, Inferred, 0.342031, -1.010701, 1.286473, Inferred, 0.4409475, -0.4327181, 1.630456, Tracked, 0.3254776, -0.7494109, 1.669032, Tracked, 0.147901, -1.068444, 1.637785, Inferred, 0.1834992, -1.130343, 1.540523, Inferred, 0.4549655, 0.1691328, 1.848317, Tracked, 0.5213898, -0.3812835, 1.539771, Tracked, 0.3910256, -0.3560962, 1.474157, Tracked, 0.5585968, -0.4514047, 1.710687, Inferred, 0.5475543, -0.375627, 1.719854, Inferred,
Kinect 2: 3.3220416, 0.4156782, -0.43658, 1.644982, Tracked, 0.4506259, -0.08693596, 1.769918, Tracked, 0.4838042, 0.2488368, 1.87669, Tracked, 0.5430005, 0.3605958, 1.960181, Tracked, 0.4018019, 0.121739, 1.670127, Tracked, 0.3709359, -0.09324571, 1.529529, Tracked, 0.4636859, -0.2638978, 1.532088, Inferred, 0.4771594, -0.3258107, 1.534652, Inferred, 0.6005602, 0.103638, 1.951516, Inferred, 0.6397569, -0.1578207, 1.973268, Inferred, 0.5858586, -0.3511926, 1.788407, Tracked, 0.5592837, -0.4082808, 1.783589, Tracked, 0.3619937, -0.4121142, 1.575163, Tracked, 0.5380428, -0.6121713, 1.475691, Tracked, 0.3909714, -0.98915, 1.399317, Inferred, 0.4327866, -1.035064, 1.29414, Inferred, 0.4501125, -0.443971, 1.640443, Tracked, 0.3378266, -0.7421609, 1.670705, Tracked, 0.1532056, -1.076062, 1.60825, Inferred, 0.1948072, -1.126535, 1.502207, Inferred, 0.4762435, 0.1665135, 1.852388, Tracked, 0.5441864, -0.383763, 1.53718, Tracked, 0.4204306, -0.3581398, 1.477804, Tracked, 0.5524883, -0.445032, 1.748836, Inferred, 0.5415637, -0.3693604, 1.757937, Inferred,
Kinect 2: 3.3541379, 0.4232586, -0.4377251, 1.651884, Tracked, 0.4633568, -0.08784527, 1.773544, Tracked, 0.5018454, 0.2476223, 1.877138, Tracked, 0.5612343, 0.3596505, 1.959854, Tracked, 0.4180512, 0.1179933, 1.671146, Tracked, 0.3976128, -0.09708938, 1.530988, Tracked, 0.4987328, -0.2617489, 1.540352, Inferred, 0.498831, -0.32102, 1.537153, Inferred, 0.6185111, 0.1024411, 1.951961, Inferred, 0.6575462, -0.1589894, 1.973755, Inferred, 0.608338, -0.3543443, 1.789807, Tracked, 0.5818245, -0.4113033, 1.785002, Inferred, 0.3702239, -0.4175264, 1.582448, Tracked, 0.5487388, -0.6061891, 1.480986, Tracked, 0.4462791, -1.002225, 1.398237, Inferred, 0.4993564, -1.039809, 1.295264, Inferred, 0.4588301, -0.4398971, 1.649389, Tracked, 0.3396217, -0.6816361, 1.660832, Inferred, 0.1747672, -1.096255, 1.615605, Inferred, 0.2370016, -1.126636, 1.50563, Inferred, 0.4927358, 0.1654761, 1.853789, Tracked, 0.5417703, -0.3767847, 1.515382, Tracked, 0.4551593, -0.3502933, 1.485908, Tracked, 0.5749171, -0.4480464, 1.750287, Inferred, 0.5638441, -0.3723677, 1.759438, Inferred,
