Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 2.0540015, -0.1566553, -0.3703552, 1.476606, Tracked, -0.1557562, -0.0423377, 1.552687, Tracked, -0.1535229, 0.2694588, 1.611166, Tracked, -0.1116773, 0.4167359, 1.630134, Tracked, -0.320422, 0.1618575, 1.543092, Tracked, -0.4446765, -0.04635696, 1.50144, Tracked, -0.4159835, -0.2347052, 1.361762, Tracked, -0.3941187, -0.2807278, 1.325508, Tracked, 0.04094291, 0.1262749, 1.643028, Tracked, 0.09480833, -0.09037103, 1.626929, Tracked, 0.0800953, -0.2397482, 1.489684, Tracked, 0.05304301, -0.2600344, 1.466081, Tracked, -0.2364805, -0.3529077, 1.415224, Tracked, -0.2727701, -0.6254246, 1.319611, Tracked, -0.3295867, -1.007676, 1.233535, Inferred, -0.3061413, -1.006902, 1.123063, Inferred, -0.06890845, -0.3687776, 1.462147, Tracked, -0.0322135, -0.657086, 1.38286, Tracked, 0.01231487, -1.032504, 1.323532, Inferred, 0.04045206, -1.031759, 1.215386, Inferred, -0.1542885, 0.1935362, 1.599152, Tracked, -0.3625478, -0.3234975, 1.29359, Tracked, -0.3584518, -0.2529334, 1.323755, Tracked, 0.0402387, -0.3086451, 1.435549, Tracked, 0.02984974, -0.2468402, 1.425771, Tracked,
Kinect 2: 3.7203139, 0.3448238, -0.5339851, 2.062438, Tracked, 0.3898153, -0.2019765, 2.143278, Tracked, 0.4337394, 0.1205756, 2.20988, Tracked, 0.5305911, 0.2136323, 2.271739, Tracked, 0.2862334, 0.02342731, 2.05652, Tracked, 0.1315765, -0.160782, 1.924682, Tracked, 0.1134378, -0.3756353, 1.800013, Tracked, 0.09026615, -0.433533, 1.759386, Tracked, 0.5491822, -0.07853421, 2.297296, Inferred, 0.5470794, -0.3425014, 2.280863, Inferred, 0.3708646, -0.3882658, 2.078928, Inferred, 0.3575388, -0.3586123, 1.963439, Inferred, 0.2688124, -0.5086133, 2.006207, Tracked, 0.391058, -0.7450632, 1.801571, Tracked, 0.2477058, -1.021754, 1.908614, Inferred, 0.2554406, -1.116516, 1.856458, Inferred, 0.4116928, -0.5406075, 2.040656, Tracked, 0.2509016, -0.8713619, 2.049248, Tracked, 0.1753963, -1.204505, 1.980386, Inferred, 0.2322952, -1.236401, 1.865565, Inferred, 0.4233614, 0.04110602, 2.195622, Tracked, 0.09495097, -0.4992355, 1.731708, Tracked, 0.1360063, -0.4341511, 1.763421, Tracked, 0.3359401, -0.3503747, 1.948028, Tracked, 0.3247706, -0.3159747, 1.938, Tracked,
Kinect 2: 3.7515924, 0.3796434, -0.4900239, 2.050507, Tracked, 0.4223891, -0.1842823, 2.132841, Tracked, 0.4637584, 0.1184322, 2.199643, Tracked, 0.5531552, 0.2181188, 2.265302, Tracked, 0.3270278, 0.02158383, 2.047085, Tracked, 0.151814, -0.1456536, 1.918066, Tracked, 0.1076129, -0.3692766, 1.794453, Tracked, 0.08221744, -0.4217088, 1.750997, Tracked, 0.5790849, -0.08067816, 2.287048, Inferred, 0.5767942, -0.3446311, 2.270657, Inferred, 0.4027608, -0.3909262, 2.066859, Inferred, 0.4042079, -0.3663452, 1.967087, Tracked, 0.3110162, -0.4620999, 1.969239, Tracked, 0.4456161, -0.7335141, 1.797485, Tracked, 0.318192, -1.027666, 1.878409, Inferred, 0.3453152, -1.112576, 1.806507, Inferred, 0.4336241, -0.502365, 2.058203, Tracked, 0.2923847, -0.8445517, 2.047946, Tracked, 0.1863587, -1.155492, 1.978024, Inferred, 0.2313425, -1.206562, 1.87492, Inferred, 0.4531405, 0.043536, 2.185707, Tracked, 0.08055463, -0.4799722, 1.716984, Tracked, 0.1204189, -0.4192033, 1.739788, Tracked, 0.3948773, -0.3883158, 1.947365, Tracked, 0.3987055, -0.3322197, 1.9443, Tracked,
Kinect 2: 3.7871046, 0.3907475, -0.4921008, 2.035768, Tracked, 0.4464968, -0.1852882, 2.119725, Tracked, 0.504241, 0.1130861, 2.189876, Tracked, 0.5973037, 0.2109278, 2.251366, Tracked, 0.3504633, 0.01896472, 2.039506, Tracked, 0.1673563, -0.142487, 1.914201, Tracked, 0.1074694, -0.3641212, 1.790215, Tracked, 0.08191917, -0.4084236, 1.74746, Tracked, 0.619391, -0.0860035, 2.277268, Inferred, 0.6167396, -0.3499111, 2.260967, Inferred, 0.4409143, -0.3957912, 2.058582, Inferred, 0.4144361, -0.3634405, 1.951816, Tracked, 0.3220331, -0.4612535, 1.956453, Tracked, 0.474372, -0.7342282, 1.794381, Tracked, 0.3467423, -1.028395, 1.87539, Inferred, 0.3719009, -1.111839, 1.798896, Inferred, 0.4450512, -0.5063273, 2.041902, Tracked, 0.3109099, -0.8494383, 2.045413, Tracked, 0.1789884, -1.151946, 1.982951, Inferred, 0.2195862, -1.206357, 1.873277, Inferred, 0.4904673, 0.03970931, 2.174468, Tracked, 0.0687688, -0.4693135, 1.715059, Tracked, 0.1230283, -0.4258117, 1.740272, Tracked, 0.4037465, -0.3588926, 1.938635, Tracked, 0.4009849, -0.3577513, 1.9254, Tracked,
Kinect 2: 3.8201242, 0.4150681, -0.4952487, 2.0189, Tracked, 0.4777054, -0.186948, 2.105779, Tracked, 0.5339056, 0.1121552, 2.179732, Tracked, 0.6269128, 0.2105891, 2.241374, Tracked, 0.3891492, 0.01405926, 2.024919, Tracked, 0.1985047, -0.1412583, 1.903033, Tracked, 0.1103982, -0.3556485, 1.779668, Tracked, 0.08461648, -0.3972958, 1.738456, Tracked, 0.648934, -0.08693693, 2.267121, Inferred, 0.6460668, -0.3508392, 2.250878, Inferred, 0.471208, -0.3969802, 2.047646, Inferred, 0.4452885, -0.3609649, 1.943617, Inferred, 0.3445752, -0.4630167, 1.944954, Tracked, 0.4997377, -0.7282717, 1.796399, Tracked, 0.4216148, -1.103723, 1.84139, Inferred, 0.4784613, -1.153957, 1.744614, Inferred, 0.4707124, -0.510088, 2.019491, Tracked, 0.3223194, -0.8452837, 2.039673, Tracked, 0.1840824, -1.14596, 1.982835, Inferred, 0.2223862, -1.204058, 1.875457, Inferred, 0.5205065, 0.03857182, 2.16369, Tracked, 0.06731211, -0.4524916, 1.704841, Tracked, 0.12374, -0.4175481, 1.729167, Tracked, 0.4327271, -0.3579445, 1.92714, Tracked, 0.4294082, -0.363022, 1.9125, Tracked,
Kinect 2: 3.8523806, 0.445615, -0.5306429, 1.999084, Tracked, 0.5090699, -0.2048002, 2.090674, Tracked, 0.5719867, 0.106809, 2.164711, Tracked, 0.6648678, 0.2061006, 2.225293, Tracked, 0.4216192, 0.009173619, 2.012092, Tracked, 0.2262464, -0.1387546, 1.887876, Tracked, 0.1213794, -0.3503028, 1.76465, Tracked, 0.09844668, -0.3882457, 1.725653, Tracked, 0.6868477, -0.09227239, 2.252094, Inferred, 0.6836488, -0.3561354, 2.235941, Inferred, 0.5078783, -0.4021246, 2.033414, Inferred, 0.478302, -0.354551, 1.93044, Tracked, 0.3706748, -0.5039394, 1.951412, Tracked, 0.5385925, -0.7693464, 1.78196, Tracked, 0.4127561, -1.119505, 1.856372, Inferred, 0.4570239, -1.183815, 1.765042, Inferred, 0.5051209, -0.5387087, 1.973798, Tracked, 0.3421139, -0.8594875, 2.026715, Tracked, 0.1817145, -1.151058, 1.984526, Inferred, 0.2094125, -1.216754, 1.878982, Inferred, 0.5566617, 0.0301216, 2.148813, Tracked, 0.0740548, -0.4462215, 1.695068, Tracked, 0.1380659, -0.4068024, 1.71931, Tracked, 0.4664783, -0.3503712, 1.915459, Tracked, 0.4612692, -0.3380162, 1.9045, Tracked,
Kinect 2: 3.884748, 0.4807054, -0.5065712, 1.995365, Tracked, 0.5405679, -0.1944226, 2.080667, Tracked, 0.5968685, 0.1091485, 2.15167, Tracked, 0.6916463, 0.2075122, 2.211465, Tracked, 0.4513183, 0.01162032, 1.995424, Tracked, 0.2634692, -0.1437768, 1.868282, Tracked, 0.1478714, -0.3408245, 1.744007, Tracked, 0.1211674, -0.3801629, 1.708991, Tracked, 0.7116247, -0.08995525, 2.239061, Inferred, 0.7082245, -0.3538449, 2.22297, Inferred, 0.5328289, -0.3999063, 2.020079, Inferred, 0.5025233, -0.3524226, 1.911824, Tracked, 0.4146385, -0.471956, 1.921951, Tracked, 0.5697023, -0.72189, 1.780195, Tracked, 0.5633933, -1.092858, 1.621678, Inferred, 0.6233253, -1.103015, 1.506611, Inferred, 0.5330807, -0.5202799, 1.9932, Tracked, 0.3616585, -0.8446069, 2.019994, Tracked, 0.2013831, -1.136227, 1.975802, Inferred, 0.2306427, -1.201443, 1.873075, Inferred, 0.5835285, 0.03433199, 2.136299, Tracked, 0.09330904, -0.438055, 1.678926, Tracked, 0.1604515, -0.3949322, 1.692029, Tracked, 0.4950928, -0.3684257, 1.892877, Tracked, 0.4964188, -0.3271757, 1.893571, Tracked,
Kinect 2: 3.9205909, 0.4888091, -0.5457217, 1.947315, Tracked, 0.5617969, -0.2119128, 2.049437, Tracked, 0.6279235, 0.1075761, 2.13283, Tracked, 0.7236632, 0.2057903, 2.192387, Tracked, 0.492257, 0.01101818, 1.972961, Tracked, 0.3012641, -0.1403513, 1.845103, Tracked, 0.1844466, -0.3379924, 1.724207, Tracked, 0.1537603, -0.3802158, 1.688828, Tracked, 0.7425409, -0.09154232, 2.220226, Inferred, 0.7388635, -0.3554306, 2.204221, Inferred, 0.563062, -0.4015024, 2.001636, Inferred, 0.532024, -0.3524273, 1.892376, Tracked, 0.4162528, -0.5197351, 1.91415, Tracked, 0.6222294, -0.7093315, 1.773078, Tracked, 0.5483038, -1.0846, 1.626692, Inferred, 0.6021041, -1.103478, 1.50994, Inferred, 0.5433897, -0.5498635, 1.909626, Tracked, 0.3803005, -0.8474982, 2.011622, Tracked, 0.2049819, -1.153353, 1.980971, Inferred, 0.2362422, -1.211736, 1.871417, Inferred, 0.6114928, 0.02929999, 2.115243, Tracked, 0.1183768, -0.4378063, 1.651065, Tracked, 0.1949224, -0.4023582, 1.692294, Tracked, 0.52027, -0.3325845, 1.884538, Tracked, 0.5255235, -0.327157, 1.874235, Inferred,
Kinect 2: 3.9531019, 0.4994705, -0.577175, 1.954975, Tracked, 0.5793703, -0.2248651, 2.045082, Tracked, 0.6642515, 0.1098767, 2.115581, Tracked, 0.7588247, 0.2098331, 2.175169, Tracked, 0.5184447, 0.007320708, 1.957614, Tracked, 0.3443293, -0.1555313, 1.819394, Tracked, 0.2310336, -0.3399883, 1.695732, Tracked, 0.1951245, -0.3852099, 1.66447, Tracked, 0.7787106, -0.08926354, 2.202995, Inferred, 0.7747322, -0.3531776, 2.187094, Inferred, 0.5989656, -0.3992789, 1.98442, Inferred, 0.5679754, -0.3472224, 1.87424, Tracked, 0.4352612, -0.5608379, 1.919796, Tracked, 0.6354565, -0.7080181, 1.767812, Tracked, 0.5647203, -1.093181, 1.61526, Inferred, 0.613775, -1.11504, 1.497039, Inferred, 0.5477375, -0.5753648, 1.919213, Tracked, 0.4243114, -0.826146, 1.995937, Tracked, 0.1974036, -1.169065, 1.972148, Inferred, 0.2225474, -1.222453, 1.85595, Inferred, 0.6428077, 0.02663126, 2.10131, Tracked, 0.1593834, -0.4372097, 1.637132, Tracked, 0.2333563, -0.4158548, 1.671083, Tracked, 0.5595647, -0.3496305, 1.858595, Tracked, 0.5564307, -0.3158863, 1.8575, Tracked,
Kinect 2: 3.9860414, 0.5043741, -0.576896, 1.968508, Tracked, 0.5939839, -0.2253233, 2.044206, Tracked, 0.6919374, 0.1137696, 2.095984, Tracked, 0.7880728, 0.212912, 2.157293, Tracked, 0.547519, 0.01086237, 1.939276, Tracked, 0.3881591, -0.1586052, 1.790817, Tracked, 0.2783742, -0.3516827, 1.666282, Tracked, 0.2458464, -0.3902364, 1.638837, Tracked, 0.806272, -0.08540924, 2.183419, Inferred, 0.8020432, -0.3493692, 2.167612, Inferred, 0.6260188, -0.3954987, 1.965117, Inferred, 0.5288892, -0.3441666, 1.855165, Tracked, 0.4369963, -0.5590912, 1.924227, Tracked, 0.6688049, -0.7479001, 1.73709, Tracked, 0.6274691, -1.104565, 1.590318, Inferred, 0.6819832, -1.122565, 1.475651, Inferred, 0.5557449, -0.5768858, 1.947133, Tracked, 0.4551125, -0.8555257, 1.98745, Tracked, 0.2114079, -1.181337, 1.965845, Inferred, 0.2311837, -1.236656, 1.850041, Inferred, 0.6682578, 0.02984576, 2.086672, Tracked, 0.2068931, -0.4426744, 1.607228, Tracked, 0.2755924, -0.4260196, 1.634044, Tracked, 0.4760694, -0.3447515, 1.849555, Tracked, 0.594661, -0.2977951, 1.841571, Tracked,
Kinect 2: 4.0190747, 0.5394711, -0.5439064, 2.011507, Tracked, 0.64102, -0.2056653, 2.049724, Tracked, 0.7348654, 0.1227883, 2.074117, Tracked, 0.823934, 0.2279137, 2.138141, Tracked, 0.5805302, 0.03578803, 1.931004, Tracked, 0.4466933, -0.1498803, 1.776638, Tracked, 0.3402505, -0.3534839, 1.634882, Tracked, 0.3062479, -0.4006998, 1.60957, Tracked, 0.8490131, -0.07644196, 2.161597, Inferred, 0.8444267, -0.3404855, 2.145938, Inferred, 0.6683145, -0.3866404, 1.943449, Inferred, 0.5545872, -0.3527664, 1.835626, Tracked, 0.4770299, -0.5193865, 1.914754, Tracked, 0.6533741, -0.6790457, 1.753053, Tracked, 0.6556758, -1.08886, 1.620213, Inferred, 0.705016, -1.114834, 1.505426, Inferred, 0.5827588, -0.5492377, 2.037277, Tracked, 0.4460216, -0.8951992, 1.989661, Tracked, 0.2515875, -1.167591, 1.968127, Inferred, 0.2742829, -1.230751, 1.850896, Inferred, 0.7116361, 0.04166784, 2.070673, Tracked, 0.2785565, -0.4579482, 1.587632, Tracked, 0.3376597, -0.4596434, 1.630429, Tracked, 0.5157168, -0.3635961, 1.826161, Tracked, 0.5529422, -0.3105312, 1.823684, Tracked,
Kinect 2: 4.0540549, 0.5823045, -0.5116213, 1.98447, Tracked, 0.6821567, -0.1850309, 2.029451, Tracked, 0.7707542, 0.1312331, 2.061384, Tracked, 0.8554643, 0.2404229, 2.122192, Tracked, 0.620939, 0.04697207, 1.917209, Inferred, 0.4975829, -0.141399, 1.757109, Tracked, 0.4279831, -0.331142, 1.632676, Tracked, 0.3918769, -0.3978856, 1.585201, Tracked, 0.8847491, -0.06802985, 2.148909, Inferred, 0.8798795, -0.3321421, 2.133377, Inferred, 0.7035511, -0.3783517, 1.931033, Inferred, 0.3854593, -0.4070643, 1.581235, Tracked, 0.5269112, -0.4971946, 1.938862, Tracked, 0.6579359, -0.7095093, 1.737472, Inferred, 0.7023585, -1.111897, 1.669172, Inferred, 0.7593673, -1.137948, 1.560782, Inferred, 0.616888, -0.5077989, 1.959303, Tracked, 0.4902308, -0.853938, 1.971036, Inferred, 0.2844236, -1.115196, 2.001013, Tracked, 0.3723296, -1.048284, 1.88868, Tracked, 0.7502549, 0.05334441, 2.055664, Tracked, 0.361121, -0.4571422, 1.557422, Tracked, 0.3496904, -0.408134, 1.590818, Tracked, 0.3607998, -0.4304725, 1.545559, Tracked, 0.4014942, -0.3649362, 1.573712, Tracked,
Kinect 2: 4.0850816, 0.572228, -0.496809, 2.039476, Tracked, 0.6843453, -0.1716911, 2.042017, Tracked, 0.7862722, 0.1542216, 2.050872, Tracked, 0.8873214, 0.2525479, 2.109387, Tracked, 0.6342679, 0.06872022, 1.907756, Inferred, 0.5180248, -0.1293486, 1.802129, Inferred, 0.5269551, -0.2785829, 1.637325, Tracked, 0.5009597, -0.3579731, 1.585794, Tracked, 0.9002148, -0.04514394, 2.138461, Inferred, 0.8952218, -0.309455, 2.123018, Inferred, 0.776131, -0.3631938, 1.884325, Inferred, 0.7127275, -0.3852933, 1.775485, Tracked, 0.511936, -0.4789308, 1.989393, Tracked, 0.6415271, -0.6879124, 1.84392, Inferred, 0.650331, -1.118293, 1.824238, Inferred, 0.7012504, -1.159392, 1.71795, Inferred, 0.6124799, -0.49733, 2.018333, Tracked, 0.49875, -0.8517611, 1.967842, Inferred, 0.3378907, -1.144404, 1.934214, Inferred, 0.3722996, -1.205157, 1.818958, Inferred, 0.7603263, 0.07138812, 2.052424, Tracked, 0.4783475, -0.4036708, 1.528696, Tracked, 0.4556082, -0.3989251, 1.520737, Tracked, 0.6938056, -0.4279572, 1.707539, Tracked, 0.6868832, -0.3423909, 1.753667, Tracked,
Kinect 2: 4.1195211, 0.5865453, -0.4329414, 2.0292, Tracked, 0.6985867, -0.1241503, 2.040591, Tracked, 0.7967212, 0.1687287, 2.043332, Tracked, 0.9071209, 0.2589451, 2.098776, Tracked, 0.6450222, 0.08412164, 1.899919, Inferred, 0.5802827, -0.08271579, 1.96771, Tracked, 0.5591183, -0.3340047, 1.879844, Tracked, 0.571438, -0.4100417, 1.844315, Tracked, 0.9106273, -0.03070413, 2.130961, Inferred, 0.789142, 0.03030592, 1.887539, Tracked, 0.6201538, 0.002360455, 1.777454, Tracked, 0.5696077, -0.02605239, 1.671025, Inferred, 0.5043265, -0.4161817, 2.019319, Tracked, 0.6619685, -0.6411605, 1.869588, Inferred, 0.7133231, -1.047071, 1.815926, Inferred, 0.7669947, -1.081399, 1.706856, Inferred, 0.6480718, -0.4344219, 1.967459, Tracked, 0.5252365, -0.7866656, 1.954379, Inferred, 0.4900844, -1.113218, 1.885098, Inferred, 0.5210309, -1.165655, 1.789062, Inferred, 0.77394, 0.09580008, 2.044108, Tracked, 0.5688862, -0.4792147, 1.818311, Tracked, 0.5315241, -0.4158019, 1.926333, Tracked, 0.55115, -0.07063635, 1.602767, Inferred, 0.5448068, 0.01236606, 1.648301, Inferred,
Kinect 2: 4.1520913, 0.6252073, -0.4303034, 2.042661, Tracked, 0.7199189, -0.1200078, 2.042847, Tracked, 0.8158746, 0.1798803, 2.034624, Tracked, 0.9313671, 0.2649249, 2.091158, Tracked, 0.663894, 0.09516975, 1.891376, Inferred, 0.6152819, -0.04687301, 2.021783, Tracked, 0.5903639, -0.2975438, 1.932519, Tracked, 0.5879654, -0.3665108, 1.884293, Inferred, 0.9297048, -0.01959985, 2.122294, Inferred, 0.8131874, 0.03204403, 1.874247, Tracked, 0.6450748, 0.004659164, 1.762483, Inferred, 0.5924931, -0.02411925, 1.654917, Inferred, 0.5713711, -0.4035252, 1.964788, Tracked, 0.6764407, -0.6426394, 1.864594, Inferred, 0.7563562, -0.9260821, 2.003091, Tracked, 0.6232053, -0.8995721, 1.919637, Tracked, 0.6668575, -0.4414127, 2.052765, Tracked, 0.5407422, -0.7902696, 1.960532, Inferred, 0.5378063, -1.117861, 1.888818, Inferred, 0.567858, -1.165156, 1.77472, Inferred, 0.7925553, 0.1053737, 2.038986, Tracked, 0.5687684, -0.4399613, 1.860437, Tracked, 0.5629557, -0.4072278, 1.9574, Tracked, 0.5738881, -0.06871548, 1.586707, Inferred, 0.5673366, 0.01427383, 1.632312, Inferred,
Kinect 2: 4.1868095, 0.6802183, -0.373148, 2.043851, Tracked, 0.7691176, -0.07966781, 2.044909, Tracked, 0.8444734, 0.2005592, 2.033422, Tracked, 0.9645558, 0.2818553, 2.08141, Tracked, 0.6926184, 0.1159504, 1.890195, Inferred, 0.6546826, 0.005871436, 2.080281, Tracked, 0.6262665, -0.2409859, 1.9802, Inferred, 0.6167421, -0.3249829, 1.959208, Inferred, 0.9582052, 0.001023493, 2.121165, Inferred, 0.8392516, 0.04753422, 1.873242, Inferred, 0.671369, 0.02020333, 1.760995, Inferred, 0.6178069, -0.008729853, 1.652837, Inferred, 0.6234879, -0.3531387, 2.017055, Tracked, 0.7055283, -0.6160911, 1.865503, Inferred, 0.7603706, -0.9058848, 2.004367, Inferred, 0.6681584, -0.9656547, 1.897906, Tracked, 0.713276, -0.3801749, 1.999566, Tracked, 0.5819759, -0.7325642, 1.952719, Inferred, 0.7143857, -1.017937, 1.832593, Inferred, 0.7735155, -1.03854, 1.719792, Inferred, 0.8290731, 0.1332069, 2.03837, Tracked, 0.5968497, -0.3865319, 1.916099, Tracked, 0.5997077, -0.3553816, 1.979643, Tracked, 0.5990696, -0.05341394, 1.584678, Inferred, 0.592329, 0.02944778, 1.630348, Inferred,
Kinect 2: 4.2190796, 0.6952868, -0.3732665, 2.039997, Tracked, 0.783347, -0.08119176, 2.041099, Tracked, 0.8642482, 0.1998254, 2.028796, Tracked, 0.976905, 0.2902121, 2.083961, Tracked, 0.7123424, 0.1152035, 1.885597, Inferred, 0.668031, 0.00305718, 2.076607, Inferred, 0.6414924, -0.244182, 1.977116, Inferred, 0.6310758, -0.4468995, 1.884469, Tracked, 0.9778953, 0.0003012448, 2.116557, Inferred, 0.8610244, 0.04719131, 1.867716, Inferred, 0.6929787, 0.01972214, 1.755676, Inferred, 0.6398453, -0.009137597, 1.647758, Inferred, 0.6384379, -0.3534305, 2.01369, Tracked, 0.7243601, -0.6173329, 1.861087, Inferred, 0.756242, -0.9384921, 1.928492, Tracked, 0.699707, -0.9921875, 1.821289, Tracked, 0.7279659, -0.3801234, 1.995393, Tracked, 0.6003401, -0.7337667, 1.948262, Inferred, 0.7248119, -1.02291, 1.82883, Inferred, 0.7830203, -1.044567, 1.715991, Inferred, 0.8449046, 0.1314439, 2.034326, Tracked, 0.6437945, -0.5115389, 1.830948, Tracked, 0.6274387, -0.48249, 1.960095, Tracked, 0.6209871, -0.05381871, 1.579644, Inferred, 0.6140764, 0.02904549, 1.62538, Inferred,
Kinect 2: 4.2530539, 0.7091247, -0.373941, 2.033794, Tracked, 0.7953459, -0.08338364, 2.034697, Tracked, 0.8738815, 0.1974199, 2.022802, Tracked, 0.9908929, 0.2830284, 2.080064, Tracked, 0.7219845, 0.1127903, 1.879607, Inferred, 0.6909055, -0.1170695, 1.879574, Inferred, 0.6511039, -0.3588631, 1.900896, Inferred, 0.6590594, -0.450953, 1.913171, Tracked, 0.9874821, -0.002099396, 2.110568, Inferred, 0.870102, 0.04494855, 1.861996, Inferred, 0.7020067, 0.01751578, 1.749982, Inferred, 0.648838, -0.01135474, 1.642033, Inferred, 0.6523113, -0.3541003, 2.007716, Tracked, 0.7340963, -0.6199378, 1.855014, Inferred, 0.7585898, -0.9408854, 1.926123, Inferred, 0.7210254, -0.8886436, 1.770303, Tracked, 0.7412659, -0.3807717, 1.989143, Tracked, 0.6113051, -0.7337626, 1.942303, Inferred, 0.7365261, -1.022353, 1.822369, Inferred, 0.7947133, -1.043641, 1.709602, Inferred, 0.8555108, 0.1286822, 2.027975, Tracked, 0.6796438, -0.5210374, 1.913438, Tracked, 0.6540989, -0.4242572, 1.959368, Tracked, 0.6299234, -0.05602344, 1.573941, Inferred, 0.6229337, 0.02685933, 1.619709, Inferred,
Kinect 2: 4.2850687, 0.7329582, -0.3737337, 2.029196, Tracked, 0.8175408, -0.08388621, 2.030464, Tracked, 0.8943281, 0.1968316, 2.019069, Tracked, 1.015463, 0.2778946, 2.076753, Tracked, 0.7424381, 0.1122048, 1.875894, Inferred, 0.6981924, -0.00165041, 2.066454, Inferred, 0.6712961, -0.2490659, 1.967622, Inferred, 0.715579, -0.2626473, 1.921027, Inferred, 1.007843, -0.00267314, 2.106854, Inferred, 0.8903049, 0.0444, 1.858361, Inferred, 0.7221459, 0.01699647, 1.746366, Inferred, 0.6678395, 0.007939724, 1.712798, Tracked, 0.6754565, -0.3540385, 2.007458, Tracked, 0.7544551, -0.6205874, 1.851348, Inferred, 0.7738033, -0.9419306, 1.922667, Inferred, 0.7285476, -0.8963103, 1.766886, Tracked, 0.7657467, -0.3804343, 1.980081, Tracked, 0.6329358, -0.7327169, 1.937531, Inferred, 0.7575388, -1.021633, 1.817949, Inferred, 0.8155084, -1.042757, 1.705305, Inferred, 0.8763759, 0.1279204, 2.02412, Tracked, 0.6992536, -0.2916756, 1.844859, Tracked, 0.7102501, -0.2519973, 1.91475, Tracked, 0.6489673, -0.0368233, 1.644693, Inferred, 0.6420387, 0.04588979, 1.690432, Inferred,
Kinect 2: 4.3210888, 0.7685712, -0.370977, 2.030366, Tracked, 0.8552714, -0.08414619, 2.030324, Tracked, 0.9342962, 0.1937253, 2.017745, Tracked, 1.054898, 0.2765174, 2.072791, Tracked, 0.7824249, 0.1091141, 1.8746, Inferred, 0.7379184, -0.004998604, 2.065302, Inferred, 0.7108557, -0.2524175, 1.966633, Inferred, 0.7317836, -0.3084251, 1.912222, Inferred, 1.047649, -0.005728901, 2.105564, Inferred, 0.9299447, 0.04136864, 1.857156, Inferred, 0.8560342, -0.02696109, 1.678989, Tracked, 0.8795258, 0.01520778, 1.721582, Tracked, 0.711708, -0.3512154, 2.000201, Tracked, 0.7943072, -0.6235943, 1.850115, Inferred, 0.8145774, -0.9450265, 1.920804, Inferred, 0.7515332, -0.9040831, 1.76988, Tracked, 0.80064, -0.3777988, 1.990449, Tracked, 0.6724609, -0.7316319, 1.939077, Inferred, 0.7983735, -1.019528, 1.818645, Inferred, 0.8554465, -1.041449, 1.706103, Inferred, 0.9158107, 0.1254319, 2.023079, Tracked, 0.7189931, -0.3226936, 1.854961, Tracked, 0.7311898, -0.3024145, 1.922909, Tracked, 0.9107516, -0.04325584, 1.64616, Tracked, 0.8377417, -0.02594609, 1.680586, Tracked,
